,jnj,dhr,Ratio,Spread
0,163.92315673828125,312.32110595703125,1.9052897233774073,-50.93531461275796
1,163.45542907714844,313.1980285644531,1.9161066128713808,-52.562636164604896
2,162.9292755126953,312.829345703125,1.9200315272914203,-53.03808785459853
3,163.6308135986328,318.5693359375,1.9468786405897438,-57.65256535387783
4,163.942626953125,319.6754455566406,1.9499226741562659,-58.258417170215296
5,165.32627868652344,326.2724304199219,1.9735061661828717,-62.63554016413559
6,165.98887634277344,322.3162536621094,1.941794298290892,-57.61632475553154
7,167.15814208984375,325.6567687988281,1.9481956710418264,-59.08092821272953
8,167.89869689941406,327.54144287109375,1.950827784371189,-59.77749306339268
9,166.69044494628906,328.0799255371094,1.9681987509411423,-62.25443493455475
10,167.1483917236328,314.86737060546875,1.8837594987218187,-48.30717302088675
11,166.7001953125,306.3913879394531,1.8379785780399647,-40.55025433538191
12,167.81100463867188,304.43695068359375,1.8141655926505107,-36.813689967779624
13,167.23609924316406,303.06085205078125,1.812173648047876,-36.35994089387174
14,169.4967041015625,294.83416748046875,1.739468440069513,-24.506454574447616
15,168.65872192382812,302.17333984375,1.7916259319231738,-33.19004377229436
16,166.86582946777344,304.46685791015625,1.8246207679623077,-38.359989123827745
17,165.44320678710938,305.513916015625,1.846639230154413,-41.689432143842566
18,164.4395751953125,291.2243957519531,1.7710116035391872,-29.0100883774341
19,163.54312133789062,292.4808349609375,1.7884019368607578,-31.70475346920233
20,162.82208251953125,287.584716796875,1.7662513115343423,-27.9654340432686
21,162.31539916992188,286.21856689453125,1.763348199605509,-27.412181650094567
22,161.01943969726562,282.16009521484375,1.7523355921827575,-25.432882747881024
23,160.649169921875,279.6571960449219,1.7407945287294135,-23.524025948540157
24,158.79782104492188,276.0773010253906,1.7385459020076346,-22.914342781913803
25,163.33851623535156,270.433349609375,1.6556618478137293,-9.985526345082347
26,164.06932067871094,266.0158386230469,1.6213624675387843,-4.395549138668285
27,166.22271728515625,269.2068176269531,1.619554908160519,-4.131725968823558
28,167.39198303222656,280.3153381347656,1.6746043212881878,-13.36433479711536
29,167.8791961669922,284.98211669921875,1.697542776031298,-17.249452894550814
30,166.5052947998047,286.4778747558594,1.720533122386901,-20.9494298190358
31,168.34690856933594,293.59765625,1.7440038474426625,-25.11461798134758
32,168.337158203125,289.0904235839844,1.7173298318078516,-20.62302831684849
33,167.23609924316406,286.8168640136719,1.7150415808050832,-20.115952856762362
34,166.68069458007812,284.3439025878906,1.7059198325531562,-18.534054986852595
35,167.11917114257812,284.81256103515625,1.7042482863451238,-18.299243494242887
36,167.09970092773438,291.18450927734375,1.7425794759696926,-24.70242877858243
37,165.0826873779297,281.4022216796875,1.7046137674961843,-18.15613717696948
38,163.41647338867188,271.8891906738281,1.6637807990578974,-11.316296838724496
39,161.36048889160156,270.7325134277344,1.6778116829430687,-13.458138633859276
40,163.02670288085938,268.3093566894531,1.6458000557462955,-8.361791227963634
41,162.9292755126953,266.93328857421875,1.638338400107963,-7.142030725692278
42,161.9353790283203,268.5087585449219,1.6581228892419075,-10.312058672582735
43,160.19961547851562,266.1753845214844,1.661523242277577,-10.763457164823135
44,158.02256774902344,265.4275207519531,1.6796811020911502,-13.508340251907752
45,158.10101318359375,261.64825439453125,1.654943565040244,-9.603219949577065
46,155.08059692382812,270.7923278808594,1.7461393188592516,-23.59309872260357
47,162.78854370117188,278.4605712890625,1.7105661427884493,-18.89509654380265
48,161.38621520996094,273.6342468261719,1.6955242829765726,-16.318598009515995
49,160.82723999023438,271.260986328125,1.6866607071326742,-14.842129490431146
50,162.8277587890625,273.7240295410156,1.6810648968989081,-14.09564006352167
51,165.22056579589844,275.78814697265625,1.6692119751807715,-12.320857209055928
52,166.2012176513672,271.7695617675781,1.635183939131282,-6.728963050194805
53,168.87840270996094,262.27642822265625,1.5530489631234914,7.059312751513234
54,165.45591735839844,256.542724609375,1.550520094447097,7.3021514693922445
55,166.0835418701172,264.0713806152344,1.5899912636843145,0.7804249445654263
56,166.3777313232422,263.0841369628906,1.5812460890680446,2.239651490867858
57,166.07374572753906,261.7778625488281,1.5762748133488929,3.058226568133479
58,168.36846923828125,266.0956726074219,1.5804364903432928,2.421956523739085
59,172.7323760986328,270.1242370605469,1.563830957239318,5.394626707124646
60,171.1437225341797,277.1343688964844,1.6193078238153722,-4.164261717070813
61,173.37960815429688,280.6044921875,1.618439995191244,-4.047241572678841
62,171.45751953125,291.3639831542969,1.699336278460465,-17.89043571480761
63,172.42835998535156,288.4522399902344,1.6728816536603346,-13.421124520240935
64,171.6144256591797,293.06915283203125,1.7077186355770373,-19.343873022283844
65,170.96719360351562,285.2413330078125,1.6683980534260057,-12.554440045214731
66,171.84979248046875,285.9699401855469,1.6640691621320882,-11.867049580191972
67,173.49728393554688,286.9679870605469,1.6540200546721737,-10.221943288142255
68,174.38967895507812,290.9002685546875,1.6681048459847323,-12.722510696687491
69,174.30140686035156,295.26171875,1.6939720916111742,-17.22558024062812
70,176.11561584472656,296.77874755859375,1.6851359042474154,-15.83198258863524
71,173.80128479003906,292.7566223144531,1.6844330159475993,-15.522854724810996
72,174.7427215576172,291.1198425292969,1.665991235196066,-12.375680718105853
73,173.0559844970703,288.6846008300781,1.6681572825640438,-12.646555879052071
74,174.17393493652344,286.80828857421875,1.6466774358559688,-8.976659665268583
75,178.7045440673828,288.76446533203125,1.615876455962692,-3.66415297347413
76,178.24363708496094,299.07427978515625,1.6778959668703384,-14.713423614094777
77,178.5966796875,298.7049865722656,1.6725114212365282,-13.777726448013196
78,176.36077880859375,290.5509338378906,1.6474804420841704,-9.210841629486366
79,176.4196014404297,280.1912536621094,1.5882093110652418,1.2432106446460707
80,177.1649169921875,283.1654357910156,1.5983155164038627,-0.5352243652035313
81,176.4196014404297,276.4385986328125,1.5669381201167463,4.995865673942946
82,174.2229766845703,274.5323486328125,1.5757528304079647,3.3779604120911144
83,179.53810119628906,272.566162109375,1.518152193285025,13.871467755985806
84,180.33242797851562,279.83197021484375,1.551756239028636,7.880037944646007
85,179.8126983642578,277.69610595703125,1.5443631538996478,9.18207391661173
86,178.02789306640625,264.0428771972656,1.4831545363443406,19.971850024746004
87,182.4114227294922,259.95086669921875,1.4250799802417748,31.096577005861036
88,181.10714721679688,250.48941040039062,1.3831006354516684,38.46551868711106
89,178.5770721435547,251.78688049316406,1.4099619703181012,33.10892226497134
90,179.9107666015625,256.4976501464844,1.425693720234844,30.537865518624983
91,176.9687957763672,250.6391143798828,1.4162898791299439,31.676449943436978
92,175.1840057373047,250.0303192138672,1.427243989321705,29.421816938261827
93,174.84075927734375,248.02423095703125,1.418572145203277,30.877217684745062
94,176.7138214111328,256.1283874511719,1.4493964614984893,25.778108710423396
95,173.34036254882812,251.41758728027344,1.4504272610451694,25.07669964143247
96,172.95791625976562,248.75282287597656,1.438227450094707,27.127886283583052
97,173.89935302734375,238.902099609375,1.373795218040922,38.48900377173351
98,173.6639862060547,239.97999572753906,1.3818639141612212,37.03349685796195
99,172.72256469726562,236.6465301513672,1.3700962035049815,38.856592693025505
100,174.4289093017578,239.08175659179688,1.3706544262005973,39.15894047887781
101,173.42864990234375,248.7029266357422,1.4340359956430773,27.933004115032475
102,174.63482666015625,245.888427734375,1.4080148412371378,32.68263288163024
103,175.3605194091797,248.48333740234375,1.416985637585516,31.251988486160485
104,172.10476684570312,243.12384033203125,1.412650240826849,31.388118435048227
105,170.57493591308594,248.8226776123047,1.4587294216489626,23.234896664868018
106,173.5561065673828,251.3078155517578,1.4479917792704577,25.532600318997993
107,177.0992889404297,252.62522888183594,1.4264610004550085,29.899692169136074
108,179.03372192382812,251.50741577148438,1.4048047097992578,34.12101313123094
109,177.2769317626953,249.83070373535156,1.409267981181993,32.97921860459695
110,177.11903381347656,251.21800231933594,1.418356892031676,31.338596421718137
111,178.72776794433594,265.9691162109375,1.4881241973198733,19.168455378148906
112,177.1881103515625,263.3043212890625,1.4860157420643805,19.36310040639779
113,175.39186096191406,260.48980712890625,1.4851875434828246,19.295801584504147
114,174.8391571044922,272.7258605957031,1.559867166556455,6.173017599814559
115,174.11868286132812,265.5299377441406,1.524993948843585,12.2130474895489
116,174.09893798828125,263.2244567871094,1.5119245403141244,14.486850756498088
117,176.0136260986328,267.74560546875,1.5211640791873313,13.037532236518702
118,174.96746826171875,265.0808410644531,1.5150293005779882,14.023893155716964
119,171.4440460205078,258.25421142578125,1.506346924377236,15.197719784695268
120,170.29916381835938,250.98843383789062,1.4738089618901136,20.626705437076907
121,168.5818634033203,243.34341430664062,1.4434732740167815,25.516573785724233
122,165.9960479736328,241.94615173339844,1.4575416384119562,22.765282980241693
123,167.77256774902344,244.4612274169922,1.4570989208598741,23.10036706905629
124,167.86138916015625,240.37921142578125,1.4320101402022587,27.32488370475545
125,167.24948120117188,238.1336212158203,1.423822779631748,28.588759287458572
126,170.75315856933594,243.393310546875,1.4254102974501806,28.950195276015393
127,173.44757080078125,245.4293212890625,1.4150058150480422,31.236965208004108
128,177.31642150878906,254.94036865234375,1.4377707743200034,27.932909067768946
129,179.912109375,256.58880615234375,1.4261897492265103,30.448863791534734
130,179.74432373046875,256.1692199707031,1.4251867021672155,30.599263048799344
131,174.6319122314453,251.64349365234375,1.4409937475736536,26.92289119951488
132,174.68125915527344,252.62255859375,1.4461915366043638,26.0229960028733
133,175.1944580078125,253.28195190429688,1.445718972988302,26.186953349614384
