,jnj,dhr,Ratio,Spread
134,177.17825317382812,257.80767822265625,1.4550751777066189,24.843929108203554
135,175.81625366210938,255.2700653076172,1.4519139157532346,25.19641789903352
136,175.9741668701172,259.79583740234375,1.476329406884441,20.923993883641913
137,176.17153930664062,263.20263671875,1.49401337897505,17.833849065853656
138,175.9544219970703,263.5123291015625,1.497616974388686,17.1758244943411
139,176.0235137939453,265.0508728027344,1.505769695706707,15.748128228015903
140,173.55612182617188,252.46270751953125,1.4546459373665288,24.377732831665128
141,173.15147399902344,250.85421752929688,1.4487558883311134,25.337026018741312
142,173.38833618164062,247.8270721435547,1.4293180129713712,28.744181283265675
143,175.90505981445312,255.53982543945312,1.4527144682989777,25.069133931245233
144,171.95724487304688,246.8280029296875,1.4354033359392124,27.447278938077034
145,169.4503936767578,255.5098419189453,1.5078739941221606,14.74357284998223
146,168.48318481445312,255.75961303710938,1.518012692594646,12.942060046166775
147,169.07533264160156,278.9678039550781,1.6499615857413203,-9.316118415066795
148,169.87477111816406,273.5828552246094,1.6104972705706044,-2.6485904428820946
149,170.21034240722656,273.123291015625,1.6046221819011457,-1.6506523851456891
150,171.4144287109375,276.2403564453125,1.6115350295927937,-2.835941769959105
151,170.94068908691406,279.7870178222656,1.6367490930144146,-7.142647384917153
152,171.92764282226562,288.7386169433594,1.679419389480317,-14.510827130277447
153,172.24346923828125,291.1963195800781,1.690608769481052,-16.46183360832623
154,171.6414337158203,287.629638671875,1.675758774819439,-13.86102848233986
155,170.66433715820312,285.2618713378906,1.6714790921635692,-13.06086615948851
156,172.31256103515625,288.2590637207031,1.6728847971906748,-13.413730314104496
157,169.549072265625,288.6786804199219,1.7026261280136161,-18.266950641905623
158,168.87796020507812,289.7276916503906,1.7156039266376606,-20.39266060899729
159,167.97982788085938,286.7204895019531,1.7068745284422557,-18.826377191805022
160,167.9600830078125,284.9721374511719,1.696665852671177,-17.109702831105835
161,168.4436798095703,290.86663818359375,1.726788672109429,-22.2283449609223
162,164.95973205566406,290.9065856933594,1.7635005953767904,-27.857764580657943
163,163.14373779296875,297.47039794921875,1.823363875153529,-37.33506750864922
164,163.9234161376953,302.06610107421875,1.8427269769712697,-40.67989356245596
165,165.38414001464844,300.1978454589844,1.8151549805948455,-36.46812537260206
166,165.3939971923828,296.9908447265625,1.7956567334249078,-33.2453102755797
167,164.59457397460938,293.99365234375,1.7861685549190822,-31.530672654042576
168,167.10142517089844,292.1654052734375,1.748431558705339,-25.680558484893083
169,166.5152130126953,285.71148681640625,1.7158281315390882,-20.167129593219954
170,165.06459045410156,283.7732849121094,1.7191651106481034,-20.556234211893184
171,164.5181121826172,284.6724548339844,1.730341122064386,-22.33214663191319
172,166.05816650390625,290.69677734375,1.7505720041592283,-25.885682756598158
173,163.2165069580078,280.0667419433594,1.7159216746098769,-19.81466428176867
174,161.95465087890625,276.43017578125,1.7068369094749696,-18.20255711248609
175,161.3883056640625,273.1133117675781,1.6922744844727262,-15.794309130565805
176,160.3052978515625,269.65655517578125,1.6821437518894382,-14.075076287815135
177,164.27964782714844,273.6028137207031,1.6654699309349763,-11.645085843672744
178,161.6963348388672,269.1670227050781,1.6646451694363207,-11.353833414520976
179,162.1334991455078,272.2241516113281,1.6790123758879631,-13.709597698783623
180,163.01780700683594,277.2094421386719,1.7004856538589521,-17.276148774027718
181,164.32933044433594,287.8294677734375,1.7515404401342423,-25.792031581950198
182,164.64727783203125,290.1473083496094,1.7622356844891776,-27.599773218214523
183,164.57772827148438,293.2344055175781,1.781738079613446,-30.79845223424678
184,160.2953643798828,281.5154113769531,1.7562292737910488,-25.949869255790247
185,163.60401916503906,281.4654541015625,1.7204067206785927,-20.591671171560222
186,164.0213165283203,281.6452941894531,1.717126164761783,-20.10202017107008
187,166.52516174316406,276.7998352050781,1.6622102768589018,-11.239516734648019
188,165.213623046875,278.6780700683594,1.6867741589886436,-15.221918905212986
189,163.91201782226562,274.11236572265625,1.6723140216593755,-12.744445099990285
190,162.2328643798828,268.2279052734375,1.6533512263295664,-9.553934731979153
191,165.1142578125,266.1798095703125,1.6120946373545781,-2.883075036079957
192,165.6508026123047,265.0209045410156,1.5998769722914077,-0.8633642754413118
193,164.6373291015625,262.4133605957031,1.593887376743241,0.11821328844786327
194,163.88221740722656,259.85577392578125,1.5856252010556615,1.4643363964748928
195,165.29310607910156,265.989990234375,1.6092019597422569,-2.406320456361867
196,163.47483825683594,262.1499938964844,1.6036106638296197,-1.4834623762463353
197,162.31234741210938,258.2900085449219,1.5913146021425357,0.5114806114032162
198,162.1533660888672,268.7900085449219,1.657628299850483,-10.243581098770845
199,164.55784606933594,279.04998779296875,1.6957562003782665,-16.645932523684507
200,164.05111694335938,282.2900085449219,1.7207442034203637,-20.69892422612901
201,160.87164306640625,278.04998779296875,1.7283965184478933,-21.559892873251044
202,159.172607421875,268.4800109863281,1.6867224539128274,-14.715764161865136
203,159.3812713623047,261.4100036621094,1.6401550911704894,-7.310986813015431
204,161.68638610839844,254.13999938964844,1.5718082734514636,3.657228653664903
205,161.6466522216797,251.67999267578125,1.55697621458087,6.053488300318977
206,164.0908660888672,257.2699890136719,1.5678507594343574,4.38486685277468
207,163.40530395507812,253.7100067138672,1.5526424208581062,6.844967438747917
208,165.52162170410156,259.92999267578125,1.5703688134499487,4.020296180028824
209,164.94534301757812,265.57000732421875,1.610048531627335,-2.5442712669635044
210,163.63381958007812,257.8900146484375,1.5760190363473905,3.031578581974601
211,164.05111694335938,243.0800018310547,1.4817332936232368,18.51108248773818
212,167.62803649902344,244.58999633789062,1.4591234345175639,22.73971941519227
213,169.8834686279297,251.6699981689453,1.4814272406936806,19.278220463900027
214,169.61521911621094,251.8699951171875,1.4849492659300823,18.647857370647785
215,171.1055908203125,253.77999877929688,1.4831777124442729,19.128931779162144
216,171.20494079589844,248.10000610351562,1.449140456754034,24.968316603416724
217,173.74851989746094,251.8000030517578,1.4492209959564524,25.349111174434654
218,172.85430908203125,251.6699981689453,1.455966006896077,24.04448879922535
219,171.9799346923828,255.82000732421875,1.4874991537925575,18.491676958655546
220,169.3369903564453,242.5399932861328,1.4322918623721792,27.531482848567464
221,169.62515258789062,241.4199981689453,1.42325589386783,29.113791085693265
222,170.38026428222656,246.97000122070312,1.4495223508493298,24.775251595830298
223,171.8706512451172,249.0399932861328,1.4489966232277716,25.096362081464918
224,172.72512817382812,253.00999450683594,1.4648128919158205,22.497241051570484
225,171.3440399169922,246.9499969482422,1.441252331087077,26.341489454817065
226,173.35108947753906,267.8699951171875,1.545245524124007,8.64150155423073
227,168.16456604003906,271.0,1.6115166612178953,-2.809502996015907
228,170.80751037597656,266.7200012207031,1.5615238500555786,5.7107039314549315
229,171.28443908691406,270.3299865722656,1.5782518716431289,2.8658792299739857
230,172.3475799560547,266.1600036621094,1.5443210965304826,8.741512355569911
231,173.7386016845703,259.6199951171875,1.4943138289356008,17.513206822642246
232,175.0699920654297,260.6499938964844,1.488833070827298,18.6192244037951
233,175.97000122070312,260.05999755859375,1.4778655211374592,20.653150567119553
234,176.82000732421875,262.0400085449219,1.4819590413456039,20.03684700251665
235,177.00999450683594,263.3500061035156,1.487769133247136,19.031655409310815
236,177.24000549316406,267.0400085449219,1.5066576408745445,15.710671128876244
237,177.3300018310547,261.1600036621094,1.4727344553400554,21.735061650099965
238,176.08999633789062,259.0199890136719,1.4709523221106262,21.885673296589744
239,178.0,273.4100036621094,1.5360112565287043,10.559973314562173
240,178.74000549316406,274.5400085449219,1.5359740411075555,10.617196357492107
241,178.8800048828125,274.2300109863281,1.5330389283362393,11.151801958205683
242,178.77999877929688,267.9700012207031,1.4988813236961194,17.251366916413417
243,176.10000610351562,265.3500061035156,1.5068142924852417,15.571715375752037
244,177.1699981689453,268.239990234375,1.5140260371769456,14.398373178142892
245,177.1999969482422,271.82000732421875,1.5339729797151962,10.866484634436235
246,175.74000549316406,269.3399963378906,1.532604915893026,11.004158107291632
247,177.83999633789062,273.489990234375,1.5378429817033525,10.223284842605098
248,179.2100067138672,276.67999267578125,1.5438869611647188,9.231258756700926
249,179.75999450683594,274.2300109863281,1.5255341531282682,12.563613445627427
250,177.49000549316406,270.0799865722656,1.5216630695448798,13.07178063963511
251,175.6699981689453,262.0299987792969,1.491603583483262,18.201839404605153
