,csco,avgo,Ratio,Spread
0,56.25,583.72998046875,10.377421875,48.42844180180674
1,55.900001525878906,580.8699951171875,10.391233976054075,47.283821122645406
2,55.77000045776367,578.989990234375,10.381746198350166,47.67638220250382
3,56.47999954223633,579.4249877929688,10.25894108514765,55.36503896162543
4,56.869998931884766,577.1599731445312,10.14876004896389,62.09234137199297
5,56.685001373291016,576.6400146484375,10.172708841463312,60.49559824338945
6,57.0,574.489990234375,10.078771758497806,66.24976808510343
7,57.44499969482422,582.5499877929688,10.141004280403127,63.281359757115126
8,57.189998626708984,582.1699829101562,10.17957679471372,60.743698162153294
9,57.22999954223633,579.9299926757812,10.13332163750564,63.4413701277345
10,56.959999084472656,587.7000122070312,10.31776723408057,52.582064381240855
11,56.599998474121094,581.2000122070312,10.268551729250843,54.96301609424944
12,56.39500045776367,577.7899780273438,10.245411354506013,56.027507783636395
13,56.0099983215332,574.9099731445312,10.264416896500878,54.50240238572047
14,55.904998779296875,573.8150024414062,10.264109023715879,54.39599127962828
15,56.474998474121094,583.8400268554688,10.338026429925547,50.89277877099158
16,56.31999969482422,577.5800170898438,10.25532706355684,55.37932638685783
17,55.87779998779297,577.760009765625,10.339705748827658,50.139781328716765
18,55.75,574.8800048828125,10.311748966507848,51.55752668846327
19,55.68000030517578,580.2550048828125,10.421246438622495,45.381605482318434
20,55.130001068115234,571.6400146484375,10.368946192149611,47.70362467687079
21,54.755001068115234,569.4400024414062,10.39978068364975,45.612968859441196
22,54.529998779296875,568.27001953125,10.421236608334606,44.20852476676163
23,54.439998626708984,565.1900024414062,10.381888624150635,46.258779784857495
24,53.400001525878906,558.030029296875,10.450000250026967,41.519333446552594
25,53.91999816894531,560.5,10.395030026592515,44.99905066137961
26,53.54710006713867,558.4569702148438,10.4292663751097,42.77546188172545
27,53.22999954223633,560.3699951171875,10.527334208833715,37.234242092079796
28,53.845001220703125,565.8900146484375,10.509610954022149,38.75093732559566
29,54.11000061035156,575.4099731445312,10.634078112252912,32.26304391661182
30,54.72999954223633,579.969970703125,10.596929938863777,34.79693860398555
31,55.564998626708984,580.8800048828125,10.454063155570656,43.44078141683366
32,56.076900482177734,587.0374755859375,10.468436567254797,43.14037984150042
33,56.09000015258789,587.864990234375,10.480745028260657,42.46274875828914
34,56.029998779296875,584.6599731445312,10.434766837092338,44.98124325132352
35,55.900001525878906,585.0599975585938,10.46618929496344,43.093818681239156
36,55.95000076293945,584.5599975585938,10.447899724530453,44.16589902178083
37,56.04499816894531,588.3599853515625,10.497992766062296,41.45285078176158
38,55.244998931884766,586.677490234375,10.61955835962145,33.98192950948584
39,55.88999938964844,590.9400024414062,10.57326908024365,37.09937154215896
40,55.459999084472656,584.0,10.530111966112612,39.11940449042896
41,55.189998626708984,584.260009765625,10.586338545094195,35.770108509560316
42,54.80500030517578,577.280029296875,10.533345973585492,38.34502234451412
43,55.2400016784668,581.9000244140625,10.534033431083222,38.70221784859672
44,55.810001373291016,588.0,10.535746022780051,39.124054168085024
45,55.2599983215332,579.969970703125,10.495294757856113,40.86106877820515
46,54.939998626708984,576.5900268554688,10.494904282272051,40.57964607007608
47,54.6349983215332,570.9249877929688,10.449803337285928,42.75493831426007
48,54.36709976196289,565.3200073242188,10.398200562461053,45.294682027416854
49,54.689998626708984,568.5900268554688,10.396599764728942,45.719200720435595
50,54.60499954223633,567.6599731445312,10.395750900161676,45.676713487758946
51,54.619998931884766,571.260009765625,10.458806681377439,42.24829660413451
52,55.720001220703125,583.0,10.463029203656632,43.09429209633714
53,55.90999984741211,587.3400268554688,10.505097987093892,40.92818799369962
54,56.02000045776367,586.510009765625,10.469653783880718,43.016808020894416
55,56.029998779296875,588.1799926757812,10.49759067446409,41.46122372007352
56,56.064998626708984,587.0800170898438,10.471417666461207,42.961659909083494
57,56.275001525878906,587.5999755859375,10.441580802369607,44.84450867835625
58,56.13999938964844,585.2899780273438,10.42554300660118,45.60984130586206
59,56.34000015258789,580.1099853515625,10.296591831388486,53.07819899074212
60,56.099998474121094,578.5800170898438,10.313369569105113,51.862120512155855
61,55.904998779296875,577.7999877929688,10.335390401742458,50.41100592806578
62,56.41809844970703,583.6300048828125,10.34473016496789,50.45176310272933
63,56.38999938964844,582.3599853515625,10.327362859636187,51.4002793312838
64,56.125,578.989990234375,10.316080004175946,51.7382093613615
65,56.08000183105469,578.72998046875,10.319721140741374,51.48335991457867
66,55.709999084472656,596.47998046875,10.70687471317872,29.499869371319562
67,55.880001068115234,599.5,10.72834625162652,28.42497537422986
68,56.47999954223633,602.5800170898438,10.668909737494388,32.21000966475043
69,56.70500183105469,602.8400268554688,10.631161403566367,34.52442690196125
70,56.459999084472656,595.8499755859375,10.553488934607602,38.71121030305363
71,56.23500061035156,595.2835083007812,10.5856406479918,36.70329423230629
72,56.4900016784668,595.989990234375,10.55036240973521,38.914478776486874
73,55.93000030517578,590.9400024414062,10.565707119917903,37.557053273365284
74,55.84000015258789,586.1199951171875,10.496418221983545,41.34729852583615
75,55.86000061035156,581.7000122070312,10.41353393933252,45.99612230159545
76,55.95000076293945,577.2650146484375,10.31751576008575,51.46088193193708
77,55.91999816894531,577.760009765625,10.331903231114179,50.62260369287884
78,55.939998626708984,576.1500244140625,10.29942864780435,52.46142991004439
79,55.56999969482422,570.6500244140625,10.269030547920135,53.727983013717505
80,54.82500076293945,567.7000122070312,10.354765240437251,48.15388029996092
81,54.3849983215332,570.780029296875,10.495174164065025,40.039451460713224
82,55.2400016784668,587.6500244140625,10.638124666153574,32.95221784859672
83,55.2400016784668,588.1099853515625,10.64645125781766,32.49225691109672
84,54.91999816894531,584.6699829101562,10.645848550678936,32.27084914978542
85,54.77000045776367,581.719970703125,10.621142337797187,33.50462033519176
86,54.38999938964844,575.72998046875,10.585217630620594,35.14672141697207
87,55.404998779296875,591.489990234375,10.675751344938147,31.00011278737844
88,55.56999969482422,591.2000122070312,10.638834181280291,33.177995220748755
89,55.84000015258789,593.77001953125,10.633417226159013,33.69727411177365
90,55.91999816894531,597.530029296875,10.685444364494062,30.85258416162884
91,55.814998626708984,597.1400146484375,10.698558261052968,30.041217000849144
92,56.1349983215332,600.2849731445312,10.693595637184938,30.557625060540715
93,55.91999816894531,597.02001953125,10.676324017885964,31.36259392725384
94,54.86000061035156,581.523193359375,10.600131004184624,34.73115975068964
95,54.314998626708984,578.1300048828125,10.644021347696794,31.888554668631002
96,54.6150016784668,583.2899780273438,10.6800322274332,30.16115086121414
97,54.55500030517578,582.3499755859375,10.674548113432754,30.414630705811135
98,54.584999084472656,587.25,10.758450304106539,25.85784576668715
99,54.630001068115234,587.6749877929688,10.757367312884146,25.947760833058453
100,54.709999084472656,587.510009765625,10.73862218236387,27.02805867588239
101,55.56999969482422,583.5499877929688,10.501169533879276,40.828019634811255
102,55.369998931884766,579.989990234375,10.47480587723812,42.09965218430608
103,55.10499954223633,583.2899780273438,10.585064565335301,35.76759930422753
104,55.435001373291016,586.8800048828125,10.586813210860234,35.953381260811796
105,55.42499923706055,586.010009765625,10.573026934275227,36.7089341217316
106,55.005001068115234,581.72998046875,10.575947080673027,36.18343618173793
107,54.68000030517578,577.989990234375,10.570409418590748,36.20483873219388
108,54.91999816894531,574.97998046875,10.469410044406635,41.96085159119167
109,54.869998931884766,575.5900268554688,10.490068125753059,40.778724863931245
110,54.5,571.4099731445312,10.484586663202409,40.72533167854186
111,54.34000015258789,567.1699829101562,10.437430646255626,43.134638635024146
112,54.0099983215332,565.4400024414062,10.469172746038977,41.088810291721245
113,54.41999816894531,570.2000122070312,10.477766104233627,41.01992915362945
114,54.290000915527344,567.6799926757812,10.45643733841641,42.05254852885747
115,54.64500045776367,590.697998046875,10.809735439629808,23.096370316621403
116,54.98500061035156,593.5339965820312,10.794471037439465,24.150579202853635
117,55.400001525878906,594.4749755859375,10.730594931630849,27.95794995461432
118,55.029998779296875,590.1099853515625,10.72342355881663,28.089449645730213
119,54.875,589.1300048828125,10.735854303103645,27.295967964721342
120,55.39500045776367,593.7750244140625,10.718928053205644,28.600679998355588
121,55.59000015258789,592.47998046875,10.658031639547822,32.12686782463305
122,55.57500076293945,603.9600219726562,10.867476629445427,20.475206583257602
123,55.83000183105469,598.405029296875,10.71834156673841,28.947865736813185
124,55.71500015258789,597.280029296875,10.720273313489924,28.757041671328295
