,acn,ma,Ratio,Spread
0,339.2749938964844,364.489990234375,1.0743202322349283,43.28916967326069
1,338.2799987792969,363.2099914550781,1.0736963248366518,43.37327049279605
2,337.69000244140625,363.18170166015625,1.07548846289334,42.69243578593682
3,338.5299987792969,364.6600036621094,1.0771866746729521,42.22373663462895
4,338.64990234375,366.6400146484375,1.0826520607594208,40.38783934857997
5,340.25,368.0480041503906,1.0816987631165045,40.903028653712454
6,340.67999267578125,367.54998779296875,1.0788716557909497,41.91785896810404
7,338.05999755859375,365.114990234375,1.0800301510713108,41.203849299319245
8,340.2799987792969,363.1000061035156,1.0670624409488718,45.88708263527167
9,340.1000061035156,363.4949951171875,1.068788558052984,45.27575801349428
10,339.5307922363281,362.385009765625,1.0673111778132611,45.70159759320444
11,338.79998779296875,361.0799865722656,1.0657615099824371,46.12825713663102
12,337.1000061035156,360.4849853515625,1.0693710436803312,44.680027592749525
13,338.3599853515625,362.239990234375,1.0705757356562144,44.43940864616184
14,340.82000732421875,358.2699890136719,1.0511999921203368,51.36614322891808
15,343.3399963378906,362.3399963378906,1.0553387318770213,50.32494445663497
16,341.6700134277344,361.8800048828125,1.0591506150988363,48.77776108181274
17,341.17999267578125,362.375,1.0621226560150614,47.693803458801085
18,340.6700134277344,362.6600036621094,1.0645492393448939,46.79584890705928
19,339.9200134277344,361.6578063964844,1.0639497296718345,46.89661112609184
20,337.2300109863281,357.4200134277344,1.059870123606006,47.901254126704714
21,337.6650085449219,366.45001220703125,1.085247221162035,39.39408474007263
22,338.19500732421875,366.94000244140625,1.084995326644874,39.541107138110135
23,337.5799865722656,365.57000732421875,1.0829137444910744,40.171900575041434
24,338.8999938964844,363.3599853515625,1.0721746588834384,43.968457032776996
25,339.5299987792969,364.010009765625,1.0720996998036711,44.07564392656991
26,338.45001220703125,362.32000732421875,1.070527387372603,44.46759603985686
27,340.739990234375,363.9599914550781,1.0681458058525255,45.57996717536315
28,340.69000244140625,368.45001220703125,1.0814817269855146,41.02986542543158
29,342.3800048828125,368.7650146484375,1.0770635241233082,42.746099556705815
