,mdlz,wmt,Ratio,Spread
0,63.47128677368164,136.6027069091797,2.1521969043460762,-0.10575271308332024
1,63.29541015625,137.0457305908203,2.165176436214119,-0.9330589000723828
2,62.84595489501953,137.459228515625,2.1872406703859073,-2.328596372543559
3,63.344268798828125,137.63645935058594,2.1728320803212466,-1.4170337214690116
4,63.45174789428711,137.3312530517578,2.164341528945059,-0.8769904290785471
5,64.0184555053711,138.5815887451172,2.1647130917347783,-0.8890954595584342
6,64.49723052978516,140.57032775878906,2.179478507900784,-1.831732560611898
7,64.84898376464844,140.50143432617188,2.1665942343226723,-0.9942741172978353
8,64.58377075195312,140.9542999267578,2.1825034104639225,-2.0266182321847177
9,65.13383483886719,142.45077514648438,2.187047261978194,-2.3212281413978255
10,64.79986572265625,142.41139221191406,2.1977112239928944,-3.0115527174715746
11,65.27134704589844,139.80239868164062,2.141864769288925,0.6276063161322147
12,66.21432495117188,141.6927032470703,2.1399101078438556,0.7976660971315814
13,66.18485260009766,141.29888916015625,2.134912802690865,1.127084421409875
14,66.35183715820312,142.64767456054688,2.149867745491825,0.14315277634128076
15,65.84105682373047,142.3720245361328,2.1623593454353394,-0.6972292760507353
16,66.06697845458984,141.96835327148438,2.148854943760811,0.2000705993070815
17,66.1750259399414,141.22012329101562,2.134039560773018,1.1843794797105138
18,66.44023895263672,143.2187042236328,2.1556018834569395,-0.2347229386057288
19,66.89207458496094,142.81503295898438,2.1350067828677104,1.1561888775772493
20,66.1750259399414,140.31436157226562,2.1203521960023255,2.090141198460514
21,66.40094757080078,141.71238708496094,2.13419224076371,1.1857442964745806
22,66.55812072753906,139.0344696044922,2.0889181978806284,4.207078061193754
23,67.14746856689453,138.0204315185547,2.0554822760154265,6.508814691352085
24,66.41077423095703,138.03025817871094,2.078431696921384,4.889344013564567
25,65.79194641113281,135.0274658203125,2.0523403423350337,6.540025395222215
26,65.4383316040039,133.64913940429688,2.042367770209463,7.1457193487979955
27,66.27325439453125,133.73773193359375,2.017974417514489,8.881395596111304
28,65.24187469482422,135.39173889160156,2.075227597688,4.973870343535508
29,65.84105682373047,137.6462860107422,2.090584395983323,4.02850924933989
30,65.49726104736328,138.72926330566406,2.118092590243495,2.1943536329339386
31,66.69562530517578,138.67019653320312,2.0791498077826986,4.871792455284889
32,66.73492431640625,138.80804443359375,2.079991037008922,4.819811128370019
33,65.83123779296875,137.17372131347656,2.0837177897956476,4.479619805649718
