,tjx,mcd,Ratio,Spread
0,72.71324157714844,255.96722412109375,3.5202284834119744,20.707805651354043
1,71.20042419433594,255.99659729003906,3.5954364062679818,14.841870290757662
2,72.81147766113281,258.59832763671875,3.5516148819317266,18.45570426787875
3,72.69358825683594,259.13623046875,3.5647742350148937,17.462975329449783
4,72.447998046875,260.1241455078125,3.5904945964070403,15.527554960013013
5,72.97846984863281,262.36395263671875,3.5950870603466605,15.334347570806095
6,73.44999694824219,262.0118408203125,3.5672137740855683,17.505646073712818
7,74.12781524658203,262.60845947265625,3.542643994013636,19.524100924520347
8,74.19658660888672,261.35650634765625,3.5224869268629253,21.04137908984321
9,74.5796890258789,262.1976623535156,3.5156711670188634,21.678260755913378
10,74.21623229980469,262.6965026855469,3.5396097935065645,19.777177291427982
11,75.36557006835938,262.6280822753906,3.4847222947717,24.27982845646337
12,73.81346130371094,261.33697509765625,3.5405056270477004,19.582784363595827
13,74.13764190673828,263.7821960449219,3.5580062875043645,18.388276339378727
14,73.06688690185547,261.2098083496094,3.5749409811378756,16.829611437713787
15,71.21025085449219,258.61785888671875,3.631750426145343,12.25852068120198
16,72.89988708496094,256.3780212402344,3.516850731763678,21.01710080938883
17,72.114013671875,255.20431518554688,3.538900446544947,19.15884867642395
18,71.32814025878906,255.68360900878906,3.5846106190506446,15.647596665529385
19,69.92337799072266,252.06463623046875,3.6048692650963226,13.846891936699727
20,67.6934585571289,250.86158752441406,3.70584681107264,6.446745303773831
21,67.3005142211914,249.62916564941406,3.7091717431604927,6.163158650175056
22,66.14134979248047,247.58497619628906,3.7432706918303125,3.735205361296942
23,66.26905059814453,249.0129852294922,3.757606046591896,2.799875552070312
24,67.8407974243164,248.05442810058594,3.656419699036069,9.82234905628129
25,67.46751403808594,245.18862915039062,3.634173166836705,11.247992886898452
26,67.88009643554688,244.37680053710938,3.60012453384106,13.651595133481315
27,68.39092254638672,243.2911376953125,3.557360079918475,16.70806317550207
28,70.1198501586914,250.48011779785156,3.572171321401553,16.18941463361633
29,70.69943237304688,253.76651000976562,3.5893712508293123,15.139093792703783
30,71.51477813720703,253.31658935546875,3.5421572429332002,18.734679161252494
31,70.75836944580078,256.5345153808594,3.625500663597946,12.598472040036334
32,68.57755279541016,254.93045043945312,3.717403728301536,5.788783838991627
33,67.95869445800781,254.36312866210938,3.7429078161482674,3.9685040359281847
34,68.12568664550781,254.15774536132812,3.7307182925559137,4.818155639636778
35,69.19644927978516,254.38272094726562,3.676239512214108,8.724262085449332
36,70.46836853027344,254.16754150390625,3.606831643827756,13.846600775241846
37,69.64999389648438,251.2430419921875,3.607222742411025,13.613749967981924
38,67.7371826171875,249.5705108642578,3.684394614914679,7.9065126457683945
39,67.0371322631836,247.83926391601562,3.6970445415686064,6.93691316346851
40,67.92452239990234,248.25006103515625,3.6547928828059475,9.949733316353012
41,66.15960693359375,247.54583740234375,3.7416461323721655,3.844781566102306
42,64.25665283203125,245.4331512451172,3.8195757237260173,-1.3842710005998593
43,65.2229232788086,245.1103973388672,3.75804065529374,2.666426291708824
44,64.33553314208984,247.16436767578125,3.841801810049514,-2.811161317230393
45,61.62407302856445,242.36192321777344,3.932909840370857,-8.469732023756599
46,63.783382415771484,239.66238403320312,3.757442376933944,2.5605836792719505
47,65.8440933227539,243.98556518554688,3.705504212649431,6.187778761537679
48,65.17362213134766,240.7399139404297,3.693824373536498,6.846702189528791
49,63.004459381103516,235.6845245361328,3.7407594137188966,3.533300066539248
50,65.19334411621094,236.9729461669922,3.6349254571843117,10.689758850167827
51,64.78909301757812,232.7535858154297,3.592481002200179,13.349488340120807
52,61.66351318359375,231.92742919921875,3.761177675827357,2.1169250518148535
53,57.51251983642578,220.63644409179688,3.8363202433021533,-2.606931488625612
54,59.159114837646484,219.12179565429688,3.7039397268813863,5.260403160887272
55,60.332435607910156,218.8070526123047,3.626690194214818,10.101905165463812
56,61.180381774902344,218.3448028564453,3.568869570964586,13.83559441894527
57,60.569068908691406,223.13462829589844,3.683969925842455,6.687278389198035
58,60.39159393310547,222.4559783935547,3.683558652880807,6.681216611045805
59,60.85500717163086,228.7407684326172,3.7587830330459746,2.1843093778110974
60,61.66351318359375,234.2190704345703,3.7983413260483325,-0.17471618353670904
61,61.37757873535156,233.5601043701172,3.8053000653086024,-0.6189065270290892
62,61.56491470336914,234.98622131347656,3.816885355005892,-1.3222673462917167
63,60.13523864746094,231.44549560546875,3.848749931172693,-3.2973383953977655
64,60.273277282714844,234.1993865966797,3.885625556714888,-5.518666045743181
65,58.646400451660156,232.23233032226562,3.959873556326535,-9.828221813526802
66,59.22813034057617,236.3041534423828,3.9897283956724006,-11.655687674152212
67,60.431034088134766,237.60243225097656,3.9317949102848173,-8.313074189359305
68,61.131080627441406,238.94003295898438,3.908650567052556,-6.949843184211325
69,63.40870666503906,244.08392333984375,3.8493755223432355,-3.3064825929484765
70,61.131080627441406,244.92974853515625,4.006632076862202,-12.9395587603832
