,ups,de,Ratio,Spread
0,207.24000549316406,349.9200134277344,1.6884771480054641,56.93910702111178
1,208.02999877929688,346.8800048828125,1.6674518430912666,61.53757156387904
2,207.9199981689453,345.20001220703125,1.6602540171558635,63.00056098915387
3,208.5,345.8299865722656,1.658657009938924,63.51478284461568
4,207.97999572753906,344.2300109863281,1.6551111551962971,64.08892214618537
5,207.86500549316406,345.55230712890625,1.6623880787873657,62.53977949288229
6,208.4499969482422,347.1499938964844,1.6653873781666746,62.09613220621888
7,212.31239318847656,351.1300048828125,1.6538365924362364,65.73564747702504
8,212.16000366210938,349.6199951171875,1.6479071883595924,66.94503143285571
9,212.7899932861328,350.0400085449219,1.645002206820096,67.76782743828231
10,212.73199462890625,350.0899963378906,1.645685675765859,67.6034230334153
11,212.6300048828125,350.05999755859375,1.6463339581425656,67.43222196163923
12,212.42999267578125,350.0799865722656,1.6479781511199836,67.01765969125522
13,212.17999267578125,349.3599853515625,1.646526521873329,67.24447444278137
14,213.86000061035156,350.57000732421875,1.639250006189563,69.34868119588519
15,214.60000610351562,350.0,1.6309412397275147,71.37853130548454
16,214.91000366210938,350.3999938964844,1.6304498996119237,71.59008381450546
17,215.35000610351562,350.0,1.6252611566296407,72.85809071301541
18,215.27999877929688,350.07000732421875,1.6261148704441761,72.64997672860476
19,215.19000244140625,349.94000244140625,1.6261908010186992,72.60244170692475
20,215.13999938964844,350.75,1.6303337407970473,71.69380083415295
21,215.41000366210938,351.5899963378906,1.6321897328844217,71.38645431145316
22,214.74000549316406,350.7049865722656,1.6331609276382821,70.94972795188947
23,214.5399932861328,350.3999938964844,1.6332618852521104,70.86014737095859
24,214.51010131835938,350.5899963378906,1.6343752307383042,70.6111756733806
25,214.4550018310547,349.45001220703125,1.6294794209664747,71.64246251785094
26,214.7259979248047,349.55999755859375,1.6279351403038156,72.0670835928377
27,214.69000244140625,349.9100036621094,1.6298383701290782,71.64606754786767
28,215.51499938964844,347.69000244140625,1.613298394200336,75.49357809651217
29,215.6699981689453,347.4200134277344,1.6108870792291774,76.06934031293672
30,214.82000732421875,346.37091064453125,1.6123773337451213,75.44162716196608
31,215.05999755859375,347.07000732421875,1.6138287513448821,75.21597022759197
32,214.47950744628906,347.1000061035156,1.6183364566446423,74.04081197277638
33,214.7949981689453,346.1099853515625,1.6113503028563654,75.65321574698918
34,214.6300048828125,345.7099914550781,1.6107253580124317,75.7277198185706
35,213.9499969482422,345.3678894042969,1.6142458253357521,74.72833902029963
36,213.34500122070312,343.7650146484375,1.6113103784082397,75.13771094923042
37,213.14500427246094,342.82000732421875,1.608388657732722,75.68817511845025
38,214.1750030517578,343.7799987792969,1.6051359583556002,76.76010950824416
39,214.5800018310547,344.19500732421875,1.6040404715590126,77.14406063525193
40,214.2899932861328,343.55279541015625,1.6032143645243575,77.21415938810974
41,213.91000366210938,342.0400085449219,1.5989902421076374,77.97732328936011
42,212.69140625,341.8599853515625,1.6073051157964333,75.75336346261382
43,213.25,342.5299987792969,1.6062368055301144,76.18531355194675
44,213.50999450683594,341.57000732421875,1.5997846288796693,77.65820809835218
45,213.76499938964844,342.5299987792969,1.602367084215396,77.20127647438277
46,214.05999755859375,342.7950134277344,1.6013968856273697,77.5182182473685
47,214.8699951171875,343.239990234375,1.5974309956454182,78.67116078458712
48,214.32000732421875,342.95001220703125,1.6001773072367609,77.87615266111213
49,213.7550048828125,348.25,1.6292016188857055,71.46155863152931
50,211.16000366210938,346.32000732421875,1.64008335536112,68.27227334911662
51,212.1300048828125,347.3699951171875,1.6375335271834173,69.13585146469153
52,212.13999938964844,346.8399963378906,1.6349580340142822,69.68556686613873
53,212.8300018310547,349.0799865722656,1.6401822279237057,68.80677610296628
54,212.85000610351562,349.6499938964844,1.642706055298108,68.27623212476139
55,213.49000549316406,350.1600036621094,1.6401704747406618,69.0287785161609
56,217.82000732421875,367.79998779296875,1.6885500662274295,59.930787643652124
57,217.1999969482422,369.17999267578125,1.6997237470668807,57.32765984811577
58,218.65989685058594,367.6300048828125,1.6812868302687456,61.757659153839356
59,217.36000061035156,367.8800048828125,1.6924917365191274,58.94329420576899
60,216.7801055908203,368.4700012207031,1.6997408512947334,57.20931235917463
61,217.35000610351562,369.5,1.7000229566316234,57.303582466431166
