,klac,asml,Ratio,Spread
0,390.7300109863281,749.3099975585938,1.9177180572004042,-120.21231554415348
1,395.3800048828125,751.2205810546875,1.8999963877215877,-114.6169326040052
2,391.7049865722656,748.7899780273438,1.911617170309369,-118.11850168389694
3,394.07000732421875,750.747802734375,1.9051127687489846,-116.25873721116656
4,393.010009765625,749.780029296875,1.9077886330274716,-117.00199958885739
5,393.25,750.260009765625,1.9078449072234585,-117.09459059337459
6,391.54998779296875,751.7899780273438,1.9200357590736312,-121.36869892306751
7,388.04998779296875,752.780029296875,1.939904787984418,-128.00840976456286
8,386.57000732421875,746.4099731445312,1.9308532969514947,-124.02732098981707
9,384.8299865722656,749.1099853515625,1.9465998271704075,-129.53605459590207
10,383.3800048828125,746.0,1.9458500456434322,-128.76661293890854
11,383.9700012207031,748.405029296875,1.9491236995535421,-130.21927696213
12,385.7099914550781,751.9354248046875,1.9494839165768978,-130.94100033201082
13,385.3800048828125,753.3699951171875,1.9548756696556546,-132.90823115783084
14,401.8399963378906,767.8499755859375,1.910835114930382,-120.818683546973
15,404.8299865722656,769.7542114257812,1.9014258749539876,-117.89651168746943
16,406.2799987792969,770.6699829101562,1.8968937314800147,-116.4716902161534
17,409.07000732421875,776.7000122070312,1.8986970403612067,-117.9981199468343
18,409.3999938964844,780.6749877929688,1.9068759145862622,-121.44043501945177
19,409.8999938964844,781.8099975585938,1.9073188807024746,-121.76835056051047
20,409.3999938964844,783.6900024414062,1.9142403862359607,-124.45544966788927
21,405.92498779296875,779.719970703125,1.9208474327793796,-126.09473264256812
22,408.42498779296875,787.3599853515625,1.9277958226950513,-129.69927616817424
23,409.0899963378906,788.4000244140625,1.9272043596071662,-129.6658661188869
24,409.4949951171875,785.8099975585938,1.9189733865580312,-126.42209491196431
25,408.9599914550781,784.280029296875,1.9177426782175184,-125.75572338186609
26,410.3609924316406,788.09912109375,1.9205020351076236,-127.3133355851505
27,413.2099914550781,792.1199951171875,1.9169913881506477,-126.73538829336516
28,423.625,798.8699951171875,1.8857952083025966,-116.67360180253533
29,417.6499938964844,798.47998046875,1.9118400386392806,-125.92837298988931
30,416.6000061035156,799.6085205078125,1.9193675199062,-128.75179119609217
31,419.20001220703125,801.47998046875,1.9119273786493147,-126.4263513370606
32,422.0199890136719,804.4699096679688,1.906236506825526,-124.86430654817829
33,420.5199890136719,803.4600219726562,1.9106345547501056,-126.27570152656469
34,420.57000732421875,801.0599975585938,1.9047007242745535,-123.79493813337226
35,430.1499938964844,806.9600219726562,1.8759968230218114,-114.23105887963843
36,433.1400146484375,809.1400146484375,1.868079575388998,-111.58459459495029
37,436.04998779296875,809.969970703125,1.8575163246826851,-107.71730561244951
38,436.67999267578125,810.1699829101562,1.8552944868066752,-106.90037121474765
39,438.9100036621094,813.2999877929688,1.8529994327016521,-106.43071812199057
40,438.6199951171875,810.4600219726562,1.8477498312773522,-104.05888074504068
41,440.1600036621094,811.1900024414062,1.842943465313399,-102.30299720901232
42,434.8699951171875,806.7188720703125,1.8550805554035068,-106.37093752694406
43,432.57000732421875,807.2750244140625,1.8662297680037623,-110.63970359925017
44,432.07000732421875,807.2000122070312,1.868215794949453,-111.37178561678522
45,431.75,806.6649780273438,1.8683612693163723,-111.35330356348945
46,433.0150146484375,807.375,1.864542735672811,-110.02135350265436
47,434.4599914550781,808.0399169921875,1.8598718705626462,-108.35380562429813
48,432.1199951171875,804.77001953125,1.8623762580414793,-108.8611032229962
49,433.9599914550781,796.8900146484375,1.8363213898508164,-98.01099750511443
50,432.3800048828125,798.6799926757812,1.8471714317414993,-102.35137160719384
51,433.0,798.5167236328125,1.8441494772120381,-101.18731360754245
52,433.8299865722656,802.989990234375,1.8509324276518544,-104.32082547121863
53,433.69500732421875,802.280029296875,1.8498714897520412,-103.8287464767885
54,434.510009765625,801.6900024414062,1.8450438066405843,-101.92315209438695
55,434.80999755859375,801.1500244140625,1.842528987172384,-100.89893723675229
56,433.0,800.5900268554688,1.8489377063636692,-103.2606168301987
57,433.0450134277344,803.5999755859375,1.8556961763053312,-106.19790540556275
58,432.8500061035156,806.6799926757812,1.8636478717823204,-109.59270106565666
59,432.8500061035156,806.280029296875,1.8627238487413904,-109.1927376867504
60,431.9849853515625,806.3099975585938,1.866523200806144,-110.61901245453188
61,429.2300109863281,804.2000122070312,1.873587567558613,-112.95607490098709
62,427.45001220703125,800.219970703125,1.872078483683716,-111.84928686609189
63,430.0299987792969,800.1199951171875,1.860614369668268,-107.58472675628613
64,429.32000732421875,800.5499877929688,1.8646929426431327,-109.16077943783725
65,429.1549987792969,798.1654052734375,1.8598534504870419,-107.04255180552704
66,430.44000244140625,799.0599975585938,1.8563795024310408,-105.86290602221331
67,430.1300048828125,798.27001953125,1.8558808045691582,-105.57332247321094
68,431.3299865722656,798.5499877929688,1.85136673232242,-103.91629415264387
69,430.1099853515625,796.1500244140625,1.8510382263348453,-103.48564265212414
70,432.4800109863281,797.3599853515625,1.843692113152414,-100.8699355858374
71,430.6400146484375,793.6201171875,1.8428852177970254,-100.10016825684417
72,434.25,792.6699829101562,1.8253770475766407,-93.32283732347045
73,431.9200134277344,792.8250122070312,1.8355829495260951,-97.23890403193067
74,432.92999267578125,795.9879760742188,1.8386066790025553,-98.77157106305728
75,434.6600036621094,795.77001953125,1.830787311523275,-95.76105076908524
76,435.2799987792969,797.489990234375,1.8321310247906246,-96.4802325155276
77,432.06500244140625,778.540283203125,1.8019054512722432,-82.7201354369042
78,419.4021911621094,769.1099853515625,1.833824432868264,-93.7300012859283
