,crm,ma,Ratio,Spread
0,218.0399932861328,364.489990234375,1.671665756089327,91.07207764031546
1,219.4600067138672,363.2099914550781,1.6550167699968803,95.31898282883964
2,219.6699981689453,363.18170166015625,1.653305889231346,95.78601847065698
3,219.32000732421875,364.6600036621094,1.6626846228535632,93.57646276355626
4,220.5800018310547,366.6400146484375,1.66216344004409,94.22902250149735
5,221.91000366210938,368.0480041503906,1.658546248824356,95.59987359342222
6,221.3000030517578,367.54998779296875,1.660867522478099,94.8233845939672
7,218.125,365.114990234375,1.6738796113896848,90.62468649898824
8,215.72999572753906,363.1000061035156,1.683122483171514,87.63566616953187
9,216.89999389648438,363.4949951171875,1.6758644783119065,89.68521394574543
10,215.9550018310547,362.385009765625,1.6780579597277632,88.8207792243474
11,214.50999450683594,361.0799865722656,1.6832781493580191,87.10667498702804
12,214.0500030517578,360.4849853515625,1.6841157683347303,86.74059262245936
13,214.89999389648438,362.239990234375,1.6856212216034923,86.76151692154718
14,215.0399932861328,358.2699890136719,1.6660621289034214,91.02402600050243
15,214.80499267578125,362.3399963378906,1.6868322836648089,86.4630199269713
16,214.22500610351562,361.8800048828125,1.6892519293846981,85.71121588426593
17,214.7960968017578,362.375,1.6870651068415246,86.40942966198878
18,214.14999389648438,362.6600036621094,1.693485939754038,84.77449027868374
19,214.1790008544922,361.6578063964844,1.688577334629484,85.83729325968068
20,212.36000061035156,357.4200134277344,1.6830853851971208,86.27455633390889
21,211.61000061035156,366.45001220703125,1.7317235062145981,75.677544339483
22,210.86000061035156,366.94000244140625,1.7402067788071152,73.62054088997894
23,210.839599609375,365.57000732421875,1.7338773551150477,74.94791115632358
24,210.86000061035156,363.3599853515625,1.7232286080801822,77.20055797982269
25,212.02499389648438,364.010009765625,1.716825941489442,78.9846133989692
26,211.17999267578125,362.32000732421875,1.7156928681235373,78.90911173418613
27,212.35000610351562,363.9599914550781,1.7139627077649162,79.71369627417766
28,216.6103057861328,368.45001220703125,1.7009809892000949,84.1249367263195
29,217.6199951171875,368.7650146484375,1.694536453095034,85.91952965149659
30,219.9600067138672,369.5400085449219,1.6800327207919863,90.03364121574856
31,218.80999755859375,366.92999267578125,1.6769343118223992,90.2408843597787
32,219.86000061035156,367.2900085449219,1.670563119827577,92.07469336801182
33,219.11000061035156,365.8550109863281,1.6697321435224521,91.94267771147656
34,218.8699951171875,367.0400085449219,1.6769772775313543,90.25622444689395
35,211.16000366210938,363.9549865722656,1.7235981258773478,77.2323684213643
36,210.6699981689453,365.0,1.732567537724526,75.16356154926473
37,209.22000122070312,363.3399963378906,1.736640828878538,73.79401270498437
38,211.05999755859375,365.36749267578125,1.7311072533976941,75.61091447011194
39,210.80999755859375,363.8699951171875,1.7260566355068212,76.58607429032935
40,209.87890625,363.2300109863281,1.7306646841091402,75.28068190777776
41,210.1999969482422,363.6499938964844,1.7300190255760393,75.53157015415553
42,200.82000732421875,354.3800048828125,1.7646648339708257,65.2034689030034
43,199.63999938964844,356.19000244140625,1.7841615083669204,60.92802064117126
44,198.80999755859375,354.7850036621094,1.7845430713691663,60.59885430334276
45,199.98500061035156,353.9200134277344,1.7697327916972534,63.91883828427973
46,199.14999389648438,351.95001220703125,1.7672609741076386,64.144217431181
47,200.0399932861328,353.3800048828125,1.7665467743609924,64.57374582878094
48,200.82000732421875,353.55999755859375,1.760581539008612,66.02347622722215
49,201.77000427246094,349.9599914550781,1.7344500373926157,71.60835936037478
50,199.0749969482422,348.2799987792969,1.7494914184017127,67.65753591359561
51,199.30999755859375,347.1499938964844,1.7417590594994021,69.27853954572049
52,199.5800018310547,348.32000732421875,1.7452650773050553,68.67265980210288
53,199.8800048828125,349.7900085449219,1.75,67.8294702436445
54,200.92999267578125,350.2200012207031,1.7429951425211807,69.5932705642715
55,200.17999267578125,349.8500061035156,1.7476771850528805,68.39625246632994
56,199.7050018310547,352.1300048828125,1.7632508032057477,65.1238311126973
57,198.77999877929688,355.19500732421875,1.7868749849354193,60.12617266310548
58,199.84500122070312,355.510009765625,1.778928707718888,62.036334088136925
59,198.55960083007812,354.9750061035156,1.7877504014892411,59.88568521845781
60,197.44000244140625,353.67999267578125,1.7913289520989646,58.84146468527746
61,197.83999633789062,354.57000732421875,1.7922058930826565,58.78717766585595
62,197.17999267578125,352.7699890136719,1.789075981931513,59.20821669565754
63,193.8800048828125,346.92999267578125,1.7894057351890271,58.15338039175276
64,193.82000732421875,347.1449890136719,1.7910689087580818,57.813028097606264
65,194.86500549316406,349.1600036621094,1.7918045509426168,57.981381369866085
66,196.3249969482422,349.79998779296875,1.7817394281441792,60.39183177778392
67,196.19009399414062,350.30010986328125,1.785513747058724,59.6098500916886
68,196.02999877929688,349.44500732421875,1.7826098530850185,60.130457540965665
69,195.50999450683594,347.5799865722656,1.7778118579002498,60.90900687042563
70,197.99000549316406,352.9599914550781,1.7827162061837745,60.71061530660165
71,199.09500122070312,353.3900146484375,1.7749818553038077,62.589315990195416
72,197.4971923828125,348.9200134277344,1.766708727440622,63.720933791932396
73,197.55999755859375,348.3500061035156,1.7632618465699237,64.42216317005477
74,195.21499633789062,346.4100036621094,1.7745050849603825,61.46263507501368
75,194.77999877929688,345.1400146484375,1.771947924897114,61.823761524865176
76,194.80999755859375,345.75,1.7748062436888408,61.276454151430585
77,193.5,351.8475036621094,1.818333352258963,52.441905841183655
78,195.52000427246094,354.43499755859375,1.8127812490464232,54.07490979745046
79,195.00999450683594,355.1199951171875,1.821034844984517,52.32432284875108
80,195.91000366210938,355.4949951171875,1.8145831681485656,53.829757835485225
