,cb,gs,Ratio,Spread
0,216.0800018310547,340.760009765625,1.5770085471956503,12.540492724040917
1,216.82000732421875,341.8699951171875,1.5767456118843175,12.64044957149963
2,216.00999450683594,338.0849914550781,1.565135873582826,15.101045916970008
3,215.4600067138672,337.8900146484375,1.5682261399776083,14.396767994008371
4,214.82000732421875,339.1499938964844,1.578763533810981,12.090361015307053
5,214.85000610351562,340.2300109863281,1.5835699386594566,11.059393276212347
6,215.86000061035156,339.6300048828125,1.573380913196039,13.31078573549047
7,216.02000427246094,336.875,1.5594620560006447,16.32740378816783
8,216.52000427246094,337.3900146484375,1.5582394605159813,16.629911583954254
9,215.89500427246094,337.8157043457031,1.5647221920863785,15.182318831408736
10,215.9149932861328,336.5899963378906,1.5589005247627155,16.44070977385053
11,217.0749969482422,336.2300109863281,1.5489117388609082,18.69735318372574
12,216.6699981689453,334.3999938964844,1.5433608562443462,19.865179089652543
13,217.5800018310547,335.6300048828125,1.5425590681969965,20.123064939525136
14,217.33999633789062,333.2550048828125,1.5333349153310605,22.105645184727848
15,216.89999389648438,333.94500732421875,1.5396266331090547,20.69621900059576
16,216.8000030517578,333.4150085449219,1.5378920841865669,21.062728260330857
17,216.5500030517578,332.45001220703125,1.535211302340975,21.618963376109548
18,215.8300018310547,333.4599914550781,1.5450122254833722,19.4317498124758
19,215.75,332.44000244140625,1.5408574852440615,20.320932241215246
20,213.91000366210938,330.1000061035156,1.5431723643226107,19.652451972075085
21,214.9199981689453,328.3599853515625,1.5278242515777605,23.043859079790707
22,216.6199951171875,331.9100036621094,1.5322223762517955,22.273412089844157
23,215.9600067138672,330.625,1.5309547588505885,22.479305086669797
24,215.44500732421875,328.5299987792969,1.5248902857372733,23.732259187774446
25,216.9600067138672,331.42999267578125,1.527608694780694,23.309357299336398
26,216.0,329.3999938964844,1.5249999717429832,23.769702008249112
27,216.5500030517578,330.1400146484375,1.5245440313825829,23.928960934703298
28,215.1999969482422,331.4100036621094,1.540009332536454,20.45165134210481
29,212.72000122070312,327.55999755859375,1.5398645904422539,20.246753107935206
30,212.60000610351562,327.4599914550781,1.540263321044482,20.15056180845471
31,213.63999938964844,327.6700134277344,1.5337484289639587,21.640975542310002
32,214.3699951171875,329.0199890136719,1.5348229533420001,21.48457573927402
33,214.2899932861328,329.2300109863281,1.5363760385522087,21.143747181685285
34,213.57000732421875,328.3900146484375,1.5376223410898306,20.806534152794143
35,215.4600067138672,326.5299987792969,1.5155016643665644,25.756783863148996
36,216.19500732421875,325.29998779296875,1.5046600373390202,28.188553840438487
37,215.82000732421875,324.010009765625,1.5012973717440212,28.86539003461428
38,215.68499755859375,325.510009765625,1.5091917075836292,27.14464300743856
39,214.91000366210938,324.6700134277344,1.5107254566809014,26.717489536304186
40,214.14999389648438,324.2200012207031,1.5139855730158194,25.924851660879824
41,212.33999633789062,323.9700012207031,1.5257135104456667,23.215424404598025
42,214.13999938964844,317.8900146484375,1.4844961966680772,32.2384967658308
43,214.6649932861328,317.1600036621094,1.4774649504186188,33.82689633907199
44,214.41000366210938,317.8999938964844,1.482673328980796,32.66998662333026
45,214.01400756835938,318.1000061035156,1.4863513361475162,31.82250302736776
46,212.77000427246094,316.239990234375,1.4862996845618164,31.64851766633734
