,ctva,ecl,Ratio,Spread
0,48.59000015258789,217.13999938964844,4.4688207184144995,-82.06882553190678
1,48.11000061035156,216.6750030517578,4.503741432194808,-82.96617635546102
2,48.08000183105469,216.77499389648438,4.508631148937899,-83.15131051434889
3,47.90999984741211,216.31500244140625,4.515028243171465,-83.17382310245469
4,48.150001525878906,215.875,4.4833851123343145,-82.0526416668396
5,48.334999084472656,215.63999938964844,4.461363473138485,-81.29257618319627
6,48.599998474121094,215.9499969482422,4.443415714575236,-80.85044559477103
7,47.91999816894531,213.60000610351562,4.457429346104185,-80.43044926883456
8,48.130001068115234,213.1199951171875,4.428007280024215,-79.35440260245892
9,48.119998931884766,212.25999450683594,4.411055677854358,-78.52279031480967
10,48.154998779296875,211.85000610351562,4.39933571744987,-78.01346443597689
11,48.150001525878906,212.22000122070312,4.407476521192683,-78.39764288754273
12,48.11000061035156,212.46499633789062,4.416233499115269,-78.75616964159383
13,48.14500045776367,213.44000244140625,4.433274491889381,-79.63183826959701
14,47.25,215.25,4.555555555555555,-83.98204936140675
15,47.39500045776367,217.36000061035156,4.586137746829503,-85.68050590835736
16,47.599998474121094,216.44000244140625,4.547059020581254,-84.17867704768847
17,47.52000045776367,215.9199981689453,4.543770961468267,-83.88572522198191
18,47.2400016784668,215.60000610351562,4.563928840878759,-84.36043296065188
19,47.40999984741211,215.59500122070312,4.547458382505594,-83.87293486162827
20,47.220001220703125,214.8699951171875,4.5504021508364545,-83.68718779275557
21,47.5099983215332,216.24000549316406,4.551463126344849,-84.23412086890298
22,47.7599983215332,218.1699981689453,4.568048698414225,-85.45455705474589
23,47.93360137939453,217.125,4.5297034596139625,-83.916834180286
24,47.47700119018555,216.19000244140625,4.55357324645216,-84.27777113193349
25,47.2599983215332,216.0500030517578,4.571519482118101,-84.75367491743506
26,46.890098571777344,214.92999267578125,4.583696755228093,-84.68352361372186
27,46.540000915527344,213.25999450683594,4.58229459199871,-84.00718170119413
28,45.9900016784668,200.17999267578125,4.352685048270144,-72.48820198260921
29,46.630001068115234,201.27000427246094,4.316319958441643,-71.7617506973624
30,46.279998779296875,198.2093048095703,4.282828652498544,-69.69443681656915
31,45.959999084472656,198.61000061035156,4.321366504932131,-71.00336405831365
32,45.709999084472656,196.45989990234375,4.297963330502006,-69.56281984024417
33,45.369998931884766,194.8699951171875,4.295128933323345,-68.93791231448299
34,45.43000030517578,195.0800018310547,4.294078814012895,-68.97762157305476
35,44.400001525878906,188.41000366210938,4.243468405114649,-65.23099267802411
36,44.75,187.14999389648438,4.182122768636522,-62.97760815727455
37,44.279998779296875,186.8000030517578,4.218609037972607,-63.96158697826336
38,44.68000030517578,188.4499969482422,4.217770717571189,-64.47628616005728
39,44.95000076293945,188.25,4.187986580752387,-63.50996690344494
40,45.459999084472656,189.5050048828125,4.168609958189373,-63.31748131065125
41,46.06999969482422,192.66000366210938,4.1818972202805105,-64.74116052218292
42,45.130001068115234,188.83999633789062,4.1843561238315115,-63.58908170242213
43,45.560001373291016,188.60000610351562,4.139596146151129,-62.12865343919537
44,45.564998626708984,187.28309631347656,4.110240359004339,-60.79756031477796
