,rtx,unp,Ratio,Spread
187,92.55999755859375,251.3000030517578,2.714995783061425,-28.678619573038628
188,92.54000091552734,251.22999572753906,2.7148259481526007,-28.657232612112534
189,92.37000274658203,250.47999572753906,2.7117028069678994,-28.32057062618615
190,92.7300033569336,251.22000122070312,2.7091555281596884,-28.185261177600022
191,92.4000015258789,249.66310119628906,2.701981570058359,-27.43073627484203
192,92.2699966430664,248.3800048828125,2.691882669548974,-26.46373724885377
193,92.76460266113281,247.38609313964844,2.666815639186692,-24.267227439341138
194,92.91000366210938,246.00999450683594,2.6478310710385204,-22.537596992857754
195,92.80000305175781,244.35000610351562,2.633081875732623,-21.14506696342279
196,92.79000091552734,242.02999877929688,2.60836293125627,-18.84937909600553
197,92.43000030517578,242.38999938964844,2.6224169489272997,-20.084694648107284
198,92.62000274658203,243.00999450683594,2.6237312383992966,-20.24271283761821
199,92.79000091552734,242.47000122070312,2.6131048478104772,-19.28938153741178
200,93.24500274658203,243.2100067138672,2.6082899839131835,-18.923083624987367
201,93.7699966430664,244.11500549316406,2.603338106349549,-18.551598452016304
202,93.01000213623047,242.42999267578125,2.6064937867724955,-18.714456244719184
203,93.4800033569336,241.91000366210938,2.5878262192442083,-17.05169391541177
204,94.05999755859375,242.44000244140625,2.5775038138862447,-16.171479555498035
205,93.69499969482422,241.55999755859375,2.5781524984832003,-16.17894006768132
206,93.98999786376953,242.22000122070312,2.577082739929203,-16.121677431784672
207,94.44999694824219,242.09719848632812,2.563231406126941,-14.8804208385756
208,94.55000305175781,241.44000244140625,2.5535694833266063,-13.98006732625954
209,94.0199966430664,241.14999389648438,2.5648798394662378,-14.978730287471773
210,93.63500213623047,243.83999633789062,2.6041543309106294,-18.604818487166465
211,94.11000061035156,243.9250030517578,2.5919137336072597,-17.53490143215252
212,94.68000030517578,244.02670288085938,2.5773838413002137,-16.250689028534662
213,94.90499877929688,243.8927001953125,2.569861475500242,-15.569619141971497
214,94.88500213623047,243.17999267578125,2.562891786908929,-14.905531985732903
215,94.87750244140625,243.8350067138672,2.569998160148166,-15.57878097884237
216,95.06999969482422,243.00999450683594,2.556116496128124,-14.285725892666914
217,96.07499694824219,245.0,2.5500911556831705,-13.832154661126008
218,95.7249984741211,245.1049041748047,2.560510922766616,-14.788054320879422
219,95.76000213623047,244.50999450683594,2.5533624587747,-14.108035829260654
220,95.94999694824219,244.889892578125,2.5522657672435853,-14.025975523183444
221,96.04499816894531,246.10499572753906,2.562392632822324,-15.01009020875922
222,96.02980041503906,246.02999877929688,2.5620171833739076,-14.972045478631866
223,95.98999786376953,246.5500030517578,2.5684968073617975,-15.588826719920643
224,96.61000061035156,245.2949981689453,2.5390228404849267,-12.826330870691645
225,96.0250015258789,244.85000610351562,2.549856831166289,-13.803720948028438
226,96.2699966430664,244.83999633789062,2.543263788048803,-13.198023618094492
227,95.51000213623047,242.97000122070312,2.543922058279754,-13.175899110992685
228,95.08999633789062,242.44500732421875,2.549637361039748,-13.67211834675707
229,95.08000183105469,242.39999389648438,2.5494319439244326,-13.651405825513859
230,95.05999755859375,242.1199951171875,2.547022946933571,-13.42004595981994
231,95.77999877929688,244.08999633789062,2.5484443458841572,-13.639417297022685
232,95.5199966430664,242.3699951171875,2.537374409913996,-12.551592100985868
233,95.36000061035156,242.9199981689453,2.547399293352938,-13.490613710015833
234,94.81999969482422,241.61000061035156,2.5480911346547908,-13.493588564047354
235,94.75,238.8000030517578,2.5203166548998186,-10.853790102443366
236,95.16000366210938,238.61000061035156,2.507461028034416,-9.66689398558982
237,95.26000213623047,238.80999755859375,2.5069283246191167,-9.623752016748153
238,94.19999694824219,239.88999938964844,2.5466030484210633,-13.281078309760755
239,93.94000244140625,239.33999633789062,2.5477963606310907,-13.363232732358949
240,94.12999725341797,240.4199981689453,2.554127325869176,-13.981276186047364
241,93.9800033569336,241.6199951171875,2.5709724035603734,-15.54597223476021
242,93.16999816894531,241.0800018310547,2.5875282448101364,-16.975446842720498
243,93.31500244140625,242.68499755859375,2.600707187581964,-18.227875372724167
244,93.55999755859375,242.5500030517578,2.5924541404552324,-17.497193301579284
245,94.54000091552734,247.99000549316406,2.623122520537589,-20.554389834818846
246,94.55000305175781,248.73500061035156,2.6307244059441333,-21.275065495204853
247,94.42310333251953,248.5800018310547,2.632618427670796,-21.428614027104754
248,94.51000213623047,249.00999450683594,2.6347475280754207,-21.64731866858484
249,94.51000213623047,249.52000427246094,2.640143885647076,-22.15732843420984
250,94.01000213623047,249.60000610351562,2.65503670281614,-23.453043400994215
251,94.02999877929688,249.30999755859375,2.6513878633962693,-23.114414492779684
252,94.9800033569336,249.9499969482422,2.631606528891491,-21.444547794355554
253,94.8499984741211,251.0,2.646283648264717,-22.81064813360167
254,94.6144027709961,252.0399932861328,2.6638649709195787,-24.42347500175556
255,94.61499786376953,251.61000061035156,2.659303559596648,-23.992035401771016
256,95.19000244140625,253.30499267578125,2.6610461832029255,-24.288946230925387
257,94.95999908447266,254.30999755859375,2.67807497904849,-25.853187318310074
258,94.75,253.8000030517578,2.6786280005462566,-25.853790102443366
259,93.66000366210938,249.77999877929688,2.666880087688344,-24.484031561724162
260,94.0199966430664,251.2449951171875,2.6722506284594276,-25.073731508174898
261,94.81999969482422,252.9550018310547,2.667738901552246,-24.83858978475048
262,94.91000366210938,253.10000610351562,2.6667368700625174,-24.764756046618725
263,94.7249984741211,251.83999633789062,2.658643445707665,-23.954572755424703
264,94.47000122070312,250.94000244140625,2.656292994589405,-23.674585880050767
265,94.36000061035156,251.02000427246094,2.6602374167950495,-24.0220460849908
266,94.4800033569336,253.75,2.685753503218711,-26.460263981843053
267,93.45999908447266,251.1300048828125,2.687031963865437,-26.320334049717854
268,93.54900360107422,251.63999938964844,2.6899270938547857,-26.613920636610214
269,93.37999725341797,250.7100067138672,2.6848363042192154,-26.094854434563768
270,93.87999725341797,252.25,2.686940854067996,-26.419134584966894
271,93.44000244140625,251.6199951171875,2.692850904782154,-26.85894464738551
272,93.4000015258789,251.22999572753906,2.6898286041026376,-26.566204534632686
273,94.6500015258789,251.9949951171875,2.662387649812006,-24.291921084956908
274,94.25,249.7449951171875,2.649814271800398,-23.01449530360271
275,94.04000091552734,249.4499969482422,2.652594582302417,-23.23009442562663
276,93.55500030517578,248.5,2.656191536415955,-23.459340703067067
