,aapl,nflx,Ratio,Spread
80,169.63258361816406,350.42999267578125,2.0658176937550197,-33.77345871164984
81,164.54559326171875,341.1300048828125,2.0731640277976124,-34.02576917575068
82,164.32659912109375,337.8599853515625,2.056027369632292,-31.16697459308945
83,166.64608764648438,348.6099853515625,2.091918209871739,-37.56146285709623
84,166.47686767578125,226.19000244140625,1.3586872794959006,84.54076052965915
85,165.67051696777344,218.22000122070312,1.3171927341975502,90.99660467064017
86,161.06134033203125,215.52000427246094,1.3381237473136758,85.04153706025947
87,162.14645385742188,209.91000366210938,1.2945704248745815,92.68915270642064
88,156.09384155273438,198.39999389648438,1.2710302464396546,92.83362923577168
89,155.86488342285156,188.5399932861328,1.2096374061027957,102.26369462081844
90,162.9030303955078,199.52000427246094,1.2247777330357317,104.49984375060335
91,156.94000244140625,190.36000061035156,1.2129476083156219,102.46253475009847
92,157.24862670898438,199.4600067138672,1.2684371933053649,93.9420601272236
93,158.7617645263672,199.8699951171875,1.258930295423827,96.37342638017434
94,165.27232360839844,204.00999450683594,1.2343869200400654,104.45888798300426
95,156.06399536132812,188.32000732421875,1.2066845199509963,102.85757093628148
96,156.8017120361328,180.97000122070312,1.1541328144363696,111.59285383671879
97,151.59759521484375,173.10000610351562,1.1418387333796338,109.6906118238317
98,154.04013061523438,177.66000366210938,1.153335841462465,109.71718215963556
99,146.05450439453125,166.3699951171875,1.1390952699944044,106.01186378537379
100,142.12648010253906,174.30999755859375,1.2264427954089587,90.69585766222609
101,146.66265869140625,187.63999938964844,1.2793985944606585,85.88384540693134
102,145.09742736816406,186.50999450683594,1.2854121392076332,84.07467498307686
103,148.7861785888672,190.55999755859375,1.280764109717193,86.95137109669905
104,140.39178466796875,177.19000244140625,1.2621109052817194,84.55845950458699
105,136.9323272705078,183.47999572753906,1.3399319166253343,71.77233263992223
106,137.1715850830078,186.35000610351562,1.358517552966586,69.35159812750969
107,142.6748046875,187.44000244140625,1.3137568532296593,78.59549105474359
108,139.93316650390625,180.33999633789062,1.2887580610337752,80.54727712881167
109,140.0926971435547,187.8300018310547,1.3407551261475321,73.35683663268604
110,143.34275817871094,191.39999389648438,1.335260994893503,75.88977580677748
111,149.18495178222656,195.19000244140625,1.3083759461633622,83.07017842169158
112,148.38739013671875,197.44000244140625,1.3305712989459024,79.32252535328404
113,148.25778198242188,192.91000366210938,1.3011796148749997,83.60914727128544
114,150.75018310546875,205.08999633789062,1.3604626681906204,76.10935983187419
115,144.9379119873047,198.97999572753906,1.3728636834851602,71.30513741813273
116,145.6956024169922,197.13999938964844,1.353095056537248,74.56791706476933
117,148.25778198242188,198.61000061035156,1.3396261427538398,77.90915032304325
118,147.51007080078125,202.8300018310547,1.3750247744439457,72.28510472310761
119,142.20623779296875,192.77000427246094,1.3555664453559735,72.38561912047935
120,136.71299743652344,182.94000244140625,1.338131749516693,71.90047061592303
121,131.4789581298828,169.69000244140625,1.290624787836973,75.32204535010551
122,132.3562774658203,167.5399932861328,1.2658258187217326,79.11947574590697
123,135.01815795898438,180.11000061035156,1.3339687293398352,71.54792027901523
124,129.66448974609375,173.35000610351562,1.3369119520924035,68.25485158825164
125,131.15992736816406,175.50999450683594,1.3381373261528413,68.90298059619384
126,135.4568328857422,170.91000366210938,1.2617303979509984,81.57165650031887
127,134.93841552734375,178.88999938964844,1.325715873352599,72.6181819803953
128,137.8495330810547,181.7100067138672,1.318176439575046,75.26464130658108
129,141.22921752929688,190.85000610351562,1.3513493131400045,72.47097867054667
130,141.22921752929688,189.13999938964844,1.3392412894337027,74.18098538441386
131,137.02206420898438,179.60000610351562,1.3107378518950925,75.82082936557957
132,138.80661010742188,178.36000061035156,1.2849532199678348,80.4118368227452
133,136.3042449951172,174.8699951171875,1.2829387310971265,79.20292680282326
134,138.50750732421875,179.9499969482422,1.2992075334011661,78.2601883498047
135,141.1295166015625,185.8800048828125,1.3170880858863123,77.25376251289985
136,142.4853973388672,184.05999755859375,1.2917814807425592,81.61982876316698
137,145.90496826171875,189.27000427246094,1.297214252039421,82.83105721537281
138,146.5928497314453,186.97999572753906,1.2755055657222167,86.41276252083883
139,144.429443359375,177.33999633789062,1.2278659545659696,91.99033963931525
140,145.41644287109375,174.4499969482422,1.1996579857402068,96.73371657735514
141,145.04757690429688,176.55999755859375,1.2172557537799402,93.93106324214402
142,148.0185089111328,174.77999877929688,1.1807982668183146,101.28984763773649
143,149.71334838867188,189.11000061035156,1.2631472253188925,90.14239797464425
144,146.62277221679688,190.9199981689453,1.3021169582488212,82.52894821517548
145,150.5408172607422,201.6300048828125,1.3393709995182368,79.17620625353634
146,152.57461547851562,216.44000244140625,1.418584616861667,68.18525410481907
147,154.87759399414062,223.8800048828125,1.4455286856488898,65.06976107259634
148,153.6214141845703,220.44000244140625,1.4349562110953875,66.15092196630415
149,152.48489379882812,218.50999450683594,1.4329943712005604,65.9467835905529
150,151.13900756835938,213.91000366210938,1.4153196259764973,68.01948309154186
151,156.31320190429688,226.75,1.4506132382780326,64.89553574798292
152,156.87152099609375,226.02000427246094,1.4407969199080377,66.67393733316287
153,162.01580810546875,224.89999389648438,1.388136111693986,77.45383722052553
154,161.01885986328125,226.2100067138672,1.4048665287155728,74.27176523083266
155,159.52340698242188,221.4199981689453,1.3880094611654321,76.25362771169459
156,165.62481689453125,226.72999572753906,1.3689373366789541,82.40079503552776
157,165.3057861328125,229.91000366210938,1.3908164320236895,78.6217144124755
158,165.076171875,226.77999877929688,1.373790027981874,81.32055199969413
159,164.59695434570312,233.49000549316406,1.4185560505740877,73.71067553001744
160,164.64686584472656,229.94000244140625,1.3965647099426457,77.35440188213992
161,168.95973205566406,244.11000061035156,1.4447821243580636,71.2830595986956
162,168.21096801757812,242.6999969482422,1.4428309866386353,71.2870418385504
163,171.8149871826172,249.3000030517578,1.4509793769433166,71.45462591633496
164,172.90318298339844,249.11000061035156,1.440748494689483,73.68803125862989
165,172.74343872070312,245.69000244140625,1.422282688482573,76.80806329137287
166,174.26092529296875,241.14999389648438,1.3838443328076058,84.1975925398309
167,173.86158752441406,245.1699981689453,1.4101447114332712,79.4277159060603
168,171.23594665527344,241.16000366210938,1.408349171845353,78.50730894944455
169,167.29249572753906,226.5399932861328,1.3541551418725153,85.72234766548682
170,166.9530487060547,224.5500030517578,1.3449889342668488,87.0749277684303
171,167.25254821777344,229.61000061035156,1.3728340946493967,82.57732731761944
172,169.7484130859375,233.97999572753906,1.3783928313314093,82.89404162181653
173,163.34901428222656,223.27999877929688,1.366889171388108,81.57731320679362
174,161.1127471923828,224.57000732421875,1.3938686493630599,76.08806528301362
175,158.64683532714844,220.64999389648438,1.3908250576916843,75.37761473070115
176,156.95962524414062,223.55999755859375,1.4243153117297556,69.2993852993399
177,157.6984100341797,230.0399932861328,1.4587337515722179,64.20667206454202
178,155.5519561767578,226.11000061035156,1.4535979242422177,64.10607572708624
179,154.27407836914062,218.38999938964844,1.415597498285447,69.42649112215797
180,155.70172119140625,228.9600067138672,1.4705040185933689,61.53729683025942
181,154.20420837402344,227.44000244140625,1.4749273371952913,60.24528691100856
182,157.109375,233.57000732421875,1.486671354425659,59.570574087606346
183,163.15933227539062,236.52999877929688,1.4496872197298933,67.97113028205096
184,153.58522033691406,218.1300048828125,1.420253878623926,68.39295508941483
185,155.0527801513672,224.1199951171875,1.4454432542157245,65.15873360541387
186,152.11764526367188,235.3800048828125,1.5473550387584458,48.38715768624341
187,150.45042419433594,240.1300048828125,1.5960739636907768,40.50646708161325
188,154.22415161132812,243.6300048828125,1.5797136981294784,44.09273367583181
189,156.64015197753906,242.85000610351562,1.55036881053549,49.40947313481085
190,153.46542358398438,236.8699951171875,1.5434746771318149,49.42801174248619
191,152.48704528808594,237.0500030517578,1.5545583075854832,47.41081509006737
192,150.1808624267578,226.41000366210938,1.5075822578427927,53.720287983073874
193,150.5203094482422,224.07000732421875,1.4886363717001745,56.69769445239602
194,151.5086669921875,224.36000061035156,1.4808393807723266,58.26362881362512
195,149.5918426513672,245.1999969482422,1.6391267906211675,33.82423941088875
196,142.24403381347656,239.7100067138672,1.6852025374097375,25.516589658285383
197,137.9711151123047,235.44000244140625,1.7064441513701225,21.76295106889397
198,142.21408081054688,239.0399932861328,1.6808461716570413,26.130357644682007
199,145.85804748535156,240.74000549316406,1.6505088998763777,31.272948642599587
200,146.15753173828125,236.72999572753906,1.6196907057204721,35.84532686321005
201,145.18914794921875,240.02000427246094,1.6531538869310685,30.736897182750553
202,139.8579864501953,224.75,1.606987242591509,35.99610113380815
203,140.18743896484375,229.97999572753906,1.6405178482874883,31.384747955389784
204,138.7498321533203,214.2899932861328,1.5444342523552725,44.37522708775974
205,138.1108856201172,220.8699951171875,1.5992222055885192,36.5954180174907
206,142.75320434570312,232.50999450683594,1.6287549941349846,33.67271706246389
207,138.1508331298828,230.0,1.6648469993935178,27.540426158326838
208,142.17416381835938,245.10000610351562,1.7239419562660732,19.99538910924535
209,143.51193237304688,240.86000061035156,1.6783273462185484,26.74744265791894
210,143.6217498779297,272.3800048828125,1.89650944313323,-4.566347431501826
211,143.15252685546875,268.1600036621094,1.873246735859941,-1.2274483842973194
212,147.02610778808594,289.57000732421875,1.9695142018014005,-15.363681545863942
213,149.20248413085938,282.45001220703125,1.89306507765183,-4.1569092796965075
214,152.08770751953125,291.0199890136719,1.913501056463086,-7.309043233156346
215,149.1026611328125,298.6199951171875,2.002781123075953,-20.5143387905821
216,144.56019592285156,296.94000244140625,2.054092418357514,-27.36414064309828
217,155.48208618164062,295.7200012207031,1.9019554501939906,-5.635126042656922
218,153.08604431152344,291.8800048828125,1.9066401917659417,-6.294392525421544
219,150.40049743652344,286.75,1.9065761409534094,-6.20727998873629
220,144.78981018066406,273.0,1.8854918012487163,-2.992970906098166
221,138.65000915527344,269.05999755859375,1.9405696342744185,-10.582223785430545
222,138.3800048828125,260.7900085449219,1.8845931445498403,-2.8192460221263937
223,138.9199981689453,258.6000061035156,1.8615030917940512,0.3847502672179377
224,139.5,263.4599914550781,1.888602089283714,-3.3861136015681987
225,134.8699951171875,254.66000366210938,1.8881887215969517,-3.2803014357022144
226,146.8699951171875,274.9700012207031,1.8721999752318688,-1.0568222127644316
227,149.6999969482422,290.1300048828125,1.9380762244312075,-10.902677495560242
228,148.27999877929688,299.2699890136719,2.0182761766751276,-22.709119607231813
229,150.0399932861328,310.20001220703125,2.067448854222929,-30.334243187640325
230,148.7899932861328,306.0199890136719,2.056724261188557,-28.501457159023815
231,150.72000122070312,295.2799987792969,1.9591294877108638,-14.13731784283114
232,151.2899932861328,287.9800109863281,1.9034967530316116,-5.767004802194337
233,148.00999450683594,285.04998779296875,1.9258833752595237,-8.996129636896415
234,150.17999267578125,286.69000244140625,1.9089760049484892,-6.561344005676021
235,151.07000732421875,291.5,1.9295689803893208,-9.700081196287288
236,148.11000061035156,285.5400085449219,1.927891481792116,-9.298359954551147
237,144.22000122070312,281.1700134277344,1.9495909793916417,-12.232965747931603
238,141.1699981689453,280.9599914550781,1.9902245172436641,-17.750208187807416
239,148.02999877929688,305.5299987792969,2.0639735276551767,-29.438576805805397
240,148.30999755859375,316.95001220703125,2.1370778600533105,-40.33281140086116
241,147.80999755859375,320.4100036621094,2.1677153707758827,-44.731697721836454
242,146.6300048828125,312.5899963378906,2.1318283156828253,-39.1274685277922
243,142.91000366210938,305.55999755859375,2.1381288204361635,-39.082849842993895
244,140.94000244140625,308.4200134277344,2.188307138393555,-45.64211377599305
245,142.64999389648438,310.260009765625,2.1749738734007154,-44.271105718081984
246,142.16000366210938,320.010009765625,2.251055159834094,-54.94120434887084
247,144.49000549316406,315.17999267578125,2.1813272938846464,-45.735933745610694
248,145.47000122070312,320.3399963378906,2.2021034828471575,-49.05571149334493
249,143.2100067138672,317.8299865722656,2.2193280613923037,-50.78949620656802
250,136.5,290.4100036621094,2.1275458143744275,-35.969495003982345
251,134.50999450683594,290.7099914550781,2.161251976263399,-40.0062946782288
