,nke,mcd,Ratio,Spread
0,138.10000610351562,247.5500030517578,1.7925415793696762,72.60138559802266
1,138.9600067138672,247.02000427246094,1.777633796327459,75.12508732789968
2,138.58999633789062,247.77499389648438,1.7878274077762024,73.51231833784976
3,138.74000549316406,247.0800018310547,1.7808850515234318,74.55507026749677
4,138.94000244140625,247.9600067138672,1.7846552638318602,74.13870982983701
5,139.30999755859375,248.39999389648438,1.7830737079153807,74.55646663944259
6,139.1699981689453,248.24000549316406,1.7837178182025504,74.39190039377564
7,138.38999938964844,249.13499450683594,1.8002384247822405,71.68867328234546
8,138.24000549316406,248.25999450683594,1.7958621574209381,72.21594879193185
9,139.05999755859375,248.60000610351562,1.7877176072778698,73.77689003251947
10,139.4571075439453,249.1396026611328,1.7864962714978487,74.15789671630768
11,138.69500732421875,249.25,1.7971086689324272,72.28075475142737
12,138.1699981689453,248.66000366210938,1.7996671271433617,71.65364462526293
13,138.5399932861328,249.02999877929688,1.7975314771739892,72.14139350029814
14,137.06500244140625,250.0,1.8239521070075653,67.75198354451533
15,136.68499755859375,250.90499877929688,1.8356440228324225,65.96603555776568
16,136.13499450683594,250.04029846191406,1.8367084772560698,65.55568712062563
17,136.2949981689453,249.8000030517578,1.832789217562604,66.16691223642556
18,135.8800048828125,249.44000244140625,1.8357373673671247,65.56485150743032
19,135.47999572753906,249.0399932861328,1.8382049095053992,65.03753639859457
20,134.5500030517578,247.27999877929688,1.837829752290491,64.64156831725859
21,133.99000549316406,247.1999969482422,1.8449137011256702,63.423351552364124
22,134.75709533691406,247.53500366210938,1.8368977384324936,64.86665669832132
23,134.22000122070312,246.75,1.8383996256583208,64.40653784384176
24,133.22500610351562,246.75999450683594,1.852204790406268,62.08988834505345
25,133.75,248.42999267578125,1.8574205059871496,61.63696126635955
26,133.13999938964844,248.27999877929688,1.864803965130561,60.372816612155646
27,133.52000427246094,249.25,1.8667614741187426,60.28376459890529
28,134.3800048828125,243.5500030517578,1.8123976350808155,67.97746449772762
29,134.69500732421875,244.69000244140625,1.8166226596092245,67.5677219117515
30,134.94000244140625,245.27999877929688,1.8176967121799374,67.54568736613771
31,134.0500030517578,245.77999877929688,1.8334949137181233,64.98243951747486
32,134.07000732421875,245.99000549316406,1.8347877381575095,64.81880786026409
33,133.55999755859375,246.10499572753906,1.8426549882165952,63.52148361087529
34,134.33999633789062,246.9499969482422,1.8382462682752798,64.48472048793047
35,133.86000061035156,247.0500030517578,1.8455849538719717,63.271960641287535
36,133.91000366210938,248.15499877929688,1.8531475766773786,62.2828848684876
37,133.14999389648438,248.77999877929688,1.868419152709143,59.895986453582
38,133.58999633789062,249.3800048828125,1.8667565814737577,60.316019353684624
39,133.2100067138672,249.27000427246094,1.8712558494790008,59.54510613038707
40,132.55999755859375,248.47000122070312,1.8743965434283838,58.83822051814383
41,132.30999755859375,248.61000061035156,1.878996335860819,58.11865672860358
42,127.56999969482422,248.29330444335938,1.9463298976039203,47.44681682597877
43,127.56999969482422,248.91000366210938,1.9511641001611462,46.83011760722877
44,126.9000015258789,250.47999572753906,1.9738376100528123,43.70689719494533
45,127.33999633789062,251.25,1.9730642942168781,43.956914239200785
46,127.68499755859375,250.91000366210938,1.9650703564212275,45.096712278846496
47,127.81999969482422,250.97999572753906,1.9635424528772074,45.33968994169089
48,128.35000610351562,251.5,1.9594856878866262,46.04837705399825
49,127.54000091552734,250.8699951171875,1.9669906955963128,44.80058125406788
50,127.37539672851562,252.25999450683594,1.9804452114445292,43.02898695695893
51,127.69499969482422,252.7949981689453,1.979678129708251,43.23490530033877
52,128.5,253.86000061035156,1.975564207084448,44.03610093406036
53,128.80999755859375,254.23500061035156,1.97372102654302,44.379755130117644
54,129.55499267578125,254.52999877929688,1.964648320549658,45.81184755323284
55,129.38499450683594,254.41000366210938,1.9663022333603597,45.53774312335037
56,129.1811065673828,253.39999389648438,1.9615871130838094,46.075088123878004
57,129.66000366210938,252.97000122070312,1.951025713989153,47.61528762891987
58,129.63999938964844,252.89999389648438,1.9507867563032253,47.63891989648221
59,129.3300018310547,253.32000732421875,1.9587103049386303,46.500252272690545
60,128.75999450683594,252.57000732421875,1.9615565245368947,45.92882846151133
61,128.67999267578125,252.0399932861328,1.9586571932838557,46.27337764677543
62,128.14999389648438,251.6300048828125,1.9635584617044264,45.4546923522293
63,125.43350219726562,251.0,2.001060287747205,39.787169709166164
64,124.55999755859375,250.86659240722656,2.014022136514714,37.89556853508117
65,124.94000244140625,251.5800018310547,2.013606506443278,38.063108318705815
66,125.66000366210938,250.97000122070312,1.997214657859976,40.342257230650205
67,125.33000183105469,250.85499572753906,2.001555829111792,39.69223347110062
68,125.30000305175781,250.30499267578125,1.997645543331611,40.172691624775666
69,125.0,250.52999877929688,2.004239990234375,39.252201166629106
