,amd,nvda,Ratio,Spread
0,121.52999877929688,284.3450012207031,2.339710393127581,-20.007836432192505
1,121.2750015258789,282.8736877441406,2.3324979112350546,-19.091161741727376
2,121.34600067138672,282.8399963378906,2.330855526947614,-18.90304169222503
3,121.74030303955078,282.8299865722656,2.3232239407222464,-18.035393721080368
4,122.41999816894531,284.260009765625,2.322006322638013,-17.98702733796165
5,123.6897964477539,287.4200134277344,2.323716439691446,-18.385121346116705
6,123.27999877929688,286.5899963378906,2.3247079751433235,-18.446445940671367
7,125.2249984741211,283.82000732421875,2.2664804215020435,-11.445931871387131
8,122.69000244140625,278.8800048828125,2.2730458825770974,-12.019742239729055
9,123.30500030517578,280.2749938964844,2.273022125646268,-12.077063243092994
10,123.27010345458984,280.385009765625,2.274558079436617,-12.262982466439098
11,121.31109619140625,278.20001220703125,2.293277539657902,-14.338977510095447
12,118.81999969482422,276.1700134277344,2.324272127058121,-17.727306647652483
13,119.19999694824219,276.9200134277344,2.323154534542277,-17.650783175218805
14,113.41000366210938,279.3900146484375,2.4635394200395617,-32.71446846383938
15,111.69000244140625,280.92999267578125,2.5152653463604326,-37.995582430294945
16,110.73500061035156,277.8796081542969,2.5094108152135646,-37.02240089510596
17,109.7699966430664,276.6700134277344,2.5204520532816304,-37.91176457621259
18,109.70999908447266,278.4642028808594,2.5381843515143245,-39.83645336853124
19,110.12000274658203,277.2300109863281,2.5175263718828136,-37.710471737445175
20,109.3499984741211,272.739990234375,2.4941929038885355,-34.89526994625746
21,107.69999694824219,267.36981201171875,2.482542428856425,-33.11397290214563
22,107.54000091552734,266.75,2.4804723612521826,-32.84216465978474
23,107.16000366210938,266.09991455078125,2.483201805310047,-33.0186026829997
24,106.418701171875,263.3100891113281,2.4742839953107545,-31.841167603848277
25,107.2698974609375,264.5299987792969,2.466022668434319,-31.209659383317785
26,106.86499786376953,263.9731140136719,2.4701550488044948,-31.53346261748254
27,108.19000244140625,267.1499938964844,2.4692669180885543,-31.828354868415346
28,107.89019775390625,272.2267150878906,2.5231830208415245,-37.55717448720637
29,110.0436019897461,273.135009765625,2.482061699425977,-33.781648083207614
30,109.55599975585938,274.2300109863281,2.503103541544392,-35.93722194724822
31,109.2499008178711,272.5058898925781,2.4943353527328935,-34.87888976344084
32,109.00980377197266,271.9599914550781,2.4948214017884633,-34.85522100605584
33,110.64710235595703,273.85009765625,2.474986618043201,-33.184075911663626
34,110.52999877929688,273.7132873535156,2.476371033895137,-33.301974962602145
35,108.4800033569336,264.8800048828125,2.4417403824304222,-28.927591391100265
36,108.55999755859375,263.19000244140625,2.424373695286361,-27.063595362277226
37,107.125,261.3999938964844,2.4401399663615813,-28.39481770624866
38,107.5199966430664,262.3800048828125,2.4402903001739675,-28.515680385344666
39,107.52909851074219,261.010009765625,2.427343048352163,-27.12588800065234
40,106.18000030517578,259.2294006347656,2.4414145779780094,-28.279672009451588
41,106.83000183105469,259.32000732421875,2.427408058405896,-26.95647501105094
42,102.31999969482422,244.71780395507812,2.391690819829596,-22.163875771391957
43,103.5198974609375,244.2899932861328,2.35983612115066,-19.12619448024364
44,102.69999694824219,241.19500732421875,2.348539576352412,-17.814555668098876
45,103.19999694824219,242.64500427246094,2.3512113512382613,-18.17701387099575
46,102.8311996459961,241.89999389648438,2.3523988315729345,-18.23416620576208
47,103.75,244.65960693359375,2.3581648861069278,-18.995317274438975
48,103.63999938964844,243.88999938964844,2.3532419994785156,-18.464969582031586
49,104.31500244140625,245.07000732421875,2.3493265742084857,-18.176793572575974
50,102.32209777832031,240.69000244140625,2.35227783311146,-18.131510763534123
51,101.82980346679688,237.32000732421875,2.3305554881248542,-15.832293922136301
52,102.81500244140625,239.39999389648438,2.3284539047005053,-15.769396380877566
53,103.38999938964844,240.50999450683594,2.3262404093883395,-15.628734071891728
54,104.56999969482422,243.59959411621094,2.329536146381648,-16.15174157847079
55,103.68000030517578,242.02000427246094,2.3342978738434583,-16.50796937387352
56,101.58000183105469,233.77000427246094,2.301338846806297,-12.825628785419042
57,101.87000274658203,232.9250030517578,2.2864925569030965,-11.34985310107271
58,102.2301025390625,234.68829345703125,2.2956867657190894,-12.329898553319481
59,101.05999755859375,232.43150329589844,2.299935769948308,-12.618177396949278
60,100.61799621582031,231.2220001220703,2.298018334872335,-12.370061394642704
61,100.875,231.89999389648438,2.2988846978585813,-12.489052023065199
62,101.01000213623047,231.11000061035156,2.2879912456457276,-11.40541862922234
63,96.94000244140625,218.6300048828125,2.255312558042896,-7.777987625013253
64,96.17140197753906,218.42999267578125,2.2712572363954497,-9.249740986273906
65,96.25,217.0,2.2545454545454544,-7.648791521025089
66,97.83000183105469,219.6508026123047,2.2452294643889066,-6.86296771535271
67,97.56230163574219,218.4600067138672,2.2391846343427577,-6.254440485992916
68,97.69000244140625,219.6699981689453,2.2486435938078904,-7.186672793128082
69,97.36000061035156,219.24000549316406,2.251848850849883,-7.474459671960574
70,97.55999755859375,221.5,2.2703977607929815,-9.299445318468116
71,97.42130279541016,219.9398956298828,2.2576160379600765,-8.041012805828245
72,96.4885025024414,217.33990478515625,2.2524953662707845,-7.469934881647646
73,96.70010375976562,217.1125946044922,2.2452157356921787,-6.7823755691758265
74,95.27999877929688,213.602294921875,2.2418377168187793,-6.360914263993891
75,94.77999877929688,213.5399932861328,2.253006921675305,-7.386151373597045
76,95.11000061035156,215.02000427246094,2.2607507401178446,-8.148382805311428
77,97.45999908447266,220.74000549316406,2.2649292793635207,-8.75695524179639
78,97.94000244140625,222.1199951171875,2.2679190277749215,-9.092900368697599
79,96.96990203857422,220.5,2.2739014412150897,-9.582948801420002
80,97.17400360107422,220.68499755859375,2.27102917838567,-9.324009645605202
81,97.08000183105469,220.76499938964844,2.2740522787982527,-9.608472610714443
82,98.03990173339844,222.84500122070312,2.2730031067012826,-9.600617770865085
83,97.75,222.0500030517578,2.27161128441696,-9.436178336746934
84,95.52999877929688,217.42999267578125,2.276038893061332,-9.644842645227499
85,95.9800033569336,217.9300994873047,2.270578160711863,-9.16615462922556
86,95.30020141601562,215.8300018310547,2.2647381498060875,-8.544678872794037
87,94.7699966430664,215.6999969482422,2.2760367689009864,-9.567910457080131
88,94.75990295410156,216.45469665527344,2.284243545079575,-10.344564719776855
89,94.0000991821289,214.58999633789062,2.282869892744624,-10.132496484153592
90,93.05999755859375,212.57000732421875,2.284225369664097,-10.157301350794768
91,94.23999786376953,217.8699951171875,2.3118633282667695,-12.89069704096758
92,93.12999725341797,214.6699981689453,2.3050574948993323,-12.10503743495397
93,92.62999725341797,212.61000061035156,2.295260789317431,-11.132578621705534
94,93.68000030517578,216.0399932861328,2.306148511767209,-12.278733294451882
95,94.72000122070312,219.90130615234375,2.3215931515874972,-13.87796357900163
96,93.69999694824219,217.5601043701172,2.321879524609724,-13.755350130213145
97,93.9000015258789,217.8300018310547,2.319808288512334,-13.590222136297939
98,95.7300033569336,220.61990356445312,2.3046056181765917,-12.399728079046639
99,96.58999633789062,222.75,2.3061394393346606,-12.659273139561947
100,95.85009765625,221.22500610351562,2.3080310976510563,-12.74361621090577
101,95.62000274658203,220.4250030517578,2.3052185392207276,-12.44408741788925
102,95.86000061035156,219.8300018310547,2.293240146373586,-11.327072245887166
103,96.72000122070312,221.94000244140625,2.2946650086879807,-11.56650488668285
104,96.93000030517578,222.0500030517578,2.290828457161379,-11.219741215332277
105,95.7699966430664,217.16000366210938,2.2675160412865214,-8.852839680256665
106,94.69000244140625,215.02999877929688,2.2708838656156596,-9.071905875551579
107,93.9000015258789,212.6699981689453,2.264856173727892,-8.430218474188564
108,94.22000122070312,215.10499572753906,2.283007779034858,-10.169191899542284
109,93.55999755859375,214.47000122070312,2.29232585311246,-10.96975650193383
110,93.8407974243164,214.6699981689453,2.2875977619657264,-10.558991982853712
111,94.0199966430664,214.82000732421875,2.284833173731674,-10.319228951074678
112,93.70369720458984,216.9499969482422,2.3152768078570056,-13.137194364046564
113,92.81999969482422,213.5500030517578,2.3006895470143562,-11.65931102963279
114,91.2240982055664,208.65060424804688,2.2872312070201994,-10.231121632566214
115,91.66780090332031,207.85000610351562,2.267426556056796,-8.465435737591719
116,90.16000366210938,203.3282928466797,2.2551939284373654,-7.223298320639145
117,89.94999694824219,201.7799072265625,2.2432452926337283,-6.131693576748404
118,89.83989715576172,202.02999877929688,2.248778161767297,-6.621260709836747
119,89.33999633789062,199.50999450683594,2.2331542722732385,-5.188579453905078
120,90.1592025756836,201.8406982421875,2.2387143239510525,-5.737446141199769
121,89.2699966430664,198.52000427246094,2.223815522993861,-4.350843980097437
122,88.80500030517578,197.0554962158203,2.218968476309272,-3.89773899125629
123,88.62999725341797,196.8300018310547,2.2208056857799807,-4.052889805171276
124,88.41000366210938,195.92999267578125,2.2161518443613937,-3.6313837584493456
125,88.12999725341797,195.05999755859375,2.2133212712772288,-3.3704242780556513
126,90.61000061035156,196.5500030517578,2.169186643061377,0.5337697072837955
127,89.94000244140625,194.36500549316406,2.1610518147338076,1.261469329800633
128,89.2699966430664,194.6804962158203,2.180805461371563,-0.5113359234568122
129,89.43000030517578,194.8677978515625,2.1789980676124907,-0.3506171953168291
130,89.80000305175781,196.66000366210938,2.1899776946417355,-1.3380383602794268
131,89.87100219726562,196.97000122070312,2.1916969479026913,-1.4936072756208603
132,90.70999908447266,199.10000610351562,2.194906935431738,-1.7987289143098053
133,86.7300033569336,189.4550018310547,2.184422858273864,-0.8105237618640331
134,86.22799682617188,188.21499633789062,2.1827596983067536,-0.6624213739395088
135,86.88999938964844,191.1501007080078,2.199909104047943,-2.1576188694592986
136,86.20999908447266,189.72999572753906,2.2007887454172526,-2.2165672464411728
137,86.51000213623047,191.27499389648438,2.2110159423563145,-3.1090355303695674
138,85.48999786376953,188.83900451660156,2.2089017339492893,-2.8916344839248325
139,85.08000183105469,187.8300018310547,2.207686856942399,-2.7744049404084876
140,84.9000015258789,183.75,2.1643109151651783,0.9140822785409171
141,85.2699966430664,185.87319946289062,2.1798194767256933,-0.40434913328971334
142,86.47000122070312,188.72999572753906,2.182606604177453,-0.6510424523947904
143,85.87000274658203,186.8800048828125,2.176313018579134,-0.10609478317775256
144,86.06999969482422,186.63999938964844,2.1684675270293043,0.568919570314705
145,85.19000244140625,184.3699951171875,2.1642210333776823,0.9248616249966233
146,84.9000015258789,184.1699981689453,2.169257889975506,0.49408410959560456
147,85.25409698486328,186.0487060546875,2.182284636569667,-0.6144387137538843
148,86.44000244140625,190.0,2.198056393262973,-1.9862963944525518
149,86.69000244140625,191.39999389648438,2.2078669801151705,-2.8425209182642845
150,88.55989837646484,196.5200958251953,2.219064152375104,-3.8954542886953334
151,89.47000122070312,197.82009887695312,2.2110215287577093,-3.2159131297369186
152,90.0199966430664,199.10499572753906,2.211786304736268,-3.3045273171575786
153,89.70999908447266,197.86000061035156,2.205551249911872,-2.733800911836397
154,89.05999755859375,194.81500244140625,2.1874579809328525,-1.1026064307448848
155,88.45010375976562,193.69000244140625,2.189822218495942,-1.304172704287737
156,87.91999816894531,192.27999877929688,2.1869882027273873,-1.047189780460883
157,87.43000030517578,191.2899932861328,2.1879216815558973,-1.1229676112684501
158,86.70999908447266,189.7100067138672,2.187867705188789,-1.1090394874239848
159,86.0436019897461,186.65220642089844,2.1692746712665745,0.4992954849433886
160,85.5,185.4600067138672,2.1691228855423064,0.5091187401832542
161,88.33000183105469,190.61000061035156,2.1579304501195846,1.5145981250392424
162,87.31990051269531,189.05999755859375,2.165142154864304,0.8675525359166443
163,88.19999694824219,191.3249969482422,2.1692177275302646,0.5168310928632707
164,86.30000305175781,187.42999267578125,2.17184224852659,0.27920140863145093
165,85.93499755859375,186.97000122070312,2.175714278611806,-0.054722368450029535
166,88.38999938964844,192.50999450683594,2.1779612607326393,-0.2548964322514564
167,89.87000274658203,195.35000610351562,2.173695339193091,0.12421395888171105
168,91.28009796142578,195.3699951171875,2.140335072818932,3.171291306747065
169,90.94989776611328,194.97999572753906,2.14381764594117,2.843079684149643
170,90.25,193.7449951171875,2.1467589486668976,2.555748417643514
171,91.42500305175781,196.77999877929688,2.1523652415728676,2.0764674449053757
172,90.61499786376953,194.3000030517578,2.1442366896467644,2.7946391207084957
173,91.125,195.8300018310547,2.149026083194016,2.3739345081306453
174,91.13999938964844,196.11000061035156,2.1517445899020435,2.1265605636321823
175,93.70390319824219,190.2100067138672,2.0299048409056604,13.603243922484864
176,92.48580169677734,188.69500732421875,2.0402591950586273,12.468778154920642
177,93.58499908447266,192.3699951171875,2.0555644280505736,11.184629857753919
178,94.22769927978516,192.23460388183594,2.0401071590535627,12.717943821192193
179,94.69000244140625,192.94000244140625,2.0375963403401185,13.018090462339046
180,98.55120086669922,202.47999572753906,2.0545664989046086,11.87650295815115
181,99.45500183105469,203.42999267578125,2.0454475786079622,12.89234314354303
182,94.44999694824219,190.25,2.014293341949555,15.186062357922026
183,93.31500244140625,188.53640747070312,2.0204297544661984,14.43095388334251
184,95.42040252685547,190.1199951171875,1.9924459558183003,17.426774571616903
185,95.72989654541016,190.42999267578125,1.9892426456916668,17.78995048628485
186,93.1500015258789,186.08999633789062,1.9977454996196768,16.51847523884814
187,92.36990356445312,185.3480987548828,2.006585387691264,15.563599305425072
188,93.9000015258789,188.47999572753906,2.007241668420994,15.759783967217686
189,95.97000122070312,187.1300048828125,1.9498801969635058,21.612184553892916
190,97.6500015258789,193.2949981689453,1.9794674362367404,19.101322115901382
191,96.33000183105469,189.91000366210938,1.971452299930161,19.615214998806636
192,96.12010192871094,189.12010192871094,1.967539548272379,19.94856817931901
193,94.91999816894531,186.4001007080078,1.9637600537690671,20.058250725662703
194,94.51499938964844,184.8300018310547,1.9555626411113094,20.747445874009998
195,95.33000183105469,186.77999877929688,1.9592992257601263,20.57014239092848
196,90.41100311279297,175.17990112304688,1.9375949286227894,21.471036658351267
197,87.73999786376953,172.89999389648438,1.9705949180092237,17.941300490246306
198,89.08999633789062,175.6300048828125,1.9713773947941649,18.147640797445717
199,88.04989624023438,172.89999389648438,1.963659257754784,18.61535347329658
200,85.78500366210938,170.00999450683594,1.9818148539862817,16.57903599743301
201,86.4749984741211,170.0500030517578,1.9664643660288443,18.03981963681116
202,86.33999633789062,169.60000610351562,1.964327232998573,18.1961764773433
203,89.94010162353516,178.9499969482422,1.9896574911297997,16.67669360353858
204,86.41999816894531,171.9792938232422,1.9900404705752732,15.990898939557809
205,85.98999786376953,173.48500061035156,2.0175020923386557,13.54990816767048
206,86.77100372314453,176.1699981689453,2.0302865082792083,12.563658873900806
207,88.33350372314453,178.36000061035156,2.019165923377937,13.772215011698705
208,89.26000213623047,178.043701171875,1.994663868595264,16.1037202936391
209,88.70999908447266,175.88999938964844,1.982752803572459,17.061122818176074
210,92.1449966430664,175.61000061035156,1.9058007163492106,24.812507467747537
211,91.55999755859375,172.8699951171875,1.8880515479105324,26.280094620200487
212,91.1050033569336,171.8300018310547,1.886065479388158,26.330440259907533
213,89.97000122070312,169.91000366210938,1.888518410101023,25.781720830452173
214,89.6500015258789,168.99789428710938,1.8850852360367827,25.997806072212114
215,88.89209747314453,167.24000549316406,1.881382150350198,26.10719482095169
216,87.91999816894531,166.39999389648438,1.892629633325668,24.832815102351617
217,86.36499786376953,163.7899932861328,1.8964858141314607,24.060569550898236
218,87.44999694824219,165.1300048828125,1.8882791383119852,25.080515040274975
219,86.1050033569336,160.94039916992188,1.869117854891323,26.344655467587103
220,85.8927001953125,160.38999938964844,1.8673298082949492,26.433279419816046
221,84.18000030517578,157.25,1.868020900806905,25.848023830119757
222,85.51000213623047,158.5500030517578,1.8541690923965068,27.44087782366634
223,87.08999633789062,161.75,1.8572741623784719,27.67749069887691
224,92.23999786376953,174.00619506835938,1.8864505539706475,26.622948026479236
225,94.1500015258789,176.05999755859375,1.869994633087715,28.72355150883567
226,95.48500061035156,178.39999389648438,1.8683562104637403,29.28728162967414
227,95.37000274658203,177.2678985595703,1.8587385284092741,30.16924770162558
228,93.78990173339844,174.35000610351562,1.858942198266851,29.650298010887155
229,96.38929748535156,178.41000366210938,1.8509316730856207,31.244187641763546
230,95.12000274658203,177.05999755859375,1.8614381039318892,29.8333793299295
231,98.00900268554688,177.80999755859375,1.8142210683347246,35.36717806777858
232,94.93890380859375,172.86000061035156,1.8207499104777372,33.639472054565374
233,95.50340270996094,173.92999267578125,1.8211915778958991,33.79730884301907
234,96.0,175.19000244140625,1.8248958587646484,33.61743666489599
