,csco,avgo,Ratio,Spread
0,55.3650016784668,632.8099975585938,11.429783769061341,11.24089673000492
1,55.290000915527344,632.8699951171875,11.446373388274909,10.30842907335159
2,55.290000915527344,632.3599853515625,11.437149120646405,10.81843883897659
3,55.07500076293945,632.1199951171875,11.477439607092075,8.55737179260609
4,55.28499984741211,635.9453125,11.50303543918285,7.174935183822413
5,55.720001220703125,640.47998046875,11.494615334480207,7.700558283280088
6,55.66999816894531,641.9600219726562,11.53152583236053,5.638840463552469
7,56.375,638.8099975585938,11.331441198378602,16.990021673433603
8,56.439998626708984,636.1500244140625,11.27126222347246,20.406111902591192
9,56.20500183105469,636.5999755859375,11.326393645524265,17.22248617444916
10,56.0077018737793,636.6599731445312,11.367364698864595,14.867334455754644
11,56.060001373291016,636.5700073242188,11.355155043351523,15.565690746765313
12,55.89500045776367,628.8200073242188,11.250022402260797,21.39626540616871
13,56.060001373291016,631.4299926757812,11.26346730659584,20.705705395202813
14,56.439998626708984,636.3300170898438,11.274451321278287,20.226119226809942
15,56.869998931884766,637.5650024414062,11.21091989477687,23.99324843673844
16,56.61000061035156,636.2000122070312,11.23829721511604,22.333725956935723
17,56.619998931884766,635.7750244140625,11.228806718610421,22.875022387665126
18,56.3650016784668,634.0499877929688,11.24900148872338,21.633722801297836
19,56.255001068115234,635.1599731445312,11.290729021148904,19.244120556004304
20,55.720001220703125,629.530029296875,11.298097909283051,18.65050945515509
21,55.2400016784668,628.969970703125,11.386132360461257,13.626821547265195
22,55.275001525878906,624.2899780273438,11.294255283467713,18.713961018717896
23,55.10499954223633,622.5,11.296615645970062,18.52633719874848
24,54.91999816894531,618.9400024414062,11.269847470449987,19.934247765551504
25,55.3849983215332,624.2000122070312,11.270200074454959,20.083499357088954
26,55.470001220703125,622.1900024414062,11.216693505483207,23.082332234206888
27,55.66999816894531,627.0999755859375,11.264594866391715,20.49888685027122
28,55.58000183105469,631.030029296875,11.353544593521303,15.521922272469169
