,dis,nflx,Ratio,Spread
73,138.5800018310547,391.5,2.8250829472298933,-48.79226166720687
74,135.6199951171875,380.1499938964844,2.8030527030177343,-44.815545234126006
75,132.57000732421875,368.3500061035156,2.778531988782828,-40.61298733329008
76,131.8699951171875,362.1499938964844,2.7462653166450517,-36.156684946612046
77,131.8699951171875,355.8800048828125,2.6987185717763653,-29.886695932940167
78,130.64999389648438,348.0,2.663605176099164,-25.045678210658732
79,130.83999633789062,344.1000061035156,2.629929805369965,-20.672393820603897
80,132.35000610351562,350.42999267578125,2.6477519948257315,-23.2409904760905
81,130.47000122070312,341.1300048828125,2.614624064467945,-18.624039555257095
82,127.7699966430664,337.8599853515625,2.6442826502954038,-22.07965201975551
83,131.89999389648438,348.6099853515625,2.642987122692007,-22.541950324725885
84,124.56999969482422,226.19000244140625,1.8157662598983233,81.61923260425155
85,121.66000366210938,218.22000122070312,1.7936872813745202,82.34051929045611
86,118.2699966430664,215.52000427246094,1.8222711625070112,76.59610845438127
87,119.94999694824219,209.91000366210938,1.7499792330356163,86.39094041611051
88,115.7699966430664,198.39999389648438,1.7137427628004236,87.48869235536714
89,115.20999908447266,188.5399932861328,1.6364898427600383,95.95375551679192
90,115.29000091552734,199.52000427246094,1.7305924424326156,85.17302673876688
91,111.62999725341797,190.36000061035156,1.7052764068264186,85.21606891928306
92,113.5,199.4600067138672,1.7573568873468475,80.77418466071558
93,113.55000305175781,199.8699951171875,1.7601936569396983,80.48875238873401
94,116.19000244140625,204.00999450683594,1.7558308823490787,82.92491383630804
95,112.61000061035156,188.32000732421875,1.6723204538097447,89.69722174563512
96,110.29000091552734,180.97000122070312,1.6408559227351043,91.26817684054325
97,106.9800033569336,173.10000610351562,1.618059456644209,90.89306538631419
98,107.68000030517578,177.66000366210938,1.6498885880256624,88.07673963887888
99,105.20999908447266,166.3699951171875,1.5813135306997745,93.21404778577434
100,104.30999755859375,174.30999755859375,1.6710766143070717,83.03216801245193
101,107.33000183105469,187.63999938964844,1.7482530158250402,77.22490800576057
102,105.18000030517578,186.50999450683594,1.773245806861421,72.99932231916156
103,108.63999938964844,190.55999755859375,1.7540500610197067,77.56807522823922
104,104.30000305175781,177.19000244140625,1.69884944637516,80.12726710704962
105,103.13999938964844,183.47999572753906,1.7789412140131724,70.94773881431436
106,102.41999816894531,186.35000610351562,1.8194689458607964,66.28422657280487
107,105.83000183105469,187.44000244140625,1.7711423906108634,73.68844906900833
108,101.58999633789062,180.33999633789062,1.7751747498648953,70.22672618762957
109,103.26000213623047,187.8300018310547,1.819000561158728,66.89665602325331
110,105.61000061035156,191.39999389648438,1.8123283097275538,69.18044104339546
111,109.31999969482422,195.19000244140625,1.785492160503981,74.63193110680814
112,110.44000244140625,197.44000244140625,1.7877580412600742,75.17182500925904
113,109.19000244140625,192.91000366210938,1.766736874702692,76.58811055106057
114,110.87000274658203,205.08999633789062,1.849824039480447,68.59294922665694
115,108.66999816894531,198.97999572753906,1.8310481188947116,69.22280313625825
116,107.83000183105469,197.13999938964844,1.8282481317075594,68.97039330075873
117,107.79000091552734,198.61000061035156,1.8425642353041434,67.40075097590406
118,107.33999633789062,202.8300018310547,1.8896032117662411,62.05980158694419
119,103.30000305175781,192.77000427246094,1.8661180888433735,62.05629468599861
120,99.4000015258789,182.94000244140625,1.840442652244604,62.171507415148284
121,95.70999908447266,169.69000244140625,1.7729600257507014,66.22981985659081
122,94.22000122070312,167.5399932861328,1.7781786363352217,64.66828815405705
123,95.87999725341797,180.11000061035156,1.8784940109489932,56.23328212684149
124,94.27999877929688,173.35000610351562,1.8386721292743788,59.00772749060283
125,94.33999633789062,175.50999450683594,1.8603985723957916,56.99719124121114
126,93.29000091552734,170.91000366210938,1.8320291776700244,58.98167436920002
127,93.5,178.88999938964844,1.9132620255577373,51.524780185008495
128,94.30000305175781,181.7100067138672,1.9269353216683698,50.69755693462574
129,97.77999877929688,190.85000610351562,1.951830727000629,50.22612455558985
130,96.61000061035156,189.13999938964844,1.9577683282757632,49.02170024026475
131,95.91999816894531,179.60000610351562,1.8723937607586634,56.84291773782897
132,95.6500015258789,178.36000061035156,1.864715083795318,57.410369533716874
133,94.4000015258789,174.8699951171875,1.852436359010529,57.78666178938559
134,96.13999938964844,179.9499969482422,1.8717495120726797,57.04094346363718
135,97.18000030517578,185.8800048828125,1.912739290997024,53.701547223214675
136,96.08000183105469,184.05999755859375,1.9156951920363352,52.78149069935699
137,97.43000030517578,189.27000427246094,1.9426255124665779,50.93429048106532
138,95.86000061035156,186.97999572753906,1.9505528326415198,49.31347595987691
139,93.63999938964844,177.33999633789062,1.8938487558073918,53.42351759899802
140,93.5999984741211,174.4499969482422,1.8637820490614092,56.21387588449491
141,92.94000244140625,176.55999755859375,1.8997201734517435,52.45984456713643
142,91.83999633789062,174.77999877929688,1.9030923970887346,51.49976049375948
143,95.19999694824219,189.11000061035156,1.986449649921374,45.53942136546013
144,95.69999694824219,190.9199981689453,1.9949843705031813,44.97490910186451
145,99.61000061035156,201.6300048828125,2.0241943946124112,44.00460651708957
146,103.3499984741211,216.44000244140625,2.0942429185966844,38.510833643794655
147,104.18000030517578,223.8800048828125,2.14897297203876,33.138341353188736
148,102.72000122070312,220.44000244140625,2.1460280356478107,32.941529013752074
149,102.69000244140625,218.50999450683594,2.1278604470918703,34.796810871358076
150,99.77999877929688,213.91000366210938,2.1438164590005293,32.14806817698869
151,103.5,226.75,2.1908212560386473,28.57448547461988
152,104.9000015258789,226.02000427246094,2.154623460293293,32.7918438290732
153,106.0999984741211,224.89999389648438,2.119698370696394,36.90101131120636
154,106.22000122070312,226.2100067138672,2.129636642009161,35.88992180627818
155,104.70999908447266,221.4199981689453,2.1146022357455974,36.91855943901837
156,109.0199966430664,226.72999572753906,2.0797101697760776,42.34463904183744
157,108.12000274658203,229.91000366210938,2.12643357215765,36.92277277994842
158,106.62999725341797,226.77999877929688,2.126793628628998,36.341217800356304
159,109.11000061035156,233.49000549316406,2.139950547035486,35.80882651170279
160,108.12999725341797,229.94000244140625,2.126514457431357,36.91767002324136
161,112.43000030517578,244.11000061035156,2.1712176460708754,33.45885299311905
162,117.69000244140625,242.6999969482422,2.0621972292767525,47.971367279896214
163,121.56999969482422,249.3000030517578,2.0506704259074833,51.03632022391113
164,124.26000213623047,249.11000061035156,2.004748079251148,57.92703963387859
165,124.95999908447266,245.69000244140625,1.9661492016762934,63.09070961398234
166,122.80999755859375,241.14999389648438,1.9636023018519282,62.27512758949271
167,122.66999816894531,245.1699981689453,1.9986141829992434,57.906388954800065
168,120.13999938964844,241.16000366210938,2.007324828427528,55.61423090968097
169,115.94000244140625,226.5399932861328,1.9539415949264067,59.77217240951208
170,114.86000061035156,224.5500030517578,1.9549886980543916,59.071909845587726
171,116.41000366210938,229.61000061035156,1.9724249925875397,57.87292430332715
172,117.45999908447266,233.97999572753906,1.991997254820935,56.118436902877335
173,114.06999969482422,223.27999877929688,1.9573945768093828,58.37404507139988
174,113.52999877929688,224.57000732421875,1.9780675569351889,55.738910127328296
175,112.43000030517578,220.64999389648438,1.9625544187277444,56.91885970698624
176,112.08000183105469,223.55999755859375,1.9946466265728648,53.137020139297675
177,112.52999877929688,230.0399932861328,2.0442548278819963,47.77795357541797
178,111.19999694824219,226.11000061035156,2.0333633706446412,48.39495080540078
179,110.08999633789062,218.38999938964844,1.9837406363368482,53.34997315084021
180,112.69000244140625,228.9600067138672,2.0317685841999706,49.25650456428977
181,112.33000183105469,227.44000244140625,2.0247484975872965,49.879757903984256
182,115.18000030517578,233.57000732421875,2.0278694799909887,50.849015401741696
183,116.38999938964844,236.52999877929688,2.032219262992225,50.90309608000737
184,111.76000213623047,218.1300048828125,1.9517716599264354,57.76990298646402
185,112.5,224.1199951171875,1.992177734375,53.623225667399
186,110.7699966430664,235.3800048828125,2.1249436852587102,38.05382841905751
187,108.25,240.1300048828125,2.2182910381784064,27.026590894289743
188,109.16999816894531,243.6300048828125,2.231657130796911,25.818279275982977
189,107.56999969482422,242.85000610351562,2.2575997656640365,22.61272891220526
190,104.48999786376953,236.8699951171875,2.266915493921346,20.92054592024144
191,102.16000366210938,237.0500030517578,2.320379743091948,14.936590954473761
192,99.5,226.41000366210938,2.2754774237397926,18.950599452525328
193,98.12000274658203,224.07000732421875,2.2836322977174413,17.85306321787613
194,95.8499984741211,224.36000061035156,2.3407407843718158,11.90855604987718
195,99.4000015258789,245.1999969482422,2.466800736259587,-0.08848709168765057
196,97.44999694824219,239.7100067138672,2.4598256974926573,0.5440990894361479
197,94.33000183105469,235.44000244140625,2.4959185611284096,-2.9577127159490115
198,97.12999725341797,239.0399932861328,2.461031607593514,0.41700268855561573
199,101.44000244140625,240.74000549316406,2.3732255490847436,9.453086647534608
200,100.80000305175781,236.72999572753906,2.348511791274304,11.868876755929765
201,100.04000091552734,240.02000427246094,2.3992403246290563,6.685725241323443
202,97.16000366210938,224.75,2.3131946431538517,14.78174105625013
203,95.16000366210938,229.97999572753906,2.4167716149333445,4.569804148718479
204,93.0999984741211,214.2899932861328,2.301718547779555,15.128394251606128
205,93.41000366210938,220.8699951171875,2.364521854812652,9.320606226576533
206,96.63999938964844,232.50999450683594,2.4059395278901583,5.726431200041564
207,94.44999694824219,230.0,2.435150952159777,2.7811940333144523
208,97.33000183105469,245.10000610351562,2.518236941256407,-5.144804608069503
209,98.4800033569336,240.86000061035156,2.4457757148664188,1.9598208645097688
210,98.98999786376953,272.3800048828125,2.7515911785114193,-28.289802090363192
211,98.58999633789062,268.1600036621094,2.7199514516976273,-25.066192906578063
212,102.04000091552734,289.57000732421875,2.837808748786037,-37.882336630441785
213,101.72000122070312,282.45001220703125,2.776740157466141,-31.559451341869217
214,104.36000061035156,291.0199890136719,2.788616206512415,-33.55326731128744
215,104.62999725341797,298.6199951171875,2.854057182032779,-40.48071971752691
216,104.44000244140625,296.94000244140625,2.843163495787908,-39.27399853071873
217,105.94999694824219,295.7200012207031,2.7911279824308615,-34.292645402431305
218,106.54000091552734,291.8800048828125,2.7396283309048983,-28.98296653405222
219,106.0,286.75,2.705188679245283,-25.198088050389426
220,101.81999969482422,273.0,2.6812021294268114,-21.8603458767578
221,99.25,269.05999755859375,2.7109319653258814,-24.322137091458128
222,99.58000183105469,260.7900085449219,2.618899415038902,-15.230123221984112
223,100.43000030517578,258.6000061035156,2.574927863364632,-10.922799580000483
224,99.9000015258789,263.4599914550781,2.6372371114211575,-17.102996303525426
225,86.75,254.66000366210938,2.935562001868696,-41.059275569927394
226,90.45999908447266,274.9700012207031,3.0396860933409116,-52.12777452018659
227,95.01000213623047,290.1300048828125,3.0536785428844473,-55.95385439597388
228,94.27999877929688,299.2699890136719,3.17426806203342,-66.91225541955342
229,95.51000213623047,310.20001220703125,3.247827507788956,-74.7783764251945
230,93.94999694824219,306.0199890136719,3.2572644912618864,-74.48428027535556
231,91.44999694824219,295.2799987792969,3.2288683284091966,-69.97171651597128
232,91.80000305175781,287.9800109863281,3.1370370524275684,-61.79987381282592
233,97.58000183105469,285.04998779296875,2.92119268747802,-44.47204365002358
234,96.20999908447266,286.69000244140625,2.9798358296385765,-49.52469484841106
235,98.87999725341797,291.5,2.948017881239613,-47.68380549281807
236,98.87000274658203,285.5400085449219,2.888034799359739,-41.748710060329785
237,95.69000244140625,281.1700134277344,2.938342629888665,-45.300002179514394
238,94.69000244140625,280.9599914550781,2.967155815936692,-47.58095079685444
239,97.87000274658203,305.5299987792969,3.121794116736827,-64.22967088470108
240,98.58999633789062,316.95001220703125,3.2148293334018447,-73.85620145149994
241,99.43000030517578,320.4100036621094,3.222468094927991,-75.22376772859053
242,95.93000030517578,312.5899963378906,3.2585217902998926,-76.1221574693588
243,92.29000091552734,305.55999755859375,3.3108678570528083,-78.15929011728065
244,92.1500015258789,308.4200134277344,3.3469344364700784,-81.36804034865295
245,92.55000305175781,310.260009765625,3.3523500760136624,-82.21164464962558
246,93.37999725341797,320.010009765625,3.426965294260723,-89.89415350342267
247,94.66000366210938,315.17999267578125,3.3296004699178128,-81.87567809452187
248,94.69999694824219,320.3399963378906,3.382682224509161,-86.9360596570771
249,94.1500015258789,317.8299865722656,3.375783127150604,-85.79607231319162
250,90.48999786376953,290.4100036621094,3.209305011801575,-67.49305088462853
251,90.08000183105469,290.7099914550781,3.227242290695171,-68.81432673710512
