,dis,nflx,Ratio,Spread
0,148.75999450683594,586.72998046875,3.9441382235449605,-218.66417977420812
1,146.47000122070312,593.739990234375,4.05366276565888,-231.37849546687895
2,151.0500030517578,604.9199829101562,4.004766439513929,-231.14983827937377
3,151.8800048828125,614.239990234375,4.044245262622358,-238.40233545279224
4,153.6300048828125,614.0900268554688,3.9972011152631985,-233.89317354139249
5,152.8000030517578,613.1199951171875,4.012565332930693,-234.9906519539115
6,155.1999969482422,610.7100219726562,3.934987332353638,-226.60236459706712
7,154.8699951171875,610.5399780273438,3.9422741478448327,-227.25434550755674
8,155.92999267578125,612.0900268554688,3.925415607042079,-226.16397159175685
9,154.88999938964844,602.4400024414062,3.889469977502423,-219.10453986724477
10,156.75999450683594,597.3699951171875,3.8107298803913747,-209.37642970267532
11,155.72999572753906,591.1500244140625,3.7959933258350715,-205.72215566651087
12,155.19000244140625,567.52001953125,3.656936726613711,-183.4372581782507
13,156.89999389648438,553.2899780273438,3.5263862304059734,-164.94767825059986
14,157.8300018310547,541.0599975585938,3.428118806827097,-150.40107536837203
15,156.60000610351562,539.8499755859375,3.447317717402171,-152.25493657883666
16,157.88999938964844,540.8400268554688,3.4254229460141934,-150.0316525113184
17,157.8000030517578,537.219970703125,3.4044357434322663,-146.63577458986757
18,155.44000244140625,519.2000122070312,3.340195599924452,-134.49450820653286
19,151.94000244140625,525.6900024414062,3.4598525338587645,-149.70289550589487
20,152.27000427246094,510.79998779296875,3.3545673702023424,-133.9908560016552
21,150.11000061035156,515.8599853515625,3.436546420985018,-144.43135915684772
22,147.6199951171875,508.25,3.4429617721943964,-143.0239042576861
23,137.3800048828125,397.5,2.89343416706874,-57.78141877336347
24,137.4600067138672,387.1499938964844,2.81645551423815,-47.232130461544756
25,136.50999450683594,366.4200134277344,2.684199166159847,-28.86860246064705
26,133.60000610351562,359.70001220703125,2.6923652378303737,-29.397296769845095
27,135.4199981689453,386.70001220703125,2.855560607264207,-51.863750060833155
28,138.6300048828125,384.3599853515625,2.7725598486162637,-41.52769088743062
29,142.97000122070312,427.1400146484375,2.987619857322799,-73.49691694592846
30,144.49000549316406,457.1300048828125,3.1637482698029222,-99.70062124093457
31,142.6199951171875,429.4800109863281,3.011359035831087,-76.70876819399567
32,140.02999877929688,405.6000061035156,2.8965222426573547,-59.28036801706682
33,142.02000427246094,410.1700134277344,2.888114357755095,-58.89333018388285
34,142.50999450683594,402.1000061035156,2.8215565335961585,-49.602771596450594
35,142.47999572753906,403.5299987792969,2.8321870499698583,-51.10749034919613
36,147.22999572753906,412.8900146484375,2.804387873599641,-48.63539591585439
37,152.16000366210938,406.2699890136719,2.670018265219328,-29.734865507625752
38,149.47000122070312,391.30999755859375,2.617983504133359,-21.47559102110878
39,150.85000610351562,396.57000732421875,2.6289028258446754,-23.298049209596595
40,154.72000122070312,407.4599914550781,2.633531464841766,-24.54798932011263
41,156.35000610351562,398.0799865722656,2.5460823219201303,-11.107690212663865
42,152.9499969482422,386.6700134277344,2.5280812104794115,-8.167039879636857
43,151.36000061035156,391.2900085449219,2.585161251103757,-16.747669112711744
44,148.08999633789062,377.3800048828125,2.548315309710459,-10.983149922464772
45,145.8699951171875,367.4599914550781,2.5190923682411315,-6.593094245257728
46,149.39999389648438,390.0299987792969,2.610642668764359,-20.36997842752518
47,149.52999877929688,390.79998779296875,2.6135223097927076,-20.816129101555216
48,148.4600067138672,394.5199890136719,2.6574159448480006,-27.201449088773042
49,145.6999969482422,386.239990234375,2.6509265499269787,-25.796553463750595
50,147.33999633789062,380.0299987792969,2.579272486934131,-15.501371761446332
51,145.57000732421875,368.07000732421875,2.52847419664162,-7.950370884041401
52,140.72000122070312,361.7300109863281,2.570565718081513,-13.691597111310696
53,133.5,350.260009765625,2.6236704851357677,-20.2064065911164
54,131.75,341.760009765625,2.5940038691888048,-16.06560512360991
55,133.64999389648438,358.7900085449219,2.6845493821931234,-28.362774985591752
56,133.63999938964844,356.7699890136719,2.6696347698524963,-26.367651476931567
57,131.75,340.32000732421875,2.5830740593868597,-14.62560268220366
58,129.02999877929688,331.010009765625,2.5653724939718145,-12.091048169135401
59,134.1999969482422,343.75,2.5614754680849683,-11.952725014332966
60,138.13999938964844,357.5299987792969,2.5881714228969983,-15.918293587573284
61,139.47000122070312,371.3999938964844,2.6629381992244023,-26.47529325896235
62,140.3000030517578,380.6000061035156,2.712758359407228,-33.60779531519327
63,138.6199951171875,374.5899963378906,2.702279682099377,-31.78263590554334
64,140.11000061035156,382.9200134277344,2.7329955874644654,-36.40109313298248
65,137.63999938964844,374.489990234375,2.720793315133794,-34.123770337649574
66,138.9600067138672,375.7099914550781,2.7037274992991565,-32.05567213514408
67,139.13999938964844,373.8500061035156,2.686862208879159,-29.74733032179571
68,138.72000122070312,378.510009765625,2.7285900117850823,-35.45353707060016
69,142.3800048828125,391.82000732421875,2.7519314081124713,-39.646573147600776
70,140.9600067138672,381.4700012207031,2.7062285971299924,-32.83374072077649
71,137.16000366210938,374.5899963378906,2.731043936544977,-35.419431681788836
72,137.0,373.4700012207031,2.7260584030708257,-34.698000981207514
