,tsla,msft,Ratio,Spread
0,361.8833312988281,310.6628112792969,0.8584612343550151,119.33431336412326
1,365.933349609375,312.09649658203125,0.8528779815099846,122.71294207993736
2,365.8033447265625,311.8999938964844,0.8526439093377596,122.75497032313189
3,364.6666564941406,312.1000061035156,0.855850132019214,121.20432207049123
4,366.4100036621094,313.6000061035156,0.8558718456625619,121.77580258547187
5,366.6700134277344,315.3799133300781,0.8601191855909296,120.30484424361401
6,366.6086730957031,315.4200134277344,0.8603724804551857,120.1918583175239
7,370.2613525390625,313.2200012207031,0.845943005049814,126.73205843056206
8,366.0902099609375,311.9700012207031,0.8521670143924114,123.02582209706145
9,367.9466247558594,314.7300109863281,0.8553686589601368,122.47164209733614
10,368.5013122558594,314.5299987792969,0.8535383411631139,123.33074525840391
11,364.7033386230469,313.94000244140625,0.8608092364240487,119.40791218323614
12,362.5699768066406,313.17498779296875,0.8637642602161338,117.63802298963611
13,364.663330078125,314.05999755859375,0.8612327362098897,119.24037810033883
14,364.5566711425781,311.9800109863281,0.8557791851909706,121.19363035898442
15,365.2492980957031,312.1300048828125,0.8545670217852896,121.8666298764972
16,364.6600036621094,311.3699951171875,0.853863851231955,121.9264280266708
17,363.4466552734375,311.760009765625,0.8577875328941292,120.09468817788468
18,363.6666564941406,311.1300048828125,0.8555362426739979,120.98610297969196
19,362.4066467285156,311.25,0.8588418639936318,119.36893866629742
20,359.1999816894531,308.05999755859375,0.8576280992823866,118.74871657610498
21,361.2866516113281,308.5592956542969,0.854056728301838,120.72884206497486
22,362.123291015625,307.8299865722656,0.8500695597593674,122.45226308059495
23,360.7408752441406,306.69500732421875,0.8501809148094323,121.9446278300228
24,359.1766662597656,306.55999755859375,0.85350755312396,120.22101270897889
25,361.1433410644531,307.6099853515625,0.851767014296585,121.50786786505984
26,358.5533447265625,307.0,0.8562184805000835,119.04036696122387
27,361.52001953125,309.4200134277344,0.8558862489245577,120.14541679404158
28,369.3333435058594,312.8800048828125,0.8471480043280976,125.969375585943
29,377.7933349609375,313.29998779296875,0.8292893463177768,135.60172635784733
30,377.484619140625,313.82000732421875,0.831345150005465,134.7148844184199
31,381.3974304199219,313.3500061035156,0.8215839465895577,139.83416747625927
32,382.0658264160156,313.8999938964844,0.8215861566082377,140.078381381976
33,380.3433532714844,314.1260070800781,0.8259011347987429,137.80569062203278
34,381.8466796875,315.07000732421875,0.8251217676740552,138.64797336022008
35,375.6166687011719,312.3800048828125,0.8316457466144338,133.93535020678814
36,372.0,312.4800109863281,0.8400000295331401,129.53794489256506
37,364.6000061035156,310.6700134277344,0.8520844987027518,122.55511939836231
38,367.64501953125,312.4200134277344,0.8497871501865362,124.42326620199384
39,367.6666564941406,312.1099853515625,0.848893909302696,124.75900375695153
40,363.6433410644531,310.94000244140625,0.8550685997197853,121.14840155397212
41,363.7200012207031,311.010009765625,0.8550808553882798,121.16948338449254
42,346.489990234375,301.51300048828125,0.870192527883215,110.19344364047168
43,347.5233154296875,300.57000732421875,0.8648916316667433,112.36425478999172
44,344.3666687011719,298.1499938964844,0.8657922528361984,111.0334764586662
45,344.6666564941406,298.25,0.8653288456554552,111.2899219439588
46,346.67333984375,297.7349853515625,0.8588343871084964,114.18931850715586
47,348.8783874511719,299.05999755859375,0.8572041385064285,115.48438865509308
48,348.5133361816406,299.3999938964844,0.8590775812964615,114.71063098400566
49,354.933349609375,301.8901062011719,0.8505543548765414,119.84890903427032
50,346.1438903808594,300.6000061035156,0.8684249945095602,110.69519514948206
51,344.7787780761719,299.7900085449219,0.8695140989179135,109.88313854016428
52,347.5777282714844,300.5199890136719,0.8646123286096834,112.47892754436822
