,rtx,hon,Ratio,Spread
0,80.3967514038086,201.01202392578125,2.5002505750034425,-35.77773978971708
1,79.17536163330078,195.79983520507812,2.4729894649792876,-33.107411545830495
2,81.76470184326172,197.58297729492188,2.4164825754966635,-29.501822126980578
3,82.14579010009766,197.74949645996094,2.407299220313006,-28.875250338075084
4,82.956787109375,201.06101989746094,2.423683786504057,-30.498990486018435
5,83.28900146484375,202.24649047851562,2.4282496718835533,-30.993082638673478
6,84.05113983154297,202.8539276123047,2.4134583780644583,-30.014417253057267
7,83.92413330078125,203.32420349121094,2.4227143670641658,-30.749009150188037
8,83.83618927001953,202.91270446777344,2.420347420780689,-30.520532337483665
9,84.09024047851562,204.28433227539062,2.4293465105214396,-31.363448720167916
10,84.97940826416016,202.6090087890625,2.3842129867420168,-27.837659063119666
11,87.9595947265625,204.764404296875,2.32793710491073,-23.790924534117856
12,87.5198974609375,206.78265380859375,2.362693053895389,-26.72423746641183
13,87.99868774414062,206.5475311279297,2.3471660364808407,-25.492694046894023
14,88.36998748779297,211.37762451171875,2.3919616888133826,-29.550067561701688
15,87.67623901367188,209.134033203125,2.38529886267719,-28.750251098616125
16,88.6435775756836,211.92626953125,2.390768460922147,-29.529338374857495
17,88.98556518554688,213.8269500732422,2.402939731038222,-30.718301158880415
18,89.46434020996094,214.98301696777344,2.4030023187253917,-30.877979069951458
19,90.21672821044922,213.2390899658203,2.3636313818474544,-27.56824124507235
20,88.67288970947266,209.26138305664062,2.3599251557298224,-26.80344978923602
21,87.64692687988281,206.4593505859375,2.3555800292791003,-26.136570592440727
22,86.33759307861328,204.68603515625,2.370763741003024,-27.088137850302893
23,85.21392059326172,200.94345092773438,2.3581059236420576,-25.684052558301083
24,86.10308837890625,200.30662536621094,2.3263581961745587,-23.19676082605752
25,88.24296569824219,198.20021057128906,2.2460737692005885,-16.637001394890085
26,86.94341278076172,196.5836181640625,2.26105246937766,-17.72493646794677
27,87.23654174804688,196.5836181640625,2.25345496537251,-17.114899480128877
28,88.26250457763672,197.896484375,2.2421353815189775,-16.292612417158544
29,88.1257095336914,200.3360137939453,2.2732981652460307,-19.016828939291564
30,88.65335083007812,201.1785888671875,2.2692722495372624,-18.761318381225372
31,90.42192840576172,203.3437957763672,2.2488327705628763,-17.245900523140897
32,90.68573760986328,187.85418701171875,2.071485461361976,-1.2072727593834354
33,90.88117218017578,187.6190643310547,2.064443710729126,-0.5654269981138706
34,91.87782287597656,188.5791778564453,2.0524994166546953,0.5486106393912071
35,92.8940200805664,190.61703491210938,2.051983913999937,0.6255834057621503
36,93.80272674560547,192.6352996826172,2.053621534958651,0.49844758741694095
37,92.88423919677734,187.86399841308594,2.022560555349889,3.3582646975191683
38,93.08943939208984,183.2004852294922,1.9680050328572438,8.448824413591275
