,ge,ups,Ratio,Spread
0,73.8415298461914,223.47000122070312,3.0263457662128768,-9.934982654008252
1,73.65339660644531,222.32000732421875,3.018462386903197,-9.329032670561332
2,73.2513656616211,222.8699951171875,3.0425370654073243,-11.041613999257777
3,73.0913314819336,220.8300018310547,3.0212885352299064,-9.464407732869233
4,73.49726867675781,221.50999450683594,3.0138534192480066,-8.970510774805462
5,73.69242858886719,222.14999389648438,3.0145565582573957,-9.046146512420222
6,73.88758850097656,222.44000244140625,3.010519181289376,-8.77179140530842
7,73.94223022460938,219.67999267578125,2.970967903030163,-5.8537686421906585
8,73.80952453613281,219.4499969482422,2.973193477771454,-6.007531372957828
9,73.98907470703125,219.4199981689453,2.965572944894439,-5.458309208713331
10,73.7822036743164,218.94000244140625,2.967382262094447,-5.576543364868286
11,73.94223022460938,219.25,2.9651526513874265,-5.4237759664094085
12,73.5597152709961,219.3699951171875,2.9822028852208327,-6.649928254121221
13,73.83294677734375,220.16000366210938,2.981866677027542,-6.649805623504335
14,72.79078674316406,216.82000732421875,2.978673772125162,-6.32352883762681
15,72.59172821044922,218.13999938964844,3.005025569266558,-8.21915859051586
16,72.25214385986328,217.19500732421875,3.0060700724047655,-8.256176929778064
17,72.0426254272461,217.3000030517578,3.0162699063654093,-8.967058295008627
18,72.01405334472656,216.39500427246094,3.004899658079128,-8.14468429588635
19,71.87353515625,215.88999938964844,3.0037481657234864,-8.046030067614765
20,71.42857360839844,214.5500030517578,3.0036999510589615,-7.992774031284256
21,71.17095947265625,207.97000122070312,2.922118835570916,-2.1577410459906616
22,71.86580657958984,208.0399932861328,2.8948397462948248,-0.21837347072579405
23,72.14675903320312,206.50999450683594,2.8623599628612095,2.1240839280448824
24,71.7174072265625,204.9550018310547,2.857813880298004,2.4374765693520715
25,72.09992218017578,206.86000061035156,2.86907384023819,1.638634960579509
26,71.85792541503906,206.27000427246094,2.8705254581325685,1.5288247824867085
27,72.19359588623047,206.52999877929688,2.860780049033248,2.2395225195336934
28,71.75643920898438,203.52000427246094,2.8362611985208277,3.9853468583525284
29,71.561279296875,204.5399932861328,2.858249535165379,2.400994192647005
30,71.95159912109375,204.38999938964844,2.840659580694827,3.6797153931987054
31,71.98282623291016,203.52499389648438,2.8274104331212526,4.63502348322649
32,71.96308135986328,204.75999450683594,2.8453477899716346,3.342924626922496
33,71.83060455322266,204.30999755859375,2.8443307532962625,3.409824997607501
34,71.82669830322266,205.22999572753906,2.857294022636858,2.478530730544861
35,70.88212585449219,197.2899932861328,2.7833532206854583,7.687017508646477
36,70.82747650146484,197.08999633789062,2.782677091902525,7.728979396704261
37,70.58547973632812,197.375,2.796254990931475,6.744169218611461
38,70.82747650146484,197.1199951171875,2.7831006391017006,7.698980617407386
39,70.50741577148438,197.22500610351562,2.7972235820232716,6.668417654282365
40,70.40592956542969,196.83999633789062,2.7957871950964464,6.759949495773185
41,70.35128784179688,197.25999450683594,2.8039286921147233,6.181938329335111
42,69.07884216308594,195.22500610351562,2.826118678170885,4.537266896319238
43,69.23887634277344,195.4949951171875,2.8234859582262937,4.730064902391604
44,69.07884216308594,194.7711944580078,2.8195492043450727,4.991078541827051
45,69.57064819335938,194.24000549316406,2.7919821151199877,6.944472734872306
46,69.61748504638672,193.74000549316406,2.7829216376327506,7.579915598822055
47,69.76580810546875,194.4499969482422,2.7871818907950097,7.29884493182783
48,70.21858215332031,194.38999938964844,2.768355518275822,8.668174988216379
49,68.16939544677734,191.00999450683594,2.801990442411438,6.122339461983671
50,68.77439880371094,190.35000610351562,2.767745111764535,8.53187724930001
51,68.86026763916016,191.49000549316406,2.780848986771373,7.640193454008056
52,69.44410705566406,192.67999267578125,2.774605374669667,8.138553748790287
53,69.71116638183594,192.75999450683594,2.7651236453427326,8.830834375741318
54,70.00780487060547,193.00999450683594,2.756978237834679,9.438653889217505
55,69.83606719970703,192.6999969482422,2.7593191408844193,9.252020259098288
56,69.7150650024414,187.35000610351562,2.687367588296083,14.252096814487317
57,70.39031982421875,190.44000244140625,2.705485682079296,13.114803125171534
58,70.09938049316406,191.06900024414062,2.725687429759429,11.644466639612602
59,70.14051818847656,191.31500244140625,2.7275960797340892,11.517426475645095
60,69.82044982910156,190.88999938964844,2.734012740635257,11.01685548791437
61,70.05074310302734,191.5363006591797,2.734250804127475,11.036516565397818
62,70.09367370605469,191.07000732421875,2.7259237135364205,11.626956666191205
63,71.17095947265625,193.22000122070312,2.7148713836707214,12.592258954009338
64,70.24980163574219,189.58999633789062,2.698797604026681,13.558458574146243
65,70.30445098876953,190.99000549316406,2.7166132841812947,12.316484479057237
66,70.44496154785156,191.0,2.7113365640814258,12.712818564070545
67,70.34738159179688,191.25,2.7186512940845753,12.180636738053721
68,70.3434829711914,191.05999755859375,2.7161009021523825,12.359365144034285
69,70.0,190.85000610351562,2.7264286586216517,11.576072158994805
70,70.72989654541016,190.42999267578125,2.6923550291568854,14.106801232796784
71,70.9055404663086,189.35000610351562,2.670454309469469,15.694715091892732
72,70.53864288330078,189.24000549316406,2.682784892902504,14.743720861497621
73,70.44886779785156,189.36000061035156,2.6879069391676778,14.36411405183631
74,70.01171112060547,187.5399932861328,2.6786946110068297,14.919951208037958
75,70.13661193847656,187.16000366210938,2.668506483123038,15.661129156824643
76,70.26541900634766,187.8699951171875,2.6737191320273155,15.323622124627065
77,70.79624938964844,186.7899932861328,2.638416510712,17.93867985159835
