,googl,meta,Ratio,Spread
0,142.66799926757812,226.4207000732422,1.5870461577622839,-9.383807834044319
1,143.37025451660156,228.7899932861328,1.5957981943851545,-10.684779506090678
2,142.89100646972656,228.41000366210938,1.5984911108488917,-11.033856717233078
3,142.8560028076172,228.86270141601562,1.602051694840033,-11.539804576840737
4,143.02149963378906,230.1999969482422,1.6095481975624388,-12.62533435211975
5,143.1595001220703,230.875,1.6127116943209203,-13.090401067363302
6,142.50601196289062,229.8800048828125,1.613124960248516,-13.089539462327082
7,142.57574462890625,229.6199951171875,1.6105123330398068,-12.72344731524808
8,141.7740020751953,227.9149932861328,1.6075937051226734,-12.238114317615384
9,142.20074462890625,230.11500549316406,1.618240509876956,-13.788934848032937
10,142.343505859375,229.58999633789062,1.612929195131029,-13.046746970465449
11,142.1685028076172,228.80999755859375,1.6094281999172495,-12.532975506900783
12,141.80325317382812,227.41000366210938,1.6037008924142315,-11.688625804041124
13,141.90550231933594,227.8300018310547,1.6055050586999737,-11.953075168145432
14,140.51150512695312,226.77639770507812,1.6139347272679492,-13.020120521927055
15,141.0386199951172,224.61000061035156,1.5925425292599122,-10.051838117062829
16,140.6169891357422,224.45469665527344,1.5962132174413148,-10.537949558995109
17,140.70999145507812,225.0399932861328,1.5993177951259927,-10.981764326624216
18,140.45223999023438,224.79690551757812,1.6005220389023929,-11.130786752275498
19,140.86099243164062,224.7949981689453,1.5958640805263216,-10.507055588677645
20,139.02450561523438,222.3000030517578,1.598998694999841,-10.805857211595196
21,139.36949157714844,225.05999755859375,1.6148440739199443,-13.04103408992043
22,140.00375366210938,224.39999389648438,1.602814124813112,-11.416145012078175
23,139.49600219726562,224.41050720214844,1.6087235739186458,-12.19908661648708
24,139.70748901367188,223.2299041748047,1.597837780571371,-10.696754528540993
25,140.02700805664062,224.5500030517578,1.6036192315194495,-11.530777898350294
26,139.35525512695312,223.55160522460938,1.6041849661209624,-11.554299274950637
27,140.1269989013672,224.8699951171875,1.604758518202972,-11.698656649629413
28,143.01449584960938,231.63499450683594,1.6196609520647316,-14.070986574408778
29,142.96949768066406,232.31500244140625,1.6249270383554388,-14.819448982263111
30,143.60501098632812,233.48989868164062,1.6259174876834206,-15.027556359219886
31,143.07949829101562,233.45010375976562,1.631611143092921,-15.787209406114357
32,142.57901000976562,232.8350067138672,1.6330244311411595,-15.933491378091617
33,142.8564910888672,233.59539794921875,1.6351752459319844,-16.27175830124594
34,142.97850036621094,233.92999267578125,1.6361200605448805,-16.420743679426323
35,141.31649780273438,232.43409729003906,1.6447768017467923,-17.45320695240477
36,141.14724731445312,232.97999572753906,1.650616644393337,-18.256581489486393
37,140.68899536132812,231.63999938964844,1.6464685016389027,-17.613711208450724
38,141.39825439453125,234.47000122070312,1.6582241571843022,-19.364736834965868
39,141.052001953125,233.82000732421875,1.6576865559265355,-19.241487227311808
40,140.8040008544922,231.90269470214844,1.6469893844976626,-17.701451836263857
41,140.59100341796875,231.86000061035156,1.6491809217766622,-17.982784869787935
42,137.2415008544922,223.15310668945312,1.6259885333522195,-14.371396813247571
43,137.03799438476562,223.4499969482422,1.6305696675686527,-14.977875851347846
44,136.32000732421875,222.86180114746094,1.6348429370122772,-15.481933962369112
45,136.57350158691406,223.19900512695312,1.6342775321236926,-15.433504111862277
46,135.77200317382812,222.10000610351562,1.6358306639930933,-15.55380251744782
47,136.281005859375,223.2100067138672,1.6378658589018051,-15.889471381509821
48,136.47799682617188,223.27000427246094,1.6359413932257048,-15.649792015689712
49,135.72274780273438,223.11000061035156,1.6438659268424907,-16.638727861774697
50,135.77749633789062,220.625,1.6249010767657783,-14.070439814955506
51,134.75698852539062,220.55999755859375,1.636724002013716,-15.557907761217734
52,135.80799865722656,221.61000061035156,1.6317890168581712,-15.009038088211526
53,135.72299194335938,221.44000244140625,1.6315585095104501,-14.968358288430409
54,136.17550659179688,223.3800048828125,1.640383138448106,-16.21996267635737
55,135.81500244140625,222.89999389648438,1.6412030327257006,-16.28837671064909
56,134.86849975585938,224.42999267578125,1.6640653160823113,-19.258263919178546
57,134.40249633789062,223.39999389648438,1.662171462461919,-18.937183286403723
58,134.7480010986328,224.80999755859375,1.6683735248438853,-19.821580085654574
59,134.156494140625,223.75999450683594,1.6679028170808272,-19.671420254261136
60,133.72000122070312,222.60000610351562,1.6646724803428412,-19.175456490738128
61,133.85533142089844,223.94000244140625,1.6730002463423967,-20.309578727728166
62,133.29649353027344,222.3699951171875,1.6682358944924853,-19.589716072737417
63,130.00262451171875,218.22000122070312,1.6785815058759237,-20.450594263197274
64,129.8665008544922,217.15499877929688,1.672140215917624,-19.592672986988248
65,129.38101196289062,217.73500061035156,1.6828976470890709,-20.911235678157283
66,129.93374633789062,219.2899932861328,1.6877062308037567,-21.62536879468462
67,129.5800018310547,217.970703125,1.6821322738456845,-20.84422039487535
68,129.5,218.36000061035156,1.6861776108907456,-21.355222459212342
69,128.8249969482422,216.4600067138672,1.6802640158480577,-20.48209208753792
70,130.10000610351562,220.2100067138672,1.6926210329202787,-22.292455826724677
71,129.7344970703125,218.6699981689453,1.6855192960006022,-21.308486092601413
72,128.69850158691406,216.89500427246094,1.6852954898312087,-21.10952355034476
73,128.8311767578125,216.61000061035156,1.6813476835467625,-20.622684810173524
74,127.18699645996094,214.11000061035156,1.6834268169683084,-20.62393094776982
75,126.9020004272461,213.61810302734375,1.6833312501627007,-20.56558996861486
76,127.70249938964844,214.13999938964844,1.676866156990868,-19.869709338654758
77,128.67250061035156,215.42990112304688,1.6742497433497128,-19.683974969420348
78,129.10000610351562,215.9600067138672,1.6728117467376804,-19.563728244880195
79,129.8312530517578,215.69000244140625,1.6613103345418723,-18.181298159198008
80,129.68099975585938,214.88999938964844,1.6570661838989953,-17.609871302227447
81,129.46824645996094,214.55499267578125,1.6572016578762736,-17.598520309282236
82,129.9927520751953,215.8300018310547,1.6603233517681522,-18.075613538931947
83,129.87449645996094,214.94000244140625,1.6549823737539586,-17.36551315503158
84,127.76700592041016,213.22999572753906,1.6688971788253872,-18.861573670506658
85,128.43051147460938,213.97000122070312,1.666037133730522,-18.592206464774478
86,127.2594985961914,212.1038055419922,1.6667031371467307,-18.507440379305677
87,127.3800048828125,211.83999633789062,1.663055332214659,-18.0603082851531
88,127.87699890136719,212.4199981689453,1.661127489649542,-17.884246823792267
89,127.06424713134766,211.25999450683594,1.662623430873157,-17.9606600122207
90,126.72099304199219,210.13999938964844,1.658288767670983,-17.36284787358875
91,128.00050354003906,212.27499389648438,1.658391865857652,-17.551358351005547
92,127.01350402832031,210.50999450683594,1.6573827808096557,-17.287854095267818
93,126.3062515258789,208.55889892578125,1.6512159644215993,-16.412682238848703
94,126.52535247802734,209.67999267578125,1.6572172182819622,-17.200463753553663
95,127.83699798583984,211.57000732421875,1.6549982450906253,-17.095108268558448
96,127.24849700927734,210.26480102539062,1.6523951635362797,-16.685172273432414
97,127.7385025024414,210.77000427246094,1.650011548150352,-16.444943679007565
98,128.93841552734375,214.24000549316406,1.661568467527279,-18.089550310741203
99,129.34375,216.1230010986328,1.6709195542779054,-19.355921762830377
100,129.3990020751953,216.89999389648438,1.6762107158325779,-20.048861102641467
101,129.08450317382812,216.8699951171875,1.680062205647919,-20.4973008275347
102,129.00698852539062,217.17999267578125,1.683474633105142,-20.925219282799446
103,130.05149841308594,218.0050048828125,1.676297524772514,-20.16124740718911
104,130.0050048828125,217.27999877929688,1.6713202616711158,-19.506970628901144
105,129.35450744628906,205.25,1.5867247616804112,-8.466555657868241
106,128.322998046875,201.59500122070312,1.5709966591262359,-6.380763676968115
107,127.79100036621094,200.47999572753906,1.568811537221112,-6.075071581921009
108,128.64700317382812,201.9499969482422,1.5697994664933383,-6.242859341532437
109,128.28050231933594,200.6699981689453,1.5643063017433942,-5.520408203404941
110,128.11849975585938,200.50070190429688,1.5649629232809306,-5.597561970243902
111,128.0800018310547,200.4199981689453,1.5648032113031314,-5.575424066053927
112,128.9300079345703,197.8249969482422,1.5343596119891256,-1.6873320048086384
113,127.84150695800781,193.4499969482422,1.5132017883032687,1.031761482411497
114,126.40999603271484,190.00999450683594,1.503124756507875,2.294045836881253
115,126.3499984741211,190.2899932861328,1.5060545752607022,1.922774426539064
116,125.1915054321289,188.125,1.5026978016650638,2.3253842012640575
117,125.12049865722656,187.83999633789062,1.501272759889545,2.502367215212331
118,124.8594970703125,188.21499633789062,1.5074143397510287,1.7303126999451592
119,121.8897476196289,186.67999267578125,1.5315479465782291,-1.2524815661029152
120,122.18180084228516,185.94000244140625,1.5218305930964426,-0.0681988194675398
121,120.70649719238281,184.7100067138672,1.5302407990472555,-1.0825418429290607
122,120.062255859375,183.8000030517578,1.5308724772507754,-1.1526047513602293
123,120.13299560546875,184.52000427246094,1.5359643979781117,-1.7649915474636089
124,119.84449768066406,185.77999877929688,1.5501754554833516,-3.4638699900000063
125,119.53800201416016,184.0800018310547,1.5399287149642091,-2.2301364454944235
126,122.44999694824219,185.83970642089844,1.5176783262759095,0.44009653968942075
127,120.77850341796875,182.25999450683594,1.5090433259973672,1.4770114490215462
128,121.26350402832031,183.6199951171875,1.5142230680906617,0.8548288899864076
129,121.93550109863281,183.97000122070312,1.50874847409608,1.5271133946185103
130,121.99100494384766,185.8300018310547,1.5233090498483233,-0.2484507469061441
131,122.34150695800781,186.00039672851562,1.5203376299129447,0.11436340228272002
132,123.0564956665039,187.02999877929688,1.519870997189518,0.17245395302921906
133,119.79449462890625,180.6750030517578,1.5082078989643417,1.5650574740762977
134,119.05074310302734,180.27000427246094,1.5142282994105634,0.8386075710924956
135,120.17500305175781,182.10000610351562,1.5152902140979145,0.7189113908784179
136,119.0637435913086,181.2104034423828,1.5219612450990563,-0.08201431458454067
137,120.39825439453125,182.9716033935547,1.5197197360850245,0.1869402109167595
138,119.51824951171875,181.87989807128906,1.521775116472533,-0.06008162288244989
139,118.88299560546875,180.92999267578125,1.5219165007939812,-0.0765704734783128
140,113.27950286865234,175.67999267578125,1.5508541989231919,-3.3510094193318594
141,114.45024108886719,177.23500061035156,1.5485769092677917,-3.1250055906088505
142,116.01100158691406,179.57989501953125,1.5479557331895986,-3.095558102763164
143,115.44999694824219,176.02999877929688,1.5247293497826035,-0.3991027457976202
144,114.47003173828125,171.9499969482422,1.5021398556207302,2.1901050405915043
145,113.7959976196289,173.4600067138672,1.5243067448968584,-0.3452942386350628
146,114.29399108886719,174.92999267578125,1.5305265920740108,-1.0576964713753512
147,115.11500549316406,196.16000366210938,1.7040350458373392,-21.03872088953827
148,116.34849548339844,199.97999572753906,1.7188017335047865,-22.982238654753473
149,116.9625015258789,203.27999877929688,1.7379929133468432,-25.34817124950493
150,118.70550537109375,206.72000122070312,1.7414525179304952,-26.13659001644683
151,118.90849304199219,208.11000061035156,1.750169355328203,-27.21778986113185
152,119.25550842285156,206.13999938964844,1.7285574655279252,-24.719883712851612
153,118.51350402832031,205.72000122070312,1.735835953104076,-25.428676363456873
154,116.4489974975586,207.59100341796875,1.7826774629152216,-30.440355403072232
155,116.48500061035156,207.00990295410156,1.7771378449536224,-29.80448439674538
156,116.2020034790039,205.24000549316406,1.7662346547256227,-28.46510266614419
157,116.47099304199219,208.0399932861328,1.7861957544324065,-30.855884056167156
158,115.510498046875,204.5800018310547,1.7710944484719877,-28.85706714493722
159,114.94749450683594,202.8699951171875,1.764892710254966,-28.003542187855373
160,114.1094970703125,200.5,1.7570842493193621,-26.908369457336022
161,115.5352554321289,210.14999389648438,1.8189252545508658,-34.38939648303449
162,114.7719955444336,207.50999450683594,1.8080193998761582,-32.91052330842143
163,115.0949935913086,206.9134063720703,1.7977620043735367,-31.822567153826753
164,114.22099304199219,204.08999633789062,1.7867993518744756,-30.32875004877488
165,114.0300064086914,203.35000610351562,1.783302592956938,-29.879302511876745
166,115.68509674072266,208.8300018310547,1.8051590716053212,-32.841454967740816
167,116.55250549316406,211.1300048828125,1.8114583121955754,-33.821893009142826
168,116.8918685913086,210.49000549316406,1.8007241053618925,-32.66562989854731
169,117.697998046875,211.1699981689453,1.7941681394176618,-32.11928006811266
170,116.9949951171875,210.47000122070312,1.7989658532819017,-32.488742086686585
171,118.0260009765625,213.94000244140625,1.8126514553677902,-34.390302530565805
172,117.29949951171875,212.3300018310547,1.810152666592085,-33.88550856043062
173,117.75699615478516,212.46009826660156,1.80422484611729,-33.31962797148182
174,117.40350341796875,212.05999755859375,1.8062493144147325,-33.45728601401112
175,115.64601135253906,209.19000244140625,1.8088821222178137,-33.26091510108898
176,115.56050109863281,207.5699005126953,1.7962011114466434,-31.770897563115085
177,117.22950744628906,212.15809631347656,1.8097670197128555,-33.82008004148042
