,ms,jpm,Ratio,Spread
0,103.75,166.0,1.6,-14.784091968749232
1,103.8499984741211,166.0800018310547,1.5992296992901835,-14.716927278480705
2,104.0199966430664,166.44500732421875,1.6001250980170394,-14.831748562586705
3,103.94999694824219,166.69000244140625,1.6035594741229573,-15.179761367509025
4,103.93000030517578,167.0749969482422,1.6075723704190323,-15.59418468737527
5,104.12999725341797,167.1300048828125,1.6050130537896141,-15.354859579299154
6,104.04000091552734,167.19000244140625,1.606978094676796,-15.54730363865803
7,103.75,165.97999572753906,1.5998071877353162,-14.764087696288295
8,104.0199966430664,166.50999450683594,1.6007498546476342,-14.896735745203893
9,103.24500274658203,166.3000030517578,1.6107317412731943,-15.827293251445093
10,103.47000122070312,166.5,1.6091620569797125,-15.696162719688568
11,103.80000305175781,166.8699951171875,1.6076106956758092,-15.580498211232191
12,103.55000305175781,166.63999938964844,1.6092708303094505,-15.718424401044098
13,104.12999725341797,167.27000427246094,1.6063575212182237,-15.494858968947591
14,104.08000183105469,167.27000427246094,1.6071291442132936,-15.568436615566265
15,104.58499908447266,167.1999969482422,1.598699607131954,-14.755231060409466
16,104.73500061035156,166.67999267578125,1.5914449964619306,-14.014471391920774
17,105.0,166.69000244140625,1.5875238327752976,-13.634484823400607
18,105.63500213623047,166.77499389648438,1.5787853507249965,-12.784951464543207
19,105.91500091552734,167.0749969482422,1.5774441344856625,-12.672883765361656
20,105.91999816894531,167.47999572753906,1.5811933404719651,-13.07052814842242
21,104.37999725341797,168.05999755859375,1.61007857808782,-15.916930337729434
22,103.80500030517578,167.67990112304688,1.6153354908731332,-16.383049820855454
23,103.69000244140625,167.75999450683594,1.6178994170786594,-16.63238414276193
24,103.30000305175781,167.8000030517578,1.6243949476718087,-17.24634998050444
25,103.0,167.85000610351562,1.6296117097428702,-17.737863824317763
26,102.91999816894531,168.15750122070312,1.6338661505285794,-18.1630966497982
27,103.02999877929688,168.49000549316406,1.63534900018868,-18.333714380377835
28,103.78500366210938,168.4499969482422,1.6230668305091673,-17.182574459081074
29,103.98999786376953,169.36500549316406,1.6286663041866587,-17.795895565120382
30,103.51000213623047,169.10000610351562,1.6336586089618812,-18.237299969057737
31,103.5,169.47999572753906,1.6374878814254983,-18.632009613639262
32,102.9092025756836,168.89500427246094,1.6412040910359664,-18.91648744304316
33,102.80000305175781,168.6699981689453,1.640758688343844,-18.852188932393908
34,102.58000183105469,168.42999267578125,1.6419378989013762,-18.93595652299242
35,100.30000305175781,160.39100646972656,1.5991126778626317,-14.25241640668491
36,99.44000244140625,158.8699951171875,1.5976467338765363,-13.997057348080057
37,99.5,158.5399932861328,1.5933667666948022,-13.578757849848609
38,97.52999877929688,157.6300048828125,1.6162207203500276,-15.567995951747713
39,98.13999938964844,157.73980712890625,1.6072937447515845,-14.780067821258223
40,98.91000366210938,157.35499572753906,1.5908906066274762,-13.262050626721953
41,98.87000274658203,157.88999938964844,1.5969454334328594,-13.855923142977781
42,95.18499755859375,152.7100067138672,1.6043495364893225,-14.099107164048286
43,93.66000366210938,151.86019897460938,1.6213986017175994,-15.493614138162735
44,93.43000030517578,150.97999572753906,1.6159691237759224,-14.951903995413113
45,93.08000183105469,150.97999572753906,1.6220454744035786,-15.466992434087297
46,94.81500244140625,151.0399932861328,1.5929967768494493,-12.973610988018402
47,94.38999938964844,151.47999572753906,1.6048309853485556,-14.039085180155661
48,94.13999938964844,151.4199981689453,1.6084554827986894,-14.34700953891288
49,95.32499694824219,148.75999450683594,1.5605559849910817,-9.943059581547368
50,95.41500091552734,150.22999572753906,1.574490324226276,-11.280603073399499
51,96.43000030517578,149.91000366210938,1.5545992241800617,-9.466848921771708
52,96.43450164794922,149.79490661621094,1.553333133436652,-9.345127305217853
53,95.77989959716797,149.41000366210938,1.5599306774229187,-9.923594117617563
54,96.55999755859375,149.55999755859375,1.5488815383185877,-8.925527463344503
55,95.73999786376953,148.92999267578125,1.5555671192691782,-9.50230602031976
56,99.21499633789062,149.77000427246094,1.5095500660242744,-5.228205211438075
57,99.375,150.02000427246094,1.5096352631191037,-5.242729794852233
58,100.0,149.94000244140625,1.4994000244140624,-4.242923170420108
59,100.83000183105469,149.5500030517578,1.4831895302584217,-2.6314203204258266
60,101.8583984375,149.47999572753906,1.467527450073344,-1.0479343912446897
61,100.66000366210938,148.7899932861328,1.4781441274886484,-2.121594763858889
62,99.80999755859375,147.64999389648438,1.4793106653449823,-2.232538875672441
63,97.05999755859375,146.27000427246094,1.507006057610498,-4.899690342509723
64,99.5,147.08999633789062,1.478291420481313,-2.1287609016064213
65,98.91670227050781,146.35000610351562,1.479527751575177,-2.2472027433163593
66,98.6449966430664,145.4499969482422,1.4744792123064625,-1.7470594096561118
67,98.66000366210938,145.35000610351562,1.4732414424117608,-1.6249829200494847
68,97.84500122070312,144.36000061035156,1.4753947448447298,-1.8344064704370684
69,98.81999969482422,145.02000427246094,1.4675167447916566,-1.0595169004948222
70,95.55000305175781,140.7801055908203,1.4733657885344298,-1.6320319574471913
71,95.55000305175781,140.99000549316406,1.4755625430675514,-1.8419318597909413
72,94.1698989868164,140.27000427246094,1.4895418364216197,-3.153012773956272
73,95.19000244140625,141.9600067138672,1.4913331555091618,-3.3417415397263373
74,95.96499633789062,142.34500122070312,1.4833012728881845,-2.586187085242921
75,96.69499969482422,143.4718017578125,1.4837561633033658,-2.638650683329667
76,98.0999984741211,145.1199951171875,1.4793068030013308,-2.2191246636859265
77,96.51000213623047,142.99000549316406,1.4816081476334846,-2.429113044533489
78,97.12999725341797,143.8249969482422,1.4807474623209778,-2.3516653305561537
79,97.2699966430664,143.69790649414062,1.477309668483305,-2.018539500984895
80,98.04900360107422,144.19639587402344,1.4706564123864654,-1.3705739463877595
81,99.38500213623047,145.33999633789062,1.4623936531054058,-0.5480018397238329
82,98.76000213623047,145.6300048828125,1.4745848697120227,-1.7578151780231455
83,99.05000305175781,146.52999877929688,1.4793538037826082,-2.2310183030100976
84,100.38999938964844,149.07000732421875,1.4849089374493,-2.798970760411942
85,101.0199966430664,149.89990234375,1.4838636638782596,-2.7017065903296444
86,101.12999725341797,149.6352996826172,1.4796331825032245,-2.2752173873155304
87,100.75700378417969,149.10000610351562,1.4797979346714802,-2.288853697660125
88,101.52999877929688,149.7100067138672,1.4745396288175152,-1.761247105186806
