,nvda,adbe,Ratio,Spread
0,235.22999572753906,516.7100219726562,2.1966162111874046,-4.279098095072577
1,236.49009704589844,515.9249877929688,2.181592355187867,-0.7373081858697148
2,237.88929748535156,515.1300048828125,2.1654190008885648,3.1187411417273054
3,229.19000244140625,501.0,2.185959224500133,-1.7829231799371357
4,227.75999450683594,501.2099914550781,2.2006059165058285,-5.121379393715635
5,226.19900512695312,504.7950134277344,2.2316411743032227,-12.12141756705909
6,222.99000549316406,501.7550048828125,2.250123290383049,-16.101819204691928
7,221.47000122070312,497.57000732421875,2.2466699985627927,-15.242173684020138
8,217.0,491.6199951171875,2.2655299314156108,-19.071296929492
9,219.77499389648438,489.3599853515625,2.226640877906495,-10.740362380244385
10,218.97079467773438,491.2799987792969,2.243586865099192,-14.41974290938554
11,219.3000030517578,493.04998779296875,2.248289926729286,-15.469514383347864
12,215.96609497070312,493.0849914550781,2.2831592686896873,-22.798193617586087
13,223.22999572753906,508.2300109863281,2.2767102123974534,-22.051792563616452
14,222.22000122070312,506.6300048828125,2.2798578080271037,-22.6613771516844
15,221.99000549316406,509.06500244140625,2.29318883663473,-25.599542217858293
16,216.9600067138672,505.635009765625,2.3305447737769955,-33.17380590801428
17,222.9499969482422,512.4199829101562,2.2983628164350884,-26.85432494416164
18,228.44000244140625,518.5399780273438,2.269917582234078,-20.963695298210375
19,236.8000030517578,525.9199829101562,2.2209458451535786,-10.054314045513756
20,237.41000366210938,525.030029296875,2.211490759437909,-7.829846569661576
21,238.82000732421875,529.0599975585938,2.215308522457037,-8.775113928742876
22,238.77000427246094,528.260009765625,2.212421997374622,-8.084519084911044
23,241.55360412597656,530.1300048828125,2.19466816403342,-3.86476194721768
24,240.49009704589844,527.3900146484375,2.1929801730995315,-3.451433223047893
25,245.0500030517578,534.489990234375,2.181146637739415,-0.5755863695080095
26,242.3699951171875,532.239990234375,2.1959813547755096,-4.188707946424238
27,243.77499389648438,534.3800048828125,2.1921034489277003,-3.254971001750441
28,243.143798828125,534.5050048828125,2.1983081923493626,-4.760852519600967
29,243.89950561523438,534.7100219726562,2.1923374572812473,-3.312590635092242
30,241.06640625,531.4099731445312,2.2044132212823877,-6.210585403624059
31,244.30999755859375,533.9213256835938,2.185425610982381,-1.6258506726454058
32,246.39999389648438,535.5399780273438,2.1734577568712545,1.3278351719715786
33,253.5500030517578,534.3101196289062,2.107316557672595,18.199950599828362
34,248.25,531.364990234375,2.1404430623741186,9.550128408716269
35,247.82000732421875,531.339111328125,2.144052520477021,8.635301392879747
36,249.8249969482422,532.489990234375,2.131452003358552,11.870789323260006
37,249.45989990234375,530.2100219726562,2.1254318717365717,13.35202548427737
38,251.36000061035156,531.77001953125,2.115571364735868,15.948926610843905
39,252.4499969482422,533.0900268554688,2.111665808277922,17.01353202041941
40,250.22500610351562,522.0399780273438,2.0862822071882814,23.19591174134502
41,246.22000122070312,514.635009765625,2.090142990878811,21.839028875247045
42,243.1199951171875,515.01611328125,2.118361811553198,14.675963097630252
43,244.82000732421875,516.1599731445312,2.108324310524887,17.25126321275554
44,243.7176971435547,516.52001953125,2.119337354591075,14.479664784963411
45,243.52000427246094,515.9949951171875,2.1189018810129023,14.572191472746631
46,239.47000122070312,510.8299865722656,2.133169014775544,10.876905250240902
47,242.54989624023438,512.4500122070312,2.112761209757325,15.994844347115368
48,240.00599670410156,512.1500244140625,2.1339051167354026,10.729478371010778
49,240.6699981689453,514.1900024414062,2.1364939807763474,10.142153250179213
50,243.47300720214844,516.7266235351562,2.1223158553511987,13.737746367764835
51,243.48500061035156,516.2025756835938,2.1200590360375893,14.28803250374046
52,245.3199005126953,517.2100219726562,2.1083084612855965,17.294843437628238
53,243.1300048828125,513.0700073242188,2.110270213548986,16.643967673713696
54,246.75,512.2999877929688,2.076190426719225,25.33354266826354
55,246.79989624023438,509.67999267578125,2.065154809383145,28.06269706029918
56,246.69000244140625,503.3382873535156,2.040367596465805,34.163984921568904
57,250.0449981689453,512.25,2.0486312613775755,32.59208182820425
58,249.4199981689453,512.9000244140625,2.0563708931897606,30.574729005033824
59,248.9615936279297,508.5199890136719,2.042564001954652,33.951901122552904
60,247.3300018310547,507.2300109863281,2.0508228166059896,31.672404244401214
61,241.9698944091797,502.0950012207031,2.0750308729384437,25.080970563946444
62,248.02000427246094,511.5799865722656,2.062656147728602,28.831964563245442
63,248.9499969482422,509.6099853515625,2.0470375239952814,32.83653443332134
64,248.77999877929688,509.8900146484375,2.049561930823797,32.18459581501401
65,246.41000366210938,507.5199890136719,2.059656594582136,29.369722804695535
66,250.02999877929688,509.7090148925781,2.038591438551746,35.10025238908913
67,251.0800018310547,511.30999755859375,2.0364425435309705,35.796388126783036
68,256.3500061035156,519.47998046875,2.0264480908925,39.15572770919636
69,263.0299987792969,521.4000244140625,1.9822834917455885,51.849673777049425
70,264.25,519.47998046875,1.9658655836092715,56.4387454475039
71,264.8800048828125,518.5,1.9574901481498892,58.797003634887865
72,265.2618103027344,516.6599731445312,1.947735984139159,61.47231592621353
73,265.8699951171875,517.0549926757812,1.9447662473077452,62.40783779462715
74,267.0799865722656,521.760009765625,1.9535720982390004,60.34994981087318
75,265.5299987792969,511.9599914550781,1.9280683682020006,66.7590203724655
76,264.87811279296875,507.17999267578125,1.9147674654122817,70.1128715859931
77,267.67999267578125,506.45001220703125,1.891998005321423,76.97259599502712
78,261.1199951171875,500.94500732421875,1.9184475210310903,68.12612723696947
79,261.44000244140625,498.8399963378906,1.9080477037927288,70.93122639214067
80,259.239990234375,496.54998779296875,1.9154065981257187,68.40821223136965
81,258.2200012207031,495.3999938964844,1.9185190595404777,67.3267501992596
82,252.54989624023438,490.05999755859375,1.9404482237143008,60.26211354127958
83,249.39999389648438,485.95001220703125,1.9484764398540002,57.480977356002036
84,249.55999755859375,487.6300048828125,1.953959006464258,56.15102876464238
85,246.93069458007812,484.2200012207031,1.960955085167322,53.80883937286939
86,241.30999755859375,477.9200134277344,1.9805230544237526,47.81228521949601
87,239.77000427246094,477.07501220703125,1.9897193297995293,45.28820392825532
88,239.41000366210938,473.80999755859375,1.979073515354455,47.765636077765016
89,244.6116943359375,475.0899963378906,1.9422211093694717,57.86550839241517
90,248.2801055908203,478.1549987792969,1.9258691615321102,62.82598263115694
91,247.7270965576172,475.57000732421875,1.9197335048635227,64.2011421476879
92,243.63499450683594,475.364990234375,1.951135924445522,55.45376341832861
93,241.74000549316406,474.1199951171875,1.96128065005192,52.55304283417053
94,242.06019592285156,474.0899963378906,1.9585623920133926,53.283530366805344
95,242.61990356445312,473.92999267578125,1.9533846387416418,54.668020683565324
96,257.6300048828125,477.6050109863281,1.853840786920666,83.83098310290796
97,261.4200134277344,478.072509765625,1.8287525254747985,91.6549824903845
98,260.6099853515625,474.17999267578125,1.8195004770677268,93.77538053906852
99,262.69000244140625,476.5799865722656,1.8142296324298377,95.92589297598153
100,262.7900085449219,474.9599914550781,1.807374618559318,97.76467399144275
101,264.92999267578125,477.9200134277344,1.8039483132912333,99.48634977424916
102,265.20001220703125,479.7300109863281,1.8089366097457857,98.26708081740281
103,261.06201171875,470.8800048828125,1.8037094013896813,98.06427792167136
104,262.135009765625,472.05999755859375,1.8008277413255969,99.23171038574532
105,258.6224060058594,471.864990234375,1.8245325202940244,91.74210505289722
106,258.75,470.9750061035156,1.820193260303442,92.9112298125886
107,262.7703857421875,473.989990234375,1.803818146765678,98.69174590711378
108,265.57000732421875,479.8699951171875,1.8069434871511771,98.93654442248209
109,265.1099853515625,477.6199951171875,1.8015918732137357,100.18014264323932
110,242.44000244140625,468.29998779296875,1.9316118754212153,59.90445130018197
111,249.2899932861328,469.989990234375,1.8853143041924059,73.20034819337371
112,246.40089416503906,462.989990234375,1.8790109987355192,73.87979250537336
113,245.23500061035156,460.45001220703125,1.877586849597501,73.86911552580506
114,245.25999450683594,459.9549865722656,1.875377138033189,74.41882094411852
115,245.22500610351562,457.9700012207031,1.867550167487334,76.32726127512234
116,245.11849975585938,457.70001220703125,1.8672601727854297,76.36424364095302
117,235.6999969482422,446.760009765625,1.895460396903314,66.69914774617104
