,adi,asml,Ratio,Spread
0,168.35000610351562,701.5349731445312,4.1671217565217615,-126.921525003012
1,168.3000030517578,701.1400146484375,4.1660130833914115,-126.6972372817711
2,168.40499877929688,700.72998046875,4.16098088268206,-125.92883093187857
3,167.9600067138672,702.8400268554688,4.184567746849468,-129.5577274275479
4,169.0500030517578,704.27001953125,4.1660455889824775,-127.26733678601681
5,170.67999267578125,712.2899780273438,4.173248234082064,-129.72380300804969
6,170.24000549316406,709.1699829101562,4.165707002039734,-128.10557529790515
7,169.14999389648438,701.75,4.148684749166788,-124.40602778646951
8,167.8000030517578,692.4500122070312,4.126638853477526,-119.713838426076
9,167.83999633789062,692.8800048828125,4.128217469022857,-120.00732573081996
10,168.2581024169922,692.0900268554688,4.113264187065831,-117.79026503587147
11,167.33999633789062,688.0750122070312,4.11183833670989,-116.90893664074997
12,166.08999633789062,682.0999755859375,4.10680950463919,-115.20040898393415
13,166.5,684.5599975585938,4.111471456808371,-116.26100351676928
14,166.8699951171875,681.640380859375,4.08485887699991,-112.07851683017486
15,167.30999755859375,679.4400024414062,4.060964750199456,-108.37631892375498
16,166.5222930908203,675.3009033203125,4.055318304750988,-106.92581834102691
17,166.66000366210938,675.1400146484375,4.051002038960908,-106.29489495964742
18,166.64999389648438,674.5499877929688,4.0477048454737385,-105.73903350799412
19,166.91000366210938,671.3699951171875,4.022347255328691,-101.67157363554179
20,165.16000366210938,667.5800170898438,4.042019873380509,-103.85470815818724
21,164.67999267578125,671.4000244140625,4.076998143520092,-109.31309242330269
22,164.1699981689453,670.1799926757812,4.082231833773351,-109.83377759313987
23,163.8000030517578,665.9849853515625,4.065842325662982,-106.90164025629667
24,163.4499969482422,665.5349731445312,4.0717955678841555,-107.64627139182664
25,164.5399932861328,666.3599853515625,4.049835982384972,-104.75090028154546
26,164.16000366210938,662.3300170898438,4.034661320141768,-102.01791532960954
27,165.42959594726562,668.22998046875,4.039361739611352,-103.58449721603802
28,163.1699981689453,676.5,4.145982763936515,-119.56699208878092
29,162.5050048828125,679.2899780273438,4.180117274032275,-124.62672996930098
30,162.0050048828125,679.9450073242188,4.19706173779052,-126.98836285188713
31,162.0050048828125,677.9500122070312,4.184747333561894,-124.99336773469963
32,162.92999267578125,675.3900146484375,4.145277389120211,-119.27619520766677
33,164.47500610351562,678.4349975585938,4.124851633272518,-117.04772720633628
34,164.52000427246094,680.760009765625,4.137855531769991,-119.2191513404224
35,156.7899932861328,655.6599731445312,4.181771804454313,-120.50324365303754
36,156.99000549316406,651.3099975585938,4.1487354275362085,-115.47058496768898
37,158.44000244140625,647.0499877929688,4.083880193275424,-106.26143521978315
38,160.8300018310547,649.7550048828125,4.040011176306231,-100.80888925318379
39,161.32000732421875,649.3599853515625,4.025291072833189,-98.74137945862992
40,160.30999755859375,647.5900268554688,4.039610983206289,-100.41879353777404
41,159.97999572753906,646.4600219726562,4.0408803552766575,-100.41515327129991
42,162.86000061035156,623.0999755859375,3.8259853447792054,-67.22505356483407
43,162.6699981689453,624.8699951171875,3.8413352317629705,-69.64359079167969
44,162.1699981689453,625.510009765625,3.857125342715869,-71.99020902582834
45,162.41000366210938,629.5,3.8759927701846593,-75.16101078975498
46,162.24000549316406,627.6099853515625,3.868404611080999,-73.85123511069025
47,161.3000030517578,630.75,3.9104153010933635,-80.19967283329015
48,160.17999267578125,628.2000122070312,3.9218381878601076,-81.47251248767202
49,162.38999938964844,626.9967041015625,3.8610549076800504,-72.72599361754021
50,161.05999755859375,617.94873046875,3.836761081807044,-68.2175917724885
51,159.48500061035156,616.4600219726562,3.865316610423891,-72.10467415510334
52,160.47000122070312,623.1452026367188,3.8832504386889934,-75.42784367205843
53,160.83999633789062,623.4600219726562,3.8762747834369464,-74.47979302062026
54,162.3000030517578,626.989990234375,3.863154519069396,-73.02645589624274
55,161.24000549316406,624.6099853515625,3.873790399852371,-74.26444228211267
56,159.6199951171875,617.8599853515625,3.8708182198474006,-73.04387331517455
57,159.68499755859375,617.0800170898438,3.864358120827328,-72.04203825428795
58,160.30999755859375,621.5900268554688,3.8774252156561593,-74.41879353777404
59,159.47999572753906,616.4099731445312,3.8651240886513856,-72.07170802888606
60,158.85000610351562,612.77001953125,3.8575385331237224,-70.58203951824328
61,159.11500549316406,613.4849853515625,3.855607354253708,-70.39250752138526
62,158.82000732421875,610.9299926757812,3.8466815546017132,-68.84440471140454
63,157.0749969482422,600.8900146484375,3.8254975414479038,-64.76050861355043
64,156.25999450683594,599.7473754882812,3.838137697246905,-66.39964163112882
65,155.91000366210938,600.39501953125,3.8509076097030666,-68.24187693525039
66,156.5,602.6500244140625,3.850798878045128,-68.48310208646171
67,155.75999450683594,603.9896850585938,3.877694570874462,-72.34855478715247
68,155.3699951171875,602.1901245117188,3.8758456808698365,-71.88014295387586
69,154.88999938964844,597.739990234375,3.859125783393366,-69.06833353602053
70,157.86000061035156,612.77001953125,3.8817307561258683,-73.96113336725841
71,158.32000732421875,610.6900024414062,3.857314137124771,-70.3110180627408
72,157.92999267578125,605.0999755859375,3.83144433387117,-66.05219200227862
73,158.17999267578125,606.1300048828125,3.831900574968331,-66.2289195062981
74,155.8000030517578,594.8800048828125,3.818228454624544,-63.10231715892564
75,155.14999389648438,592.4199829101562,3.818369360074981,-62.86091109653887
76,155.5,594.2100219726562,3.821286314936696,-63.45630681647776
77,157.1699981689453,609.4284057617188,3.8775110572097318,-72.97464087903393
78,158.22000122070312,615.4000244140625,3.8895210445336366,-75.36238158510253
79,157.94500732421875,615.4949951171875,3.8968942769665476,-76.39596342780544
80,158.2657012939453,612.6749877929688,3.8711798120747187,-72.48136114628403
81,158.16000366210938,611.3400268554688,3.8653263321966422,-71.50716812376879
82,158.6134033203125,615.1500244140625,3.8782978710304525,-73.76961871746323
83,158.1199951171875,612.6400146484375,3.8745258889895076,-72.94371336918311
84,158.17999267578125,603.1500244140625,3.813061400567444,-63.2489390375481
85,159.8000030517578,605.7899780273438,3.7909259477994737,-60.359461617767465
86,159.40499877929688,599.219970703125,3.7591040136248863,-55.137685709054836
87,157.8699951171875,600.5399780273438,3.804015940974475,-61.69697854094488
88,158.4499969482422,603.9000244140625,3.8112971665838966,-63.07735851846974
89,157.4499969482422,600.030029296875,3.8109243628256158,-62.62057057270454
90,156.49000549316406,597.5700073242188,3.8185825698007427,-63.43719831902513
91,159.875,612.6400146484375,3.8319938367376856,-66.9535181172862
92,159.74000549316406,606.3499755859375,3.7958554822504107,-61.12424327362123
93,159.08999633789062,601.2750244140625,3.779464694543187,-58.26790801201571
94,159.99000549316406,604.9793090820312,3.781356886745531,-58.90027497685935
95,160.8300018310547,607.3585815429688,3.7764010111805755,-58.41246591334004
96,160.36000061035156,604.97998046875,3.7726364315671956,-57.63807637620255
97,160.36000061035156,605.6300048828125,3.7766899636923417,-58.28810079026505
98,161.0,606.4500122070312,3.7667702621554735,-56.92365760802977
99,161.94000244140625,605.5999755859375,3.739656455822631,-52.865197912773624
100,161.9600067138672,607.219970703125,3.749196996366475,-54.416914303738395
101,161.72999572753906,607.5700073242188,3.756693398717273,-55.55202607287322
102,161.0500030517578,607.7050170898438,3.773393390713201,-58.00799171598953
103,162.5500030517578,613.5150146484375,3.7743156144579535,-58.69817851744972
104,162.36000061035156,617.1699829101562,3.8012440292563503,-63.00166447476397
105,163.0500030517578,645.2960205078125,3.9576572120821907,-88.77258079111346
106,161.0,642.6849975585938,3.991832282972632,-93.15864295959227
107,160.85000610351562,634.9099731445312,3.947217588141915,-85.89557878867981
108,162.14999389648438,635.0449829101562,3.916404605698384,-81.59346089658231
109,161.72000122070312,631.3599853515625,3.90403153961105,-79.37611742262425
110,161.89999389648438,634.4000244140625,3.9184684887615573,-81.8018041933442
111,161.44500732421875,633.7789916992188,3.9256648576715945,-82.7337349098583
