,ups,unp,Ratio,Spread
0,223.47000122070312,271.3299865722656,1.2141673830497504,-7.6223668559863995
1,222.32000732421875,271.739990234375,1.2222921072419946,-9.389430309000886
2,222.8699951171875,271.3500061035156,1.2175259660271307,-8.350428542823408
3,220.8300018310547,270.6400146484375,1.2255581778036202,-10.047748005473238
4,221.50999450683594,272.8900146484375,1.2319535073620163,-11.495317034983941
5,222.14999389648438,273.44000244140625,1.2308800808197256,-11.29006826491451
6,222.44000244140625,273.5899963378906,1.2299496193808845,-11.0978351839031
7,219.67999267578125,274.6700134277344,1.2503187481124471,-15.434824581935288
8,219.4499969482422,275.2300109863281,1.2541809743166312,-16.266230497458025
9,219.4199981689453,275.1300048828125,1.2538966693043745,-16.201624701095795
10,218.94000244140625,275.1499938964844,1.2567369636808208,-16.788036635481262
11,219.25,275.9649963378906,1.2586772923050884,-17.23722389879623
12,219.3699951171875,275.1600036621094,1.2543192313749145,-16.29062999440157
13,220.16000366210938,276.75,1.2570403133929,-16.948370227227258
14,216.82000732421875,276.3399963378906,1.2745133613277186,-20.479756815777733
15,218.13999938964844,277.9100036621094,1.273998370036198,-20.492096606468976
16,217.19500732421875,277.2300109863281,1.2764106063105396,-20.927249618538326
17,217.3000030517578,277.5799865722656,1.2774044301607763,-21.153324129439113
18,216.39500427246094,276.739990234375,1.2788649680929522,-21.381279071947944
19,215.88999938964844,275.92498779296875,1.2780813774285409,-21.162211811389767
20,214.5500030517578,273.2099914550781,1.2734094037237988,-20.02848921388221
21,207.97000122070312,266.95001220703125,1.2835986471132297,-21.533295445397215
22,208.0399932861328,265.29998779296875,1.275235514106569,-19.800676316730232
23,206.50999450683594,258.70001220703125,1.2527239314728067,-15.006188420653672
24,204.9550018310547,259.8999938964844,1.2680831966751467,-18.04115205384221
25,206.86000061035156,261.7699890136719,1.26544517181333,-17.663137635491864
26,206.27000427246094,259.9700012207031,1.2603383712413665,-16.559379891552368
27,206.52999877929688,259.9599914550781,1.258703302142939,-16.242561461844986
28,203.52000427246094,254.3800048828125,1.2499017273125796,-14.21454375529234
29,204.5399932861328,255.85000610351562,1.2508556492695528,-14.48089852026149
30,204.38999938964844,256.239990234375,1.2536816429353763,-15.047884186887643
31,203.52499389648438,255.50010681152344,1.2553745951294528,-15.328757636984392
32,204.75999450683594,256.7835998535156,1.2540711405661953,-15.154878013630253
33,204.30999755859375,256.7349853515625,1.2565953130998098,-15.63728612523741
34,205.22999572753906,257.70001220703125,1.2556644621732136,-15.516661546730035
35,197.2899932861328,255.24000549316406,1.2937301139393595,-22.426320259663356
36,197.08999633789062,253.5800018310547,1.2866203589365222,-21.002324647329658
37,197.375,253.34500122070312,1.2835718871219917,-20.43100311276126
38,197.1199951171875,254.07000732421875,1.2889103775249922,-21.456929833340354
39,197.22500610351562,253.39219665527344,1.284787368810007,-20.655200083098322
