,txn,asml,Ratio,Spread
0,187.82000732421875,701.5349731445312,3.735145063292044,-88.31150586488081
1,188.67999267578125,701.1400146484375,3.716027357777373,-85.10873574845994
2,188.69000244140625,700.72998046875,3.713657169972994,-84.66602015601632
3,188.07000732421875,702.8400268554688,3.737119155016699,-88.80032136454372
4,189.44500732421875,704.27001953125,3.717543309684339,-85.74100387831436
5,191.16000366210938,712.2899780273438,3.726145450835905,-88.16158020167836
6,191.1300048828125,709.1699829101562,3.710406345382398,-85.13952968430567
7,189.8699951171875,701.75,3.69594995547812,-81.83341924327885
8,188.82000732421875,692.4500122070312,3.6672491544714343,-75.96159208228221
9,188.67059326171875,692.8800048828125,3.6724324278859295,-76.87941462652054
10,188.91929626464844,692.0900268554688,3.663416286952241,-75.27743302217698
11,188.1699981689453,688.0750122070312,3.656666944266293,-73.70884132313233
12,187.02999877929688,682.0999755859375,3.6470083945776186,-71.455848952682
13,187.5,684.5599975585938,3.6509866536458335,-72.38133910260376
14,185.82000732421875,681.640380859375,3.6682830373052826,-74.94681926992178
15,186.08999633789062,679.4400024414062,3.651136631803256,-71.86493945361974
16,186.18499755859375,675.3009033203125,3.627042523164577,-67.4156658267035
17,186.09750366210938,675.1400146484375,3.627883240574066,-67.5404406010839
18,185.8699951171875,674.5499877929688,3.6291494351612683,-67.69321841664203
19,185.3000030517578,671.3699951171875,3.623151559957941,-66.37422295656904
20,183.27000427246094,667.5800170898438,3.6426038169201793,-69.21209521923743
21,182.0500030517578,671.4000244140625,3.687997875084791,-77.01534900001457
22,180.94000244140625,670.1799926757812,3.7038796486852346,-79.41941691256181
23,180.3800048828125,665.9849853515625,3.6921220053421835,-77.0527752105221
24,180.1699981689453,665.5349731445312,3.693927845414415,-77.28842502142129
25,181.26499938964844,666.3599853515625,3.6761646627606837,-74.53830987753145
26,180.8300018310547,662.3300170898438,3.6627219509107976,-71.92858813235432
27,182.08999633789062,668.22998046875,3.669778647415458,-73.71472886135791
28,182.27000427246094,676.5,3.7115267687641786,-81.39703097449228
29,182.2100067138672,679.2899780273438,3.728060770526529,-84.38289820146565
30,181.97000122070312,679.9450073242188,3.736577473006358,-85.8215341160859
31,180.82000732421875,677.9500122070312,3.7493086204306754,-87.58121484307117
32,181.2100067138672,675.3900146484375,3.727112133023021,-83.747887667658
33,181.8350067138672,678.4349975585938,3.731047226930119,-84.75227504962766
34,182.74000549316406,680.760009765625,3.725292707135717,-84.12250891738279
35,177.36000061035156,655.6599731445312,3.696774756924893,-76.58793454507213
36,176.75,651.3099975585938,3.6849221926935996,-74.22958218741383
37,177.0500030517578,647.0499877929688,3.6546172077941943,-68.99007660441384
38,178.50999450683594,649.7550048828125,3.6398802581215164,-66.92829043918061
39,177.91000366210938,649.3599853515625,3.6499352031088783,-68.4922127234538
40,177.5500030517578,647.5900268554688,3.6473670274547336,-67.89763924436454
41,177.2100067138672,646.4600219726562,3.647988248296076,-67.87770637227118
42,177.77000427246094,623.0999755859375,3.505090626149377,-42.689294363373506
43,177.7675018310547,624.8699951171875,3.5150969028694945,-44.467484247812536
44,177.02000427246094,625.510009765625,3.5335555003313024,-47.54804317688502
45,178.3800048828125,629.5,3.5289829732516975,-47.09769554915681
46,177.1300048828125,627.6099853515625,3.543216666011968,-49.28887195709251
47,177.33999633789062,630.75,3.5567272641543037,-51.743274406826345
48,177.1999969482422,628.2000122070312,3.545146856805648,-49.6503780194023
49,177.52999877929688,626.9967041015625,3.5317789016662875,-47.369629496743755
50,176.22999572753906,617.94873046875,3.5064900723491568,-42.56610452640484
51,175.4774932861328,616.4600219726562,3.513043242345953,-43.53428101732413
52,177.16000366210938,623.1452026367188,3.517414708487025,-44.72614464243395
53,177.2449951171875,623.4600219726562,3.5175042407287647,-44.76347088530508
54,178.52999877929688,626.989990234375,3.51195874374858,-44.09796278445765
55,177.63999938964844,624.6099853515625,3.5161562007298692,-44.62376394101386
56,175.25,617.8599853515625,3.5255919278263197,-45.676999248030484
57,176.17999267578125,617.0800170898438,3.502554448537398,-41.860648753598866
58,177.1300048828125,621.5900268554688,3.5092305635440293,-43.26891346099876
59,176.02999877929688,616.4099731445312,3.501732530927155,-41.68032780736053
60,174.24000549316406,612.77001953125,3.516815887355391,-43.884617866345934
61,174.61000061035156,613.4849853515625,3.5134584686279,-43.3915670761246
62,174.1199951171875,610.9299926757812,3.50867223643447,-42.436419229363196
63,173.10000610351562,600.8900146484375,3.471346004974136,-35.726657234176855
64,172.19000244140625,599.7473754882812,3.48305573485526,-37.55513711967478
65,172.44000244140625,600.39501953125,3.4817618361798592,-37.386542951368824
66,172.75999450683594,602.6500244140625,3.4883656145880244,-38.59678882974765
67,172.57000732421875,603.9896850585938,3.499969052697774,-40.55674866669722
68,172.5,602.1901245117188,3.4909572435461955,-38.985758732207955
69,171.94000244140625,597.739990234375,3.4764451654470165,-36.36399007704313
70,174.3699951171875,612.77001953125,3.5141941657991698,-43.46020787355735
71,174.75,610.6900024414062,3.4946495132555437,-40.139492760423536
72,174.11000061035156,605.0999755859375,3.4753889694143267,-36.639033733048905
73,174.4199981689453,606.1300048828125,3.4751175968692976,-36.65693561901958
74,172.8800048828125,594.8800048828125,3.4409994683078278,-30.43494108001164
75,172.72000122070312,592.4199829101562,3.429944295525779,-28.497323519185557
76,173.02999877929688,594.2100219726562,3.434144519243641,-29.275235170781343
