,crm,avgo,Ratio,Spread
0,218.0399932861328,632.8099975585938,2.9022657175014692,89.25958815778858
1,219.4600067138672,632.8699951171875,2.8837600280506956,93.902161407525
2,219.6699981689453,632.3599853515625,2.8786816161632722,95.10758691173544
3,219.32000732421875,632.1199951171875,2.8821811691020525,94.18853407127142
4,220.5800018310547,635.9453125,2.8830596936302477,94.53586271474092
5,221.91000366210938,640.47998046875,2.8862149966162636,94.40567970619463
6,221.3000030517578,641.9600219726562,2.9008586223223602,90.90553683755729
7,218.125,638.8099975585938,2.9286418226181947,83.54109964446639
8,215.72999572753906,636.1500244140625,2.9488250916089673,78.26968498834128
9,216.89999389648438,636.5999755859375,2.93499305440163,81.6943445262117
10,215.9550018310547,636.6599731445312,2.9481140411028837,78.5048750808038
11,214.50999450683594,636.5700073242188,2.9675540703253,73.80949934872262
12,214.0500030517578,628.8200073242188,2.9377248229805843,80.0361740431423
13,214.89999389648438,631.4299926757812,2.9382503983687225,80.2410509004086
14,215.0399932861328,636.3300170898438,2.9591240557896654,75.80465382259968
15,214.80499267578125,637.5650024414062,2.968110724519906,73.79143145679836
16,214.22500610351562,636.2000122070312,2.969774741888037,73.23571596354418
17,214.7960968017578,635.7750244140625,2.9599002676516957,75.55194956729895
18,214.14999389648438,634.0499877929688,2.9607751849829858,75.13732708223642
19,214.1790008544922,635.1599731445312,2.965556710090561,74.1234022828503
20,212.36000061035156,629.530029296875,2.964447294629497,73.72947531254613
21,211.61000061035156,628.969970703125,2.9723073998817284,71.80580520531134
22,210.86000061035156,624.2899780273438,2.9606847017940114,74.00206918010792
23,210.839599609375,622.5,2.952481417880289,75.72448647191254
24,210.86000061035156,618.9400024414062,2.935312532722345,79.35204476604542
25,212.02499389648438,624.2000122070312,2.9439925960416744,77.95007134871719
26,211.17999267578125,622.1900024414062,2.9462544938934494,77.16174273537217
27,212.35000610351562,627.0999755859375,2.9531431954856693,76.12643083217608
28,216.6103057861328,631.030029296875,2.913204092514018,86.30494858325528
29,217.6199951171875,631.9299926757812,2.903823209514776,88.74871103184046
30,219.9600067138672,631.7750244140625,2.872226791827211,96.65295124463978
31,218.80999755859375,630.72998046875,2.882546444432233,93.88958086282184
32,219.86000061035156,630.760009765625,2.8689166197333633,97.3367818536434
33,219.11000061035156,634.1799926757812,2.8943452645210765,91.43307024250248
34,218.8699951171875,634.6400146484375,2.899620911073892,90.17823689415877
35,211.16000366210938,619.2999877929688,2.9328470214650606,79.9855610011947
36,210.6699981689453,614.4400024414062,2.9165994578338603,83.22282541007485
37,209.22000122070312,614.3699951171875,2.9364783076790903,78.49096735204114
38,211.05999755859375,618.52001953125,2.9305412048038075,80.43434522347957
39,210.80999755859375,618.2999877929688,2.932972795187832,79.82646739476593
40,209.87890625,615.0800170898438,2.9306423788829123,79.9630004893686
41,210.1999969482422,614.2999877929688,2.922454789303487,81.80636603003472
42,200.82000732421875,601.1649780273438,2.9935512205055264,63.87824320349171
43,199.63999938964844,602.8200073242188,3.0195352092125667,58.315454473974114
44,198.80999755859375,602.0599975585938,3.0283185199534706,56.32679841338518
45,199.98500061035156,603.0900268554688,3.0156763007967897,59.187954187704236
46,199.14999389648438,602.0499877929688,3.0230981985663865,57.462753062541765
47,200.0399932861328,603.5499877929688,3.017146610926267,58.910109099780016
48,200.82000732421875,601.5800170898438,2.9956179421834612,63.46320414099171
49,201.77000427246094,601.0399780273438,2.978837118007526,67.1492894517545
50,199.0749969482422,596.75,2.9976140105387015,62.51437809173001
51,199.30999755859375,595.6790161132812,2.9887061532784465,64.36359899268757
52,199.5800018310547,598.3400268554688,2.9979958982161254,62.59674473169969
53,199.8800048828125,600.3200073242188,3.0034020044985485,61.61026584966146
54,200.92999267578125,605.3900146484375,3.0129400125211228,60.017438281549516
55,200.17999267578125,602.75,3.0110401741108848,60.173724229002346
56,199.7050018310547,590.744384765625,2.958085072227583,70.60634160504083
57,198.77999877929688,591.3400268554688,2.9748467174105717,66.94742401099802
58,199.84500122070312,592.5399780273438,2.9649977452924103,69.27437567957566
59,198.55960083007812,590.4600219726562,2.9737168059577024,67.0975506109935
60,197.44000244140625,588.0050048828125,2.9781452472242202,65.84486283214301
61,197.83999633789062,588.5900268554688,2.975081064246568,66.58447595404277
62,197.17999267578125,586.9000244140625,2.97646843601972,66.08878501100094
63,193.8800048828125,584.0399780273438,3.012378601807633,58.02046553865864
64,193.82000732421875,583.0900268554688,3.0084098896977434,58.771726499509214
65,194.86500549316406,585.4400024414062,3.0043362632493995,59.88240683981974
66,196.3249969482422,585.7100219726562,2.9833695712577493,64.44735088212974
67,196.19009399414062,583.010009765625,2.971658751450708,66.70061330389467
68,196.02999877929688,583.8699951171875,2.9784726763914624,65.31045051233525
69,195.50999450683594,581.010009765625,2.9717662835150365,66.44836981570313
70,197.99000549316406,591.8800048828125,2.989443853029481,63.791273985849784
71,199.09500122070312,592.5499877929688,2.9762173041005098,66.78063721296598
72,197.4971923828125,589.2899780273438,2.9837891410887094,64.7492820861163
73,197.55999755859375,590.3300170898438,2.988105002961237,63.91723104716061
74,195.21499633789062,584.6199951171875,2.994749410057052,61.86145723887739
75,194.77999877929688,583.0499877929688,2.993377099532773,61.99091000157944
76,194.80999755859375,585.1300048828125,3.003593307406211,60.01023801724784
77,193.5,593.8200073242188,3.0688372471535854,46.9819975298426
78,195.52000427246094,595.469970703125,3.04557056920542,52.021557601100426
79,195.00999450683594,594.0,3.0459977269481833,51.80256044733835
80,195.91000366210938,593.010009765625,3.0269511443040114,55.773055441848896
81,196.43539428710938,592.3800048828125,3.015648004946561,58.14296402404909
82,196.13499450683594,594.2000122070312,3.029546123072502,55.32814129178416
83,195.74000549316406,592.5999755859375,3.0274852301801594,55.62011717977066
84,193.2050018310547,585.3001098632812,3.0294252442547447,54.524967765516976
85,192.8699951171875,585.2750244140625,3.0345571588698923,53.440632161063036
86,191.3300018310547,581.5,3.039251525819078,52.11575587633638
87,190.46499633789062,579.7999877929688,3.0441288370089072,50.95118279019289
88,190.60000610351562,580.0700073242188,3.043389237926784,51.12826676533757
89,189.9199981689453,577.1900024414062,3.039121777623233,51.75633134949726
90,189.35000610351562,573.4400024414062,3.0284657193404723,53.61872381317551
91,188.5500030517578,586.8099975585938,3.11222481071778,37.59940797528634
92,187.6300048828125,585.760009765625,3.121888794553256,35.60269462550457
93,185.72000122070312,583.25,3.14048027227227,31.787463171706918
94,186.47000122070312,586.739990234375,3.146565058150658,30.781201638316702
95,188.07000732421875,589.4400024414062,3.1341520683053696,33.379830872688785
96,186.50999450683594,586.0700073242188,3.1422981319252474,31.583627845292654
97,187.00999450683594,586.6199951171875,3.136837668297692,32.689459186313684
98,189.0,592.5,3.134920634920635,33.39963264815299
99,191.14999389648438,595.5399780273438,3.1155636779661804,37.4796566843296
100,191.44500732421875,592.8021240234375,3.096461653969939,41.19448844508884
101,191.0449981689453,592.0501098632812,3.099008691867024,40.62181697909932
102,190.86929321289062,593.3200073242188,3.1085147188261715,38.770048261817465
103,191.22999572753906,597.3099975585938,3.1235162417178,35.97457427830875
104,191.33999633789062,597.8300170898438,3.1244383220020833,35.81883697780006
105,188.35499572753906,607.094970703125,3.223142387905152,16.66864111333598
106,187.39500427246094,597.4249877929688,3.18805183794734,23.159479583922007
107,186.67999267578125,596.3800048828125,3.1946648183053163,21.83660272846464
108,187.86000061035156,599.5150146484375,3.1912861316971735,22.609352395482233
109,187.0399932861328,598.8049926757812,3.2014810423978814,20.60380673323209
110,187.1199951171875,599.75,3.2051625462281303,19.923736534242494
111,186.25999450683594,598.0900268554688,3.2110493100734963,18.73569874704765
112,186.52859497070312,614.4998779296875,3.294400400250713,3.2153552477685707
113,184.37860107421875,610.8300170898438,3.312911658571287,-0.2347859759079256
114,181.11000061035156,600.77001953125,3.3171554166341948,-0.9992107961928696
115,182.11000061035156,601.4500122070312,3.302674263858321,1.6324347960055547
116,178.83999633789062,597.5531005859375,3.3412721584770835,-5.29972486803922
117,177.85000610351562,594.8800048828125,3.344841070944744,-5.9051187099966
118,177.19000244140625,592.5,3.3438681180442433,-5.7108072116323
119,174.88999938964844,591.0206909179688,3.379385287784218,-11.848276252272171
120,175.0,595.1599731445312,3.4009141322544645,-15.623276248093248
121,172.9600067138672,592.6699829101562,3.426630202961472,-19.889005846497298
122,172.24000549316406,592.47998046875,3.43985114708014,-22.08338700056356
123,171.85980224609375,591.3599853515625,3.4409441743961025,-22.22248750598419
124,172.32000732421875,591.3300170898438,3.431580733264832,-20.66848649642816
125,171.52999877929688,586.9099731445312,3.4216170776033925,-18.864665080509894
126,172.8800048828125,580.2000122070312,3.3560851215866316,-7.683972268601451
127,171.35789489746094,578.5869140625,3.3764823873958147,-11.111551799634299
128,172.3300018310547,578.0800170898438,3.3544943477489766,-7.385388305120728
129,172.6699981689453,578.77001953125,3.351885247401026,-6.94944586299539
130,173.89999389648438,581.1900024414062,3.3420932883261925,-5.296127852381801
131,173.9199981689453,584.5999755859375,3.3613154423912714,-8.639854082708325
132,174.6300048828125,588.260009765625,3.368607875607538,-9.948602858230743
133,170.0,574.0999755859375,3.3770586799172793,-11.121470029397756
134,168.3300018310547,573.9400024414062,3.4096120489408905,-16.49192672860181
135,170.9600067138672,570.989990234375,3.3399038828422083,-4.832289706675283
136,169.3699951171875,566.5499877929688,3.3450434204769945,-5.657830515364935
137,171.0,569.8300170898438,3.3323392812271564,-3.5398732653243314
138,170.22000122070312,565.4000244140625,3.3215839522934707,-1.6929543960400224
139,170.1300048828125,559.9299926757812,3.2911889531859324,3.47904202570453
140,172.0,558.6699829101562,3.2480812959892806,10.93179918234273
