,tsla,adbe,Ratio,Spread
0,361.8833312988281,454.1549987792969,1.254976285172623,154.01860418879994
1,365.933349609375,458.0299987792969,1.251676020423481,156.94998076097238
2,365.8033447265625,460.20001220703125,1.2580530463739474,154.56148383000584
3,364.6666564941406,461.2900085449219,1.2649634956475209,151.56119288063826
4,366.4100036621094,463.9800109863281,1.266286417808053,151.8010234452521
5,366.6700134277344,466.54998779296875,1.2723974437711125,149.66801364507592
6,366.6086730957031,466.42999267578125,1.2722830279414032,149.68492147552706
7,370.2613525390625,461.6700134277344,1.2468760519072222,160.5835178562901
8,366.0902099609375,458.5350036621094,1.2525191638176718,156.7085921238439
9,367.9466247558594,461.3399963378906,1.2538231506920325,157.02345155724595
10,368.5013122558594,463.07281494140625,1.2566381707207697,156.22282923418788
11,364.7033386230469,459.2843017578125,1.2593367077248596,153.62854689096014
12,362.5699768066406,458.20001220703125,1.263756078875197,151.1275529260247
13,364.663330078125,460.1600036621094,1.2618762724607524,152.6856074578517
14,364.5566711425781,460.45001220703125,1.263040971829999,152.21635012330614
15,365.2492980957031,463.0400085449219,1.2677368880900504,150.79036824301159
16,364.6600036621094,461.19000244140625,1.264712328771709,151.65001837295563
17,363.4466552734375,461.0199890136719,1.268466726339318,149.78090372439635
18,363.6666564941406,461.5050048828125,1.2690330461743837,149.6656173329087
19,362.4066467285156,460.4049987792969,1.2704099191762157,148.64807722012074
20,359.1999816894531,455.44000244140625,1.2679288019428618,148.22401896044528
21,361.2866516113281,460.2522888183594,1.2739255291211213,146.91854667199175
22,362.123291015625,457.5799865722656,1.2636027505685123,150.99688770707894
23,360.7408752441406,455.7250061035156,1.2633029339829929,150.52860897091875
24,359.1766662597656,454.2799987792969,1.264781489036791,149.34483919615343
25,361.1433410644531,454.9800109863281,1.2598322030396456,151.9499797783942
26,358.5533447265625,454.55999755859375,1.267761141386778,148.01729920711045
27,361.52001953125,458.19000244140625,1.267398699069278,149.3730263234089
28,369.3333435058594,465.1400146484375,1.2594043371040995,155.55392394784303
29,377.7933349609375,466.0,1.2334786161544717,168.9116243511005
30,377.484619140625,469.4501037597656,1.2436271041413758,164.9426992019694
31,381.3974304199219,467.5,1.2257555051833424,173.46859224974492
32,382.0658264160156,466.79998779296875,1.2217789593269972,175.29189687175096
33,380.3433532714844,468.3194885253906,1.231307145233875,170.8776435831238
34,381.8466796875,468.9800109863281,1.2281893124490104,172.743580242544
35,375.6166687011719,460.3500061035156,1.2255846038338485,170.9035581846648
36,372.0,461.1400146484375,1.2396236952914987,164.03545141167797
37,364.6000061035156,457.25140380859375,1.2541179269173488,155.4877863561544
38,367.64501953125,459.6300048828125,1.2502005479874145,158.2265715422667
39,367.6666564941406,458.44500732421875,1.2469039528786448,159.4479317308585
40,363.6433410644531,457.7699890136719,1.2588433151936516,153.361449775648
41,363.7200012207031,458.5899963378906,1.260832494222997,152.67027591624606
42,346.489990234375,444.260009765625,1.282172709996949,138.04386423959068
43,347.5233154296875,445.6000061035156,1.2822161458507133,138.44045274194514
44,344.3666687011719,441.6400146484375,1.2824702701749444,137.09544933227346
45,344.6666564941406,443.5799865722656,1.2869825909017298,135.6596306565142
46,346.67333984375,442.3699951171875,1.2760427303598516,140.24201242967592
47,348.8783874511719,444.17498779296875,1.2731513437619701,142.1427769196331
48,348.5133361816406,444.04998779296875,1.2741262433685914,141.6542793455336
49,354.933349609375,445.0,1.2537565165114763,151.49360823204006
50,346.1438903808594,443.1700134277344,1.280305750709966,138.55221235913461
51,344.7787780761719,443.32000732421875,1.2858100193924238,136.10803910429695
52,347.5777282714844,447.2950134277344,1.2868920447007561,136.83689050839848
53,349.1583251953125,449.92608642578125,1.288601914830761,136.86213583967265
54,352.3500061035156,454.2650146484375,1.2892436690209128,137.8870801957827
55,352.336669921875,452.7099914550781,1.2848790094867484,139.41969087953817
56,343.8883361816406,451.75,1.313653161418616,126.18158829299682
57,344.8000183105469,450.54998779296875,1.3066994311675972,128.9137545318497
58,347.806640625,452.7200012207031,1.3016427760182394,131.79660805762342
59,344.2975769042969,448.80999755859375,1.3035525884149566,129.8093521847187
60,343.5057678222656,446.739990234375,1.3005312634678208,130.54866162751398
61,344.5433349609375,446.9800109863281,1.2973114428029913,132.05235463762506
62,341.8299865722656,445.3999938964844,1.3029868981442423,129.07237483641654
63,331.4949951171875,432.7799987792969,1.3055400689422292,124.32359818033592
64,328.42333984375,432.2699890136719,1.3161975309651492,119.67144795362947
65,328.0566711425781,432.4599914550781,1.3182478196491996,118.8652297161351
66,330.0367126464844,436.1600036621094,1.3215499577748429,118.49283409518705
67,327.2699890136719,435.6199951171875,1.3310722331432268,114.38314442343392
68,326.93927001953125,436.0527038574219,1.333742207937799,113.39463621734797
69,325.2433166503906,434.29998779296875,1.3353079542593798,112.29716830876691
70,336.6666564941406,438.7250061035156,1.3031436218607269,127.069977446552
71,333.6000061035156,437.6300048828125,1.3118405182133495,123.01122977692603
72,330.96502685546875,433.4800109863281,1.3097456704258583,122.73293233078562
73,332.8512268066406,433.4800109863281,1.3023236090944157,125.90284075432442
74,327.7433166503906,429.25,1.309713968806535,121.5486041263332
75,326.1333312988281,426.0899963378906,1.3064901849834987,122.00289987846122
76,328.9866638183594,426.75,1.2971650432481296,126.13814752743372
77,331.0274353027344,428.9049987792969,1.2956781010826204,127.41282687680973
78,335.47332763671875,431.5199890136719,1.286301930629076,132.26951086811164
79,335.8800048828125,430.07391357421875,1.2804391667323878,134.39903963246445
80,338.3166809082031,430.92999267578125,1.2737473999773228,137.63798760028658
81,338.7866516113281,430.6300048828125,1.2710949585370659,138.72779838616066
82,341.1766662597656,432.8349914550781,1.268653557701175,140.53942074326983
83,340.85333251953125,431.9700012207031,1.2673192837155283,140.86102301596748
84,330.3333435058594,428.0,1.2956609086373028,127.15134941255872
85,330.4366760253906,426.30999755859375,1.290141284213367,129.01501033798945
86,328.3331604003906,423.5339050292969,1.2899516592013196,128.2559782403398
87,328.2799987792969,422.8800048828125,1.2881686561937493,128.82053607165267
88,330.75,423.8699951171875,1.281541935350529,131.98157853706834
89,330.3666687011719,421.7900085449219,1.2767329410172599,133.4173464980429
90,328.32000732421875,420.4599914550781,1.2806407836116742,131.30778702819873
91,334.8333435058594,425.3522033691406,1.2703400411545251,137.3617524876937
92,332.6231994628906,423.010009765625,1.271739344846325,135.98962396184652
93,329.3333435058594,419.8399963378906,1.2748177632685438,133.63077386482905
94,331.5367126464844,424.3599853515625,1.2799788655805822,132.81372122049243
95,337.7833251953125,428.489990234375,1.2685350586403703,139.18164351916005
96,335.07000732421875,424.8999938964844,1.2680931883149564,138.2116942532058
97,334.8999938964844,425.4700012207031,1.2704389637947064,137.3559658969432
98,338.8733215332031,432.6700134277344,1.2767898383683798,136.8334455100603
99,342.4916687011719,435.5899963378906,1.2718265468756502,139.99438162437218
100,342.0,434.5799865722656,1.2707017151235838,140.17810319267926
101,340.1583251953125,435.3420104980469,1.27982171316278,136.3209988788558
102,340.4866638183594,434.3900146484375,1.2757915678018246,137.824793792145
103,342.5939636230469,437.1199951171875,1.2759127174760931,138.63629756405055
104,342.6999816894531,436.5799865722656,1.273942252403983,139.35447786724217
105,331.94000244140625,434.9200134277344,1.3102368205968369,122.93145358920651
106,331.5133361816406,431.3500061035156,1.3011543097233746,125.78441446772342
