,amat,lrcx,Ratio,Spread
0,133.46499633789062,574.5549926757812,4.304911463236338,5.685365235412625
1,132.5449981689453,567.3800048828125,4.280659494669238,8.830457723324223
2,132.50999450683594,568.9600219726562,4.293714025799803,7.097113052670117
3,131.25999450683594,564.5449829101562,4.300967595124766,6.036739987887124
4,134.1999969482422,574.2100219726562,4.278763301269788,9.249880942921088
5,133.77999877929688,572.6900024414062,4.280834262722634,8.93017002002727
6,133.30999755859375,569.7899780273438,4.2741728937239225,9.77143412714917
7,134.58970642089844,574.8856811523438,4.271394123964582,10.281277741392948
8,131.24000549316406,564.3499755859375,4.300136787294885,6.14418884180872
9,129.99000549316406,559.5850219726562,4.3048311279753255,5.433730327806863
10,129.51499938964844,556.5399780273438,4.297108293634641,6.398090929341031
11,129.88999938964844,555.0,4.272846274601112,9.580692594869667
12,132.02999877929688,567.5999755859375,4.299022804163963,6.354619897299692
13,130.25999450683594,560.1199951171875,4.300015497757394,6.081398079029434
14,131.6199951171875,557.530029296875,4.2359067769336995,14.62861496736695
15,129.94000244140625,551.2000122070312,4.2419578409318826,13.599710240635197
16,132.5050048828125,562.5800170898438,4.2457265488755676,13.455261737171774
17,129.97999572753906,553.8499755859375,4.261040112256231,11.124930640850145
18,129.66000366210938,549.8599853515625,4.240783355092936,13.713250126674659
19,128.85000610351562,545.594970703125,4.234341830490908,14.430208410797029
20,127.76000213623047,542.3900146484375,4.245382009856944,12.860587712476779
21,125.67500305175781,530.5,4.221205387848844,15.617618942917709
22,126.58000183105469,533.7100219726562,4.21638500752271,16.371790003332187
23,127.5,537.193603515625,4.2132831648284315,16.91810376542059
24,127.30000305175781,536.47998046875,4.214296681914668,16.755674239635702
25,129.91000366210938,546.6799926757812,4.208143924756354,17.988325227912576
26,131.7899932861328,554.5499877929688,4.207830761391499,18.353304499960466
27,133.42999267578125,563.4600219726562,4.222888802383404,16.62700835772727
28,133.5800018310547,562.4349975585938,4.21047304872726,18.309122330179882
29,135.33999633789062,570.2999877929688,4.213831854769336,18.153488309149672
30,135.6999969482422,571.02001953125,4.207958971060587,19.010377937067112
31,135.0800018310547,569.1300048828125,4.2132809976907355,18.184609558700792
32,134.64999389648438,570.7750244140625,4.2389532141595225,14.656013499631392
33,134.50999450683594,569.3699951171875,4.232919622104746,15.447799311791748
34,135.74000549316406,573.4000244140625,4.224252255853483,16.8056236719027
35,134.89999389648438,563.2150268554688,4.175055984714516,23.31109348368181
36,136.6999969482422,568.3099975585938,4.157351940349854,26.100729611549802
37,134.57000732421875,559.1599731445312,4.1551604570946505,25.920697210920245
38,133.8800048828125,558.1400146484375,4.1689572325381015,23.918217518589465
39,132.3800048828125,551.260009765625,4.164224123224803,24.227727848662305
40,133.125,554.1799926757812,4.162854405076291,24.571069178038094
41,134.1999969482422,561.0800170898438,4.180924216460595,22.379885825733588
42,133.78500366210938,554.6599731445312,4.145905430068932,26.982122353740003
43,131.7899932861328,548.5700073242188,4.162455689129626,24.333284968710466
44,130.18499755859375,542.5822143554688,4.167778350276214,23.290667480816516
45,129.25,539.3300170898438,4.172766089669971,22.447267169398167
46,129.6699981689453,541.6425170898438,4.177084327433589,21.974497623541986
47,129.02999877929688,539.219970703125,4.179027945473746,21.59363567463287
48,129.7100067138672,541.1599731445312,4.172075746925979,22.63229218650269
49,131.30999755859375,549.3900146484375,4.183916113495366,21.41073810240254
50,131.9600067138672,553.1649780273438,4.191913836642854,20.483029132799622
51,133.16000366210938,555.3599853515625,4.170621583645915,23.5444040830672
52,134.11000061035156,556.969970703125,4.153083052481428,26.095718580534474
53,133.7100067138672,555.7899780273438,4.156681999251611,25.52360611099595
54,133.19000244140625,553.989990234375,4.15939620151362,25.045803744227435
55,133.14999389648438,553.719970703125,4.158618070486785,25.14057265782923
56,131.13999938964844,547.4600219726562,4.174622727776756,22.596082749496524
57,130.6699981689453,546.1099853515625,4.1793065968018785,21.887359063649676
58,130.36000061035156,543.9600219726562,4.172752527046718,22.679430929154016
59,131.82460021972656,550.905029296875,4.179076047859208,22.149852775164042
60,131.60000610351562,548.0449829101562,4.164475360883099,24.026102883788546
61,130.49000549316406,543.4000244140625,4.164303789860209,23.808892737313833
62,130.6699981689453,543.760009765625,4.161322548291376,24.237334649587176
63,127.36000061035156,530.77001953125,4.1674781484580965,22.728444265080945
64,126.7300033569336,527.8099975585938,4.164838503728458,22.928870556521353
65,127.0999984741211,531.2899780273438,4.180094291153906,21.069590689118506
66,125.95999908447266,529.2000122070312,4.201333884197105,18.165983322890035
67,125.11000061035156,523.0499877929688,4.1807208475842,20.592734174252648
68,124.79000091552734,521.25,4.177017358569007,20.99101779940758
69,125.76000213623047,525.9400024414062,4.182092823691891,20.549940515855035
70,123.1500015258789,512.760009765625,4.163702829170269,22.297269996328275
71,122.80000305175781,509.2200012207031,4.146742577897793,24.304169829463596
72,121.30130004882812,504.57000732421875,4.159642205987168,22.389350447998474
73,120.30999755859375,498.4100036621094,4.142714768316508,24.20712236863971
74,120.7300033569336,499.260009765625,4.135343293991156,25.196880138531462
75,119.9800033569336,493.94000244140625,4.116852713964036,27.231640186380325
76,119.19000244140625,488.94000244140625,4.102189717478771,28.771175711625908
77,119.29499816894531,484.510009765625,4.061444462905838,33.66108429131133
78,120.83000183105469,483.0899963378906,3.9980964083187738,41.80491985259584
79,124.66999816894531,498.3500061035156,3.997353119618896,43.36536010073791
80,125.81999969482422,501.0849914550781,3.982554384600678,45.667760590128516
81,125.66000366210938,497.6300048828125,3.9601304343496873,48.4219117881189
82,125.26000213623047,495.9599914550781,3.959444219996749,48.33978665126994
83,124.12999725341797,490.3500061035156,3.9502941831412444,48.99997805143993
84,127.87999725341797,512.1199951171875,4.004691946484223,43.656225419617265
85,127.51000213623047,509.1099853515625,3.992706272623494,45.04553458389511
86,128.52999877929688,514.47998046875,4.002800788570617,44.14346105809465
87,129.35000610351562,520.405029296875,4.0232315789796536,41.81031466796025
88,128.88009643554688,519.27001953125,4.029093971006902,40.88696515780634
89,129.5800018310547,521.135009765625,4.021724050020284,42.08779131584287
90,128.6300048828125,517.5999755859375,4.0239443048882215,41.4615256465006
91,124.59500122070312,497.0400085449219,3.989245183797406,44.34684629939999
92,123.54060363769531,493.4200134277344,3.9939906306008988,43.34823236620445
93,124.63999938964844,495.6300048828125,3.9764923564655876,45.95395677746841
94,123.79000091552734,489.010009765625,3.950319138452216,48.85067833195614
95,124.94999694824219,497.45001220703125,3.9811926719221056,45.49184096665146
96,124.44000244140625,496.7449951171875,3.9918433411401173,43.96291397043341
97,124.95999908447266,496.8900146484375,3.9763925919408902,46.095651179657345
98,127.2699966430664,494.7449951171875,3.8873655077144287,58.35922162796202
99,125.62000274658203,487.70001220703125,3.882343588153607,58.176687265515504
100,125.2300033569336,486.0,3.880859115006098,58.16837356237544
101,125.66000366210938,489.3399963378906,3.894158698687375,56.71192033304077
102,125.44999694824219,487.94000244140625,3.8895178502293564,57.19201558318968
103,124.58999633789062,487.3599853515625,3.911710407550155,54.00494645592163
104,123.56999969482422,483.3900146484375,3.911871941751607,53.506995567659594
105,123.77999877929688,485.80938720703125,3.9247809985298407,52.00748823613775
106,122.44000244140625,479.2799987792969,3.91440696849591,52.66725090467116
107,121.41999816894531,472.5400085449219,3.891780725341667,54.93928612839567
108,119.88500213623047,467.3846130371094,3.898607871783663,53.3708929219216
109,119.63999938964844,467.2699890136719,3.9056334954654077,52.41232413747672
110,120.41999816894531,470.8900146484375,3.910397125133603,52.20895032305361
111,120.08000183105469,468.9700012207031,3.9054796308257522,52.63966769341345
112,121.5199966430664,477.5799865722656,3.930052664295519,50.33733438738192
113,121.60800170898438,479.1300048828125,3.939954593032462,49.17280728098671
114,122.4000015258789,479.1700134277344,3.9147876426000203,52.60201905784901
115,121.87999725341797,476.6600036621094,3.910896081421942,52.83423866373675
116,122.37999725341797,477.1099853515625,3.8985945093918297,54.57442182519684
117,124.2300033569336,485.1099853515625,3.9049341724459294,54.6780585089865
118,124.36000061035156,484.7200012207031,3.8977162981804914,55.6374734701485
119,129.99000549316406,509.2799987792969,3.9178396588811513,55.73875352116624
120,130.47500610351562,510.239990234375,3.910633963332129,56.90322464501502
121,129.61000061035156,507.0899963378906,3.91242954980274,56.26420928754987
122,127.63500213623047,500.6300048828125,3.922356692942803,54.073056265373445
123,126.1050033569336,495.0199890136719,3.925458751327604,52.98117303780179
124,129.85000610351562,512.0900268554688,3.943704295610381,52.31548196027972
125,130.49000549316406,514.6099853515625,3.9436735664672895,52.59893179981383
126,130.6699981689453,514.39501953125,3.936596209836787,53.602324883962176
127,130.08999633789062,514.8400268554688,3.9575681554963196,50.61671831206092
128,130.56500244140625,517.94287109375,3.966934947412019,49.594557417558
129,131.2700958251953,523.6649780273438,3.9892176107243627,46.96099197553678
130,130.81610107421875,519.8400268554688,3.9738229666433535,48.797296455235816
131,131.36000061035156,522.969970703125,3.9811964698020366,48.049811900511706
132,131.97999572753906,526.52001953125,3.9893926093027283,47.215546099190526
133,132.82000732421875,536.4500122070312,4.03892472989808,40.96508117022392
134,133.11000061035156,535.3900146484375,4.022162213158324,43.29534493339553
135,133.2899932861328,537.75,4.034436394978394,41.723786845668876
136,134.22000122070312,539.27001953125,4.017806695177327,44.277508693151496
137,134.0,542.22998046875,4.046492391557836,40.35386987416745
138,135.39999389648438,546.6027221679688,4.036947908475209,42.11356302209503
139,135.10499572753906,544.6500244140625,4.031309290090477,42.77407153458568
140,132.0800018310547,526.75,3.9881132093999594,47.42362533603397
141,135.10499572753906,541.7249755859375,4.009659100085485,45.69912036271068
142,134.83999633789062,538.010009765625,3.989988314872431,48.2533014855802
143,132.64999389648438,530.739990234375,4.001055519448774,45.93038827566601
144,133.4600067138672,533.5250244140625,3.9976397240704356,46.69347729882053
145,133.19000244140625,531.6599731445312,3.991740846903448,47.375820834071185
146,134.2100067138672,537.22998046875,4.002905547975366,46.27376852050292
147,136.3300018310547,549.635009765625,4.03165115809764,43.1550168031714
148,136.9499969482422,551.655029296875,4.0281492631603575,43.850780298725105
149,134.86000061035156,546.1500244140625,4.0497554644986495,40.20091214596686
150,134.62550354003906,544.2100219726562,4.042399156641241,41.113740105291974
151,134.9199981689453,545.0,4.03943082861265,41.6137456479746
152,135.2899932861328,546.77001953125,4.041466824341204,41.464426718071756
153,135.49000549316406,547.0700073242188,4.037714850870091,42.0405583362899
154,133.61000061035156,541.8250122070312,4.055272881759517,39.050512225715
155,134.52000427246094,545.3099975585938,4.053746507873329,39.55164294406108
156,134.1300048828125,541.969970703125,4.040631856955769,41.18334388935852
157,132.60000610351562,535.3099975585938,4.03702845338256,41.141417937177486
158,131.9600067138672,532.1300048828125,4.032509683306139,41.51800227733087
159,131.88999938964844,532.6599731445312,4.038668402528916,40.68137885399141
160,131.39999389648438,530.6500244140625,4.038432641268639,40.544941968695404
161,132.00999450683594,535.6649780273438,4.057760778102336,38.2019921470694
162,134.6699981689453,546.1199951171875,4.055246176153301,39.39866810533044
163,135.64999389648438,548.360107421875,4.042463192739493,41.45126019364533
164,136.23500061035156,550.5999755859375,4.041545660947435,41.77391431410319
165,136.94000244140625,549.5466918945312,4.0130471892584545,45.91533846592028
166,138.08999633789062,553.4299926757812,4.007748623018285,47.06939010635994
167,138.6199951171875,556.4000244140625,4.013851132686084,46.42092776296453
168,136.63999938964844,551.8350219726562,4.038605272523604,42.312896109541946
169,135.00999450683594,546.1649780273438,4.045367011696974,40.84298125254872
170,135.94000244140625,550.3599853515625,4.048550650782739,40.72171530706259
171,135.5399932861328,548.969970703125,4.050243455038524,40.35955797165342
172,136.41000366210938,553.5700073242188,4.0581335126668865,39.57045364134694
173,135.99000549316406,551.3400268554688,4.054268729941212,39.96070365595312
174,137.11000061035156,555.260009765625,4.049741136998462,40.946668623513794
