,pm,cost,Ratio,Spread
0,93.12000274658203,566.5599975585938,6.084192234190944,-86.40222924080342
1,92.55000305175781,569.6436767578125,6.15498279820957,-92.42501683065916
2,92.75,566.3870239257812,6.106598640709231,-88.13711308039422
3,92.6050033569336,565.906005859375,6.110965772315412,-88.40374602875227
4,92.6050033569336,568.3099975585938,6.136925403135281,-90.80773772797102
5,93.16999816894531,569.1699829101562,6.108940582762268,-88.75442153265794
6,93.62999725341797,569.97998046875,6.087578737464321,-87.1925105075535
7,92.86000061035156,574.8300170898438,6.190286596075734,-96.01290643751793
8,93.20999908447266,575.5499877929688,6.174766585625323,-94.92816836388351
9,93.27999877929688,576.4949951171875,6.1802637506588205,-95.5122339327504
10,93.25499725341797,575.6099853515625,6.172430457397985,-94.75614036682981
11,93.5199966430664,576.0800170898438,6.159966186574435,-93.85974693558603
12,93.43000030517578,575.4299926757812,6.1589424253047325,-93.67377363281844
13,93.93000030517578,576.47998046875,6.137336086402466,-92.14559479050206
14,93.88999938964844,580.1500244140625,6.179039601506539,-96.02189678740149
15,94.19999694824219,585.3400268554688,6.213800911024249,-99.61344850363525
16,94.16000366210938,583.1699829101562,6.1933938002259,-97.64962327020879
17,94.16999816894531,585.1799926757812,6.214080960540547,-99.60809802771269
18,94.2699966430664,584.6199951171875,6.2015489120120435,-98.53247501000209
19,94.5199966430664,581.27001953125,6.149704191445182,-93.89341610642208
20,94.02999877929688,575.5999755859375,6.121450420699896,-90.74996444857271
21,95.05000305175781,579.4299926757812,6.096054435266696,-89.32049957220238
22,95.11000061035156,578.0621948242188,6.077827684939619,-87.64333431310996
23,95.1500015258789,575.3099975585938,6.046347749160265,-84.68487899589803
24,95.99500274658203,573.989990234375,5.9793736529145765,-79.00776376369532
25,96.05000305175781,576.2299194335938,5.999270183501031,-80.96409305944468
26,96.37999725341797,573.6599731445312,5.9520646346997825,-76.69258668926665
27,96.7699966430664,575.5700073242188,5.947814687306373,-76.5916540406078
28,96.22000122070312,575.8101196289062,5.984307964288535,-79.66772604028841
29,95.7300033569336,579.6649780273438,6.0552069121531,-86.0491767261891
30,95.69999694824219,578.2249755859375,6.042058453760048,-84.76389732824867
31,95.55000305175781,574.125,6.008634031011033,-81.437340261136
32,95.99259948730469,573.239990234375,5.971710249498845,-78.2701557694649
33,95.88999938964844,572.8150024414062,5.973667807773946,-78.37420827360484
34,96.25,575.1900024414062,5.97600002536526,-78.89292514902348
35,96.51000213623047,580.8200073242188,6.018236394859381,-83.18227236637148
36,96.76000213623047,580.72998046875,6.001756589991884,-81.80316219326016
37,96.4000015258789,579.6080932617188,6.0125319926070855,-82.53755811081027
38,96.26000213623047,579.6635131835938,6.021852278407744,-83.31486154338904
39,96.13279724121094,578.5999755859375,6.018757304379143,-82.90723477810138
40,95.9000015258789,576.5399780273438,6.011887057913786,-82.0476095117204
