,fcx,lin,Ratio,Spread
0,48.994998931884766,323.1050109863281,6.594652883563167,103.16358591944646
1,49.43000030517578,323.0,6.5344931823959325,107.05321633810962
2,49.349998474121094,324.18499755859375,6.569098431251114,105.17218308164831
3,49.64500045776367,323.5050048828125,6.516366238288987,108.41876590730521
4,49.869998931884766,324.42999267578125,6.505514329745743,109.45132043417357
5,49.92499923706055,325.2300109863281,6.514371876943404,109.12981836870841
6,50.08000183105469,326.3699951171875,6.516972507672812,109.33839510526525
7,50.285301208496094,325.0299987792969,6.463717845332913,112.46454675442021
8,50.70000076293945,325.7550048828125,6.425147928615654,115.34752924287864
9,50.80500030517578,325.9599914550781,6.415903739732304,116.0560646324576
10,50.47999954223633,325.0957946777344,6.440091078165097,114.09267446762976
11,50.58000183105469,324.79998779296875,6.421510004642799,115.25852597472988
12,50.35499954223633,324.6000061035156,6.44623193435342,113.5009321555371
13,50.790000915527344,325.6300048828125,6.411301417859633,116.25555280857526
14,50.83000183105469,322.0799865722656,6.336415010229062,120.15358896805589
15,50.939998626708984,323.0199890136719,6.341185663956914,120.17058582800433
16,50.70000076293945,322.2200012207031,6.355423991556202,118.88253290498801
17,50.63999938964844,322.1650085449219,6.361868333884245,118.41549880736864
18,50.415000915527344,321.54998779296875,6.378061726741621,117.0729772394846
19,50.35020065307617,320.760009765625,6.370580565820009,117.29917697197448
20,49.75,319.54998779296875,6.423115332521985,113.2873049589935
21,51.4900016784668,320.6700134277344,6.227811283250339,127.30572386475933
22,50.68000030517578,321.94000244140625,6.35240727116822,118.98852275981801
23,50.25,320.94000244140625,6.38686572022699,116.24741385580188
24,49.959999084472656,320.6600036621094,6.41833485865233,114.00433301354207
25,50.6150016784668,322.45001220703125,6.3706411442086655,117.91300888128222
26,50.75,321.2900085449219,6.33083760679649,120.24753129753208
27,50.95000076293945,322.5899963378906,6.331501305345211,120.68759956042345
28,51.5099983215332,320.32000732421875,6.218598675246168,127.82970570393303
29,51.42499923706055,321.5899963378906,6.253573186368271,125.82020365288349
30,51.09000015258789,321.1199951171875,6.285378629049028,123.37563006358602
31,50.68000030517578,321.17498779296875,6.337312270303364,119.75353740825551
32,51.21049880981445,321.3999938964844,6.27605669474339,124.14399937623267
33,51.05500030517578,321.4800109863281,6.296738988634138,122.71110687383054
34,50.900001525878906,321.45001220703125,6.3153242155326375,121.39257797452001
35,50.18000030517578,322.5299987792969,6.4274610764804985,114.04840287668151
36,50.08000183105469,323.94000244140625,6.468450291480033,111.7683877810465
37,49.32500076293945,322.6099853515625,6.540496307380838,106.52970902470258
38,49.400001525878906,324.19000244140625,6.562550454003015,105.60221710440743
39,49.060001373291016,322.6600036621094,6.576844570529715,104.1741305453848
40,49.005001068115234,321.7699890136719,6.566064319974667,104.58562894874052
41,49.09000015258789,321.6600036621094,6.552454729319294,105.43512733768074
42,48.415000915527344,313.1830139160156,6.468718537513723,108.03945693545433
43,48.529998779296875,313.8800048828125,6.46775216933892,108.34297579833105
44,48.33000183105469,314.239990234375,6.501965204405568,106.24296757971729
