,ba,noc,Ratio,Spread
0,193.15150451660156,442.3299865722656,2.2900675181344337,127.70359535336252
1,193.86000061035156,442.0,2.2799958661322655,130.12451343098394
2,193.97500610351562,443.1199951171875,2.2844179980626707,129.34392542001342
3,192.74000549316406,444.42999267578125,2.3058523399883577,124.38916297407945
4,193.8300018310547,443.885009765625,2.2900738047380416,128.1509705128018
5,193.73060607910156,445.70001220703125,2.3006174461925175,126.04262882635146
6,193.7899932861328,446.1199951171875,2.302079625228569,125.79791093641506
7,193.6699981689453,454.71240234375,2.347872187963197,116.85137109962432
8,193.02000427246094,454.2099914550781,2.353175740344144,115.43550364006342
9,193.77000427246094,451.4798889160156,2.329978216242322,120.3790250572971
10,192.50999450683594,449.18499755859375,2.3333074145542265,118.95534387883299
11,195.50999450683594,452.510009765625,2.3145108816920517,124.4840071844867
12,194.28500366210938,450.0924987792969,2.3166610407156023,123.2862943557418
13,194.89999389648438,453.32000732421875,2.325910833865838,121.87376047036207
14,193.47500610351562,451.8900146484375,2.3356506028828403,119.09829330331593
15,194.0800018310547,455.3399963378906,2.3461458782047053,117.43379023325997
16,193.77999877929688,452.69000244140625,2.33610282430124,119.19840757205134
17,193.38499450683594,452.2900085449219,2.3388061193596585,118.43265491703801
18,193.36000061035156,450.8900146484375,2.3318680866010455,119.75888619709895
19,193.3350067138672,450.1600036621094,2.3283936588283733,120.41513456700363
20,191.5,447.239990234375,2.3354568680646213,117.91962999201189
21,190.41000366210938,449.5299987792969,2.360852844564863,112.41279681852382
22,190.10499572753906,449.3500061035156,2.3636938334199793,111.69264240047846
23,189.5800018310547,445.4100036621094,2.349456690368845,114.08326964001378
24,189.47000122070312,450.8999938964844,2.379796226270437,108.26864283555551
25,190.47999572753906,449.8800048828125,2.361822842154601,112.26935306026724
26,190.02999877929688,452.5,2.381202983248655,108.32131562260145
27,190.75,454.7099914550781,2.3838007415731486,108.23620989313747
28,187.6999969482422,446.8800048828125,2.3808205229009065,107.06495068774905
29,190.1999969482422,448.364990234375,2.3573343713374793,112.9580282634239
30,191.16000366210938,448.9649963378906,2.3486345874499577,115.19121813810136
31,191.71499633789062,449.3699951171875,2.3439480671881787,116.42412771323245
32,191.72000122070312,451.54998779296875,2.355257588764336,114.2589055735848
33,191.3699951171875,451.19000244140625,2.357684140427109,113.58594410248509
34,191.16000366210938,452.29998779296875,2.366080660850191,111.85622668302324
35,186.71499633789062,457.9100036621094,2.452454342946552,93.12799331383565
36,184.86500549316406,455.8999938964844,2.4661238219763697,89.6782635325784
37,183.2799072265625,454.6510009765625,2.4806374460597205,86.24927454976375
38,183.95469665527344,456.010009765625,2.4789256162357,86.88172130776684
39,182.69000244140625,453.9599914550781,2.484864992000182,85.19934222086363
40,183.08999633789062,454.6499938964844,2.4832049974889543,85.68981183496646
41,182.64999389648438,454.0199890136719,2.4857377727096153,85.02127043744554
42,179.10499572753906,461.7200012207031,2.577929216017448,66.85917040344634
43,178.52999877929688,462.0,2.587800387379914,64.88222615730933
44,177.98500061035156,460.6499938964844,2.588139406786018,64.62381994654186
45,179.10000610351562,462.0249938964844,2.5797039539431657,66.53945222365383
46,177.9199981689453,459.1050109863281,2.5804013922616016,65.97696601545033
47,178.5399932861328,461.05999755859375,2.5823905841627712,65.85172463886045
48,178.8000030517578,461.5,2.5810961528138683,66.17906956244519
49,175.0,463.80999755859375,2.6503428431919644,52.6544073480261
50,175.7021942138672,467.6099853515625,2.661378177112467,50.92675279387902
51,174.82000732421875,466.2749938964844,2.6671718016333066,49.65821209479316
52,176.4801025390625,466.8999938964844,2.645623994881461,53.93252687892232
53,176.9499969482422,469.5,2.653291936124354,52.719284983440616
54,177.60000610351562,470.69500732421875,2.6503096348424124,53.44260103957697
55,177.99000549316406,470.7200012207031,2.644642882708275,54.568583158456704
56,175.77000427246094,468.7099914550781,2.666609660704856,50.026869442125076
57,176.87010192871094,471.29901123046875,2.6646618399102295,50.68448556030205
58,177.54010009765625,467.1650085449219,2.631321083450764,56.79580370649387
59,176.46519470214844,465.6499938964844,2.6387639482247156,55.13853049537795
60,175.2100067138672,462.0199890136719,2.6369497820303707,55.064192992969765
61,175.67999267578125,464.8800048828125,2.6461750015026015,53.591211524597156
62,175.19000244140625,463.6700134277344,2.6466693702045734,53.355131466495095
63,178.08999633789062,466.7250061035156,2.6207255640457032,58.85867377346028
64,176.57240295410156,468.4200134277344,2.6528495143688793,52.684906655819645
