,amzn,meta,Ratio,Spread
0,169.22000122070312,226.4207000732422,1.3380256378673332,17.77807043045138
1,169.58248901367188,228.7899932861328,1.3491368986080137,15.931877753709045
2,169.00050354003906,228.41000366210938,1.3515344562745353,15.472013128312028
3,169.02499389648438,228.86270141601562,1.3540169186823194,15.054657029588384
4,169.34100341796875,230.1999969482422,1.3593872263769502,14.17338995769316
5,170.03500366210938,230.875,1.3578086572032593,14.49988794083589
6,169.3155059814453,229.8800048828125,1.3577020223298641,14.456587066231805
7,168.18099975585938,229.6199951171875,1.36531472312875,13.079408417849294
8,166.46249389648438,227.9149932861328,1.369167239725863,12.304460982059112
9,167.15150451660156,230.11500549316406,1.376685218351169,11.098749360554763
10,167.41400146484375,229.58999633789062,1.3713906502981685,12.002563808106316
11,166.6719970703125,228.80999755859375,1.3728160793685553,11.711787504400178
12,165.88926696777344,227.41000366210938,1.3708542319756425,11.982235677581002
13,166.35000610351562,227.8300018310547,1.3695821669479322,12.22712304024867
14,165.11700439453125,226.77639770507812,1.3734284880993701,11.50140144118734
15,165.05450439453125,224.61000061035156,1.3608232106981115,13.577605751098986
16,164.75149536132812,224.45469665527344,1.3623833650978767,13.295642049718396
17,165.17050170898438,225.0399932861328,1.3624708465354978,13.315007008463027
18,165.218994140625,224.79690551757812,1.36059964949456,13.628073456251542
19,165.12950134277344,224.7949981689453,1.3613254829754442,13.500835130338572
20,162.95350646972656,222.3000030517578,1.3641928171276059,12.855685650036406
21,164.49449157714844,225.05999755859375,1.3681916968814722,12.319462954347841
22,164.7624969482422,224.39999389648438,1.361960385724043,13.366221028686084
23,164.27450561523438,224.41050720214844,1.3660702028089817,12.651494966389635
24,163.1824951171875,223.2299041748047,1.3679770248303587,12.256234507877622
25,164.09295654296875,224.5500030517578,1.3684316973895099,12.250008454248984
26,163.15460205078125,223.55160522460938,1.3701826513911621,11.8942814046936
27,163.60250854492188,224.8699951171875,1.3744898969898303,11.222258456807253
28,166.22000122070312,231.63499450683594,1.3935446565138467,8.23452232574104
29,166.34750366210938,232.31500244140625,1.3965644047973949,7.738511195348849
30,167.15249633789062,233.48989868164062,1.3968675538632231,7.725287454063789
31,167.07550048828125,233.45010375976562,1.3972731075322435,7.653970854411398
32,167.2239990234375,232.8350067138672,1.3923540166099837,8.483363843136715
