,bmy,unh,Ratio,Spread
0,73.18000030517578,516.0900268554688,7.052337041586038,-8.299469510267159
1,72.88999938964844,511.2900085449219,7.014542637210302,-5.511745896524644
2,73.13999938964844,507.75,6.9421657675302395,-0.2370060205437312
3,72.81500244140625,509.8247985839844,7.001645011194459,-4.566934158985305
4,72.7249984741211,509.6099853515625,7.007356425492469,-4.976651734440111
5,73.06700134277344,510.4100036621094,6.985506374726716,-3.4035376787338123
6,73.21499633789062,510.3999938964844,6.971249326312393,-2.3666016936299457
7,73.58999633789062,516.0841064453125,7.012965513351804,-5.448617245869457
8,73.70999908447266,519.1900024414062,7.043684830960417,-7.721823144727239
9,73.66999816894531,518.4100952148438,7.0369228736233795,-7.219479283910061
10,73.33000183105469,516.6223754882812,7.04517063395866,-7.7909687564844035
11,73.51000213623047,519.3300170898438,7.064753121995686,-9.249601682092418
12,73.4800033569336,518.9000244140625,7.061785529506225,-9.027768295670455
13,73.73999786376953,520.8099975585938,7.0627883461667675,-9.133658972555509
14,73.53900146484375,517.3400268554688,7.034906873229571,-7.058387272016887
15,73.23500061035156,520.1799926757812,7.102887804199121,-12.007792320154692
16,73.26499938964844,519.7550048828125,7.094178792230337,-11.374645237826655
17,73.37999725341797,518.6300048828125,7.067729957684827,-9.451683648683229
18,73.49500274658203,516.989990234375,7.034355682889177,-7.013654471303312
19,73.31500244140625,514.8099975585938,7.021891569464691,-6.082670471476547
20,73.02999877929688,510.010009765625,6.983568647001083,-3.2603018070186067
21,73.3499984741211,512.1400146484375,6.982140767584714,-3.169852703667459
22,73.38999938964844,512.1300048828125,6.978198789235141,-2.8822795722971364
23,73.38999938964844,510.5799865722656,6.9570784959603404,-1.3322612617502614
24,73.41999816894531,509.55999755859375,6.940343370563089,-0.10411295871915627
25,73.70500183105469,512.6500244140625,6.9554305905744345,-1.2165206856770396
26,73.74500274658203,511.8500061035156,6.9408093706693785,-0.13893900938484194
27,73.81999969482422,512.4000244140625,6.941208704041605,-0.16855909653361323
28,74.55999755859375,507.75,6.809951939724507,9.616255234320079
29,74.2699966430664,508.7749938964844,6.850343569309719,6.578966641031229
30,74.12000274658203,508.27850341796875,6.857507886984091,6.034660672750647
31,74.1500015258789,508.82501220703125,6.8621038669762875,5.69631117304732
32,73.91010284423828,508.760009765625,6.883497521817963,4.0966745771665956
33,73.68000030517578,507.75,6.891286616408065,3.5100200073197243
34,73.80000305175781,509.7699890136719,6.907452140024402,2.3227210908838742
35,74.5999984741211,520.52001953125,6.977480297292762,-2.8762009311845986
36,74.77999877929688,523.780029296875,7.004279725154067,-4.88720202085517
37,74.56999969482422,522.52001953125,7.007107706445616,-5.084360220543886
38,74.61000061035156,524.2100219726562,7.026002113447593,-6.496799296204813
39,74.55999755859375,519.9899291992188,6.974114085647324,-2.6236739648986713
40,74.5250015258789,518.52001953125,6.9576653326359645,-1.3965991545827592
41,74.44999694824219,518.22998046875,6.960779069326554,-1.6270112552798537
42,74.80999755859375,523.5599975585938,6.9985298041016994,-4.459010993214633
43,75.00499725341797,523.6400146484375,6.981401690866341,-3.1859397624242547
44,75.22000122070312,525.739990234375,6.9893642874559445,-3.7940188749555546
