,amd,amat,Ratio,Spread
0,137.75,144.8072967529297,1.0512326443043898,20.171573064579192
1,135.8000030517578,143.67776489257812,1.0580100269792914,18.94857627653157
2,144.25,150.0288848876953,1.0400615936755309,22.791759363552572
3,143.8800048828125,150.92062377929688,1.0489339634247221,21.45364843340188
4,146.13999938964844,154.06149291992188,1.0542048279961505,21.039297314945614
5,154.36000061035156,161.22506713867188,1.0444743878023794,23.792553160474554
6,153.14999389648438,158.17335510253906,1.0328002703640329,25.38448062530641
7,148.25999450683594,159.5010528564453,1.075819902644682,18.157356379901003
8,145.14999389648438,156.52862548828125,1.078392229212987,17.377795551885455
9,143.89999389648438,155.914306640625,1.083490710588794,16.48408085459188
10,150.24000549316406,158.460693359375,1.0547170365125218,21.586454266372883
11,144.4199981689453,156.90512084960938,1.0864500958243934,16.12061375471815
12,136.14999389648438,152.3275909423828,1.118821871253247,10.720988574145267
13,136.22999572753906,154.9036865234375,1.1370747367066352,8.241409349000875
14,132.0,149.42446899414062,1.1320035529859138,8.617446516599145
15,132.0,148.2156982421875,1.1228461988044507,9.82621726855227
16,137.30999755859375,151.04940795898438,1.1000612529654126,13.398631105324156
17,137.47000122070312,158.08419799804688,1.1499541470451318,6.556873778082249
18,132.74000549316406,155.73594665527344,1.1732404716774978,3.198731341177151
19,136.8800048828125,165.4657440185547,1.2088379464934662,-1.5364596575748377
20,131.92999267578125,150.9602508544922,1.1442451241961176,6.997205941596334
21,128.27000427246094,141.75559997558594,1.1051344449516036,11.786348591435129
22,121.88999938964844,137.87159729003906,1.1311149231308297,7.9733421728021625
23,118.80999755859375,133.81918334960938,1.1263293165511052,8.309959249442002
24,116.52999877929688,138.01031494140625,1.1843329304653323,1.3681759443457084
25,111.12999725341797,131.76820373535156,1.1857122918384562,1.0955803953559526
26,110.70999908447266,134.3343963623047,1.2133899148513805,-1.9773092936667778
27,102.5999984741211,128.95428466796875,1.2568643916743822,-6.381319975309708
28,105.23999786376953,131.23316955566406,1.2469894737696785,-5.475238752415521
29,114.25,136.91049194335938,1.1983412861563183,-0.282652770906864
30,116.77999877929688,137.33656311035156,1.1760281259285217,2.3435344843903607
31,122.76000213623047,139.46681213378906,1.1360932690357772,7.427721989887502
32,120.08000183105469,135.255859375,1.1263812234554829,8.405450460131917
33,123.5999984741211,134.32449340820312,1.0867677594375333,13.583434839612679
34,123.66999816894531,134.87936401367188,1.0906393305627244,13.113013744488867
35,128.22999572753906,137.47528076171875,1.0720992384170698,16.01840042304086
36,132.85000610351562,142.87521362304688,1.0754626048847877,16.1921720617038
37,125.7699966430664,138.48590087890625,1.1011044332928417,12.039971393908914
38,113.18000030517578,131.27279663085938,1.159858599371785,4.064166195288365
39,114.2699966430664,130.64859008789062,1.1433324050580342,6.003373571386319
40,121.47000122070312,138.55526733398438,1.1406542022028832,6.782975066787216
41,117.69000244140625,139.66497802734375,1.1867191361209979,1.1129724061886608
42,112.37000274658203,135.2162322998047,1.2033125299885032,-0.8564722654064238
43,113.83000183105469,132.12489318847656,1.1607211724776652,3.9962489219063144
44,115.6500015258789,129.2959747314453,1.1179937140122982,9.02086385221223
45,109.76000213623047,126.91374969482422,1.1562841401670445,4.297235561374336
46,116.61000061035156,132.43258666992188,1.1356880711495831,7.042420571740379
47,121.05999755859375,134.715576171875,1.112800089944425,10.128026808086034
48,123.33999633789062,133.20681762695312,1.079996931911951,14.387437066307356
49,113.83000183105469,128.6508026123047,1.130201181962967,7.470339498078189
50,118.27999877929688,132.19436645507812,1.1176392274212363,9.29537139360356
51,111.9800033569336,129.6731719970703,1.1580029300744006,4.216082307648136
52,108.41000366210938,124.80943298339844,1.1512722882327588,4.772877885115591
53,102.94999694824219,118.33768463134766,1.14946758755944,4.6575276130360805
54,105.52999877929688,123.231201171875,1.1677362133737728,2.8765945183186545
55,111.05000305175781,127.6681137084961,1.1496452967137063,5.099163270607434
56,106.45999908447266,124.04513549804688,1.165180692887485,3.1846375177616864
57,104.29000091552734,122.7249755859375,1.1767664637891997,1.8868534048717012
58,102.25,119.24095153808594,1.1661706751891046,2.909765602848424
59,109.33000183105469,123.4892807006836,1.1295095457101423,7.202940647879998
60,115.37000274658203,129.51434326171875,1.1225998108555628,8.464697280559065
61,111.69000244140625,131.01318359375,1.173007258751569,2.526205824023336
62,113.45999908447266,134.13986206054688,1.1822656719808164,1.534898806980593
63,115.91999816894531,133.20681762695312,1.1491271543397843,5.435752152518816
64,114.77999877929688,134.4773406982422,1.1716095323961457,2.789903224580044
65,113.91999816894531,130.44740295410156,1.1450790471453995,5.782313153450687
66,120.52999877929688,137.5643310546875,1.1413285692185418,6.639867174903841
67,119.66999816894531,136.045654296875,1.136840113466127,7.121016117446359
68,120.23999786376953,136.64122009277344,1.1364040462441316,7.213113249872791
69,123.2300033569336,140.39324951171875,1.1392781440171846,7.068306697547953
70,119.22000122070312,134.79498291015625,1.130640677151314,7.828799109705713
71,109.33999633789062,130.8245849609375,1.1964934090234793,-0.12030597111485952
72,108.19000244140625,126.46707916259766,1.1689349876028512,2.849816329316198
73,110.52999877929688,128.4820556640625,1.162417959676375,3.6578742059303835
74,106.81999969482422,120.80926513671875,1.130961107300699,6.854822276379863
75,103.66999816894531,118.4468765258789,1.1425376542676553,5.41696451308492
76,103.72000122070312,121.49414825439453,1.1713666296230585,2.430017808089815
77,101.0,119.07221221923828,1.178932794249884,1.5704713767462695
78,97.37000274658203,115.3797378540039,1.1849618424505393,0.8836196409966848
79,95.0999984741211,113.71217346191406,1.1957116223598865,-0.18741003895385666
80,97.73999786376953,115.99514770507812,1.1867725623112118,0.7145818284715661
81,93.05999755859375,112.52105712890625,1.209123791971509,-1.4574055558208838
82,93.88999938964844,114.01988220214844,1.2143985828454416,-1.9548941461828802
83,96.93000030517578,116.19367218017578,1.1987379739435673,-0.46114543837553845
84,94.0199966430664,117.01753234863281,1.2446026007943107,-4.795712117542749
85,89.8499984741211,114.83381652832031,1.27806141879229,-7.642793994149301
