,vz,dis,Ratio,Spread
0,52.137001037597656,155.91000366210938,2.9903907121485123,-29.412648946468796
1,52.06999969482422,155.6999969482422,2.990205451522575,-29.368383133539528
2,51.904998779296875,155.55099487304688,2.9968403531702004,-29.627543033359576
3,52.05329895019531,155.77000427246094,2.9925097431673247,-29.479703009813978
4,52.09000015258789,155.9499969482422,2.9938567189751564,-29.568908096895388
5,52.07500076293945,155.65499877929688,2.989054181446558,-29.311013846333612
6,51.959999084472656,154.91000366210938,2.9813319166974646,-28.85049783075029
7,52.380001068115234,157.3300018310547,3.0036273123870676,-30.231539102965474
8,52.3650016784668,156.19000244140625,2.9827174149721016,-29.128643631700545
9,52.369998931884766,155.71499633789062,2.9733626028983107,-28.641275846322674
10,52.44969940185547,156.1199951171875,2.9765660603893673,-28.849119954514084
11,52.47740173339844,156.65989685058594,2.985283029950055,-29.32049456296311
12,52.5,157.09559631347656,2.992297072637649,-29.7002928019209
13,52.439998626708984,156.75169372558594,2.9891628114145,-29.504815323962692
14,52.80500030517578,158.16000366210938,2.995170963887051,-30.01022235542776
15,52.8849983215332,157.25,2.973433014858818,-28.902327983140214
16,53.233001708984375,157.69000244140625,2.962260202861944,-28.48147611061653
17,53.29499816894531,157.0050048828125,2.94596135241634,-27.64311820574385
18,53.54999923706055,156.3300018310547,2.9193278068781523,-26.337320232271242
19,53.595001220703125,156.5800018310547,2.9215411561660654,-26.47599904072236
20,53.470001220703125,155.72999572753906,2.912474138250847,-25.935204838933817
21,54.08980178833008,158.86500549316406,2.9370602265257206,-27.537016906899186
22,54.400001525878906,158.22999572753906,2.908639545759326,-26.134667535172486
23,54.625,158.14500427246094,2.8951030530427633,-25.49309843154497
24,54.380001068115234,158.02000427246094,2.9058477596300234,-25.9741511167385
25,54.27000045776367,157.07000732421875,2.8942326515449452,-25.296262151839887
26,54.33000183105469,155.77000427246094,2.8671083935694583,-23.847833990149656
27,54.0099983215332,155.2100067138672,2.873727301190947,-24.079427581463722
28,53.86000061035156,155.24000549316406,2.882287481135451,-24.480474980994064
29,53.94499969482422,156.22000122070312,2.8959125424870793,-25.250208880094323
30,54.029998779296875,156.66000366210938,2.8995004109113194,-25.47994949306177
31,54.1349983215332,156.8800048828125,2.897940514397514,-25.440213848681953
32,54.005699157714844,157.35000610351562,2.9135815026484626,-26.230061792073048
33,53.915000915527344,157.64999389648438,2.9240469483342193,-26.75440939264259
34,53.7599983215332,156.8699951171875,2.917968750277179,-26.35783978823817
35,54.08000183105469,158.27499389648438,2.926682480354451,-26.971247417627257
36,54.1349983215332,157.84210205078125,2.915712698710782,-26.402311016650703
37,54.09000015258789,158.68499755859375,2.933721521740495,-27.356518279613727
38,53.91999816894531,158.77999877929688,2.9447330150456987,-27.872052593592844
39,54.084999084472656,158.3813934326172,2.928379330935168,-27.065285271897796
40,54.209999084472656,158.33999633789062,2.9208632911274828,-26.714676275444152
41,54.25080108642578,157.85000610351562,2.909634566539362,-26.12375432412357
42,54.1150016784668,155.5399932861328,2.8742490707160893,-24.149667852248047
43,54.095001220703125,156.3800048828125,2.8908402135863724,-25.039154485571846
44,54.29999923706055,155.64999389648438,2.866482432475818,-23.802040887338467
45,54.154998779296875,155.7100067138672,2.875265630573593,-24.2207406430925
46,53.98500061035156,156.19000244140625,2.8932110896643577,-25.12126002750917
47,53.87009811401367,156.27000427246094,2.9008672666925985,-25.485495613810475
48,53.880001068115234,156.60000610351562,2.9064588529896556,-25.791000554701487
49,53.38999938964844,156.60000610351562,2.9331336934586694,-27.00311536148691
50,53.37910079956055,156.91000366210938,2.939540031805878,-27.340072710218426
51,53.33000183105469,157.3699951171875,2.9508717366206634,-27.921520048692816
52,53.364601135253906,157.83999633789062,2.957765878130359,-28.305933136196973
53,53.595001220703125,157.74899291992188,2.943352725570706,-27.644990129589548
54,53.67499923706055,157.99000549316406,2.943456129275135,-27.688111992653564
55,53.59000015258789,157.88999938964844,2.946258610563259,-27.798367717576742
56,53.38999938964844,157.52000427246094,2.9503653506877887,-27.92311353043222
57,53.525001525878906,157.5800018310547,2.944044789141501,-27.649156950777655
58,53.60499954223633,157.9199981689453,2.9459938348570893,-27.79126257849008
59,53.58300018310547,157.60000610351562,2.9412314645495785,-27.52569022244946
60,53.459999084472656,158.0800018310547,2.9569772640899408,-28.309953178970677
61,53.45000076293945,158.0614013671875,2.957182396838847,-28.316085515226366
62,53.459999084472656,157.82000732421875,2.9521139174515483,-28.04995867213474
63,53.56999969482422,157.63279724121094,2.9425573667950005,-27.590640605783353
64,53.79499816894531,157.97000122070312,2.936518386423067,-27.371266936726176
65,53.7400016784668,156.74710083007812,2.9167676950945367,-26.284411101374577
66,53.82500076293945,156.67999267578125,2.910914824987078,-26.0070411186389
67,53.59560012817383,156.1501007080078,2.9134873074389502,-26.044616403131688
68,53.59000015258789,156.0706024169922,2.9123083032769026,-25.978970744920492
69,53.529998779296875,155.44000244140625,2.9037923778455945,-25.496795879266944
70,53.34000015258789,149.94000244140625,2.8110236597764917,-20.46679457278869
71,53.44499969482422,149.10000610351562,2.7897840201120805,-19.367061369815122
72,53.51499938964844,150.13999938964844,2.805568552780185,-20.23389674589264
73,53.34989929199219,149.69769287109375,2.8059601772024965,-20.199997548710872
74,53.255001068115234,150.10000610351562,2.8185147515353877,-20.837060063336867
75,53.24470138549805,151.36000061035156,2.842724189858573,-22.122532845766774
76,53.279998779296875,151.94000244140625,2.8517268378850997,-22.615219682721108
77,52.70000076293945,152.1699981689453,2.8874762042879656,-24.27995372734664
78,53.189998626708984,152.35000610351562,2.8642603879860626,-23.247856291529917
79,53.07080078125,152.8699951171875,2.8804915860850686,-24.06270444501094
80,53.20000076293945,152.5399932861328,2.86729306576244,-23.413101237625842
81,53.44499969482422,152.53329467773438,2.8540236794595057,-22.800349944033872
82,53.42499923706055,152.19000244140625,2.848666441081259,-22.506532744349887
83,53.43000030517578,152.25999450683594,2.8497097817176402,-22.564153691518943
84,52.9900016784668,150.57000732421875,2.841479572653135,-21.962589005877664
85,53.529998779296875,151.28500366210938,2.8261723727260755,-21.34179709997007
86,53.5,152.1699981689453,2.8442990311952396,-22.300999443573023
87,53.49700164794922,152.1999969482422,2.8450192021944223,-22.338415231987273
