,fcx,lin,Ratio,Spread
0,41.540000915527344,344.95001220703125,8.304044405499555,-1.5557706321046432
1,41.779998779296875,345.1300048828125,8.260651387424975,0.2971395669923389
2,41.63169860839844,345.739990234375,8.304729371878866,-1.5690229814383407
3,41.790000915527344,346.56500244140625,8.293012559199006,-1.0531348562431369
4,41.79499816894531,346.20001220703125,8.283288129541448,-0.6458153665975921
5,41.935001373291016,346.7900085449219,8.269703044907905,-0.04991399633255256
6,41.72999954223633,346.4700012207031,8.302660077195286,-1.4663755104638518
7,41.95500183105469,343.8999938964844,8.196877103743395,3.009514610412875
8,41.599998474121094,340.7699890136719,8.191586574832717,3.132462123770008
9,41.505001068115234,339.489990234375,8.179496000427195,3.60778499161486
10,41.41999816894531,338.79559326171875,8.179517340387791,3.582164563360177
11,41.525001525878906,339.1650085449219,8.16773018860818,4.102180639375913
12,41.599998474121094,339.010009765625,8.149279379818234,4.892441371816883
13,41.47999954223633,338.7200012207031,8.165863186083381,4.165998479299642
14,42.310001373291016,342.8999938964844,8.104466621760652,7.0165396674596785
15,41.56999969482422,341.42999267578125,8.213374914176192,2.218353680402995
16,42.02009963989258,342.55999755859375,8.152289035349595,4.9009222011215705
17,42.064998626708984,342.67999267578125,8.146440125120986,5.161244133196842
18,41.974998474121094,343.260009765625,8.177725366142791,3.818880387171614
19,42.23500061035156,344.5199890136719,8.157215201489354,4.761250284719463
20,42.13999938964844,344.79998779296875,8.182249472876542,3.676543281562001
21,43.46500015258789,349.3900146484375,8.038422027421412,10.309940742828328
22,42.970001220703125,350.07000732421875,8.14684657620055,5.437057614253231
23,43.30500030517578,351.5400085449219,8.11776945081573,6.804667492288981
24,42.90449905395508,351.0199890136719,8.181426115061788,3.9322395566701083
25,42.25,349.1499938964844,8.26390518098188,0.25829779253578167
26,41.75,347.9700012207031,8.334610807681512,-2.796961552155924
27,41.70000076293945,346.55999755859375,8.310791156306074,-1.8104766296121149
28,40.654998779296875,342.6700134277344,8.428730136925633,-6.772186023993729
29,40.599998474121094,341.6000061035156,8.413793569998663,-6.1680590070197105
30,40.900001525878906,341.7200012207031,8.35501194307987,-3.7468770619965177
31,40.665000915527344,340.57000732421875,8.375015361039301,-4.58745678511983
32,40.86000061035156,339.9599914550781,8.320117140892844,-2.32569521298743
33,40.79999923706055,338.7550048828125,8.30281890238629,-1.628950515645645
34,40.529998779296875,338.0199890136719,8.339995045505303,-3.180974615049454
35,40.83000183105469,334.2799987792969,8.187116918644087,3.100192681536182
36,40.9900016784668,335.3399963378906,8.181019336577734,3.3954744769974603
37,41.400001525878906,335.4800109863281,8.10338160921616,6.728365192851438
38,41.98500061035156,335.3999938964844,7.988567083974038,11.763619391670513
39,41.85900115966797,336.2799072265625,8.033634293944292,9.816427205420009
40,41.8650016784668,336.7699890136719,8.044189072298282,9.377172837043897
41,41.88999938964844,336.3800048828125,8.030079011314962,9.978900181481745
42,41.15999984741211,331.75,8.06000974805296,8.425440991892767
43,41.310001373291016,333.3999938964844,8.070684648101807,8.04603562651371
44,40.880001068115234,332.2200012207031,8.126712146292517,5.583708979695498
45,41.01499938964844,332.94500732421875,8.117640187220118,6.002206704247808
46,41.3650016784668,334.2799987792969,8.08122773395925,7.631911050945941
47,41.33000183105469,333.0899963378906,8.059278528451753,8.525447143415388
48,41.630001068115234,335.4200134277344,8.057170425696562,8.73657480337371
49,41.8849983215332,333.2850036621094,7.957144968793434,13.031539834505761
50,42.0099983215332,334.0899963378906,7.9526305566797655,13.285360163842736
51,42.4099006652832,333.9100036621094,7.873397447861709,16.852727258342124
52,42.54499816894531,334.6000061035156,7.86461442012116,17.307068767627495
53,42.72999954223633,334.4800109863281,7.827756016138321,18.99411876485706
54,42.8650016784668,335.3099060058594,7.822463382155939,19.307759885802366
55,42.97999954223633,336.45001220703125,7.828059929977495,19.14174355439044
56,44.25,338.1099853515625,7.640903623764125,28.239314419349537
57,44.57500076293945,338.3999938964844,7.591699116196918,30.702226150216827
58,44.459999084472656,339.5799865722656,7.637876598401945,28.548111292267006
59,44.88999938964844,340.010009765625,7.574293036057175,31.760407421507093
60,45.0900993347168,341.3699951171875,7.570841496336029,32.095369463239166
61,44.834999084472656,340.56500244140625,7.59596318491621,30.739534438481112
62,45.16999816894531,341.3399963378906,7.556785702341787,32.80215164073556
63,45.19499969482422,337.3800048828125,7.464985223165067,36.97391862180078
64,45.45000076293945,337.04998779296875,7.41584119109199,39.46392328956014
65,44.939998626708984,336.29998779296875,7.483311038489822,35.89394813372891
66,45.185001373291016,336.010009765625,7.436317352072528,38.259222916038624
67,45.06999969482422,335.2349853515625,7.43809602000198,38.06012514793255
68,44.584999084472656,334.239990234375,7.496691647365733,34.946920635275916
69,44.34000015258789,333.5299987792969,7.522101886141525,33.58164764779664
70,44.0099983215332,328.44000244140625,7.462849692514239,35.876362142218994
71,43.41999816894531,325.45001220703125,7.495394424954131,33.86875369993956
72,43.55500030517578,327.3999938964844,7.516932421134167,33.062308150962934
73,43.525001525878906,327.0,7.512923343737823,33.20819726618967
74,43.814998626708984,327.42999267578125,7.473011592797008,35.23462620485222
75,43.97999954223633,328.3699951171875,7.466348306844259,35.692264685180106
76,44.08000183105469,328.6400146484375,7.455535412816344,36.26931494546986
77,45.626800537109375,321.20001220703125,7.039722453161964,56.811482077042314
78,44.9900016784668,320.17999267578125,7.116692170052228,52.4374943028906
79,44.630001068115234,319.55999755859375,7.16020591330201,50.00810279535219
80,44.150001525878906,318.8399963378906,7.221743721820707,46.662265953890284
