,qcom,asml,Ratio,Spread
0,158.3699951171875,701.5349731445312,4.429721505171629,-15.636326191046464
1,158.24000549316406,701.1400146484375,4.43086444836307,-15.804351277604837
2,158.0050048828125,700.72998046875,4.434859395678385,-16.412102067564547
3,158.0749969482422,702.8400268554688,4.44624412730874,-18.2190136152617
4,159.3300018310547,704.27001953125,4.420197147038394,-14.21359442275218
5,161.2100067138672,712.2899780273438,4.418398042074351,-14.091273161668028
6,161.19000244140625,709.1699829101562,4.399590372659401,-11.05791632090461
7,158.77999877929688,701.75,4.4196372678867935,-14.07563185085121
8,155.6199951171875,692.4500122070312,4.4496210894081525,-18.46158396464989
9,155.36000061035156,692.8800048828125,4.459835235329204,-20.017609891377106
10,155.5749969482422,692.0900268554688,4.448594185643586,-18.29648517081023
11,153.3699951171875,688.0750122070312,4.486373046313814,-23.83130836464352
12,152.07510375976562,682.0999755859375,4.485283644214748,-23.464431479554264
13,152.8000030517578,684.5599975585938,4.4801046065863845,-22.78492286633741
14,154.11000061035156,681.640380859375,4.423076881187094,-14.19172164571387
15,153.82000732421875,679.4400024414062,4.417110714403336,-13.247300850506349
16,153.94000244140625,675.3009033203125,4.386779866249193,-8.588504242151657
17,153.67999267578125,675.1400146484375,4.3931549116662225,-9.553714906864457
18,153.74000549316406,674.5499877929688,4.387602209517041,-8.70377322212346
19,154.125,671.3699951171875,4.3560097006792375,-3.856373717618794
20,152.80999755859375,667.5800170898438,4.368693329988869,-5.761656302196229
21,146.89999389648438,671.4000244140625,4.570456448671987,-35.177822244285835
22,145.3699951171875,670.1799926757812,4.610167264128524,-40.58419781114901
23,144.69500732421875,665.9849853515625,4.602681168254043,-39.312554938414905
24,143.0500030517578,665.5349731445312,4.652463886377758,-45.987037518914235
25,145.1199951171875,666.3599853515625,4.5917861616069,-37.846937642485045
26,145.43870544433594,662.3300170898438,4.554014800024047,-32.43663858010257
27,147.00999450683594,668.22998046875,4.545473134057409,-31.531366907103575
28,151.47000122070312,676.5,4.466230900825629,-20.485148105572534
29,152.14999389648438,679.2899780273438,4.4646073301159666,-20.330085590915132
30,152.6804962158203,679.9450073242188,4.453384840740155,-18.687515378685134
31,152.9600067138672,677.9500122070312,4.432204383170761,-15.481963474665804
32,152.85499572753906,675.3900146484375,4.4185014132760605,-13.37676730306714
33,153.44000244140625,678.4349975585938,4.421500174425936,-13.88809279154259
34,153.80999755859375,680.760009765625,4.425980239069246,-14.610660355758114
35,148.1999969482422,655.6599731445312,4.424156455101115,-13.807472548740975
36,146.08560180664062,651.3099975585938,4.45841335151338,-18.614918263955815
37,145.83839416503906,647.0499877929688,4.436760233801875,-15.425561981432907
38,146.08999633789062,649.7550048828125,4.447635164422882,-17.04089292333083
39,146.36000061035156,649.3599853515625,4.436731228775599,-15.476487960101963
40,145.88999938964844,647.5900268554688,4.438892518779586,-15.742099403302632
41,145.47000122070312,646.4600219726562,4.443940445094688,-16.431101811545318
42,139.24000549316406,623.0999755859375,4.475006829962588,-20.053096037273804
43,139.3699951171875,624.8699951171875,4.483533163589289,-21.260131985871794
44,138.3300018310547,625.510009765625,4.521868007560452,-26.404345723735105
45,138.60000610351562,629.5,4.541846841838145,-29.224950526131124
46,138.1999969482422,627.6099853515625,4.541316926270347,-29.067370977966448
47,139.5,630.75,4.521505376344086,-26.577087200390338
48,139.25,628.2000122070312,4.511310680122307,-25.109846562976486
49,139.61000061035156,626.9967041015625,4.491058673164084,-22.347379910083077
50,137.73190307617188,617.94873046875,4.486605620536564,-21.43342532922111
51,137.75999450683594,616.4600219726562,4.474884193916444,-19.823053166539466
52,139.1699981689453,623.1452026367188,4.477582890245152,-20.401524012718482
53,139.50999450683594,623.4600219726562,4.468927292102409,-19.243823077655406
54,140.50010681152344,626.989990234375,4.462558815527896,-18.485626213053138
55,139.17999267578125,624.6099853515625,4.487785732296931,-21.823020632171165
56,137.97000122070312,617.8599853515625,4.478219757084769,-20.313479857097263
57,138.10000610351562,617.0800170898438,4.4683561898418676,-18.970461927084557
58,139.17660522460938,621.5900268554688,4.466196210579495,-18.817733148561047
59,137.57000732421875,616.4099731445312,4.480700300406354,-20.595836664697003
60,137.22999572753906,612.77001953125,4.465277553078582,-18.428469408058163
61,137.10499572753906,613.4849853515625,4.474563323503588,-19.684808806148112
62,136.67999267578125,610.9299926757812,4.469783621696329,-18.970499511938442
63,136.5399932861328,600.8900146484375,4.400835243848403,-9.536857248279716
64,136.80999755859375,599.7473754882812,4.383797867048554,-7.2248326561444856
65,136.36000061035156,600.39501953125,4.403014203900436,-9.821408361983686
66,136.88999938964844,602.6500244140625,4.402440113237627,-9.780994561871239
67,136.07000732421875,603.9896850585938,4.438815701828005,-14.672031512088665
68,136.125,602.1901245117188,4.423802567579201,-12.634298312099645
69,135.30999755859375,597.739990234375,4.41755968531101,-11.713930335567397
70,138.61000061035156,612.77001953125,4.420821130026657,-12.451683961989943
71,138.0399932861328,610.6900024414062,4.424007766905294,-12.840362107919304
72,137.5800018310547,605.0999755859375,4.398168102432412,-9.242553010712072
73,137.94000244140625,606.1300048828125,4.394156837428524,-8.713423760162414
74,136.33999633789062,594.8800048828125,4.363209776011177,-4.393031989970268
75,135.72500610351562,592.4199829101562,4.364855083950599,-4.596525725168249
76,136.05999755859375,594.2100219726562,4.367264682014725,-4.9357206071840665
77,141.65499877929688,609.4284057617188,4.302201906134129,4.07778223192247
78,141.9499969482422,615.4000244140625,4.335329606512423,-0.6162027071436569
79,140.7794952392578,615.4949951171875,4.372050021000149,-5.780602994168362
80,140.72000122070312,612.6749877929688,4.353858602033825,-3.218263587400088
81,140.31500244140625,611.3400268554688,4.356911351020761,-3.6373477550475855
82,140.78500366210938,615.1500244140625,4.369428621037305,-5.411775374346803
83,140.49000549316406,612.6400146484375,4.360737352795159,-4.17939932199954
84,138.83990478515625,603.1500244140625,4.344212316677899,-1.8359764795226283
85,139.49000549316406,605.7899780273438,4.342891635035683,-1.6603513231252691
86,138.61000061035156,599.219970703125,4.323064483547622,1.0983648661350571
87,138.14999389648438,600.5399780273438,4.347014148095639,-2.213926301987044
88,138.36000061035156,603.9000244140625,4.364700937771469,-4.664436000357341
89,137.58999633789062,600.030029296875,4.3610004016813395,-4.1293206262585045
90,136.8800048828125,597.5700073242188,4.3656486412008695,-4.744263567418557
91,139.52000427246094,612.6400146484375,4.391055016397838,-8.380463572403755
