,intc,avgo,Ratio,Spread
0,51.66999816894531,632.8099975585938,12.247145732219613,234.8018930118352
1,51.7400016784668,632.8699951171875,12.231735109907735,235.91735276686302
2,51.692100524902344,632.3599853515625,12.233203505570973,235.62303483987478
3,51.42499923706055,632.1199951171875,12.29207592601453,231.378019045016
4,51.775001525878906,635.9453125,12.28286419619192,233.42973201379698
5,52.19499969482422,640.47998046875,12.270906872565066,235.94742360200496
6,52.2599983215332,641.9600219726562,12.28396560640805,235.55880039501972
7,52.220001220703125,638.8099975585938,12.233052137603769,238.03721727089237
8,52.08000183105469,636.1500244140625,12.214861790475856,238.34640389643766
9,52.02830123901367,636.5999755859375,12.235647915188512,237.02832711988094
10,51.89500045776367,636.6599731445312,12.26823330819115,234.73002209209255
11,51.63930130004883,636.5700073242188,12.327238969122474,230.52643967350502
12,51.29999923706055,628.8200073242188,12.257700130138437,232.579081152586
13,51.439998626708984,631.4299926757812,12.275077945821064,232.31988232000947
14,50.55500030517578,636.3300170898438,12.586885832234815,212.55949223714072
15,50.52000045776367,637.5650024414062,12.620051398741195,210.73681025583176
16,50.22999954223633,636.2000122070312,12.665737965457813,207.2322775270908
17,50.0,635.7750244140625,12.71550048828125,203.79524974542142
18,49.90520095825195,634.0499877929688,12.705088359896223,203.92847721710586
19,50.005001068115234,635.1599731445312,12.701928998648283,204.49427597752458
20,49.5099983215332,629.530029296875,12.715210071479154,201.81242799202937
21,48.244998931884766,628.969970703125,13.036998334089368,181.13136889820498
22,48.062801361083984,624.2899780273438,12.989046837640757,182.75200828461823
23,47.51499938964844,622.5,13.10112612851295,175.34362128509702
24,47.42499923706055,618.9400024414062,13.050922770658305,177.39238978803849
25,47.90340042114258,624.2000122070312,13.030390467469513,180.16540828797292
26,47.790000915527344,622.1900024414062,13.019250690979833,180.2712809732193
27,48.119998931884766,627.0999755859375,13.032003106933054,180.90243832999374
28,48.845001220703125,631.030029296875,12.919029860304532,189.14619202684594
29,48.92499923706055,631.9299926757812,12.916300511602177,189.58950777844802
30,48.92499923706055,631.7750244140625,12.913133045804827,189.74447604016677
31,48.96500015258789,630.72998046875,12.88124126423422,191.46119157779776
32,49.020999908447266,630.760009765625,12.867138796508574,192.37147688851712
33,49.1349983215332,634.1799926757812,12.906889474703707,190.865687556927
34,49.21500015258789,634.6400146484375,12.895255769191865,191.74900876890763
35,48.54999923706055,619.2999877929688,12.755921679195977,195.92273560506442
36,48.380001068115234,614.4400024414062,12.700289145846092,197.92821277046642
37,48.45500183105469,614.3699951171875,12.679186294518708,199.25758831675
38,48.63999938964844,618.52001953125,12.71628345585225,198.21393292243533
39,48.48500061035156,618.2999877929688,12.752397236455051,195.8313173081433
40,48.18000030517578,615.0800170898438,12.766293341508515,193.92990421456523
41,48.14500045776367,614.2999877929688,12.759372353353237,194.12223688169377
42,47.3650016784668,601.1649780273438,12.692176854722819,194.1599708677519
43,47.51499938964844,602.8200073242188,12.686941283125606,195.02361396087827
44,47.375,602.0599975585938,12.70839044978562,193.4328372075172
45,47.5,603.0900268554688,12.696632144325658,194.50173359604094
46,47.48500061035156,602.0499877929688,12.678740234905336,195.28991182495372
47,47.66999816894531,603.5499877929688,12.661002957330766,196.89628084470144
48,47.529998779296875,601.5800170898438,12.656848990955162,196.51546502884048
49,47.380001068115234,601.0399780273438,12.685520567280413,194.53683170133922
50,46.99420166015625,596.75,12.698375095622719,192.34869543446916
51,46.869998931884766,595.6790161132812,12.709174945341255,191.33414094866293
52,47.154998779296875,598.3400268554688,12.68879317876616,193.45867820701937
53,47.365299224853516,600.3200073242188,12.67425767700458,195.00993779290638
54,47.76499938964844,605.3900146484375,12.67434360691391,196.65145800745688
55,47.54999923706055,602.75,12.67613059245258,195.68131791484348
56,47.19499969482422,590.744384765625,12.517096908264431,201.7259918891815
57,47.38999938964844,591.3400268554688,12.478160676757408,204.40466874422953
58,47.525001525878906,592.5399780273438,12.467963366706817,205.4715931828971
59,47.2599983215332,590.4600219726562,12.493864641201718,203.10177297907137
60,47.08000183105469,588.0050048828125,12.489485599275305,202.5343960117392
61,47.15999984741211,588.5900268554688,12.480704596265333,203.2926531695913
62,47.029998779296875,586.9000244140625,12.479269395014791,202.79975496302688
63,47.11000061035156,584.0399780273438,12.397367235419047,207.0031445343825
64,46.86640167236328,583.0900268554688,12.441536069523169,203.86272716322196
65,46.89500045776367,585.4400024414062,12.484060064541147,201.9929653792691
66,47.03990173339844,585.7100219726562,12.451344505186345,204.15604192223395
67,46.83000183105469,583.010009765625,12.449497906681902,203.33153975812934
68,46.751800537109375,583.8699951171875,12.488716764047174,201.15844477062103
