,abt,lly,Ratio,Spread
0,134.8472137451172,263.8143310546875,1.9563943794444192,102.51142745455607
1,132.7523651123047,259.927490234375,1.9579876412332375,100.66488770679464
2,133.03758239746094,261.30859375,1.9641712442527606,100.06439392820741
3,136.69619750976562,262.90673828125,1.923292257361203,108.4794944889367
4,136.8634033203125,269.4177551269531,1.9685156776089583,102.42610237565705
5,139.12542724609375,274.65618896484375,1.9741624115842944,103.37859031485945
6,138.15176391601562,272.7028503417969,1.9739367968372574,102.66711472217881
7,138.85987854003906,274.66607666015625,1.9780089075978748,102.64192371661161
8,138.6730194091797,273.51177978515625,1.9723503602248,103.28480678678793
9,138.41729736328125,272.4956970214844,1.9686535007710018,103.60100518372454
10,136.745361328125,268.0662536621094,1.9603316050982933,103.4545353124822
11,133.52932739257812,263.2125549316406,1.9711965908267624,99.50628712253061
12,132.9293975830078,257.1356201171875,1.9343773822236654,103.94127709260576
13,132.9097137451172,255.83340454101562,1.9248661164949232,105.18962007297304
14,133.3227996826172,256.0010986328125,1.920159936951806,106.15249878243267
15,133.02774047851562,256.6029052734375,1.928942823131538,104.74314610686761
16,133.46046447753906,258.7831115722656,1.9390245087586813,103.74725991999398
17,131.51316833496094,252.46939086914062,1.9197270818242858,104.73143571506833
18,127.96007537841797,246.3036651611328,1.9248477654669696,101.17271938248169
19,126.48951721191406,240.8284912109375,1.9039403147334792,102.62313016650197
20,124.92022705078125,243.73873901367188,1.9511551072877076,95.41790010367518
21,124.40701293945312,241.74595642089844,1.9431859242416847,96.00606960552594
22,123.08448028564453,239.8518524169922,1.9486766476192885,94.2805407160478
23,124.18988800048828,239.78277587890625,1.9307753613399143,97.37500200643214
24,122.20608520507812,237.1783905029297,1.9408067127337618,94.5499276019066
25,121.66324615478516,236.2313232421875,1.9416819023688054,94.0113014269551
26,118.50495910644531,234.6529083251953,1.9801104535585032,86.94581658540474
27,118.8701400756836,233.52828979492188,1.9645664558503626,89.06989705295913
28,123.71613311767578,241.7952880859375,1.9544361918905733,94.06587247030032
29,125.79862976074219,242.08135986328125,1.9243560945274085,99.47937516312058
30,125.5420150756836,244.93240356445312,1.9509994595577782,95.92600403563628
31,128.34500122070312,247.44801330566406,1.927991047194354,101.08187281784464
32,128.41409301757812,241.5092010498047,1.8807063568696107,107.20978206114822
33,128.01931762695312,239.00343322753906,1.8669325665677459,108.63509112476626
34,126.38094329833984,240.2661895751953,1.9011267308554065,102.88827641042454
35,126.97311401367188,236.6752471923828,1.863979229231936,108.09992781205946
36,128.78915405273438,239.98997497558594,1.8634331185785953,109.75551077480563
37,126.0947265625,236.4088897705078,1.874851520085811,105.96223108658191
38,123.85430908203125,232.5614776611328,1.8777019498538607,103.67785598914233
39,121.17963409423828,232.4921417236328,1.9185743830752093,96.42688755680476
40,122.36399841308594,241.5564422607422,1.9740809829152288,90.60406769989359
41,122.06790161132812,243.2801513671875,1.9929903615596407,88.06997276276039
42,119.00831604003906,238.7133331298828,2.0058542215618806,84.26302681203552
43,115.26770782470703,238.0594940185547,2.0652748155674514,74.679214324752
44,115.97833251953125,236.89056396484375,2.042541557708207,77.79304949126268
45,115.72171020507812,236.0782470703125,2.04005148776269,77.90301807863042
46,117.17255401611328,240.80357360839844,2.0551192694432836,77.1484985875106
47,120.81446075439453,248.5008087158203,2.0568796745366535,79.41877950818738
48,119.04779815673828,247.60923767089844,2.079914467169701,75.47518067539531
49,116.62972259521484,247.1634521484375,2.1192149535180174,69.30294749262893
50,118.79118347167969,251.7897186279297,2.1195993782481124,70.59237229205158
51,119.39322662353516,256.2178649902344,2.1460000054955204,67.811954769876
52,119.8274917602539,260.4082336425781,2.17319272745517,64.81012416140632
53,117.31072998046875,259.18975830078125,2.209429251219681,59.14048698916511
54,114.5965805053711,257.4957580566406,2.2469759300066716,53.40614533994383
55,116.84685516357422,260.3290100097656,2.2279505053459108,56.73165865323787
56,115.4749755859375,263.5287170410156,2.2821283633430625,49.777261383772526
57,112.5338134765625,263.80609130859375,2.3442384396183007,41.45023549873778
58,114.0142593383789,266.4808044433594,2.337258567390947,42.82734711315604
59,115.94872283935547,272.8803405761719,2.3534570618275965,41.722234296865764
60,117.92264556884766,273.8511657714844,2.322294962519305,46.15382817989766
61,119.62023162841797,282.8362121582031,2.36445129981683,41.81489644515088
62,120.85392761230469,284.9462890625,2.3577743371038635,43.081315804180946
63,120.17292785644531,286.92755126953125,2.3876222073268085,39.236228829120904
64,120.30123138427734,282.3507995605469,2.34703166635623,44.16413381083598
65,115.39601135253906,281.528564453125,2.4396732707948185,31.56129716291233
66,116.28428649902344,284.99578857421875,2.45085382689786,30.525188772179977
67,117.3995590209961,286.3133544921875,2.438794122224789,32.26000654696523
68,118.4260025024414,288.92864990234375,2.4397399540391254,32.45397908035656
