,intc,amd,Ratio,Spread
0,55.060001373291016,134.531005859375,2.44335275161534,-6.96731848885036
1,55.30849838256836,135.3000030517578,2.4462787276539126,-7.149945093021778
2,55.41999816894531,135.63999938964844,2.447491950038615,-7.22683888688811
3,55.27000045776367,134.0850067138672,2.425999739521126,-6.02579109918306
4,55.380001068115234,134.589599609375,2.43029247045039,-6.270819009248861
5,55.474998474121094,135.8800048828125,2.449391773236372,-7.337061887331167
6,55.70000076293945,136.8800048828125,2.4574506823685174,-7.8061310530848615
7,55.22999954223633,135.9582061767578,2.461673136042411,-7.99337946612922
8,55.185001373291016,133.42999267578125,2.4178669811605733,-5.571346731149099
9,54.939998626708984,134.23980712890625,2.4433893426354367,-6.959286470548157
10,54.87009811401367,133.08900451660156,2.4255288233685697,-5.973425902675437
11,55.06999969482422,132.5399932861328,2.40675493046334,-4.952713190304955
12,54.93000030517578,132.6898956298828,2.415617966369829,-5.432967696827937
13,54.790000915527344,131.92999267578125,2.407920979581379,-5.003416905499385
14,54.310001373291016,132.04820251464844,2.431379104688959,-6.254266588768807
15,53.91999816894531,128.85000610351562,2.389651529656867,-3.976348490045332
16,54.40999984741211,130.8699951171875,2.4052563036978585,-4.8400959325904225
17,54.3650016784668,130.6300048828125,2.4028327204954945,-4.706286464211864
18,53.959999084472656,129.63999938964844,2.4025204149225643,-4.671952872122624
19,53.935001373291016,129.27999877929688,2.3969592192004137,-4.370938575739764
20,53.59000015258789,128.27000427246094,2.3935436444716394,-4.175032613895361
21,53.67499923706055,126.65080261230469,2.359586481835609,-2.3552612836871205
22,53.81999969482422,127.0,2.3597175904891983,-2.362305645247183
23,53.83000183105469,127.9906005859375,2.377681520198265,-3.329304504460133
24,53.54999923706055,127.29000091552734,2.3770308632877306,-3.289418161017288
25,53.125,126.75,2.3858823529411763,-3.752274597171187
26,52.68000030517578,123.55999755859375,2.3454820964846133,-1.6123239594739474
27,52.040000915527344,121.88999938964844,2.3422366880335646,-1.4525122497316332
28,52.5,120.0801010131836,2.287240019298735,1.4428315191077061
29,53.02000045776367,124.26000213623047,2.343643928015757,-1.5100408554813995
30,52.560298919677734,121.7699966430664,2.316767582108968,-0.10477864382817614
31,52.51499938964844,121.37999725341797,2.3113395918146757,0.17832886753881638
32,52.439998626708984,120.66000366210938,2.300915461898091,0.7213455140986369
33,52.15999984741211,119.91999816894531,2.299079726222336,0.8006466817167208
34,52.02000045776367,118.72000122070312,2.2821991575546954,1.670291467185912
35,51.29169845581055,111.62000274658203,2.176180670693646,7.051738581181148
36,51.10499954223633,111.93499755859375,2.1902944635795123,6.296196206487245
37,50.16999816894531,108.83499908447266,2.1693243583142157,7.189901305772544
38,50.36000061035156,110.65499877929688,2.1972795361037307,5.818244404501378
39,50.560001373291016,111.95999908447266,2.214398655922842,4.985179618181867
40,51.26580047607422,114.37999725341797,2.23111696669594,4.230633424942873
41,51.91999816894531,116.58000183105469,2.2453776183063154,3.574318596695555
42,51.0,113.19999694824219,2.2196077832988665,4.783432694759064
43,51.040000915527344,111.33999633789062,2.18142622140939,6.737822209166147
44,50.95000076293945,110.76000213623047,2.173895985822953,7.105445877412059
