,abbv,lly,Ratio,Spread
0,162.30499267578125,289.19500732421875,1.781799823631499,63.195176103185815
1,161.72000122070312,288.7950134277344,1.7857717737313703,62.325059679834
2,161.46499633789062,288.2200012207031,1.7850308596765947,62.34641536683023
3,161.52000427246094,288.04998779296875,1.7833703576869029,62.63585984738455
4,161.8699951171875,288.0899963378906,1.7797615680986758,63.35573758776917
5,162.1300048828125,288.9519958496094,1.782224061847551,63.05826099978168
6,162.1999969482422,288.57000732421875,1.7790999553242968,63.5922135305218
7,162.89999389648438,288.6099853515625,1.7717004061704336,65.07204120307068
8,163.88999938964844,290.20001220703125,1.7706999407394028,65.63147513484415
9,163.5500030517578,290.6300048828125,1.7770100853549868,64.46329585186925
10,163.09500122070312,288.8299865722656,1.7709309568686022,65.27543217516603
11,163.3300018310547,289.2650146484375,1.7710464177160024,65.35062813352374
12,163.25999450683594,288.44500732421875,1.7667831497577389,66.01863832311346
13,163.75,290.0299987792969,1.7711755650644083,65.4975274226
14,164.00999450683594,290.1700134277344,1.7692215300674259,65.92200256861418
15,164.19000244140625,288.2699890136719,1.7557097553277976,68.21285309366596
16,164.44500732421875,289.75,1.7619872121062983,67.28649862737285
17,164.11000061035156,290.1000061035156,1.7677168059508068,66.20913919108023
18,164.0500030517578,290.19000244140625,1.7689118990741575,65.98887852595306
19,163.15499877929688,289.05999755859375,1.7716894960087073,65.17568551607445
20,162.11000061035156,286.4700012207031,1.7671334287960674,65.49682314318255
21,161.4499969482422,289.9700012207031,1.7960359659446883,60.56384928502109
22,161.80999755859375,290.2550048828125,1.793801429220756,61.06046471561075
23,161.47999572753906,290.44500732421875,1.7986438878427948,60.15397534512374
24,161.58999633789062,291.04998779296875,1.8011634036080584,59.78782385273399
25,162.0,292.30999755859375,1.8043827009789737,59.417997828931675
26,162.17999267578125,291.635009765625,1.7982181707742524,60.483778603610176
27,162.7100067138672,292.6700134277344,1.7987216603242335,60.59952046707622
28,163.5,293.375,1.79434250764526,61.6097360855581
29,163.7899932861328,292.6400146484375,1.7866782260452885,62.974343395190544
30,163.02999877929688,292.8450012207031,1.796264512135244,61.11928679579569
31,162.66000366210938,292.3349914550781,1.7972149568024123,60.82597779060876
32,162.27499389648438,292.6600036621094,1.8034818343533443,59.66504760167692
33,161.55999755859375,291.7250061035156,1.8056759749437004,59.047673378568845
34,161.88999938964844,291.3699951171875,1.7998023115430208,60.11917129397767
35,165.2100067138672,293.2799987792969,1.77519512657147,65.41743627890145
36,165.22999572753906,294.7699890136719,1.7839980429445852,63.97084540075224
37,164.7899932861328,293.42999267578125,1.7806299206911467,64.35552583320191
38,164.64500427246094,293.55999755859375,1.7829875789780982,63.91072653599417
39,164.39999389648438,292.8039855957031,1.7810462072162194,64.13478165696273
40,163.67999267578125,292.8500061035156,1.7891618964304052,62.52552296375217
41,163.44000244140625,292.54998779296875,1.7899533983294502,62.304483965352745
42,166.7906036376953,297.2799987792969,1.782354594897038,64.84916583157894
43,166.85000610351562,299.3999938964844,1.794426029033126,62.85814299972509
44,167.72000122070312,300.0050048828125,1.7887252724738252,64.14203101688645
45,167.72000122070312,301.67498779296875,1.7986822418155957,62.4720481067302
46,167.77999877929688,301.5299987792969,1.7971748776559415,62.74730144763868
47,168.11000061035156,303.3500061035156,1.804473291310169,61.64378105250063
48,168.91000366210938,306.1600036621094,1.8125628857042557,60.570718492046865
49,171.02000427246094,311.8599853515625,1.8235292805555192,59.451886709664166
50,171.5399932861328,311.54998779296875,1.816194473514383,60.89086385716132
51,172.375,310.3999938964844,1.8007251277533538,63.853791319100196
52,173.3000030517578,311.30999755859375,1.796364639795291,64.9521177133002
