,cl,pg,Ratio,Spread
0,76.16000366210938,155.375,2.040112822070427,-12.106427549207723
1,75.9000015258789,155.00999450683594,2.0422923766870236,-12.2305256944463
2,75.83000183105469,154.3800048828125,2.0358697237903693,-11.732216163217373
3,75.91999816894531,154.16000366210938,2.030558579823145,-11.342918116944332
4,75.86499786376953,154.35369873046875,2.0345838407277235,-11.640077140503223
5,76.05000305175781,154.97000122070312,2.0377382643263573,-11.908356680309907
6,76.20999908447266,155.47999572753906,2.0401521794430413,-12.117374268781418
7,75.66000366210938,152.28500366210938,2.012754378683356,-9.957007403293261
8,76.0199966430664,153.27999877929688,2.016311569954235,-10.274800866147359
9,75.9800033569336,153.4149932861328,2.019149598683623,-10.485028838534106
10,76.02410125732422,153.4763946533203,2.018786044360298,-10.463475335274495
11,76.20500183105469,154.3350067138672,2.0252608490978785,-10.981785850289953
12,76.08999633789062,153.75999450683594,2.0207649087540815,-10.623116500891882
13,76.37000274658203,154.39999389648438,2.0217361312507562,-10.736381167308565
14,75.66000366210938,153.02000427246094,2.0224688985720145,-10.692008013644823
15,75.58000183105469,153.27999877929688,2.028049683326634,-11.10249815568983
16,75.79499816894531,153.24000549316406,2.021769367308323,-10.658063995993047
17,75.91500091552734,153.56500244140625,2.022854516095997,-10.757317491421645
18,76.0770034790039,153.92999267578125,2.0233445803141232,-10.817556217306304
19,75.93499755859375,153.47000122070312,2.021070733587382,-10.624699537943087
20,75.83000183105469,152.8000030517578,2.0150336194398135,-10.152214332162686
21,75.4800033569336,152.60000610351562,2.0217276009103116,-10.610617847893053
22,75.7699966430664,153.12550354003906,2.020925304528852,-10.5905937228776
23,75.63999938964844,153.25,2.0260444372897854,-10.959634826013001
24,75.88500213623047,153.30999755859375,2.0202937766723412,-10.558744883799108
25,76.16000366210938,154.5,2.028623852034632,-11.231427549207723
26,76.12000274658203,154.6199951171875,2.0312662840008935,-11.426670483999771
27,76.43000030517578,155.05999755859375,2.0287844686570438,-11.283520279037987
28,75.6500015258789,152.6300048828125,2.0175809888199367,-10.320824166410944
29,76.0999984741211,152.5222930908203,2.004235166216038,-9.3665995424617
30,76.38999938964844,152.82899475097656,2.000641392486859,-9.127765289025348
31,76.41999816894531,153.10000610351562,2.0034023785900934,-9.342344366374448
