,intc,acn,Ratio,Spread
0,51.66999816894531,339.2749938964844,6.566189392675367,113.66790605927116
1,51.7400016784668,338.2799987792969,6.538074754645448,115.27655694834522
2,51.692100524902344,337.69000244140625,6.532719680809377,115.4466483476723
3,51.42499923706055,338.5299987792969,6.58298500343638,112.26522301453753
4,51.775001525878906,338.64990234375,6.540799466215009,115.21346454988083
5,52.19499969482422,340.25,6.518823680225828,117.29510088549557
6,52.2599983215332,340.67999267578125,6.518943812047684,117.43489082086222
7,52.220001220703125,338.05999755859375,6.47376464297298,119.70426849114057
8,52.08000183105469,340.2799987792969,6.5337939096690265,116.25702260648251
9,52.02830123901367,340.1000061035156,6.536827034600353,115.983804194237
10,51.89500045776367,339.5307922363281,6.54264937356857,115.38449387784846
11,51.63930130004883,338.79998779296875,6.560894110948174,113.87382121426236
12,51.29999923706055,337.1000061035156,6.571150314169697,112.5994567489434
13,51.439998626708984,338.3599853515625,6.577760388505866,112.56672216485146
14,50.55500030517578,340.82000732421875,6.741568692846509,102.34874160081779
15,50.52000045776367,343.3399963378906,6.796120214308663,99.52194142115718
16,50.22999954223633,341.6700134277344,6.802110621968813,98.64975556174448
17,50.0,341.17999267578125,6.823599853515625,97.12358387435603
18,49.90520095825195,340.6700134277344,6.826342883835311,96.80254794136903
19,50.005001068115234,339.9200134277344,6.797720351304584,98.42740284323247
20,49.5099983215332,337.2300109863281,6.811351694990018,96.7781758000578
21,48.244998931884766,337.6650085449219,6.998963955241411,85.25410310513104
22,48.062801361083984,338.19500732421875,7.036523002133042,83.12694738741959
23,47.51499938964844,337.5799865722656,7.104703586417606,78.93989687294442
24,47.42499923706055,338.8999938964844,7.146020017890669,76.83094177333902
25,47.90340042114258,339.5299987792969,7.087805788197081,80.39463589070601
26,47.790000915527344,338.45001220703125,7.082025648111386,80.48055428516818
27,48.119998931884766,340.739990234375,7.081047335780331,81.08336247430259
28,48.845001220703125,340.69000244140625,6.974920543087295,87.48877219119379
29,48.92499923706055,342.3800048828125,6.9980584613573305,86.50003808351505
30,48.92499923706055,342.8949890136719,7.00858445295447,85.98505395265568
31,48.96500015258789,342.8500061035156,7.001940264170414,86.38068774963017
32,49.020999908447266,343.55999755859375,7.008424924016936,86.16159416013403
33,49.1349983215332,343.9800109863281,7.000712785932474,86.74089897593177
34,49.21500015258789,344.4100036621094,6.9980697469122966,87.01220807378712
35,48.54999923706055,343.1499938964844,7.067971149102336,82.4427722457171
36,48.380001068115234,343.80999755859375,7.106448738488789,80.29255247449362
37,48.45500183105469,342.6700134277344,7.071922412107268,82.08999865816003
38,48.63999938964844,345.05999755859375,7.0941612230371325,81.32171635899437
39,48.48500061035156,344.3800048828125,7.102815314996351,80.64297864824107
40,48.18000030517578,342.8599853515625,7.116230452051916,79.48934368734251
41,48.14500045776367,342.82000732421875,7.12057335267793,79.22251054869753
42,47.3650016784668,336.7900085449219,7.1105245774336,78.41498423458319
43,47.51499938964844,336.05999755859375,7.072713919297816,80.45988588661629
44,47.375,335.79998779296875,7.088126391408311,79.49265098828636
45,47.5,338.0400085449219,7.116631758840461,78.34838917770855
46,47.48500061035156,338.1499938964844,7.121195947142283,78.1069181035665
