,abt,lly,Ratio,Spread
0,120.62999725341797,289.19500732421875,2.3973722449539774,78.73721576526822
1,120.33999633789062,288.7950134277344,2.3998256790440293,78.25268107037908
2,119.5,288.2200012207031,2.4118828554033733,76.26562971922374
3,119.51499938964844,288.04998779296875,2.4101576309585595,76.48139261975916
4,119.66999816894531,288.0899963378906,2.4073702744707717,76.91414414066946
5,120.30000305175781,288.9519958496094,2.401928416620994,77.97371556792262
6,120.20999908447266,288.57000732421875,2.4005491183927052,78.08118398617495
7,119.9800033569336,288.6099853515625,2.405484057980599,77.33969852899389
8,120.25,290.20001220703125,2.4133057148193866,76.57318545427592
9,120.08999633789062,290.6300048828125,2.4201017049337135,75.65516737484086
10,120.07499694824219,288.8299865722656,2.4054132326712825,77.40943621258668
11,120.11000061035156,289.2650146484375,2.408334136862101,77.0811724198386
12,119.80000305175781,288.44500732421875,2.407721201806651,76.95565961239305
13,120.37999725341797,290.0299987792969,2.4092873018491616,77.13970206972999
14,120.21499633789062,290.1700134277344,2.413758867588765,76.496419950149
15,120.0999984741211,288.2699890136719,2.4002497308589703,78.04569064929285
16,119.88999938964844,289.75,2.4167987444749093,75.92516377341809
17,120.16999816894531,290.1000061035156,2.4140801408323904,76.42917885596461
18,119.91999816894531,290.19000244140625,2.4198632994688816,75.57666027761388
19,119.31999969482422,289.05999755859375,2.4225611657551185,74.87661643738858
20,118.37999725341797,286.4700012207031,2.419918971677725,74.599521704643
21,117.88999938964844,289.9700012207031,2.459665813232369,69.60498462903416
22,117.87999725341797,290.2550048828125,2.4622922603130317,69.28947356161342
23,117.68000030517578,290.44500732421875,2.4680914902363784,68.4894626359719
24,117.38999938964844,291.04998779296875,2.4793422719672815,66.99995357584834
25,118.58999633789062,292.30999755859375,2.4648790503857865,69.400041256299
26,118.06999969482422,291.635009765625,2.470017875153846,68.48899302805683
27,118.55999755859375,292.6700134277344,2.4685393003917144,68.94852644155628
28,118.4000015258789,293.375,2.4778293599588888,67.75553773596886
29,118.86000061035156,292.6400146484375,2.462056311170432,69.89356121753809
30,118.75,292.8450012207031,2.466063168174342,69.3530629978435
31,118.8550033569336,292.3349914550781,2.459593481118894,70.18334234340779
32,118.72000122070312,292.6600036621094,2.4651280378446754,69.44656161083515
33,118.57499694824219,291.7250061035156,2.460257335961418,69.93928323857608
34,118.86000061035156,291.3699951171875,2.451371307597082,71.16358074878809
35,119.66999816894531,293.2799987792969,2.4507395610155847,71.72414169926321
