,ups,hon,Ratio,Spread
0,223.47000122070312,197.6199951171875,0.8843244911517869,41.19000788054046
1,222.32000732421875,196.33999633789062,0.883141372209293,41.24107192870278
2,222.8699951171875,195.3000030517578,0.8762956312224395,42.868806682460445
3,220.8300018310547,195.05499267578125,0.8832812165849071,40.93378931370367
4,221.50999450683594,195.7100067138672,0.8835267553032576,41.005445755121485
5,222.14999389648438,197.16000366210938,0.8875084811120021,40.23938067838603
6,222.44000244140625,197.61000061035156,0.888374386088243,40.099299786454964
7,219.67999267578125,197.27000427246094,0.8979880319078738,37.489826679667374
8,219.4499969482422,197.2899932861328,0.8990202598757117,37.224053981013014
9,219.4199981689453,197.3300018310547,0.899325510335288,37.151987403537845
10,218.94000244140625,196.77099609375,0.898743920250073,37.198048313768
11,219.25,196.6999969482422,0.8971493589429518,37.60032466647442
12,219.3699951171875,196.0399932861328,0.8936499870066925,38.38856045879692
13,220.16000366210938,196.57000732421875,0.8928506724859281,38.702784761206146
14,216.82000732421875,197.5749969482422,0.9112396931746303,34.128526192326404
15,218.13999938964844,197.1300048828125,0.9036857313394082,35.984120608766574
16,217.19500732421875,196.63999938964844,0.905361508131323,35.4642654640582
17,217.3000030517578,196.5449981689453,0.9044868633624964,35.671469798697814
18,216.39500427246094,196.33999633789062,0.9073222230707357,34.90934959987709
19,215.88999938964844,195.9600067138672,0.9076845026072252,34.74966849888355
20,214.5500030517578,194.57000732421875,0.9068748755845083,34.70768808041197
21,207.97000122070312,194.08999633789062,0.9332595816639792,28.156015850131013
22,208.0399932861328,194.63999938964844,0.9355893370076475,27.680809438923518
23,206.50999450683594,194.02000427246094,0.939518713056953,26.66577967100551
24,204.9550018310547,194.05999755859375,0.9468419693341188,24.964051908046798
25,206.86000061035156,195.71499633789062,0.9461229612318621,25.344819726993506
26,206.27000427246094,195.22000122070312,0.9464294234601269,25.20931846233708
27,206.52999877929688,196.02999877929688,0.9491599280392164,24.67716262127911
28,203.52000427246094,195.33999633789062,0.9598073517941785,22.150550782137174
29,204.5399932861328,195.14999389648438,0.9540921106000395,23.430558942799053
30,204.38999938964844,195.3800048828125,0.9559176352378215,23.04025779370454
31,203.52499389648438,195.63499450683594,0.9612332655631406,21.860884747802714
32,204.75999450683594,196.57479858398438,0.9600254144245042,22.240857364837808
33,204.30999755859375,196.1300048828125,0.9599628369951141,22.204764271488443
34,205.22999572753906,196.10000610351562,0.9555133761433962,23.217914096937363
35,197.2899932861328,194.97000122070312,0.9882407007735817,15.862878497911225
36,197.08999633789062,194.77999877929688,0.9882794784031885,15.839155286888257
37,197.375,194.49000549316406,0.9853831817259737,16.43371618849929
38,197.1199951171875,195.05999755859375,0.9895495251135275,15.591214540144676
39,197.22500610351562,194.3699951171875,0.985524092290662,16.393436401709437
40,196.83999633789062,193.97999572753906,0.9854704294677888,16.371997196554048
41,197.25999450683594,193.63999938964844,0.9816486098651794,17.160822296412647
42,195.22500610351562,193.0449981689453,0.988833357067924,15.581144213215339
43,195.4949951171875,193.67999267578125,0.9907158623661017,15.234671999358909
44,194.7711944580078,193.47000122070312,0.9933193753782456,14.671177811423377
45,194.24000549316406,194.29229736328125,1.000269212668031,13.281229466787892
46,193.74000549316406,193.6199951171875,0.9993805596543105,13.41920942869757
