,schw,ms,Ratio,Spread
260,78.69000244140625,85.91999816894531,1.0918794701134065,3.3131700892604314
261,79.25,86.05000305175781,1.0858044549117705,3.826367096007239
262,78.94999694824219,85.25,1.0797973818274869,4.281792699519123
263,79.62000274658203,85.6500015258789,1.0757347220709024,4.651346306326992
264,79.32839965820312,85.51499938964844,1.0779871995162023,4.451419022654925
265,79.63999938964844,85.86000061035156,1.0781014724808198,4.464314962352098
266,81.05999755859375,86.75,1.0701949495778516,5.2052968000682185
267,81.26000213623047,86.29000091552734,1.0619000571875965,5.89501710436101
268,80.73999786376953,86.33000183105469,1.069234631102134,5.2577497802698545
269,80.83000183105469,86.31999969482422,1.067920298644114,5.37112865616151
270,80.69999694824219,86.36000061035156,1.070136355342609,5.18180675700895
271,80.44999694824219,85.63999938964844,1.0645121521228305,5.614663025163303
272,80.25,85.18000030517578,1.0614330256096671,5.844949652784358
273,83.55000305175781,86.05000305175781,1.0299222011811453,8.765263785033504
274,84.4000015258789,86.37000274658203,1.0233412462688058,9.421555176281394
275,84.1050033569336,85.9800033569336,1.022293560729588,9.472725625034734
276,83.94000244140625,85.2699966430664,1.0158445814031105,9.993215618663505
277,83.11000061035156,84.69000244140625,1.019010971236329,9.6198864747493
278,83.5199966430664,84.8949966430664,1.0164631232670691,9.885805438525502
279,83.27999877929688,84.70999908447266,1.017170993349381,9.795146296303606
280,83.54000091552734,86.01499938964844,1.0296265076250564,8.788779195409738
281,83.20999908447266,85.87999725341797,1.032087467832259,8.54474789116339
282,83.04000091552734,85.70999908447266,1.0321531567859852,8.519489595487975
283,82.79000091552734,85.68499755859375,1.0349679503690337,8.25734616881811
284,82.50499725341797,85.55999755859375,1.037028063837057,8.054996716687633
285,83.29000091552734,86.58000183105469,1.0395005508387982,7.936631801454716
286,83.19000244140625,86.33000183105469,1.0377449128200238,8.071775573028908
287,88.33000183105469,90.91999816894531,1.0293218191350704,9.385478758503517
288,88.06999969482422,91.37999725341797,1.037583712615685,8.626846469748962
289,88.05999755859375,91.95999908447266,1.0442880040200309,8.035356386961134
290,87.70999908447266,90.85040283203125,1.0358043983620853,8.74295145842796
291,87.33000183105469,90.22000122070312,1.0330928584570434,8.93689589655063
292,88.28500366210938,91.58000183105469,1.0373222861444982,8.673791108047816
293,88.95999908447266,91.76000213623047,1.0314748547726382,9.269076916972601
294,88.76439666748047,92.01000213623047,1.036564271156017,8.794411929990012
295,88.01000213623047,92.5999984741211,1.0521531215370927,7.337933264584059
296,88.0999984741211,92.81999969482422,1.0535754971901572,7.221300020573601
297,88.3499984741211,93.08000183105469,1.0535371073981294,7.248442836891904
298,88.9000015258789,93.77999877929688,1.0548931065203344,7.180168289444417
299,89.12999725341797,93.3499984741211,1.0473465875770718,7.874337043702688
300,89.77999877929688,93.8499984741211,1.0453330335282067,8.120915672923196
301,89.9800033569336,94.43000030517578,1.0494553987799922,7.770635061688644
302,90.19000244140625,94.19999694824219,1.0444616298734564,8.24183912720698
303,90.4800033569336,94.16999816894531,1.0407824345171064,8.604927103016642
304,90.61000061035156,94.62000274658203,1.0442556242050434,8.30423474603662
305,90.51000213623047,94.55999755859375,1.0447463852256622,8.249383705599094
306,90.47000122070312,94.73500061035156,1.0471426918547717,8.028436409877266
307,90.0,94.8499984741211,1.0538888719346788,7.373604633241079
308,89.44999694824219,93.31999969482422,1.0432644256972003,8.271881011743254
309,88.94000244140625,93.27999877929688,1.0487968992439574,7.726112533408447
310,89.3499984741211,93.37000274658203,1.0449916546291298,8.107021731559634
311,88.55999755859375,92.86000061035156,1.0485546880115124,7.709644766179771
312,88.75,93.00659942626953,1.0479616836762764,7.7812789183487965
313,88.74500274658203,92.68499755859375,1.044396807595608,8.097141041642267
314,89.0199966430664,92.61000061035156,1.0403280622631295,8.487990427313285
315,91.80999755859375,94.13999938964844,1.025378519692996,10.162530370016903
316,91.67500305175781,93.80500030517578,1.0232342206982574,10.342477489450566
317,91.2699966430664,93.38500213623047,1.0231730642155636,10.297293474373312
318,91.58000183105469,94.18000030517578,1.02839046104102,9.858361005407069
319,91.61000061035156,93.94999694824219,1.0255430228392142,10.122820354571552
320,91.9800033569336,94.08000183105469,1.0228310328058146,10.417793156199899
321,92.2300033569336,94.22000122070312,1.0215764696014178,10.564938719100233
322,91.44000244140625,93.62000274658203,1.0238407726046672,10.257558091610981
323,91.58000183105469,93.4000015258789,1.019873331059566,10.638359784703944
324,91.38999938964844,92.9800033569336,1.0173980082930743,10.840124985562262
325,90.53949737548828,92.38999938964844,1.0204386159389167,10.45325951085281
326,90.41999816894531,92.25,1.0202389058627874,10.456004524531657
327,90.4999008178711,92.70999908447266,1.0244210020853983,10.087780009396262
328,89.75,92.41000366210938,1.0296379238118036,9.526454492704026
329,90.83999633789062,92.66999816894531,1.0201453314049878,10.518407772755843
330,91.20999908447266,92.55999755859375,1.0148009920806031,11.053386067548253
331,90.94000244140625,92.43000030517578,1.0163844053636304,10.873270627919702
332,91.01499938964844,92.51000213623047,1.0164258941559918,10.87940877744223
333,90.8550033569336,92.20500183105469,1.0148588236667329,11.000640869730425
334,91.0250015258789,92.37000274658203,1.0147761735584342,11.030896418823808
335,90.93000030517578,92.12000274658203,1.013087016797673,11.17177993478031
336,90.94000244140625,93.50959777832031,1.0282559409273129,9.79367315477517
337,90.75,93.07489776611328,1.0256187081665376,10.010140198895208
338,90.9800033569336,92.91000366210938,1.021213456077859,10.439211514950124
339,90.80000305175781,92.45999908447266,1.018281894018975,10.68247137623299
340,91.08000183105469,92.4999008178711,1.0155895801303363,10.964170587614213
341,90.87999725341797,92.01499938964844,1.0124890203623744,11.219350796016734
342,91.36000061035156,92.38999938964844,1.0112740671236398,11.39567296061653
343,91.22000122070312,90.96499633789062,0.9972045069129574,12.659875539984505
344,91.22000122070312,90.44999694824219,0.9915588219452229,13.174874929632942
345,91.02999877929688,90.41000366210938,0.9931891121003892,12.99663524767876
346,91.29000091552734,90.60459899902344,0.9924920373575401,13.100673115046611
347,90.9800033569336,90.4800033569336,0.994504286859186,12.869211820125905
348,91.42500305175781,91.0199966430664,0.9955700695086428,12.840336199011169
349,91.80000305175781,91.25,0.9940086815525734,13.041050270900733
350,91.77999877929688,92.01000213623047,1.0025060292001822,12.258071631203983
351,91.86000061035156,92.50499725341797,1.007021517948844,11.854965001944542
