,bmy,abbv,Ratio,Spread
0,73.18000030517578,162.30499267578125,2.217887291595187,-12.58053815098745
1,72.88999938964844,161.72000122070312,2.2186857260924877,-12.58888133253069
2,73.13999938964844,161.46499633789062,2.2076155002093545,-11.822382688101584
3,72.81500244140625,161.52000427246094,2.2182242512789174,-12.542326268953133
4,72.7249984741211,161.8699951171875,2.2257820352486952,-13.076462984828112
5,73.06700134277344,162.1300048828125,2.218922384979573,-12.63674341537049
6,73.21499633789062,162.1999969482422,2.2153930896845453,-12.403941413788488
7,73.58999633789062,162.89999389648438,2.2136160076503373,-12.33669771960578
8,73.70999908447266,163.88999938964844,2.2234432427794264,-13.081180587755568
9,73.66999816894531,163.5500030517578,2.2200353891239857,-12.823025124869702
10,73.33000183105469,163.09500122070312,2.2241237849203714,-13.063647317029194
11,73.51000213623047,163.3300018310547,2.221874535228113,-12.930371794634766
12,73.4800033569336,163.25999450683594,2.2218288928729435,-12.921741224281874
13,73.73999786376953,163.75,2.2206401511228524,-12.879804444241273
14,73.53900146484375,164.00999450683594,2.230245056906885,-13.551032567708972
15,73.23500061035156,164.19000244140625,2.241960825739359,-14.353018664674778
16,73.26499938964844,164.44500732421875,2.2445234244750853,-14.54664679362142
17,73.37999725341797,164.11000061035156,2.236440539014976,-13.976357320084816
18,73.49500274658203,164.0500030517578,2.2321245924354653,-13.681061392270834
19,73.31500244140625,163.15499877929688,2.225397167649162,-13.154333252555887
20,73.02999877929688,162.11000061035156,2.2197727416135162,-12.692445464437895
21,73.3499984741211,161.4499969482422,2.201090665396592,-11.377730411841299
22,73.38999938964844,161.80999755859375,2.204796278843093,-11.655890147188103
23,73.38999938964844,161.47999572753906,2.2002997284438677,-11.325888316133415
24,73.41999816894531,161.58999633789062,2.2008989426294874,-11.37451217261912
25,73.70500183105469,162.0,2.197951237710211,-11.201405453901174
26,73.74500274658203,162.17999267578125,2.199199764533171,-11.299557254677666
27,73.81999969482422,162.7100067138672,2.2041453181592923,-11.676129408098944
28,74.55999755859375,163.5,2.1928648786705205,-10.952105530520868
29,74.2699966430664,163.7899932861328,2.2053319064128933,-11.835433453275016
30,74.12000274658203,163.02999877929688,2.199541186428448,-11.382322715768396
31,74.1500015258789,162.66000366210938,2.1936615012117002,-10.950950844715038
32,73.91010284423828,162.27499389648438,2.195572562501645,-11.056767795406927
33,73.68000030517578,161.55999755859375,2.1927252563711606,-10.812555510566739
34,73.80000305175781,161.88999938964844,2.193631337333562,-10.89703471660718
