,intc,adbe,Ratio,Spread
0,51.66999816894531,454.1549987792969,8.789529995614611,120.93779071767676
1,51.7400016784668,458.0299987792969,8.852531579447556,117.84193751450175
2,51.692100524902344,460.20001220703125,8.902714487010115,115.13877895420069
3,51.42499923706055,461.2900085449219,8.9701510041537,111.07591576617153
4,51.775001525878906,463.9800109863281,8.96146783799543,112.28147747688195
5,52.19499969482422,466.54998779296875,8.938595469313375,114.38612670317877
6,52.2599983215332,466.42999267578125,8.925181929896723,115.22956371841553
7,52.220001220703125,461.6700134277344,8.84086561921988,119.54437081427932
8,52.08000183105469,458.5350036621094,8.80443524463723,121.12117190225854
9,52.02830123901367,461.3399963378906,8.867097048172555,117.74074592380339
10,51.89500045776367,463.07281494140625,8.923264492854031,114.52427489435706
11,51.63930130004883,459.2843017578125,8.894084354262521,115.46682819613613
12,51.29999923706055,458.20001220703125,8.931774249930491,112.77464829073529
13,51.439998626708984,460.1600036621094,8.945567961644198,112.37286551330294
14,50.55500030517578,460.45001220703125,9.107902471120957,102.23272785154745
15,50.52000045776367,463.0400085449219,9.165479104301237,99.25317934424538
16,50.22999954223633,461.19000244140625,9.181564934190586,97.87544321092207
17,50.0,461.0199890136719,9.220399780273437,95.48553631709513
18,49.90520095825195,461.5050048828125,9.247633433414748,93.94539663737748
19,50.005001068115234,460.4049987792969,9.207179060993274,96.15618899224376
20,49.5099983215332,455.44000244140625,9.19895006830011,95.61175005959831
21,48.244998931884766,460.2522888183594,9.539896341757032,76.71988068505709
22,48.062801361083984,457.5799865722656,9.520460181556626,77.36430383410129
23,47.51499938964844,455.7250061035156,9.591181983742155,73.12218782503192
24,47.42499923706055,454.2799987792969,9.578914203214095,73.56548350533524
25,47.90340042114258,454.9800109863281,9.497864598053019,78.19012934363263
26,47.790000915527344,454.55999755859375,9.511613074920525,77.34799374247382
27,48.119998931884766,458.19000244140625,9.521820710968578,77.39090324868334
28,48.845001220703125,465.1400146484375,9.522776190479165,78.51024663374949
29,48.92499923706055,466.0,9.524782979393617,78.54064804455504
30,48.92499923706055,469.4501037597656,9.595301197351036,75.09054428478942
31,48.96500015258789,467.5,9.547636036825208,77.48586265474023
32,49.020999908447266,466.79998779296875,9.522449331200404,78.80915833282984
33,49.1349983215332,468.3194885253906,9.531281256198834,78.5584725356332
34,49.21500015258789,468.9800109863281,9.529208768308163,78.78837929506597
35,48.54999923706055,460.3500061035156,9.481977617666127,80.01685050105868
36,48.380001068115234,461.1400146484375,9.531624730623479,77.33474354985321
37,48.45500183105469,457.25140380859375,9.43661926590915,82.0581211692936
38,48.63999938964844,459.6300048828125,9.449630153174528,81.73856336567735
39,48.48500061035156,458.44500732421875,9.455398608912065,81.1984073823063
40,48.18000030517578,457.7699890136719,9.50124504180411,78.47873859169533
41,48.14500045776367,458.5899963378906,9.52518417234619,77.26917909806514
42,47.3650016784668,444.260009765625,9.379499504326962,82.91769306173148
43,47.51499938964844,445.6000061035156,9.378091378037427,83.24718782503192
44,47.375,441.6400146484375,9.322216668040896,85.64897060246426
