,ko,pm,Ratio,Spread
0,60.0,102.2300033569336,1.7038333892822266,-8.758704408448883
1,60.5099983215332,102.79000091552734,1.698727545311273,-8.510732381021347
2,61.779998779296875,105.45999908447266,1.707024946070627,-9.168720508401568
3,62.244998931884766,105.31999969482422,1.692023479831316,-8.292040300555945
4,62.55500030517578,105.05999755859375,1.6794820085693631,-7.540915604370816
5,62.66999816894531,104.93000030517578,1.674325887521271,-7.2287319153115055
6,62.85499954223633,105.17500305175781,1.6732957412732767,-7.180644514965315
7,62.79999923706055,104.95999908447266,1.6713375853439816,-7.052775292889371
8,62.84000015258789,105.23999786376953,1.674729433612764,-7.2694022495850765
9,61.65999984741211,101.86000061035156,1.6519623882974541,-5.758831458614373
10,62.15999984741211,101.66000366210938,1.6354569483857835,-4.766704858266386
11,61.709999084472656,100.86000061035156,1.6344190910177756,-4.679619702097717
12,61.58000183105469,100.48999786376953,1.6318609106161572,-4.5155663137650555
13,61.625,100.48999786376953,1.630669336531757,-4.444277545940955
14,61.81999969482422,100.51499938964844,1.6259301178557575,-4.160348990976167
15,62.2400016784668,101.04000091552734,1.6233932871258936,-4.019958466481987
16,62.150001525878906,101.16000366210938,1.6276749988491461,-4.2825447921818585
17,62.189998626708984,101.13999938964844,1.6263065062395972,-4.199174740589377
18,61.709999084472656,100.83000183105469,1.6339329659206774,-4.649620922800842
19,61.56999969482422,100.61000061035156,1.634075054556305,-4.651415037732199
20,61.869998931884766,101.20999908447266,1.6358493750080538,-4.7761369292837434
21,61.970001220703125,101.37999725341797,1.6359528038793814,-4.787705541726104
22,61.970001220703125,101.44000244140625,1.6369210980024456,-4.847710729714385
23,62.459999084472656,101.83000183105469,1.6303234601930898,-4.461426444642135
24,62.70000076293945,102.47000122070312,1.6342902707151292,-4.7212009421531524
25,62.619998931884766,102.80000305175781,1.64164811250762,-5.177946418410193
26,62.654998779296875,103.19499969482422,1.6470353795445767,-5.517494227567972
27,62.68000030517578,103.41500091552734,1.6498883282071057,-5.697886548277956
28,62.67499923706055,103.13500213623047,1.6455525072467077,-5.425810757673637
