,amat,aapl,Ratio,Spread
0,144.8072967529297,170.1524658203125,1.1750268780352053,36.24528156315248
1,143.67776489257812,168.77049255371094,1.1746458659062076,36.00610738565073
2,150.02886962890625,171.99179077148438,1.146391299200634,41.90015825358268
3,150.92062377929688,174.6265106201172,1.1570751978569032,40.545318160819996
4,154.06149291992188,175.26280212402344,1.137615888320137,44.416922501482794
5,161.22506713867188,179.28944396972656,1.1120444677223627,50.671717101278695
6,158.17335510253906,178.25543212890625,1.1269624521358137,47.32579479311787
7,159.5010528564453,178.3449249267578,1.1181426187027896,49.14186472956306
8,156.5286102294922,177.17172241210938,1.1318807606631887,46.048903591307585
9,155.914306640625,176.54537963867188,1.132323155216285,45.793574295144886
10,158.460693359375,180.95973205566406,1.1419849820123102,45.03389375214065
11,156.90513610839844,178.66307067871094,1.138669358505135,45.097959706073034
12,152.32757568359375,173.91065979003906,1.1416886207870627,43.280480321272826
13,154.90367126464844,171.0075225830078,1.1039604238355747,49.88092870082185
14,149.42449951171875,171.17652893066406,1.1455720413320802,41.84800492431123
15,148.2156982421875,171.19642639160156,1.1550492182809347,40.093189523193196
16,151.04942321777344,174.06973266601562,1.1524024981879804,41.2869540085477
17,158.0841827392578,174.5171356201172,1.103950645764249,50.93610770631978
18,155.73594665527344,171.19642639160156,1.0992736748860583,50.88653845104162
19,165.4657440185547,172.07135009765625,1.03992129076796,63.97619306349228
20,150.96023559570312,168.82020568847656,1.1183091032038757,46.40847549050037
21,141.75559997558594,165.2707977294922,1.1658854941741714,36.7470374049909
22,137.87159729003906,163.5607147216797,1.186326393082969,32.882650805009526
23,133.81918334960938,161.4728546142578,1.2066495294056745,29.154331012971603
24,138.01031494140625,160.68739318847656,1.1643143721300695,35.955065231347966
25,131.76820373535156,158.85801696777344,1.2055868750159948,28.825524060952013
26,134.3343963623047,158.76853942871094,1.1818904445031821,32.598099673022325
27,128.9542999267578,158.30125427246094,1.2275763922751806,25.343664095515045
28,131.233154296875,169.34715270996094,1.290429644987917,17.568464845242268
29,136.91049194335938,173.77146911621094,1.269234129902193,21.292481158040097
30,137.33656311035156,173.60244750976562,1.2640657635379589,22.07301644340061
31,139.46681213378906,174.82534790039062,1.2535265216550766,23.9075311473568
32,135.25584411621094,171.90231323242188,1.27094185360837,20.786823023712067
33,134.3245086669922,171.61363220214844,1.2776047640538988,19.738815700074134
34,134.87936401367188,170.8869171142578,1.2669611720361913,21.261880460506866
35,137.4752960205078,174.04263305664062,1.2659920588981886,21.831945689660195
36,142.87521362304688,175.48609924316406,1.228247327112705,28.138648335913167
37,138.4859161376953,171.34483337402344,1.2372726278075583,25.980226122265215
38,131.27281188964844,167.88052368164062,1.2788674308490142,19.09201197160008
39,130.64859008789062,168.11944580078125,1.286806430040179,17.957182783350056
40,138.5552520751953,172.01181030273438,1.2414672683023367,25.41276279012309
41,139.66497802734375,171.7729034423828,1.229892460289887,27.244390895558077
42,135.2162322998047,168.11944580078125,1.2433377482965415,24.51283805731297
43,132.12489318847656,166.54653930664062,1.2605235492532167,21.648936104433467
44,129.2959747314453,163.57997131347656,1.2651590403586883,20.555331837591105
45,126.91374969482422,159.34912109375,1.2555701921731854,21.367121325205893
46,132.43260192871094,162.007080078125,1.2233172022500483,26.630030717721617
47,134.715576171875,164.1075897216797,1.2181782863201007,27.806133261190304
48,133.2068328857422,164.37637329101562,1.2339935552105576,25.371943466516946
49,128.6508026123047,162.4650115966797,1.2628371397438982,20.74431578631536
50,132.19436645507812,165.80987548828125,1.2542885142130942,22.48531061935484
51,129.6731719970703,165.4813690185547,1.2761419071501805,19.195302113846772
52,124.80944061279297,162.43515014648438,1.301465252539837,15.26090717660663
53,118.33768463134766,158.58258056640625,1.3400852066730204,9.82496437695
54,123.231201171875,156.73095703125,1.2718447563669504,18.699950519942725
55,127.66810607910156,162.2161407470703,1.2706081865627679,19.582782884555037
56,124.04513549804688,157.8061065673828,1.2721668280967577,18.792990743531057
57,122.7249755859375,154.0331573486328,1.2551084782312458,20.671195827611292
58,119.24095153808594,149.94166564941406,1.2574678725330553,19.76228259924256
59,123.4892807006836,154.39154052734375,1.2502424473712972,21.40977266107749
60,129.51434326171875,158.8712615966797,1.2266692444684473,25.577452443581656
61,131.01318359375,159.89663696289062,1.2204621899632895,26.70327020319821
62,134.13986206054688,163.2415008544922,1.2169499680923308,27.845935156867917
63,133.2068328857422,164.63519287109375,1.2359365454796838,25.11312388643882
64,134.4773406982422,168.05972290039062,1.2497252104167123,23.512075394268813
65,130.44740295410156,169.44345092773438,1.2989407768229293,16.34442616635301
66,137.56431579589844,173.2860565185547,1.2596730156071574,22.71628682334083
67,136.04566955566406,173.93313598632812,1.2784907932344156,19.88958803072004
68,136.64122009277344,174.80918884277344,1.279329829784055,19.868292144802957
69,140.39324951171875,178.15403747558594,1.2689644131409272,21.908500026315245
70,134.79498291015625,176.9694061279297,1.3128782860255532,15.058284451010714
71,130.8245849609375,173.82363891601562,1.3286771669706965,12.505584259406312
72,126.46707916259766,173.52496337890625,1.372095920360481,6.550200362153852
73,128.4820556640625,177.63638305664062,1.3825773734590627,5.3307522347051375
74,120.80926513671875,174.27159118652344,1.4425349826381433,-2.3167391154773256
75,118.4468765258789,171.05615234375,1.444159249791418,-2.4918910057972923
76,121.49415588378906,171.36474609375,1.4104772764351141,1.5730874434031892
77,119.07220458984375,169.32398986816406,1.4220278397583859,0.13776628884327402
78,115.3797378540039,165.00352478027344,1.4300910008051946,-0.8413384905384402
79,113.71217346191406,166.90493774414062,1.4677842544276278,-5.136103821883545
80,115.99514770507812,169.63258361816406,1.462411031618849,-4.5871375088836075
81,112.52105712890625,164.54559326171875,1.4623537803525273,-4.4862951805173665
82,114.01988220214844,164.32659912109375,1.4412100411554134,-2.1161298140641165
83,116.19367218017578,166.64608764648438,1.434209664946939,-1.3157115970282331
84,117.01753234863281,166.47686767578125,1.4226660256327504,0.0359440829048554
