,ge,noc,Ratio,Spread
0,89.91000366210938,373.5299987792969,4.154487638361792,147.7273100008217
1,89.22000122070312,371.5350036621094,4.164256877144004,145.67699187040202
2,89.80000305175781,367.9750061035156,4.097717077931799,152.63739636961483
3,89.27999877929688,369.4924011230469,4.13857981826864,148.07134522082205
4,89.38999938964844,368.8299865722656,4.12607662032244,149.3786660785914
5,89.73500061035156,369.0799865722656,4.112999209471111,151.15132270239494
6,89.95999908447266,369.9200134277344,4.112049991022994,151.630406118766
7,92.93000030517578,374.489990234375,4.029807263580926,164.47281014230563
8,92.87999725341797,377.2149963378906,4.061315756811235,161.45464854315955
9,93.29499816894531,379.2300109863281,4.064848260134922,161.87268137485907
10,93.38999938964844,379.8500061035156,4.067352056815829,161.80965486182023
11,93.12999725341797,378.79998779296875,4.067432609948525,161.3353451077364
12,93.13999938964844,378.9649963378906,4.068767434198724,161.22897660779037
13,93.06999969482422,378.5,4.066831430547958,161.2835820893475
14,93.19000244140625,379.6700134277344,4.074149624220196,160.81711501357708
15,93.1500015258789,380.2200012207031,4.081803488914281,160.0326117699536
16,93.51499938964844,380.44000244140625,4.068224401694416,161.95250253375715
17,93.6500015258789,380.5299987792969,4.063320796360506,162.6539902506698
18,93.07659912109375,379.8900146484375,4.08147717294866,159.9322582409894
19,93.12999725341797,379.8299865722656,4.078492406036504,160.30534632843953
20,93.08999633789062,379.7900085449219,4.079815484860376,160.11080890512866
21,93.91000366210938,382.2099914550781,4.069960350872518,162.49832563951927
22,94.06999969482422,381.5299987792969,4.055809503742231,164.11633538867042
23,94.08000183105469,381.20001220703125,4.051870799190415,164.50496200591178
24,94.07009887695312,380.94000244140625,4.04953334788867,164.70691320679336
25,94.11000061035156,382.0,4.059079773908557,163.8808496186219
26,94.0,381.8399963378906,4.062127620615858,163.39594697374318
27,94.0199966430664,381.2900085449219,4.055413977437538,164.06317012741496
28,94.32990264892578,382.0400085449219,4.050041374120643,165.1300722074437
29,94.52999877929688,383.05999755859375,4.052258568763339,165.28319719802877
30,94.55000305175781,383.8999938964844,4.060285367588332,164.56048095008973
31,94.4800033569336,383.7799987792969,4.062023551474953,164.27008521094385
32,94.5199966430664,384.3800048828125,4.066652756393311,163.90454982883418
33,94.43000030517578,384.0400085449219,4.06692796043412,163.7169199496884
34,94.66000366210938,384.2099914550781,4.058841924689997,164.89538969848408
35,96.00499725341797,386.0899963378906,4.021561453918432,170.90074878884624
36,95.86000061035156,387.7300109863281,4.044752853302805,168.41065476987828
37,95.55999755859375,386.7850036621094,4.047561883045754,167.5968185788116
38,95.2699966430664,387.1300048828125,4.063503920685686,165.551613887799
39,95.16000366210938,385.8550109863281,4.054802397406455,166.18174620654392
40,95.38249969482422,386.0400085449219,4.047283409221343,167.3011877262338
41,95.33000183105469,385.510009765625,4.043952610520577,167.52340454559268
42,94.83000183105469,384.3299865722656,4.052831162620586,165.77205169964222
43,94.87999725341797,384.7799987792969,4.055438553097508,165.61515025899277
44,94.63999938964844,384.79998779296875,4.06593396317221,164.18811327064176
45,95.05500030517578,385.44000244140625,4.054915587859074,165.98114610234128
46,94.98500061035156,385.3949890136719,4.057429978809424,165.61576867374228
47,95.05999755859375,385.7250061035156,4.057700568167591,165.7254400980955
48,94.80999755859375,384.989990234375,4.060647612573204,164.99476794758127
49,95.33000183105469,385.8500061035156,4.047519130308263,167.18340820770206
50,95.16000366210938,385.32000732421875,4.0491802490088045,166.7167498686533
51,94.88999938964844,385.5799865722656,4.063441764700112,164.87380251099987
52,94.87999725341797,385.5,4.0630270990665815,164.89514903828965
53,95.13500213623047,386.4800109863281,4.062437612950283,165.41016845872863
54,95.0199966430664,386.70001220703125,4.069669815498238,164.51591854392527
55,94.70999908447266,384.6600036621094,4.061450822304706,164.73848825783463
56,94.29499816894531,385.4599914550781,4.0878095226690805,161.50545298472886
57,94.3302993774414,384.6300048828125,4.077481015339539,162.54240179048267
58,93.98999786376953,385.010009765625,4.096287036027643,160.16729350103296
59,94.55999755859375,386.3999938964844,4.086294457199547,162.11907626581691
60,94.71170043945312,386.9700012207031,4.085767644601456,162.4384653216891
61,94.81999969482422,387.8299865722656,4.090170721582859,162.21341165466637
62,94.47000122070312,387.2099914550781,4.098761368177277,160.78145249018675
63,97.33000183105469,386.17999267578125,3.9677384712897887,178.5789257926759
64,96.76000213623047,384.2200012207031,3.97085565045515,177.1971503521107
65,96.08999633789062,383.7749938964844,3.9939120462340214,173.7140797894253
66,95.80500030517578,383.29998779296875,4.000834889327392,172.5182248097436
67,96.36499786376953,384.2015075683594,3.9869404460684175,174.89983188502046
68,96.625,384.5849914550781,3.9801810241146507,176.04067606293242
69,96.2300033569336,385.54998779296875,4.0065465483036276,172.75991233485647
70,99.43460083007812,391.69000244140625,3.9391720706030466,185.40765818323652
71,98.47000122070312,393.7900085449219,3.9990860532469283,177.65244371482183
72,98.65039825439453,395.60699462890625,4.010191561606629,176.89308071508864
73,98.86000061035156,396.5635986328125,4.011365528873855,177.16532335925305
74,98.94000244140625,396.70001220703125,4.009500731940682,177.49794068634353
75,99.23999786376953,396.6499938964844,3.9968762841065426,179.30675778292718
76,99.41000366210938,397.0,3.993561868777182,179.95345352700585
77,100.75,395.44000244140625,3.9249628033886474,189.36951740091067
78,100.37000274658203,394.9150085449219,3.9345919870304096,187.66668161004904
79,100.75,397.1700134277344,3.9421341283149816,187.63950641458254
80,100.76499938964844,397.8450012207031,3.948245954751364,187.05245632445323
81,100.19000244140625,397.92999267578125,3.9717534981446994,183.59640031586818
82,99.61000061035156,396.94500732421875,3.984991515831472,181.18097872681162
83,99.37000274658203,395.0400085449219,3.975445281534017,181.67892953142936
84,99.93000030517578,396.5899963378906,3.968678025885582,183.4120685891281
85,100.05999755859375,397.5199890136719,3.9728162973508936,183.24421758103787
86,100.57099914550781,398.55999755859375,3.9629714425124725,185.20008465197438
87,100.52999877929688,399.3304138183594,3.9722512550213755,184.18929340998145
88,100.27999877929688,397.5799865722656,3.964698757598582,184.47403263642022
89,100.2699966430664,397.8800048828125,3.96808634889214,184.1153742808975
90,99.94999694824219,397.2799987792969,3.9747875028452797,182.83930150842477
91,101.6500015258789,399.6600036621094,3.9317264895501314,190.42600199681496
92,101.63999938964844,398.6600036621094,3.922274754585556,191.36736195183923
93,102.05999755859375,400.2200012207031,3.921418879036642,192.2697095312461
94,101.97000122070312,400.19000244140625,3.924585639410143,191.77208209350644
95,101.69719696044922,399.6099853515625,3.9294100259909204,190.7527154394903
96,101.91999816894531,401.1499938964844,3.935930152113302,190.51893514279797
97,101.4000015258789,400.5199890136719,3.9499012128856106,188.1003286255976
98,99.80500030517578,401.8500061035156,4.026351434044093,177.41921481367555
99,99.83000183105469,399.7401123046875,4.004208203673879,179.67568636031896
100,99.73919677734375,401.9800109863281,4.030311291594839,176.9034201612853
101,99.27999877929688,402.32000732421875,4.052377238829254,173.87125980584742
102,99.69999694824219,402.95001220703125,4.041625120773243,175.70360006103553
103,99.4000015258789,401.70001220703125,4.041247545679847,175.19480127499875
104,99.44000244140625,402.2699890136719,4.045353772499195,174.85933991901274
105,100.37000274658203,396.9700012207031,3.9550661587903706,185.6116889342678
106,101.04000091552734,397.75,3.9365597426363017,188.7597233126265
107,101.43000030517578,397.17999267578125,3.915803918769326,191.616200369167
108,101.90499877929688,399.6400146484375,3.921691962471509,191.9409766880054
109,102.1500015258789,400.5299987792969,3.9209984610506905,192.4873829189374
110,102.0999984741211,401.20001220703125,3.9294810793628163,191.52421399557258
111,101.80000305175781,400.67999267578125,3.9359526587839584,190.2854347407858
112,102.0999984741211,398.05999755859375,3.8987267728460204,194.66422864401008
113,102.15499877929688,397.0199890136719,3.886447004628945,196.026690342426
114,102.30999755859375,396.0400085449219,3.870980529719069,197.9153902266822
115,102.41999816894531,395.239990234375,3.8590118853782154,199.36031484421719
116,102.22019958496094,394.260009765625,3.856967716424124,199.16892574940752
117,102.29000091552734,394.3900146484375,3.8556067173577486,199.44814876246366
118,102.23999786376953,395.5299987792969,3.8686424789085367,198.01500913597383
119,102.95999908447266,398.44500732421875,3.8699010379489023,199.3211892443379
120,103.19999694824219,398.6700134277344,3.8630816396988754,200.5032311155014
121,102.87999725341797,399.0450134277344,3.878742458019233,198.25215223951304
122,102.91000366210938,399.1000061035156,3.8781458740775556,198.3730796986592
123,102.7300033569336,397.92999267578125,3.8735518317193125,198.4877959630721
124,102.63500213623047,397.82000732421875,3.8760656602918027,198.04081271048594
125,102.45999908447266,397.6099853515625,3.880636237598976,197.2248351776843
126,102.72000122070312,398.0,3.874610545855245,198.3591485938775
127,102.54000091552734,399.70001220703125,3.8979911121349113,195.60383922352477
128,102.51000213623047,399.95001220703125,3.9015706162557526,195.177963817846
129,102.11000061035156,399.9800109863281,3.9171482577170753,192.80285526125144
130,102.23999786376953,402.2699890136719,3.9345657024531593,191.27501890159883
131,102.56999969482422,402.5350036621094,3.9244906391709944,192.94472317412553
132,103.16000366210938,403.42999267578125,3.9107209999446804,195.50878114604856
133,102.83999633789062,396.864990234375,3.8590529401657814,200.1976599822178
134,102.98999786376953,399.9200134277344,3.883095657082451,198.02205854650103
135,102.91999816894531,399.1600036621094,3.8783522227320675,198.37167745579265
136,102.58999633789062,399.989990234375,3.8989180671862695,195.60697196256282
137,103.06999969482422,401.0,3.8905598252382325,197.41110287554474
138,102.97000122070312,402.4200134277344,3.908128665213844,195.4048231857981
139,102.9000015258789,401.6300048828125,3.9031098049284703,195.7844408743865
140,101.1500015258789,401.57000732421875,3.970044500903723,185.58462229539575
141,101.93000030517578,407.239990234375,3.995290778133121,184.48757884988308
