,low,bkng,Ratio,Spread
0,212.22999572753906,2275.43994140625,10.721575588812906,-116.43660985174425
1,213.4199981689453,2291.10009765625,10.735170636833168,-119.9336297692124
2,211.25999450683594,2289.5,10.837357093303893,-140.4111498613405
3,214.11000061035156,2259.27490234375,10.551935434605388,-81.05584912362188
4,216.44000244140625,2272.77490234375,10.500715564162066,-70.7406627508311
5,217.5,2262.9599609375,10.404413613505747,-50.09137817962879
6,218.35000610351562,2282.52001953125,10.453491897083577,-60.96343768967368
7,218.97999572753906,2266.06005859375,10.34825145130263,-38.06428854679312
8,219.17999267578125,2281.0400390625,10.40715446339436,-51.00007980809447
9,216.1999969482422,2170.18994140625,10.037881461792013,29.391177560747238
10,219.05999755859375,2209.56005859375,10.086552009582403,19.253418328513945
11,217.6999969482422,2180.27001953125,10.0150209007564,34.64275243406941
12,217.55999755859375,2184.449951171875,10.040678321774452,29.031872752066775
13,217.63999938964844,2158.97998046875,9.91995950433474,55.31955033049884
14,219.7100067138672,2169.77001953125,9.875608544115998,65.68726726727085
15,220.9499969482422,2171.659912109375,9.828739271800439,76.47144135230987
16,223.50999450683594,2118.909912109375,9.480157327123774,155.38743751558434
17,224.14999389648438,2124.530029296875,9.478162333914732,156.3088193689033
18,222.63999938964844,2110.715087890625,9.480394779361296,154.68995290303212
19,222.0,2094.06005859375,9.432702966638514,164.80348315908861
20,222.00999450683594,2085.929931640625,9.395657777814128,173.03576498601217
21,221.19000244140625,2080.93994140625,9.40792946533601,169.6445326813565
22,221.49000549316406,2072.75,9.358210070855645,180.90083587959919
23,227.32000732421875,2162.89990234375,9.514780189404446,150.33997690472563
24,229.3444061279297,2181.0,9.509715265448529,152.9314659076191
25,228.86000061035156,2180.52001953125,9.527746280328477,148.46028817238187
26,228.4149932861328,2185.469970703125,9.56797948883072,138.9618717494178
27,228.97000122070312,2179.81005859375,9.520068336343508,150.29457656822444
28,229.42999267578125,2170.280029296875,9.459443397027014,164.52622544606686
29,228.71499633789062,2162.260009765625,9.453949432206116,165.23819447891003
30,227.96499633789062,2145.8701171875,9.413156193536322,173.96226055787395
31,226.27999877929688,2122.56005859375,9.380237184215286,180.04978723737042
32,226.6199951171875,2113.35009765625,9.325523533629127,192.7348854236967
33,228.07000732421875,2133.5,9.354583818498627,187.40570574763672
34,228.41000366210938,2117.409912109375,9.270215306513869,206.970930887088
35,226.99000549316406,2102.179931640625,9.261112299078443,207.6869652328229
36,226.27999877929688,2102.070068359375,9.289685697805036,200.53977747174542
37,223.86000061035156,2006.3599853515625,8.962565799523123,271.5148123576615
38,223.72999572753906,1986.5999755859375,8.879452972435764,289.946028955707
39,225.2050018310547,1984.3399658203125,8.811260627812048,307.2822265543383
40,223.9600067138672,1983.9200439453125,8.858367496300275,294.9769263484551
41,223.57000732421875,1973.20751953125,8.82590443658986,301.7032272214193
42,222.9949951171875,1986.4000244140625,8.90782334989257,282.63346391993866
43,224.0399932861328,1985.449951171875,8.862033613061916,294.2645700355607
44,226.39500427246094,1885.22998046875,8.327171293055217,418.5553482384322
45,226.86000061035156,1875.1300048828125,8.265582296737643,433.4080988230563
46,222.60000610351562,1864.0,8.37376437057771,400.99626533682306
47,223.33999633789062,1849.43505859375,8.280805448728241,423.1247224067962
48,223.33999633789062,1843.0,8.25199261314453,429.5597810005462
49,222.8300018310547,1838.0,8.248440447411275,429.34707512730677
50,222.25,1815.989990234375,8.170933589356018,445.4288270181838
51,226.83999633789062,1830.280029296875,8.068594863537964,478.05360869975686
52,225.41000366210938,1833.050048828125,8.132070533905297,460.6674881716932
53,228.5,1904.0,8.332603938730854,421.3007047455691
54,227.83999633789062,1919.875,8.426417796956038,398.6797399955136
55,226.6699981689453,1900.3900146484375,8.383950368376535,406.2060547237812
56,226.05999755859375,1909.5999755859375,8.447314855389122,390.7612153284982
57,223.25,1900.6800537109375,8.513684451112821,370.9598655405031
58,227.9199981689453,2077.425048828125,9.114711589670325,241.94739804269568
59,226.33999633789062,2031.0400390625,8.973403163047115,272.183047934691
60,228.4250030517578,2051.22509765625,8.979862406706292,273.30905563173076
61,229.13499450683594,2077.1201171875,9.065049717342639,254.67093118116838
62,227.1300048828125,2061.760009765625,9.077444483080903,249.53783514920053
63,227.97000122070312,2042.260009765625,8.95845944128616,277.6235233974677
64,225.9499969482422,2035.8900146484375,9.010356460039226,263.34684880765565
65,220.3300018310547,2048.81005859375,9.298824679195269,192.98426153635285
66,220.0,2026.1300048828125,9.20968184037642,212.29133287226261
67,221.64999389648438,2019.239990234375,9.110038555549911,236.04610343419893
68,222.19000244140625,2003.5699462890625,9.01737217819881,257.23562979742576
69,222.82000732421875,2044.6099853515625,9.176061027484446,222.6349349019457
70,223.58999633789062,2026.18994140625,9.062077796827095,248.92511509401686
71,224.0399932861328,2030.1199951171875,9.061417853750864,249.59452609024822
72,225.22999572753906,2025.780029296875,8.994272822113192,266.0976282430921
73,226.1199951171875,2035.0400390625,8.999823469869762,265.9343930180063
74,224.41000366210938,2034.8800048828125,9.067688479461458,248.61643011812396
75,225.14999389648438,2038.594970703125,9.054386080243003,252.4649799615346
76,224.64999389648438,2037.1324462890625,9.068028050905468,248.81695337615668
77,223.16000366210938,2019.3599853515625,9.048933286491213,251.360072150772
78,222.2100067138672,2017.9749755859375,9.081386592028775,243.03506620978726
79,225.0449981689453,2028.3900146484375,9.013264152290507,261.5967639755987
80,225.5800018310547,2019.219970703125,8.95123660924249,276.23513492110635
81,224.36000061035156,2018.489990234375,8.996657090137507,264.49535847428945
82,224.4600067138672,1995.0450439453125,8.888198272614853,288.96247734789597
83,224.64999389648438,1990.2900390625,8.859515215387,295.6593606027192
84,227.30499267578125,2002.5250244140625,8.809859391299796,310.561388581256
85,226.49000549316406,2000.199951171875,8.831294550135217,304.556394702132
86,229.5449981689453,2073.5,9.03308726628799,262.48173761900364
87,229.83999633789062,2091.60009765625,9.100244217639835,247.39684633702666
88,230.97999572753906,2092.840087890625,9.060698444030242,257.8089061429115
89,230.17999267578125,2079.469970703125,9.034103905078105,263.0021105389784
90,229.35000610351562,2072.179931640625,9.035011451908835,261.8087721886492
91,231.72999572753906,2087.18994140625,9.006990807786071,271.1248791264476
92,231.25999450683594,2079.889892578125,8.993729749987711,273.6209975381672
93,233.83999633789062,2224.75,9.5139840696256,155.1313519888032
94,232.35000610351562,2190.780029296875,9.428792647936698,173.87198052904398
95,233.0399932861328,2171.929931640625,9.319987960066024,199.7745075567451
96,231.6737060546875,2154.179931640625,9.29833587214305,203.55954640437324
97,227.3303985595703,2140.659912109375,9.416514138334342,172.6861770155234
98,229.61000061035156,2189.949951171875,9.53769411328134,146.69618303091795
99,231.33999633789062,2202.409912109375,9.520229735339749,151.91868488222428
100,230.41839599609375,2160.330078125,9.375684041137166,184.5787477708892
101,229.51499938964844,2142.580078125,9.335250784579591,193.09503891096813
102,230.1221923828125,2155.489990234375,9.366719341212766,186.39130831772957
103,231.50999450683594,2159.320068359375,9.327113816227124,196.74609725663743
104,232.25,2154.72998046875,9.277631778121636,208.89985677262496
105,233.17999267578125,2144.889892578125,9.19843022535998,228.2454946606232
106,234.38999938964844,2161.139892578125,9.220273468175833,224.3630967023911
107,231.19000244140625,2168.860107421875,9.381288483577745,183.93538665454764
108,231.0,2165.510009765625,9.374502206777597,185.343449977148
109,230.92999267578125,2172.050048828125,9.40566456379539,178.08785891313948
110,230.88999938964844,2205.0,9.550002190778548,144.72913228443042
111,231.72999572753906,2190.050048828125,9.450869931414136,168.26477170457258
112,234.67999267578125,2187.110107421875,9.319542251918532,201.35693281519536
113,235.9499969482422,2185.219970703125,9.261368929716381,216.22791274178428
114,230.88999938964844,2156.3798828125,9.339425217691684,193.34924947193042
115,229.83250427246094,2166.300048828125,9.42555995587129,172.6203180002127
116,229.8249969482422,2169.43994140625,9.439529947627149,169.40369229550936
117,226.61000061035156,2148.35009765625,9.48038520749253,157.63273054989816
118,227.47000122070312,2160.530029296875,9.498087737734776,154.24295286677682
119,226.8800048828125,2156.925048828125,9.506897930217406,151.81752058698032
120,227.5800018310547,2161.35009765625,9.497100273602864,154.5472119657444
121,227.5500030517578,2181.8701171875,9.588530379809393,133.72057185145934
122,227.72000122070312,2187.830078125,9.607544644287021,129.49817953837248
123,228.02000427246094,2177.050048828125,9.547627436348828,143.3445706272397
124,229.22000122070312,2192.780029296875,9.566268290809273,139.87988136481965
125,228.99000549316406,2204.965087890625,9.629088759319012,125.34401298058596
126,228.6699981689453,2213.989990234375,9.682030909007317,113.04828313560724
127,228.4600067138672,2201.969970703125,9.638317018264662,122.92195858561003
128,223.72000122070312,2192.179931640625,9.798765956013055,84.26391802722095
129,223.8699951171875,2180.62255859375,9.740575361393457,97.3543939892726
130,222.07000732421875,2165.139892578125,9.749807813610122,94.43920117622214
131,220.41000366210938,2155.0,9.777233175421726,87.61202700540993
132,220.85000610351562,2159.679931640625,9.778944405500045,87.42940519815524
133,220.6649932861328,2165.18994140625,9.812113417549119,80.02836055495995
134,220.82000732421875,2159.760009765625,9.7806355317911,87.04270649012018
135,220.42999267578125,2185.7451171875,9.915824478578994,57.07121956550749
136,218.69000244140625,2215.340087890625,10.130047387439133,9.691631199777603
137,218.2100067138672,2245.56005859375,10.29082072087689,-25.43442479355177
138,219.38999938964844,2247.497314453125,10.244301566642738,-15.310855155833323
139,218.75,2248.580078125,10.279223214285715,-22.93511786852683
140,218.97999572753906,2260.385009765625,10.322335619085765,-32.38923971866812
141,219.22000122070312,2261.989990234375,10.318355887413219,-31.541099561496466
142,214.30999755859375,2275.320068359375,10.61695718482423,-95.05682593179868
143,212.82000732421875,2242.8349609375,10.53864713725281,-77.8010606728079
144,213.0500030517578,2258.219970703125,10.599483399934611,-90.8352606479492
145,212.69000244140625,2248.929931640625,10.5737453844836,-85.22482454351199
146,213.10000610351562,2250.14990234375,10.55912640964785,-82.25410599630219
147,211.75,2229.06005859375,10.526847974468714,-74.96281232944817
148,212.89999389648438,2247.929931640625,10.558619051598503,-82.07848046226523
149,210.0449981689453,2248.789794921875,10.70622873444055,-112.1195462810632
150,210.69000244140625,2233.219970703125,10.599553585007872,-89.95706760377549
151,210.6699981689453,2230.169921875,10.586082219863746,-87.11148448488699
152,210.35000610351562,2249.77001953125,10.695364650591513,-109.98225368072677
153,210.64999389648438,2248.43994140625,10.673819162373947,-105.58596972537394
154,213.38999938964844,2270.804931640625,10.641571480086812,-99.94508433662291
155,213.72999572753906,2275.760009765625,10.647826955776212,-101.42502521279663
156,217.72999572753906,2379.989990234375,10.930923790641252,-164.7705976860201
157,220.7100067138672,2400.6650390625,10.87701040295273,-154.9866502650974
158,220.77479553222656,2385.6201171875,10.805672411275182,-139.27951526925915
159,220.1699981689453,2378.844970703125,10.804582779156592,-138.68606432363674
160,219.9250030517578,2377.429931640625,10.810184829603543,-139.7751453431382
161,219.7899932861328,2379.60009765625,10.826698986966054,-143.3252599440615
162,219.57000732421875,2370.409912109375,10.795690818597139,-136.38357335223225
163,214.11500549316406,2341.820068359375,10.937206679959388,-163.54985972152815
