,amd,msft,Ratio,Spread
0,121.52999877929688,310.6628112792969,2.556264415368525,79.74318952578346
1,121.2750015258789,312.09649658203125,2.573461081469728,77.49034468282741
2,121.34600067138672,311.8999938964844,2.570335999297834,77.91492679515534
3,121.74030303955078,312.1000061035156,2.5636539281664272,78.98158135525262
4,122.41999816894531,313.6000061035156,2.5616730174324376,79.66505095040588
5,123.6897964477539,315.3799133300781,2.549764995880589,81.96427540193315
6,123.27999877929688,315.4200134277344,2.558566000575794,80.60773104780901
7,125.2249984741211,313.2200012207031,2.5012577763012147,89.05590881108628
8,122.69000244140625,311.9700012207031,2.5427499797279114,82.1624242959071
9,123.30500030517578,314.7300109863281,2.552451321579675,81.37804901485049
10,123.27010345458984,314.5299987792969,2.551551349149011,81.46595770822427
11,121.31109619140625,313.94000244140625,2.587891893632447,75.7627902277186
12,118.81999969482422,313.17498779296875,2.635709380553134,68.5253443263432
13,119.19999694824219,314.05999755859375,2.6347315905969504,68.86104722025863
14,113.41000366210938,311.9800109863281,2.7509038084138746,52.34111487347252
15,111.69000244140625,312.1300048828125,2.7946100641063123,46.665746133744506
16,110.73500061035156,311.3699951171875,2.8118480462452853,44.357884185648174
17,109.7699966430664,311.760009765625,2.840120427254447,40.86786671146382
18,109.70999908447266,311.1300048828125,2.8359311592305625,41.305133939837674
19,110.12000274658203,311.25,2.826461970912553,42.502244818267286
20,109.3499984741211,308.05999755859375,2.817192518127923,43.21866631970971
21,107.69999694824219,308.5592956542969,2.864988898770187,37.41886214722712
22,107.54000091552734,307.8299865722656,2.862469629455053,37.634195981136145
23,107.16000366210938,306.69500732421875,2.8620287126087773,37.548462569642595
24,106.418701171875,306.55999755859375,2.880696664991936,35.30209371676841
25,107.2698974609375,307.6099853515625,2.867626357744764,36.98651012400461
26,106.86499786376953,307.0,2.8727834757584576,36.2957859055374
27,108.19000244140625,309.4200134277344,2.859968633380064,38.13225024789659
28,107.89019775390625,312.8800048828125,2.8999854611118687,33.70915873320229
29,110.0436019897461,313.29998779296875,2.8470531873553373,40.206825327492254
30,109.55599975585938,313.82000732421875,2.8644712112851196,38.12042021221009
31,109.2499008178711,313.3500061035156,2.868194879425079,37.60710156595832
32,109.00980377197266,313.8999938964844,2.8795574621260873,36.28582003123165
33,110.64710235595703,314.1260070800781,2.83898990928402,41.319505676879146
34,110.52999877929688,315.07000732421875,2.8505384131356184,39.99931898080837
35,108.4800033569336,312.3800048828125,2.8796091004439157,36.1038649707009
36,108.55999755859375,312.4800109863281,2.8784084194334234,36.260834236817686
37,107.125,310.6700134277344,2.9000701370150233,33.46100982846616
38,107.5199966430664,312.4200134277344,2.905692179891649,32.97990690161629
39,107.52909851074219,312.1099853515625,2.9025630240951257,33.31917404464281
40,106.18000030517578,310.94000244140625,2.9284234464844823,30.155280213098536
41,106.83000183105469,311.010009765625,2.9112609232888427,32.17335401110893
