,pfe,unh,Ratio,Spread
0,55.07939910888672,457.2200012207031,8.301107285444832,100.20998654285918
1,55.209999084472656,460.24468994140625,8.336256069072208,98.53147296449097
2,55.439998626708984,459.3160095214844,8.284921011888382,101.83090165689785
3,55.56420135498047,460.5400085449219,8.288430271906385,101.88713737055824
4,55.60499954223633,460.4599914550781,8.2809099046089,102.38768674067038
5,55.57500076293945,460.6199951171875,8.288258907669775,101.91846701011494
6,55.720001220703125,458.510009765625,8.228822679839832,105.52306222659425
7,55.400001525878906,456.31500244140625,8.236732669190426,104.4196337525332
8,55.650001525878906,456.8999938964844,8.21024225280591,106.41154772238966
9,55.685001373291016,459.4639892578125,8.251126477985357,104.20831754773408
10,55.79499816894531,456.0799865722656,8.174209186122228,108.72612559106895
11,56.10499954223633,463.0400085449219,8.253097091576329,104.96148050069579
12,56.08000183105469,464.260009765625,8.278530574307824,103.48381232977297
13,56.2400016784668,465.010009765625,8.26831429387507,104.38303022891287
14,56.47999954223633,463.30999755859375,8.203080759802871,108.55684962442572
15,56.09000015258789,464.5,8.281333548517896,103.34688101139457
16,56.119998931884766,465.44000244140625,8.293656651817306,102.71609463843438
17,56.209999084472656,465.7900085449219,8.286604094138667,103.29377606071355
18,56.43000030517578,467.364990234375,8.28220782751809,103.98648372774883
19,56.579898834228516,469.54998779296875,8.298883481016588,103.34658349997781
20,56.70000076293945,469.04998779296875,8.272486445882937,105.08454874653913
21,56.42499923706055,472.19000244140625,8.368453856021796,99.1099224024911
22,56.665000915527344,473.57000732421875,8.357363446092368,100.20376402861658
23,56.654998779296875,472.92999267578125,8.34754219160978,100.7406804406011
24,56.68730163574219,473.5,8.352840695127588,100.50363874044163
25,56.55500030517578,473.1700134277344,8.36654603261369,99.46991324685669
26,56.470001220703125,473.45001220703125,8.384097785948944,98.31377605999162
27,56.63999938964844,473.7900085449219,8.364936681682098,99.72605653723738
28,55.83000183105469,469.7099914550781,8.413218270643299,95.45692521538527
29,55.79499816894531,471.5299987792969,8.451115946836676,93.2761133840377
30,55.4739990234375,470.8699951171875,8.488120622388287,90.62737928831328
31,55.86940002441406,472.7049865722656,8.460892480780192,92.86803177099935
32,55.653900146484375,471.93499755859375,8.479818958176027,91.41672956663231
33,55.58000183105469,469.5899963378906,8.44890213867378,93.0000149076383
34,55.540000915527344,467.7799987792969,8.422398110701497,94.39769816133301
35,55.067501068115234,470.2300109863281,8.539156523639623,87.07733627399367
36,54.68000030517578,468.2900085449219,8.56419176904422,85.02312744266013
37,54.97999954223633,466.94500732421875,8.492997657548282,89.46040730919347
38,54.84000015258789,466.30999755859375,8.503099858882635,88.65235632812804
39,54.88999938964844,465.3299865722656,8.477500305092388,90.14774053535191
40,54.934600830078125,467.2799987792969,8.506114392724392,88.65746310353327
41,54.939998626708984,468.510009765625,8.527666936232134,87.48309056288818
42,53.974998474121094,460.8999938964844,8.53913861836361,85.14624991896315
