,fcx,shw,Ratio,Spread
0,43.244998931884766,269.29998779296875,6.22730938708412,13.199690726172733
1,43.20500183105469,267.6400146484375,6.194653473109321,14.592196278991779
2,43.209999084472656,267.19000244140625,6.183522520309887,15.075625991520681
3,43.5099983215332,268.44000244140625,6.16961647430252,15.831773231866023
4,43.130001068115234,267.7950134277344,6.209019401710785,13.935654312222042
5,42.994998931884766,268.8699951171875,6.2535178927006685,11.957889783408476
6,42.97999954223633,268.69000244140625,6.251512454702689,12.037578923604386
7,43.33000183105469,270.7950134277344,6.249596168575629,12.273094308967657
8,42.959999084472656,269.2099914550781,6.266526936505002,11.383843359303356
9,43.02000045776367,268.05999755859375,6.23105520005214,12.935076907675253
10,43.41999816894531,264.9800109863281,6.1027181520207,18.689917963885947
11,42.59000015258789,263.8900146484375,6.196055733810623,14.229572753169592
12,42.619998931884766,262.19500732421875,6.151924305377354,16.12518714855902
13,42.525001525878906,261.69000244140625,6.153791723726402,15.994927802815667
14,42.209999084472656,260.1499938964844,6.163231450819505,15.42846006226064
15,42.66999816894531,263.25,6.169440152251753,15.404548094577606
16,42.35499954223633,261.5799865722656,6.175893977083356,14.968110746381356
17,42.20500183105469,262.07501220703125,6.209572345384782,13.470024246216113
18,42.209999084472656,261.8699951171875,6.20398011838666,13.708458841557515
19,42.935001373291016,263.9930114746094,6.148666659618043,16.43365928364524
20,42.5,262.45001220703125,6.175294404871323,15.06772847151764
21,42.43000030517578,261.3800048828125,6.160264034948129,15.669635623307343
22,42.56079864501953,260.32501220703125,6.116544343499872,17.599299618557055
23,42.459999084472656,259.4100036621094,6.109515055476624,17.840243915181148
24,41.630001068115234,256.69000244140625,6.165985968182145,15.009903587277293
25,42.3849983215332,254.8800048828125,6.013448507164944,21.86869950700516
26,42.30500030517578,253.97000122070312,6.003309287049722,22.243742476143964
27,42.040000915527344,253.14999389648438,6.021645775059539,21.291652646231924
28,42.334999084472656,255.1300048828125,6.026455897016597,21.28434588520527
29,43.040000915527344,257.30999755859375,5.978392009414786,23.818823458304408
30,43.720001220703125,258.9100036621094,5.9220035780672715,26.7660980379962
31,45.369998931884766,260.7699890136719,5.747630486065761,35.939935263106136
32,45.689998626708984,263.5400085449219,5.768002111316861,35.30980952283063
33,45.6349983215332,265.0299987792969,5.807603999718798,33.45202265161193
34,45.58000183105469,265.45001220703125,5.823826273437623,32.664238096580064
35,46.040000915527344,266.6700134277344,5.792137448411689,34.52033101170953
36,46.19499969482422,266.3999938964844,5.76685779102478,35.82685442340291
37,46.33000183105469,267.3800048828125,5.771206438925489,35.74962627643522
38,47.095001220703125,263.1099853515625,5.586792197297968,45.13533019890697
39,47.30500030517578,266.53680419921875,5.634431930656941,43.11281186853786
40,47.125,263.8999938964844,5.599999870482427,44.545928725155775
41,46.595001220703125,263.19000244140625,5.6484600396247115,41.71172587197226
42,46.625,261.59381103515625,5.610591121397453,43.50852434939294
43,46.90999984741211,262.04998779296875,5.586228706999778,44.958191296340445
44,46.939998626708984,262.9200134277344,5.601193462288092,44.2887727327455
45,48.849998474121094,260.1600036621094,5.325691131800801,59.82128472367607
46,48.52989959716797,261.30999755859375,5.3845155198681445,56.53073378801646
47,47.78499984741211,258.6600036621094,5.41299580387291,54.19945309210898
48,47.38999938964844,256.9800109863281,5.42266331074191,53.23800878944287
49,47.880001068115234,257.80999755859375,5.3845027528680935,55.68474893372668
50,47.94499969482422,255.4600067138672,5.328188723326757,58.46939693583842
51,47.900001525878906,255.39999389648438,5.331941247611434,58.22849914646521
52,48.100101470947266,258.9599914550781,5.383772248619713,56.006604832817814
53,47.93000030517578,259.6400146484375,5.417066826523678,54.189085465682766
54,48.17499923706055,259.760009765625,5.392008591165565,55.7074409519969
55,48.46500015258789,260.3399963378906,5.371711451939183,57.06674109953515
56,48.3849983215332,260.4100036621094,5.382040150784025,56.461747572799666
57,48.3849983215332,260.69500732421875,5.387930481919628,56.17674391069029
58,48.16999816894531,260.20001220703125,5.401702763085829,55.233995495546836
59,47.900001525878906,260.0299987792969,5.428601054194343,53.59849426365271
60,47.83000183105469,257.82501220703125,5.3904453760575155,55.335380663489346
61,47.959999084472656,258.07000732421875,5.380942707477459,55.959699861072195
62,48.935001373291016,259.42999267578125,5.30152212925817,61.1197249275648
63,49.0099983215332,259.9800109863281,5.304632113649806,61.07122429494463
64,49.029998779296875,258.7699890136719,5.277789016036823,62.41499281823003
65,49.08000183105469,258.2099914550781,5.26100207461075,63.30936950816984
66,48.959999084472656,254.86000061035156,5.205473966015223,65.8568810491213
67,49.36000061035156,254.50999450683594,5.156199176656031,68.88176714612815
68,49.88880157470703,257.260009765625,5.1566684635706395,69.66793619809978
69,50.01499938964844,256.8800048828125,5.1360593425495225,70.89184788768598
70,50.084999084472656,257.0799865722656,5.132873939733495,71.1599663706619
71,50.08000183105469,256.9599914550781,5.130990057107722,71.2465439823517
72,50.119998931884766,258.489990234375,5.15742210181756,69.98401279476703
73,48.5,250.9954071044922,5.175163033082313,66.64538041914808
74,48.595001220703125,247.77000427246094,5.098672662794429,70.5060729892814
75,46.79999923706055,246.27999877929688,5.262393222097955,59.99258703632496
76,47.230098724365234,247.61000061035156,5.242631442618891,61.53873551813287
77,46.95000076293945,246.9250030517578,5.259318403391188,60.35066913880975
78,47.310001373291016,244.64999389648438,5.171210881312765,65.03306518631605
79,47.13999938964844,242.89999389648438,5.152736466726031,65.64623226074112
80,47.595001220703125,239.92999267578125,5.041075460071955,71.65891011177918
81,47.380001068115234,240.3000030517578,5.071760186461239,69.85115620347166
82,47.375,243.02999877929688,5.129920818560357,67.08771746088878
83,47.09000015258789,244.59500122070312,5.19420259987536,63.61687131472253
84,47.26499938964844,243.1573944091797,5.144555115818617,66.22472855731856
85,46.824501037597656,241.61000061035156,5.159905503666792,64.82643302039351
86,46.65999984741211,239.74000549316406,5.138019851632312,65.59637997759968
87,46.78499984741211,240.4499969482422,5.139467729666832,65.72228533179431
88,47.02000045776367,240.7899932861328,5.121012142533379,66.9537790768638
89,46.90999984741211,241.88499450683594,5.1563631484466965,65.12318458247326
90,46.80500030517578,243.99349975585938,5.212979343339052,62.31252907480628
