,lly,unh,Ratio,Spread
0,289.19500732421875,516.0900268554688,1.7845744697690311,-61.42669335041626
1,288.7950134277344,511.2900085449219,1.7704253355221549,-57.2555329169121
2,288.2200012207031,507.75,1.7616751018302605,-54.61954055565076
3,288.04998779296875,509.8247985839844,1.7699177927076069,-56.96162892623812
4,288.0899963378906,509.6099853515625,1.768926348813094,-56.68391551247777
5,288.9519958496094,510.4100036621094,1.7664179898164194,-56.128725186803706
6,288.57000732421875,510.3999938964844,1.7687215612918208,-56.71926581768008
7,288.6099853515625,516.0841064453125,1.78817134762908,-62.3405261639503
8,290.20001220703125,519.1900024414062,1.789076432122999,-62.94663173434179
9,290.6300048828125,518.4100952148438,1.783745953635711,-61.490703489427915
10,288.8299865722656,516.6223754882812,1.7886729200779217,-62.53291617772851
11,289.2650146484375,519.3300170898438,1.7953433384297066,-64.55662026214412
12,288.44500732421875,518.9000244140625,1.7989565124655011,-65.41581742050784
13,290.0299987792969,520.8099975585938,1.7957107876792866,-64.83391663813228
14,290.1700134277344,517.3400268554688,1.782885904522695,-61.14381928971301
15,288.2699890136719,520.1799926757812,1.8044888906250678,-66.9709439888444
16,289.75,519.7550048828125,1.7938050211658758,-64.219129274159
17,290.1000061035156,518.6300048828125,1.7877628196179738,-62.543860639703894
18,290.19000244140625,516.989990234375,1.7815568623483613,-60.762356567340305
19,289.05999755859375,514.8099975585938,1.7809797339884066,-60.35892217882065
20,286.4700012207031,510.010009765625,1.7803260641336804,-59.63084551477067
21,289.9700012207031,512.1400146484375,1.7661827516379374,-56.2582600105934
22,290.2550048828125,512.1300048828125,1.7644140368555565,-55.80017641314555
23,290.44500732421875,510.5799865722656,1.757923096272452,-53.95144221471679
24,291.04998779296875,509.55999755859375,1.750764538499334,-51.98032185485624
25,292.30999755859375,512.6500244140625,1.753788884046983,-53.08940081779889
26,291.635009765625,511.8500061035156,1.7551048021116131,-53.350577176087825
27,292.6700134277344,512.4000244140625,1.7507773290910909,-52.273395143314076
28,293.375,507.75,1.7307200681721346,-46.51501291910705
29,292.6400146484375,508.7749938964844,1.7385694656545865,-48.69552776704461
30,292.8450012207031,508.27850341796875,1.7356570926573673,-47.87676381938303
31,292.3349914550781,508.82501220703125,1.7405545934627542,-49.22509398947386
32,292.6600036621094,508.760009765625,1.7383995195770376,-48.64911753490628
33,291.7250061035156,507.75,1.7405090046337341,-49.10908164864611
34,291.3699951171875,509.7699890136719,1.7495624036670112,-51.687207816787975
35,293.2799987792969,520.52001953125,1.774822769018623,-59.43439039429802
36,294.7699890136719,523.780029296875,1.7769109774352956,-60.35188417695713
37,293.42999267578125,522.52001953125,1.7807314609062357,-61.19857468775456
38,293.55999755859375,524.2100219726562,1.78569977630561,-62.6841875238963
39,292.8039855957031,519.9899291992188,1.7758977158091305,-59.6526730817306
40,292.8500061035156,518.52001953125,1.7705993127005957,-58.1104114126494
41,292.54998779296875,518.22998046875,1.7714236954112952,-58.292051742016895
42,297.2799987792969,523.5599975585938,1.761167921516607,-56.185693693653434
43,299.3999938964844,523.6400146484375,1.748964680438446,-52.93272085426827
44,300.0050048828125,525.739990234375,1.7524373983018675,-54.08151711523652
45,301.67498779296875,527.5499877929688,1.7487362530532753,-53.266019843012316
46,301.5299987792969,527.6300048828125,1.7498424933467671,-53.57398411938459
47,303.3500061035156,530.72998046875,1.749563111225529,-53.8126011891801
48,306.1600036621094,531.75,1.7368369272260034,-50.41483056232073
49,311.8599853515625,531.385009765625,1.7039217428506899,-41.08850762783072
50,311.54998779296875,533.7000122070312,1.7130477712028853,-43.89087852235366
51,310.3999938964844,536.7000122070312,1.7290593516764563,-48.69886291089415
52,311.30999755859375,537.4849853515625,1.7265265798294795,-48.053156797354404
53,308.55999755859375,536.3800048828125,1.7383329307972173,-51.2716402040964
54,308.3399963378906,536.2100219726562,1.739021950902072,-51.44753632313069
55,308.5199890136719,537.030029296875,1.740665267795912,-51.98456479949732
56,309.07000732421875,542.510009765625,1.7552981425225271,-56.59982370588057
57,310.3500061035156,544.0900268554688,1.7531497217821557,-56.16746680191932
58,310.7099914550781,545.2100219726562,1.7547231726260135,-56.72150422340252
59,311.8900146484375,546.2100219726562,1.7512905072909895,-55.86630871477274
60,311.0299987792969,548.969970703125,1.7650065037381408,-59.978347460724876
61,311.32000732421875,546.8800048828125,1.7566490813848463,-57.43243928857464
62,311.7799987792969,546.3099975585938,1.7522291349590908,-56.1392478046958
63,309.32000732421875,542.2899780273438,1.7531681274626822,-55.98674979710006
64,309.5299987792969,545.2000122070312,1.7613802033959667,-58.566641987626724
