,fcx,dow,Ratio,Spread
0,41.540000915527344,56.59000015258789,1.362301369893205,5.679730124342768
1,41.779998779296875,56.65999984741211,1.35615130452059,5.9783688583905175
2,41.63169860839844,56.334999084472656,1.3531756081916892,6.075579502106486
3,41.790000915527344,56.61000061035156,1.3546302792570113,6.043731447972
4,41.79499816894531,56.689998626708984,1.3563823689512928,5.971409248472874
5,41.935001373291016,56.78879928588867,1.3542100256626735,6.087654508771045
6,41.72999954223633,56.720001220703125,1.3592140388905327,5.841568300701361
7,41.95500183105469,57.81999969482422,1.3781431812982645,5.087174945475191
8,41.599998474121094,57.39500045776367,1.3796875616105726,4.966886496683891
9,41.505001068115234,57.09000015258789,1.3754968963594434,5.125970109323852
10,41.41999816894531,57.084999084472656,1.3781989765338085,5.000406118619836
11,41.525001525878906,57.025001525878906,1.3732691012748115,5.221689581672528
12,41.599998474121094,57.1510009765625,1.373822189251173,5.210885977885063
13,41.47999954223633,56.869998931884766,1.3710221687437056,5.30756880812681
14,42.310001373291016,57.849998474121094,1.3672889765170273,5.602457992627983
15,41.56999969482422,57.78010177612305,1.3899471301491761,4.535706839566068
16,42.02009963989258,58.15999984741211,1.3840995225103372,4.847165491121409
17,42.064998626708984,58.4900016784668,1.3904672194932353,4.586128823747664
18,41.974998474121094,58.630001068115234,1.396783876103354,4.307888558421688
19,42.23500061035156,58.60499954223633,1.3875931974740536,4.732255218214441
20,42.13999938964844,58.41999816894531,1.3863312533245078,4.771334039567456
21,43.46500015258789,59.34000015258789,1.3652363958189198,5.886542669187726
22,42.970001220703125,59.37799835205078,1.381847723184197,5.088222583199489
23,43.30500030517578,59.58679962158203,1.3759796605857606,5.393982294478214
24,42.90449905395508,59.28950119018555,1.3818947312640875,5.076107950199351
25,42.25,58.84000015258789,1.3926627255050388,4.5202937772421095
26,41.75,58.63999938964844,1.4045508835843936,3.952290977395741
27,41.70000076293945,58.34000015258789,1.3990407454485494,4.175491030058147
28,40.654998779296875,57.52000045776367,1.4148321777113204,3.3903602317708703
29,40.599998474121094,57.65999984741211,1.4201970939522388,3.165879981463817
30,40.900001525878906,58.005001068115234,1.4182151321293566,3.2816855859539302
31,40.665000915527344,57.97999954223633,1.4257960958288705,2.94572449981915
32,40.86000061035156,58.29999923706055,1.4268232590845997,2.9252457257292264
33,40.79999923706055,58.30500030517578,1.4290441518492634,2.8280821206949085
34,40.529998779296875,58.25,1.4372070504417256,2.4683597988380868
35,40.83000183105469,59.06999969482422,1.4467302729802098,2.109166929207106
36,40.9900016784668,59.02000045776367,1.439863333520392,2.4049270719830247
37,41.400001525878906,59.470001220703125,1.4364734064932043,2.584688996151854
38,41.98500061035156,59.30780029296875,1.4125949608381376,3.645452686089108
39,41.85900115966797,58.9900016784668,1.4092548805322405,3.7697152465229564
40,41.8650016784668,59.189998626708984,1.4138300789117912,3.5789351379129
41,41.88999938964844,59.099998474121094,1.4108378929393222,3.7073319529987643
42,41.15999984741211,58.310001373291016,1.4166667052832167,3.376044555289809
43,41.310001373291016,58.540000915527344,1.4170902679605426,3.3764484256501035
44,40.880001068115234,58.44499969482422,1.4296721665305674,2.8109661136052466
45,41.01499938964844,58.0099983215332,1.4143605799046786,3.453325870711474
46,41.3650016784668,58.48500061035156,1.4138764229954535,3.5159295914845003
47,41.33000183105469,58.32500076293945,1.411202472270761,3.6221694238776863
48,41.630001068115234,58.400001525878906,1.4028344950153737,4.007969626729292
49,41.8849983215332,59.11000061035156,1.4112451469280096,3.6896481405078347
50,42.0099983215332,58.599998474121094,1.3949059941781596,4.391651167434752
51,42.4099006652832,58.47999954223633,1.3789232850080246,5.125902948852321
52,42.54499816894531,58.869998931884766,1.3837113988843814,4.943414287475825
53,42.72999954223633,58.99660110473633,1.3806834012816063,5.100975542239787
54,42.8650016784668,58.98500061035156,1.3760643485518078,5.319940279841951
55,42.97999954223633,59.189998626708984,1.3771521465127783,5.291579801660042
56,44.25,59.2599983215332,1.3392090016165696,7.17230985944007
57,44.57500076293945,59.130001068115234,1.3265283243085684,7.801510600549257
58,44.459999084472656,59.189998626708984,1.3313090383616466,7.564869644377801
59,44.88999938964844,59.34000015258789,1.3218979941949298,8.075351651246883
60,45.0900993347168,59.30500030517578,1.3152554813627195,8.417706440110486
61,44.834999084472656,59.17499923706055,1.3198394211087237,8.155871706115612
62,45.16999816894531,59.27000045776367,1.3121541478943917,8.575431466222462
63,45.19499969482422,59.32500076293945,1.3126452298600948,8.558833682946833
64,45.45000076293945,59.779998779296875,1.315291480215822,8.495519124242797
65,44.939998626708984,59.79999923706055,1.3306631300500282,7.692151751172368
66,45.185001373291016,59.98500061035156,1.3275422991534724,7.8834763424159675
67,45.06999969482422,60.11520004272461,1.333818514527928,7.576633512465229
68,44.584999084472656,59.935001373291016,1.3442862533143847,7.011867788492232
69,44.34000015258789,59.939998626708984,1.3518267573395712,6.630550429941827
70,44.0099983215332,60.33000183105469,1.3708249064289657,5.733662061644431
71,43.41999816894531,60.150001525878906,1.3853064040177496,5.007417928356865
72,43.55500030517578,60.249900817871094,1.3833061737049603,5.114882879582062
73,43.525001525878906,59.93000030517578,1.3769097806818653,5.388705053518926
74,43.814998626708984,60.04499816894531,1.3704210898307037,5.7191448030195104
75,43.97999954223633,60.369998931884766,1.3726693851806036,5.647586622055904
76,44.08000183105469,60.7400016784668,1.3779491641417088,5.431188103672348
77,45.626800537109375,60.369998931884766,1.3231258431715893,8.177084684579363
78,44.9900016784668,60.26499938964844,1.339519829769035,7.3039566423848115
79,44.630001068115234,59.72999954223633,1.338337398896208,7.285992987086779
80,44.150001525878906,59.7599983215332,1.3535672991201226,6.518711490643774
81,44.400001525878906,60.11280059814453,1.3538918588348987,6.549910995425357
82,44.3650016784668,60.209999084472656,1.3571508352651875,6.3989524940783085
83,44.310001373291016,60.220001220703125,1.359061145437072,6.304469497189224
84,44.34000015258789,59.619998931884766,1.3446098043913755,6.950550124766046
85,44.2400016784668,59.91999816894531,1.3544302869705933,6.496952518909204
86,44.814998626708984,60.119998931884766,1.341515134981043,7.180151165651701
87,44.24980163574219,59.880001068115234,1.3532264293756282,6.552002423944579
88,44.119998931884766,59.650001525878906,1.3519946276057335,6.582624088137443
89,44.339599609375,59.875,1.3503730418742945,6.694933819421699
90,44.099998474121094,59.84000015258789,1.3569161501831661,6.361904615788767
91,44.04999923706055,58.810001373291016,1.3350738340946995,7.315104210687487
92,44.439998626708984,59.31999969482422,1.3348335177304027,7.404147730622874
93,44.79999923706055,59.47999954223633,1.3276785838208638,7.797111385920907
94,44.58440017700195,59.099998474121094,1.3255757224386018,7.845950761519596
95,44.18000030517578,58.8650016784668,1.3323902506078216,7.459786472468629
96,43.75,58.400001525878906,1.334857177734375,7.264303092308545
97,43.18000030517578,57.81999969482422,1.3390458380310297,6.968781330539578
98,41.630001068115234,56.90999984741211,1.367042959098071,5.497971305196089
99,42.43000030517578,57.63999938964844,1.3584727545386626,5.9967762915366265
100,41.779998779296875,57.2599983215332,1.370512206666389,5.378370384269424
101,41.45000076293945,57.04010009765625,1.3761181917433387,5.091389303596877
102,41.189998626708984,56.900001525878906,1.3814033363182252,4.832122741460374
103,40.790000915527344,56.599998474121094,1.3875949302216228,4.51772645863084
104,40.9900016784668,56.689998626708984,1.3830201587059177,4.734928903037712
105,38.5099983215332,55.61000061035156,1.4440405877467084,2.0056240917035524
106,38.53499984741211,55.459999084472656,1.439211088726582,2.1940281394826258
107,37.7400016784668,54.88999938964844,1.4544249323912157,1.5429049819904392
108,38.33000183105469,55.150001525878906,1.438820738098603,2.189147284223324
109,39.040000915527344,55.435001373291016,1.4199538953197848,2.994711089710556
110,39.380001068115234,56.0,1.4220416069348831,2.9519551200720144
111,39.97999954223633,56.630001068115234,1.4164582720489838,3.24355598353889
112,38.81999969482422,55.470001220703125,1.4289026701898406,2.6217877996639842
113,38.70920181274414,55.939998626708984,1.445134386839565,1.9816040572848834
114,38.625,56.279998779296875,1.4570873470368122,1.512269320335939
