,t,cmcsa,Ratio,Spread
0,18.119335174560547,47.744998931884766,2.6350303955367247,-11.140704185603695
1,18.123111724853516,47.690101623535156,2.6314521671316697,-11.078177570841007
2,18.077795028686523,47.5099983215332,2.628085905728135,-10.989622092610936
3,18.066465377807617,47.474998474121094,2.627796720682185,-10.977510164438058
4,18.070241928100586,47.70500183105469,2.63997582438948,-11.199884214958573
5,18.123111724853516,47.72999954223633,2.633653660964898,-11.118075489542179
6,18.119335174560547,47.779998779296875,2.6369620253164556,-11.175704033015805
7,18.074018478393555,47.619998931884766,2.6347211600348714,-11.107252009375571
8,18.115558624267578,47.68000030517578,2.6319917201616803,-11.08333486530779
9,18.119260787963867,47.70000076293945,2.632557769388985,-11.09585629087561
10,18.14199447631836,47.60490036010742,2.624016914030508,-10.954829775347882
11,18.153324127197266,47.57500076293945,2.620732182689489,-10.902042258940682
12,18.175981521606445,47.61000061035156,2.6193909007750604,-10.891270121059385
13,18.232627868652344,47.709999084472656,2.6167373912403074,-10.876832852169365
14,18.024925231933594,47.185001373291016,2.617764055392385,-10.771431580966777
15,18.030590057373047,47.11750030517578,2.613197912838607,-10.69248655323193
16,18.040029525756836,47.125,2.612246278905298,-10.680916835208507
17,18.020544052124023,47.1349983215332,2.6156257094789295,-10.73027929528515
18,17.991012573242188,47.095001220703125,2.617695976197968,-10.749941058694304
19,17.95694923400879,47.099998474121094,2.622939891421984,-10.8237523440472
20,17.847431182861328,46.81999969482422,2.6233466998760524,-10.76499959754453
21,17.696374893188477,46.915000915527344,2.6511079923824075,-11.165161515215594
22,17.798337936401367,47.29499816894531,2.657270489971821,-11.33917520185058
23,17.831344604492188,47.34000015258789,2.6548755129022457,-11.317497818079865
24,17.851207733154297,47.45500183105469,2.6583636547413265,-11.39237242736192
25,17.975830078125,47.77000045776367,2.6574572773635388,-11.455611648809445
26,18.066465377807617,47.67499923706055,2.6388669969513403,-11.177510927377512
27,18.115558624267578,47.709999084472656,2.6336476878256687,-11.113333644604666
28,18.017372131347656,47.970001220703125,2.6624305071238537,-11.571690041205045
29,18.013595581054688,47.88999938964844,2.65854749398368,-11.499317516563437
30,18.096675872802734,47.8650016784668,2.6449609870287007,-11.306482770664196
31,18.130664825439453,47.95000076293945,2.6446907063032774,-11.322818097419152
32,18.183534622192383,48.17499923706055,2.6493748458709785,-11.44101013494221
33,18.236404418945312,48.17499923706055,2.6416939507556014,-11.334203698344176
