,sbux,amzn,Ratio,Spread
0,90.29499816894531,169.22000122070312,1.8740794579128977,-53.11967520745182
1,90.41999816894531,169.58248901367188,1.8754975939815366,-53.321439360729
2,90.58999633789062,169.00050354003906,1.8655537076046007,-52.52087209146585
3,90.58999633789062,169.02499389648438,1.8658240504397408,-52.54536244791116
4,90.93000030517578,169.34100341796875,1.8623226971256237,-52.424198568342376
5,91.2300033569336,170.03500366210938,1.8638057372074677,-52.732458153306254
6,91.25,169.3155059814453,1.855512394317209,-51.98724900660022
7,91.0967025756836,168.18099975585938,1.8461809813163519,-51.0498509409461
8,90.88999938964844,166.46249389648438,1.8314720542889888,-49.5971217887344
9,91.23999786376953,167.15150451660156,1.8319981195766304,-49.83610817967369
10,91.21430206298828,167.41400146484375,1.835392012858198,-50.1316445089267
11,91.20500183105469,166.6719970703125,1.8274436020411526,-49.401598251406185
12,90.84500122070312,165.88926696777344,1.8260692909756722,-49.081753015962235
13,91.02999877929688,166.35000610351562,1.8274196235774192,-49.30462430409449
14,91.80999755859375,165.11700439453125,1.7984643152740798,-47.06870865300152
15,92.06999969482422,165.05450439453125,1.7927066899274673,-46.67190073570117
16,92.25,164.75149536132812,1.7859240689574865,-46.13744926895049
17,92.55000305175781,165.17050170898438,1.7846623042963505,-46.17071495742999
18,91.86000061035156,165.218994140625,1.7985956133556429,-47.10640501930166
19,91.94999694824219,165.12950134277344,1.7958619556640478,-46.90119590957255
20,90.97000122070312,162.95350646972656,1.7912883838968368,-45.98526887822379
21,90.81999969482422,164.49449157714844,1.8112144035442326,-47.71912431523404
22,90.9000015258789,164.7624969482422,1.812568692876588,-47.884264202575
23,90.86000061035156,164.27450561523438,1.8079958673973286,-47.44770561144358
24,90.79000091552734,163.1824951171875,1.7973619723719954,-46.445699959232286
25,91.38999938964844,164.09295654296875,1.7955242109516332,-46.5846898764525
26,91.1050033569336,163.15460205078125,1.7908412934421376,-46.0127801816697
27,91.48999786376953,163.60250854492188,1.7882010314234495,-45.96566492861086
28,86.94000244140625,166.22000122070312,1.9118932200712568,-54.43349220328973
29,87.08999633789062,166.34750366210938,1.9100644236648778,-54.36813412490008
30,87.22000122070312,167.15249633789062,1.9164468470359777,-55.00596793713491
31,87.4000015258789,167.07550048828125,1.9116189653476223,-54.69752965397798
32,87.48989868164062,167.2239990234375,1.9113520708480227,-54.730439404558695
33,87.5,167.4499969482422,1.9137142508370535,-54.943449164144155
34,88.0999984741211,168.36898803710938,1.9111122696167455,-55.09096874445031
35,85.01499938964844,165.8489990234375,1.9508204459698149,-56.53763798119125
36,84.76000213623047,165.25,1.9496224142892544,-56.26651165119927
37,84.50499725341797,164.68800354003906,1.9488552025646972,-56.0323976944763
