,crm,adbe,Ratio,Spread
107,160.32000732421875,406.760009765625,2.5371755937050646,-51.27360880315363
108,156.92999267578125,398.4100036621094,2.538775391936887,-50.48765022149568
109,159.64999389648438,402.5,2.5211400901210017,-48.508581783400054
110,162.4600067138672,408.6000061035156,2.5150805688637123,-48.33868268237345
111,165.10000610351562,428.2200012207031,2.5937006989098146,-62.06811893422387
112,160.24000549316406,416.4800109863281,2.599101327440328,-61.17211593450586
113,176.07000732421875,418.1600036621094,2.374964424759189,-27.531055889650396
114,188.39999389648438,441.2799987792969,2.342250600187155,-23.139487179386244
115,184.91000366210938,429.760009765625,2.3241577051230613,-19.406618494471367
116,182.8699951171875,429.4599914550781,2.3484442659927334,-23.658415789174775
117,187.14999389648438,433.4200134277344,2.3158964871111127,-18.068592844489423
118,189.19000244140625,428.8399963378906,2.2667159511809087,-8.936760149395447
119,187.11000061035156,426.4200134277344,2.2789803433101126,-11.15782877655338
120,178.4499969482422,393.8399963378906,2.2070047804602675,2.099357578665397
121,166.02999877929688,371.6499938964844,2.2384508620669057,-3.4230442359360405
122,164.4499969482422,370.82000732421875,2.254910393467067,-6.1184727943183725
123,168.5500030517578,376.9200134277344,2.2362504099865896,-3.070246744562078
124,159.85000610351562,365.0799865722656,2.2838909767438307,-10.642286555782256
125,163.25999450683594,360.7900085449219,2.2099106987891948,1.2563058896693837
126,166.8300018310547,362.989990234375,2.1758076260286057,7.021984486143615
127,167.4499969482422,365.3299865722656,2.181725847897071,6.065366397632395
128,173.0500030517578,376.6400146484375,2.1764808321661087,7.250479694731289
129,185.9199981689453,387.7200012207031,2.0854131079991856,24.886963335168694
130,181.30999755859375,381.07000732421875,2.1017594862691937,21.25078820032919
131,171.4600067138672,365.6300048828125,2.132450662345865,14.712773858322599
132,170.61000061035156,368.5,2.159896833020946,9.946183231193935
133,165.0399932861328,366.05999755859375,2.2180078311318696,-0.04202023999224824
134,168.1999969482422,368.4800109863281,2.19072543205643,4.588796593569291
135,172.1999969482422,376.489990234375,2.1863530598524683,5.503908598852624
136,172.72999572753906,382.8299865722656,2.2163491926216117,0.34648412830656294
137,176.63999938964844,390.8900146484375,2.212919021734013,1.0107409234299984
138,175.5,389.44000244140625,2.2190313529424857,-0.08289651487698624
139,174.36000061035156,384.1600036621094,2.2032576411868985,2.653452619081654
140,166.3300018310547,375.5400085449219,2.2578007840483685,-6.643670231069543
141,163.49000549316406,371.94000244140625,2.2750014676399166,-9.38047074625323
142,161.0399932861328,372.9599914550781,2.315946392225749,-15.86710538980683
143,167.3800048828125,379.8599853515625,2.2694466141132765,-8.620803774406717
144,167.88999938964844,375.2300109863281,2.234975354997015,-2.852892531120383
145,173.80999755859375,387.8299865722656,2.231344525745838,-2.243737147711763
146,182.4499969482422,401.489990234375,2.2005480786512184,3.3744549355112303
147,185.35000610351562,408.9100036621094,2.2061504731418156,2.425153094353923
148,182.47000122070312,401.8999938964844,2.202553796283335,3.009086262694402
149,177.2899932861328,391.9599914550781,2.210841030505788,1.3910778268470585
150,170.4600067138672,379.260009765625,2.224920772191731,-1.1485038378224681
151,180.3000030517578,392.7799987792969,2.178480266950098,7.287223460532821
152,181.2899932861328,403.5,2.2257157865473007,-1.223839464744608
153,184.02000427246094,410.1199951171875,2.2286707183745187,-1.7524352880389893
154,182.97999572753906,411.0899963378906,2.2466390093811786,-5.042979300659831
155,183.7899932861328,409.9599914550781,2.2305892944717254,-2.105648886491374
156,189.64999389648438,424.5400085449219,2.2385448046818617,-3.610405928345565
157,191.27000427246094,430.5899963378906,2.251215489724789,-6.045708612081207
158,190.1699981689453,433.42999267578125,2.279171251243984,-11.340118663246109
159,189.75,434.3399963378906,2.289011838407856,-13.187252821372603
160,182.24000549316406,426.57000732421875,2.340704535043595,-22.17411037908048
161,188.61000061035156,438.3999938964844,2.3243730050251825,-19.790900025304587
162,186.72999572753906,434.8900146484375,2.3289778000262635,-20.475724561209667
163,189.88999938964844,445.6700134277344,2.3469904410986553,-24.204893079210628
164,191.05999755859375,451.0199890136719,2.36061967328014,-26.944283559131613
165,189.58999633789062,447.55999755859375,2.3606730639993496,-26.764265863374
166,187.9600067138672,437.82000732421875,2.3293253441446997,-20.661227163096648
167,187.92999267578125,439.0299987792969,2.336135879793897,-21.938188125374246
168,183.77000427246094,425.05999755859375,2.312999878524199,-17.25025593277841
169,176.97999572753906,411.3500061035156,2.3242740198547045,-18.690625946280115
170,176.0,410.4100036621094,2.3318750208074395,-19.937261328913827
