,qcom,msft,Ratio,Spread
0,158.3699951171875,310.6628112792969,1.961626702390303,6.946719962312045
1,158.24000549316406,312.09649658203125,1.97229831741578,5.252341694841448
2,158.0050048828125,311.8999938964844,1.9739880653009132,4.977552873180684
3,158.0749969482422,312.1000061035156,1.9743793270842522,4.917909093106232
4,159.3300018310547,313.6000061035156,1.9682420291191667,5.934809546636302
5,161.2100067138672,315.3799133300781,1.956329633369771,7.925234377735251
6,161.19000244140625,315.4200134277344,1.956821196416272,7.845015900366661
7,158.77999877929688,313.2200012207031,1.9726666055469417,5.211788497541761
8,155.6199951171875,311.9700012207031,2.004690984508632,0.12443096272795628
9,155.36000061035156,314.7300109863281,2.0258110823240933,-3.156995333726911
10,155.5749969482422,314.5299987792969,2.02172588750837,-2.5258099992003054
11,153.3699951171875,313.94000244140625,2.046945376776793,-6.3579240328479045
12,152.07510375976562,313.17498779296875,2.0593442322268216,-8.189801786504916
13,152.8000030517578,314.05999755859375,2.055366435118542,-7.621032860297248
14,154.11000061035156,311.9800109863281,2.0243982204317272,-2.913858541989555
15,153.82000732421875,312.1300048828125,2.0291898974163427,-3.6454312381935665
16,153.94000244140625,311.3699951171875,2.0226711067885255,-2.644772397009774
17,153.67999267578125,311.760009765625,2.0286310816226107,-3.5562341776347353
18,153.74000549316406,311.1300048828125,2.023741341004744,-2.8058741556852738
19,154.125,311.25,2.019464720194647,-2.1537664212165737
20,152.80999755859375,308.05999755859375,2.015967557623124,-1.6009889711198753
21,146.89999389648438,308.5592956542969,2.100471807178757,-13.95274365981453
22,145.3699951171875,307.8299865722656,2.117562061717852,-16.29183269658813
23,144.69500732421875,306.69500732421875,2.1195963357395318,-16.510535099917092
24,143.0500030517578,306.55999755859375,2.1430268508814736,-19.674565884745846
25,145.1199951171875,307.6099853515625,2.119694016687093,-16.573204117537557
26,145.43870544433594,307.0,2.110854872243749,-15.324048211397667
27,147.00999450683594,309.4200134277344,2.1047549485715162,-14.59285624687061
28,151.47000122070312,312.8800048828125,2.0656235714088558,-9.108346310270349
29,152.14999389648438,313.29998779296875,2.059152154854,-8.164610323783336
30,152.6804962158203,313.82000732421875,2.055403375691293,-7.620712458040316
31,152.9600067138672,313.3500061035156,2.0485747407796606,-6.590155570235709
