,mo,mdlz,Ratio,Spread
0,44.653526306152344,63.47128677368164,1.4214171203078445,-4.235485626288954
1,44.523963928222656,63.29541015625,1.4216032125596207,-4.2354191187073535
2,44.20930480957031,62.84595489501953,1.4215549230128317,-4.212941619845585
3,44.2187385559082,63.34427261352539,1.4325210234895263,-4.69845818413936
4,44.048954010009766,63.45174789428711,1.4404825113410915,-5.036323182519899
5,44.133846282958984,64.0184555053711,1.4505523741330921,-5.487835934794473
6,44.69035720825195,64.49722290039062,1.4432022236886795,-5.211443934996465
7,44.7092170715332,64.8489761352539,1.4504610096727435,-5.5376052141684635
8,44.56773376464844,64.5837631225586,1.4491148117068287,-5.464378456455725
9,44.69978713989258,65.13382720947266,1.4571395386208361,-5.835252266232855
10,45.24686050415039,64.79985809326172,1.4321404263466584,-4.7589300857828984
11,46.24668502807617,65.27134704589844,1.4113735288545,-3.8737037465966235
12,45.878822326660156,66.21431732177734,1.4432436135855267,-5.31584656761653
13,46.41646957397461,66.18484497070312,1.425891404024672,-4.556811953782491
14,46.94467544555664,66.35184478759766,1.4134051233253957,-4.007061014862165
15,47.67097091674805,65.84105682373047,1.381156195427914,-2.510723938558611
16,46.671138763427734,66.06697845458984,1.4155853104308869,-4.0933712139738585
17,46.68057632446289,66.17503356933594,1.4176138938254068,-4.188619998141432
18,47.45402908325195,66.44023895263672,1.4000968987496492,-3.40428602704476
19,47.92564010620117,66.89207458496094,1.3957471290259442,-3.2161674760937284
20,47.59550857543945,66.17503356933594,1.3903629890717044,-2.9470995651278553
21,47.24651336669922,66.40094757080078,1.4054147669148893,-3.6465838033095377
22,47.4728889465332,66.55811309814453,1.4020236512908715,-3.4965682168612897
23,47.46345901489258,67.14747619628906,1.414719398668779,-4.098727292851462
24,47.11445999145508,66.41078186035156,1.409562624136967,-3.835608369997251
25,47.189918518066406,65.79194641113281,1.394194956830551,-3.1143792161811756
26,46.661712646484375,65.43833923339844,1.4023990017076398,-3.4775227942616507
27,47.482322692871094,66.27325439453125,1.395745840472151,-3.198908359035938
28,47.614376068115234,65.24188232421875,1.3702139503179944,-1.9883460115864986
29,47.991668701171875,65.84105682373047,1.3719268074152784,-2.0755519881115685
30,47.765289306640625,65.49726867675781,1.3712314868707804,-2.038950131297339
31,47.63323974609375,66.69562530517578,1.4001908260007714,-3.416491860485804
32,47.55778121948242,66.73491668701172,1.4032386494026183,-3.5581769469190743
33,47.34083557128906,65.83123779296875,1.3905803942525599,-2.948883188822448
34,47.529483795166016,66.28308868408203,1.3945678217280228,-3.144747230259183
35,47.55778121948242,66.84297180175781,1.4055107300585137,-3.666232061665168
36,47.72756576538086,66.75456237792969,1.3986584337043655,-3.347432920218223
37,47.33140563964844,65.5856704711914,1.3856691890902093,-2.7161118448907455
38,47.5106201171875,65.51690673828125,1.3789949821046383,-2.4041624165161277
39,47.24651336669922,64.96685028076172,1.3750612616962405,-2.212486513270475
40,47.46345901489258,64.7016372680664,1.3631884108523362,-1.652888364628806
41,47.736995697021484,64.54447174072266,1.352084914400046,-1.12454630516555
42,48.45384979248047,64.88825988769531,1.3391765600793457,-0.49559684664680304
43,48.80284881591797,64.8293228149414,1.328392181765342,0.036915639190384875
44,48.36895751953125,65.2909927368164,1.3498532134055625,-1.013524554577314
45,49.00092697143555,65.10436248779297,1.3286353240979443,0.03065879386099568
46,46.75603485107422,63.50327682495117,1.3581835377448006,-1.4144695491593333
47,48.5576057434082,65.57584381103516,1.3504752305448506,-1.0423887791195179
48,48.378395080566406,64.31855010986328,1.3294891242826703,-0.028275597045661405
49,48.642494201660156,63.19877243041992,1.2992502433862234,1.4498722839386906
50,49.81210708618164,63.5523796081543,1.2758420256786194,2.683375292012558
51,50.151668548583984,63.758663177490234,1.2713168878065262,2.937860805181389
52,50.45350646972656,62.697818756103516,1.242685060823748,4.408285221323853
53,49.84983444213867,61.42087936401367,1.232118021080003,4.866069800268635
54,48.001102447509766,59.72156524658203,1.2441707002852453,4.056740743248939
55,48.104854583740234,60.20287322998047,1.2514926767979349,3.716219574351202
56,48.321800231933594,59.092918395996094,1.222903909050648,5.120559544281919
57,47.614376068115234,58.07135772705078,1.2196181599434635,5.18217858558147
58,47.67097091674805,58.28746032714844,1.2227034441765594,5.04287255802342
59,48.61420440673828,60.084999084472656,1.2359556186863039,4.525257696349032
60,48.36895751953125,60.851165771484375,1.2580623790974375,3.426302410754717
61,48.75568389892578,61.165489196777344,1.2545304322584834,3.636748662660482
62,48.74625015258789,60.418968200683594,1.2394587893747149,4.370468504542147
63,49.28389358520508,60.28145217895508,1.2231471134628746,5.237541612664048
64,50.28372573852539,60.477901458740234,1.2027331024201429,6.397817977434757
65,50.19883346557617,59.70191955566406,1.1893089028972084,7.058605021701526
66,50.37153244018555,59.77067565917969,1.1865963325645352,7.224193379766719
67,51.44612503051758,60.42879104614258,1.1746033546801926,8.024250066898079
68,49.92058563232422,60.477901458740234,1.211482211049624,5.905053773949463
69,49.58477783203125,61.94147872924805,1.2492035144147504,3.985800965516221
70,49.93977355957031,61.980987548828125,1.2411147093988029,4.4280048070669
71,50.13166809082031,62.0106201171875,1.2369550521408315,4.658764176226557
72,50.573020935058594,62.751426696777344,1.2408083507085168,4.516852841290758
73,50.58261489868164,62.267433166503906,1.2310046305677806,5.013864933166859
74,50.505855560302734,62.23780059814453,1.2322888090438175,4.939338655972053
75,51.647613525390625,62.43534851074219,1.208871896472974,6.291103101420164
76,51.55166244506836,62.11927032470703,1.2049906322788162,6.476980142329355
77,51.916259765625,62.623023986816406,1.2062314247892065,6.467968055686287
78,52.24247360229492,62.632896423339844,1.198888415968659,6.900752595485615
79,52.68382263183594,62.88970947265625,1.1937195581296538,7.242829614456811
80,52.578285217285156,63.0675048828125,1.1994971806741046,6.921824850304818
81,52.7509880065918,62.9390983581543,1.1931359152986742,7.284581012910282
82,52.386390686035156,62.79093551635742,1.1986115991971908,6.938002279240864
83,52.981258392333984,64.41084289550781,1.2157288227949605,6.125302659486453
84,53.12517547607422,64.92446899414062,1.2221036149495714,5.806965337626481
85,54.23814392089844,65.03311157226562,1.1990290756835391,7.208569080006372
86,53.2786865234375,64.2626724243164,1.2061609738829993,6.677069245826191
87,52.990848541259766,64.9738540649414,1.226133490094076,5.5753048752890795
88,52.6550407409668,63.25518035888672,1.2013129126623727,6.838303043418351
89,52.693416595458984,63.26505661010742,1.2006254423737535,6.880501038608303
90,52.962066650390625,65.40846252441406,1.2350058572333231,5.101640731008446
91,53.31707000732422,63.68978500366211,1.1945477310533565,7.3020412656240286
92,53.134769439697266,63.008243560791016,1.1858194591829212,7.736209332578754
93,53.19233703613281,63.897212982177734,1.2012484606339677,6.925356457174461
94,54.11341857910156,65.37882995605469,1.2081814764758512,6.693604219016253
